"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","PISAMATH","BOY","MEANSCORE","A","2018",509,
"SVN","PISAMATH","GIRL","MEANSCORE","A","2006",502,
"SVN","PISAMATH","GIRL","MEANSCORE","A","2009",501,
"SVN","PISAMATH","GIRL","MEANSCORE","A","2012",499.387,
"SVN","PISAMATH","GIRL","MEANSCORE","A","2015",508,
"SVN","PISAMATH","GIRL","MEANSCORE","A","2018",509,
"OAVG","PISAMATH","BOY","MEANSCORE","A","2003",505.333,
"OAVG","PISAMATH","BOY","MEANSCORE","A","2006",499.706,
"OAVG","PISAMATH","BOY","MEANSCORE","A","2009",501.382,
"OAVG","PISAMATH","BOY","MEANSCORE","A","2012",499.421,
"OAVG","PISAMATH","BOY","MEANSCORE","A","2015",494,
"OAVG","PISAMATH","BOY","MEANSCORE","A","2018",492,
"OAVG","PISAMATH","GIRL","MEANSCORE","A","2003",494.833,
"OAVG","PISAMATH","GIRL","MEANSCORE","A","2006",488.588,
"OAVG","PISAMATH","GIRL","MEANSCORE","A","2009",489.794,
"OAVG","PISAMATH","GIRL","MEANSCORE","A","2012",488.551,
"OAVG","PISAMATH","GIRL","MEANSCORE","A","2015",486,
"OAVG","PISAMATH","GIRL","MEANSCORE","A","2018",487,
"LVA","PISAMATH","BOY","MEANSCORE","A","2015",481,
"LVA","PISAMATH","BOY","MEANSCORE","A","2018",500,
"LVA","PISAMATH","GIRL","MEANSCORE","A","2015",483,
"LVA","PISAMATH","GIRL","MEANSCORE","A","2018",493,
"SGP","PISAMATH","BOY","MEANSCORE","A","2015",564,
"SGP","PISAMATH","GIRL","MEANSCORE","A","2015",564,
"COL","PISAMATH","BOY","MEANSCORE","A","2015",395,
"COL","PISAMATH","BOY","MEANSCORE","A","2018",401,
"COL","PISAMATH","GIRL","MEANSCORE","A","2015",384,
"COL","PISAMATH","GIRL","MEANSCORE","A","2018",381,
"HKG","PISAMATH","BOY","MEANSCORE","A","2015",549,
"HKG","PISAMATH","GIRL","MEANSCORE","A","2015",547,
"PER","PISAMATH","BOY","MEANSCORE","A","2015",391,
"PER","PISAMATH","GIRL","MEANSCORE","A","2015",382,
"TWN","PISAMATH","BOY","MEANSCORE","A","2015",545,
"TWN","PISAMATH","GIRL","MEANSCORE","A","2015",539,
"MAC","PISAMATH","BOY","MEANSCORE","A","2015",540,
"MAC","PISAMATH","GIRL","MEANSCORE","A","2015",548,
"CRI","PISAMATH","BOY","MEANSCORE","A","2018",411,
"CRI","PISAMATH","GIRL","MEANSCORE","A","2018",394,
"LTU","PISAMATH","BOY","MEANSCORE","A","2018",480,
"LTU","PISAMATH","GIRL","MEANSCORE","A","2018",482,
