"x","y","population"
4,59,0
4,60,0
4,61,0
4,62,0
4,63,0
4,64,1177
4,65,6708
4,66,2304
4,67,3372
4,68,2254
4,69,1465
4,70,708
4,71,465
4,72,136
4,73,0
4,74,0
4,75,0
4,76,0
4,77,105
4,78,8
4,79,91
4,80,150
4,81,155
4,82,1149
4,83,180
4,84,462
4,85,173
4,86,380
4,87,486
4,88,1075
4,89,860
4,90,5967
4,91,18324
4,92,21962
4,93,10767
4,94,6926
4,95,990
4,96,0
4,97,0
4,98,0
4,99,0
4,100,0
4,101,0
4,102,0
4,103,0
4,104,0
4,105,0
4,106,0
4,107,0
4,108,0
4,109,0
4,110,0
4,111,0
4,112,0
4,113,0
4,114,0
4,115,0
4,116,0
4,117,0
4,118,0
4,119,0
4,120,0
4,121,0
4,122,0
4,123,0
4,124,0
4,125,0
4,126,0
4,127,0
4,128,0
4,129,0
4,130,0
4,131,0
4,132,0
4,133,0
4,134,0
4,135,0
4,136,0
4,137,0
4,138,0
4,139,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,0
5,15,0
5,16,0
5,17,0
5,18,0
5,19,0
5,20,0
5,21,0
5,22,0
5,23,0
5,24,0
5,25,0
5,26,0
5,27,0
5,28,0
5,29,0
5,30,0
5,31,0
5,32,0
5,33,0
5,34,0
5,35,0
5,36,0
5,37,0
5,38,0
5,39,0
5,40,0
5,41,0
5,42,0
5,43,0
5,44,0
5,45,0
5,46,0
5,47,0
5,48,0
5,49,0
5,50,0
5,51,0
5,52,0
5,53,0
5,54,0
5,55,0
5,56,0
5,57,0
5,58,0
5,59,0
5,60,0
5,61,0
5,62,7273
5,63,4474
5,64,7969
5,65,2244
5,66,3063
5,67,2400
5,68,3766
5,69,2033
5,70,2077
5,71,1281
5,72,2228
5,73,1659
5,74,305
5,75,137
5,76,47
5,77,389
5,78,314
5,79,463
5,80,784
5,81,1332
5,82,682
5,83,1914
5,84,3707
5,85,1082
5,86,368
5,87,78
5,88,369
5,89,597
5,90,929
5,91,1792
5,92,10475
5,93,15501
5,94,12531
5,95,17721
5,96,11728
5,97,4496
5,98,0
5,99,0
5,100,0
5,101,0
5,102,0
5,103,0
5,104,0
5,105,0
5,106,0
5,107,0
5,108,0
5,109,0
5,110,0
5,111,0
5,112,0
5,113,0
5,114,0
5,115,0
5,116,0
5,117,0
5,118,0
5,119,0
5,120,0
5,121,0
5,122,0
5,123,0
5,124,0
5,125,0
5,126,0
5,127,0
5,128,0
5,129,0
5,130,0
5,131,0
5,132,0
5,133,0
5,134,0
5,135,0
5,136,0
5,137,0
5,138,0
5,139,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
6,11,0
6,12,0
6,13,0
6,14,0
6,15,0
6,16,0
6,17,0
6,18,0
6,19,0
6,20,0
6,21,0
6,22,0
6,23,0
6,24,0
6,25,0
6,26,0
6,27,0
6,28,0
6,29,0
6,30,0
6,31,0
6,32,0
6,33,0
6,34,0
6,35,0
6,36,0
6,37,0
6,38,0
6,39,0
6,40,0
6,41,0
6,42,0
6,43,0
6,44,0
6,45,6
6,46,5537
6,47,8861
6,48,4449
6,49,1433
6,50,0
6,51,0
6,52,0
6,53,0
6,54,0
6,55,0
6,56,0
6,57,0
6,58,0
6,59,0
6,60,3731
6,61,4887
6,62,7345
6,63,1562
6,64,2991
6,65,88
6,66,525
6,67,1257
6,68,3065
6,69,1549
6,70,859
6,71,175
6,72,251
6,73,232
6,74,651
6,75,475
6,76,354
6,77,1124
6,78,638
6,79,2206
6,80,288
6,81,1373
6,82,302
6,83,4848
6,84,1218
6,85,1101
6,86,333
6,87,689
6,88,471
6,89,574
6,90,797
6,91,432
6,92,586
6,93,1856
6,94,6923
6,95,9116
6,96,10868
6,97,18890
6,98,15141
6,99,6310
6,100,0
6,101,0
6,102,0
6,103,0
6,104,0
6,105,0
6,106,0
6,107,0
6,108,0
6,109,0
6,110,0
6,111,0
6,112,0
6,113,0
6,114,0
6,115,0
6,116,0
6,117,0
6,118,0
6,119,0
6,120,0
6,121,0
6,122,0
6,123,0
6,124,0
6,125,0
6,126,0
6,127,0
6,128,0
6,129,0
6,130,0
6,131,0
6,132,0
6,133,0
6,134,0
6,135,0
6,136,0
6,137,0
6,138,0
6,139,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,0
7,16,0
7,17,0
7,18,0
7,19,0
7,20,0
7,21,0
7,22,0
7,23,0
7,24,0
7,25,0
7,26,0
7,27,0
7,28,0
7,29,0
7,30,0
7,31,0
7,32,0
7,33,0
7,34,0
7,35,0
7,36,0
7,37,0
7,38,0
7,39,0
7,40,0
7,41,0
7,42,0
7,43,0
7,44,0
7,45,1520
7,46,2185
7,47,2778
7,48,0
7,49,0
7,50,0
7,51,0
7,52,0
7,53,0
7,54,0
7,55,0
7,56,112
7,57,1997
7,58,2684
7,59,4806
7,60,5686
7,61,1679
7,62,3052
7,63,465
7,64,171
7,65,667
7,66,1360
7,67,1048
7,68,1597
7,69,1572
7,70,1453
7,71,809
7,72,705
7,73,726
7,74,574
7,75,395
7,76,832
7,77,1397
7,78,1018
7,79,1893
7,80,1204
7,81,1213
7,82,1362
7,83,2287
7,84,2939
7,85,618
7,86,509
7,87,984
7,88,1064
7,89,998
7,90,1173
7,91,927
7,92,960
7,93,1263
7,94,1290
7,95,1471
7,96,4615
7,97,8314
7,98,9888
7,99,12058
7,100,11330
7,101,6214
7,102,0
7,103,0
7,104,0
7,105,0
7,106,0
7,107,0
7,108,0
7,109,0
7,110,0
7,111,0
7,112,0
7,113,0
7,114,0
7,115,0
7,116,0
7,117,0
7,118,0
7,119,0
7,120,0
7,121,0
7,122,0
7,123,0
7,124,0
7,125,0
7,126,0
7,127,0
7,128,0
7,129,0
7,130,0
7,131,0
7,132,0
7,133,0
7,134,0
7,135,0
7,136,0
7,137,0
7,138,0
7,139,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,0
8,14,0
8,15,0
8,16,0
8,17,0
8,18,0
8,19,0
8,20,0
8,21,0
8,22,0
8,23,0
8,24,0
8,25,0
8,26,0
8,27,0
8,28,0
8,29,0
8,30,0
8,31,0
8,32,0
8,33,0
8,34,0
8,35,0
8,36,0
8,37,0
8,38,0
8,39,0
8,40,0
8,41,0
8,42,0
8,43,0
8,44,0
8,45,0
8,46,0
8,47,0
8,48,0
8,49,0
8,50,0
8,51,0
8,52,0
8,53,0
8,54,80
8,55,5960
8,56,11097
8,57,8411
8,58,9348
8,59,4675
8,60,3471
8,61,1231
8,62,0
8,63,0
8,64,1117
8,65,966
8,66,1035
8,67,838
8,68,459
8,69,612
8,70,575
8,71,888
8,72,567
8,73,1725
8,74,1019
8,75,1697
8,76,641
8,77,1459
8,78,654
8,79,1623
8,80,953
8,81,1826
8,82,1433
8,83,1661
8,84,2297
8,85,3260
8,86,1114
8,87,1014
8,88,689
8,89,923
8,90,486
8,91,814
8,92,631
8,93,618
8,94,1293
8,95,1543
8,96,2026
8,97,2153
8,98,4789
8,99,8840
8,100,10599
8,101,11859
8,102,14438
8,103,8322
8,104,0
8,105,0
8,106,0
8,107,0
8,108,0
8,109,0
8,110,0
8,111,0
8,112,0
8,113,0
8,114,0
8,115,0
8,116,0
8,117,0
8,118,0
8,119,0
8,120,0
8,121,0
8,122,0
8,123,0
8,124,0
8,125,0
8,126,0
8,127,0
8,128,0
8,129,0
8,130,0
8,131,0
8,132,0
8,133,0
8,134,0
8,135,0
8,136,0
8,137,0
8,138,0
8,139,0
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
9,10,0
9,11,0
9,12,0
9,13,0
9,14,0
9,15,0
9,16,0
9,17,0
9,18,0
9,19,0
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
9,25,0
9,26,0
9,27,0
9,28,0
9,29,0
9,30,0
9,31,0
9,32,0
9,33,0
9,34,0
9,35,0
9,36,0
9,37,0
9,38,0
9,39,0
9,40,0
9,41,0
9,42,0
9,43,0
9,44,0
9,45,0
9,46,0
9,47,0
9,48,0
9,49,0
9,50,3
9,51,0
9,52,0
9,53,0
9,54,3388
9,55,5603
9,56,7151
9,57,968
9,58,2018
9,59,1704
9,60,1028
9,61,271
9,62,39
9,63,0
9,64,110
9,65,411
9,66,74
9,67,306
9,68,316
9,69,323
9,70,326
9,71,1495
9,72,1180
9,73,1366
9,74,1301
9,75,1086
9,76,1688
9,77,1104
9,78,1654
9,79,1093
9,80,1860
9,81,1312
9,82,2023
9,83,1042
9,84,2481
9,85,3074
9,86,2303
9,87,658
9,88,812
9,89,416
9,90,460
9,91,638
9,92,640
9,93,993
9,94,788
9,95,877
9,96,1341
9,97,1619
9,98,1901
9,99,3828
9,100,7108
9,101,7239
9,102,7170
9,103,15052
9,104,16049
9,105,8063
9,106,0
9,107,0
9,108,0
9,109,0
9,110,0
9,111,0
9,112,0
9,113,0
9,114,0
9,115,0
9,116,0
9,117,0
9,118,0
9,119,0
9,120,0
9,121,0
9,122,0
9,123,0
9,124,0
9,125,0
9,126,0
9,127,0
9,128,0
9,129,0
9,130,0
9,131,0
9,132,0
9,133,0
9,134,0
9,135,0
9,136,0
9,137,0
9,138,0
9,139,0
10,0,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,0
10,8,0
10,9,0
10,10,0
10,11,0
10,12,0
10,13,0
10,14,0
10,15,0
10,16,0
10,17,0
10,18,0
10,19,0
10,20,0
10,21,0
10,22,0
10,23,0
10,24,0
10,25,0
10,26,0
10,27,0
10,28,0
10,29,0
10,30,0
10,31,0
10,32,0
10,33,0
10,34,0
10,35,0
10,36,0
10,37,0
10,38,0
10,39,0
10,40,0
10,41,0
10,42,0
10,43,0
10,44,0
10,45,0
10,46,0
10,47,425
10,48,379
10,49,106
10,50,0
10,51,0
10,52,0
10,53,0
10,54,3700
10,55,1440
10,56,72
10,57,503
10,58,924
10,59,1201
10,60,91
10,61,0
10,62,0
10,63,0
10,64,0
10,65,477
10,66,235
10,67,775
10,68,327
10,69,515
10,70,614
10,71,1544
10,72,1108
10,73,560
10,74,1246
10,75,592
10,76,1755
10,77,260
10,78,1927
10,79,591
10,80,1706
10,81,722
10,82,2477
10,83,957
10,84,1985
10,85,728
10,86,4310
10,87,868
10,88,1503
10,89,470
10,90,916
10,91,524
10,92,813
10,93,1039
10,94,511
10,95,1456
10,96,964
10,97,944
10,98,1248
10,99,1654
10,100,2057
10,101,3115
10,102,3997
10,103,5753
10,104,10233
10,105,20028
10,106,26902
10,107,2406
10,108,0
10,109,0
10,110,0
10,111,0
10,112,0
10,113,0
10,114,0
10,115,0
10,116,0
10,117,0
10,118,0
10,119,0
10,120,0
10,121,0
10,122,0
10,123,0
10,124,0
10,125,0
10,126,0
10,127,0
10,128,0
10,129,0
10,130,0
10,131,0
10,132,0
10,133,0
10,134,0
10,135,0
10,136,0
10,137,0
10,138,0
10,139,0
11,0,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,0
11,9,0
11,10,0
11,11,0
11,12,0
11,13,0
11,14,0
11,15,0
11,16,0
11,17,0
11,18,0
11,19,0
11,20,0
11,21,0
11,22,0
11,23,0
11,24,0
11,25,0
11,26,0
11,27,0
11,28,0
11,29,0
11,30,0
11,31,0
11,32,0
11,33,0
11,34,0
11,35,0
11,36,0
11,37,0
11,38,0
11,39,0
11,40,0
11,41,0
11,42,0
11,43,0
11,44,0
11,45,0
11,46,793
11,47,2957
11,48,693
11,49,77
11,50,0
11,51,0
11,52,0
11,53,0
11,54,22
11,55,178
11,56,0
11,57,531
11,58,1680
11,59,377
11,60,0
11,61,0
11,62,0
11,63,382
11,64,175
11,65,515
11,66,933
11,67,548
11,68,1152
11,69,986
11,70,1176
11,71,2192
11,72,760
11,73,1304
11,74,774
11,75,1040
11,76,762
11,77,797
11,78,847
11,79,821
11,80,733
11,81,1058
11,82,816
11,83,1242
11,84,1128
11,85,1432
11,86,1806
11,87,3094
11,88,1542
11,89,1115
11,90,668
11,91,742
11,92,724
11,93,988
11,94,574
11,95,1073
11,96,1475
11,97,852
11,98,1378
11,99,1518
11,100,1299
11,101,1624
11,102,3082
11,103,3627
11,104,5579
11,105,9219
11,106,14298
11,107,47026
11,108,21891
11,109,0
11,110,0
11,111,0
11,112,0
11,113,0
11,114,0
11,115,0
11,116,0
11,117,0
11,118,0
11,119,0
11,120,0
11,121,0
11,122,0
11,123,0
11,124,0
11,125,0
11,126,0
11,127,0
11,128,0
11,129,0
11,130,0
11,131,0
11,132,0
11,133,0
11,134,0
11,135,0
11,136,0
11,137,0
11,138,0
11,139,0
12,0,0
12,1,0
12,2,0
12,3,0
12,4,0
12,5,0
12,6,0
12,7,0
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,0
12,14,0
12,15,0
12,16,0
12,17,0
12,18,0
12,19,0
12,20,0
12,21,0
12,22,0
12,23,0
12,24,0
12,25,0
12,26,0
12,27,0
12,28,0
12,29,75
12,30,0
12,31,0
12,32,0
12,33,0
12,34,0
12,35,0
12,36,0
12,37,0
12,38,0
12,39,0
12,40,0
12,41,0
12,42,0
12,43,0
12,44,401
12,45,283
12,46,675
12,47,2402
12,48,102
12,49,0
12,50,0
12,51,0
12,52,0
12,53,0
12,54,98
12,55,203
12,56,33
12,57,130
12,58,31
12,59,-4
12,60,0
12,61,6
12,62,139
12,63,734
12,64,368
12,65,1250
12,66,1197
12,67,1066
12,68,1256
12,69,1265
12,70,1464
12,71,1548
12,72,1815
12,73,1082
12,74,1419
12,75,770
12,76,876
12,77,986
12,78,1394
12,79,1000
12,80,950
12,81,889
12,82,758
12,83,1075
12,84,1420
12,85,1360
12,86,1474
12,87,2929
12,88,3629
12,89,2089
12,90,1202
12,91,982
12,92,1663
12,93,881
12,94,1288
12,95,1101
12,96,877
12,97,1187
12,98,1140
12,99,1457
12,100,1622
12,101,2209
12,102,4020
12,103,7559
12,104,6693
12,105,9394
12,106,10093
12,107,18126
12,108,36340
12,109,40878
12,110,3893
12,111,0
12,112,0
12,113,0
12,114,0
12,115,0
12,116,0
12,117,0
12,118,0
12,119,0
12,120,0
12,121,0
12,122,0
12,123,0
12,124,0
12,125,0
12,126,0
12,127,0
12,128,0
12,129,0
12,130,0
12,131,0
12,132,0
12,133,0
12,134,0
12,135,0
12,136,0
12,137,0
12,138,0
12,139,0
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,0
13,14,0
13,15,0
13,16,0
13,17,0
13,18,0
13,19,0
13,20,0
13,21,0
13,22,0
13,23,0
13,24,0
13,25,0
13,26,0
13,27,0
13,28,659
13,29,185
13,30,0
13,31,0
13,32,0
13,33,0
13,34,0
13,35,0
13,36,0
13,37,0
13,38,0
13,39,0
13,40,0
13,41,0
13,42,452
13,43,477
13,44,930
13,45,49
13,46,292
13,47,921
13,48,327
13,49,0
13,50,0
13,51,0
13,52,-1
13,53,0
13,54,118
13,55,88
13,56,370
13,57,48
13,58,415
13,59,660
13,60,692
13,61,535
13,62,869
13,63,549
13,64,1085
13,65,645
13,66,1844
13,67,492
13,68,1526
13,69,864
13,70,1251
13,71,1206
13,72,1171
13,73,1367
13,74,865
13,75,1319
13,76,612
13,77,1219
13,78,778
13,79,1476
13,80,972
13,81,927
13,82,647
13,83,1325
13,84,883
13,85,1768
13,86,1119
13,87,4958
13,88,2621
13,89,2474
13,90,1317
13,91,1454
13,92,701
13,93,1379
13,94,1403
13,95,1318
13,96,966
13,97,585
13,98,913
13,99,1017
13,100,1141
13,101,1748
13,102,3510
13,103,5064
13,104,7649
13,105,5851
13,106,14091
13,107,22138
13,108,12771
13,109,20494
13,110,44265
13,111,11147
13,112,0
13,113,0
13,114,0
13,115,0
13,116,0
13,117,0
13,118,0
13,119,0
13,120,0
13,121,0
13,122,0
13,123,0
13,124,0
13,125,0
13,126,0
13,127,0
13,128,0
13,129,0
13,130,0
13,131,0
13,132,0
13,133,0
13,134,0
13,135,0
13,136,0
13,137,0
13,138,0
13,139,0
14,0,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0
14,8,0
14,9,0
14,10,0
14,11,0
14,12,0
14,13,0
14,14,0
14,15,0
14,16,0
14,17,0
14,18,0
14,19,0
14,20,0
14,21,0
14,22,0
14,23,0
14,24,0
14,25,0
14,26,0
14,27,1735
14,28,1043
14,29,0
14,30,0
14,31,0
14,32,0
14,33,0
14,34,0
14,35,0
14,36,0
14,37,0
14,38,0
14,39,0
14,40,0
14,41,274
14,42,1056
14,43,817
14,44,453
14,45,1238
14,46,759
14,47,131
14,48,175
14,49,0
14,50,34
14,51,88
14,52,289
14,53,643
14,54,342
14,55,388
14,56,338
14,57,404
14,58,462
14,59,541
14,60,684
14,61,755
14,62,692
14,63,1009
14,64,774
14,65,815
14,66,1150
14,67,585
14,68,1239
14,69,427
14,70,1167
14,71,700
14,72,1214
14,73,1619
14,74,1276
14,75,806
14,76,1161
14,77,882
14,78,994
14,79,1732
14,80,1141
14,81,1074
14,82,341
14,83,1040
14,84,294
14,85,2015
14,86,601
14,87,3280
14,88,1822
14,89,3138
14,90,1327
14,91,1755
14,92,1017
14,93,1448
14,94,2478
14,95,2571
14,96,2157
14,97,1854
14,98,1251
14,99,878
14,100,996
14,101,1654
14,102,1836
14,103,2550
14,104,4142
14,105,8912
14,106,12021
14,107,16203
14,108,24249
14,109,21790
14,110,21411
14,111,29672
14,112,16912
14,113,0
14,114,0
14,115,0
14,116,0
14,117,0
14,118,0
14,119,0
14,120,0
14,121,0
14,122,0
14,123,0
14,124,0
14,125,0
14,126,0
14,127,0
14,128,0
14,129,0
14,130,0
14,131,0
14,132,0
14,133,0
14,134,0
14,135,0
14,136,0
14,137,0
14,138,0
14,139,0
15,0,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
15,24,0
15,25,71
15,26,163
15,27,335
15,28,0
15,29,0
15,30,0
15,31,0
15,32,0
15,33,0
15,34,0
15,35,0
15,36,0
15,37,0
15,38,0
15,39,0
15,40,0
15,41,336
15,42,0
15,43,122
15,44,852
15,45,699
15,46,740
15,47,192
15,48,89
15,49,69
15,50,1064
15,51,639
15,52,2475
15,53,1389
15,54,3314
15,55,898
15,56,2220
15,57,1349
15,58,1746
15,59,746
15,60,2046
15,61,1187
15,62,1380
15,63,1348
15,64,1013
15,65,1276
15,66,884
15,67,1636
15,68,588
15,69,1225
15,70,554
15,71,1568
15,72,667
15,73,2165
15,74,1052
15,75,1021
15,76,1178
15,77,670
15,78,989
15,79,931
15,80,1456
15,81,345
15,82,716
15,83,368
15,84,544
15,85,503
15,86,1535
15,87,969
15,88,2972
15,89,1475
15,90,3317
15,91,1440
15,92,2636
15,93,1152
15,94,2609
15,95,2676
15,96,2272
15,97,4343
15,98,2453
15,99,3700
15,100,2179
15,101,1543
15,102,2679
15,103,5100
15,104,9621
15,105,13401
15,106,27824
15,107,20764
15,108,17875
15,109,27155
15,110,34278
15,111,31671
15,112,37148
15,113,32258
15,114,498
15,115,0
15,116,0
15,117,0
15,118,0
15,119,0
15,120,0
15,121,0
15,122,0
15,123,0
15,124,0
15,125,0
15,126,0
15,127,0
15,128,0
15,129,0
15,130,0
15,131,0
15,132,0
15,133,0
15,134,0
15,135,0
15,136,0
15,137,0
15,138,0
15,139,0
16,0,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0
16,7,0
16,8,0
16,9,0
16,10,0
16,11,0
16,12,0
16,13,0
16,14,0
16,15,0
16,16,0
16,17,0
16,18,0
16,19,0
16,20,0
16,21,0
16,22,0
16,23,0
