"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"CEN35","23-June-1997",1997,"Battles","Armed clash","MISAB: Inter-African Mission to Monitor the Implementation of the Bangui Agreements (1997-1998)","","Mutiny of Military Forces of the Central African Republic (1993-2003)","","Middle Africa","Central African Republic","Nana-Grebizi","Kaga-Bandoro","Grivai-Pamia","Kouanga",7.1,19.317,"Africa Research Bulletin; New York Times","Other-International","in retaliation to the event in early may whereby a misab patrol rode through avenue boganda shooting and killing dozens of people, this event killed over 100 people",0
"CEN42","30-November-1997",1997,"Battles","Armed clash","MISAB: Inter-African Mission to Monitor the Implementation of the Bangui Agreements (1997-1998)","","Mutiny of Military Forces of the Central African Republic (1993-2003)","Military Forces of the Central African Republic (1993-2003) Yakoma Faction","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"All Africa","Regional","MISAB forces reportedly arrested some people in Ouango yesterday afternoon following skirmishes between former mutineers and a senior officer.",0
"CEN657","11-August-2009",2009,"Battles","Armed clash","MINURCAT: United Nations Mission in the Central African Republic and Chad (2007-2010)","","UFDR: Union of Democratic Forces for Unity","","Middle Africa","Central African Republic","Vakaga","Birao","Ridina","Birao",10.273,22.793,"Facebook","New media","Kara members of UFDR, who do not support demobilization, attacked a demobilization center while Goula members of UFDR were turning in their weapons. They were driven off by UN troops and the still armed Goula. Several dozen people including civilians we",25
"CEN1009","15-July-2012",2012,"Battles","Armed clash","MICOPAX: Mission for the Consolidation of Peace in Central African Republic (2008-2013)","","Military Forces of the Central African Republic (2003-2013) Gendarmerie","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"Radio Ndeke Luka; AFP","National-International","Clashes between Chadian soldiers of MICOPAX and CAR policemen of the gendarmerie left three killed in Bangui.",3
"CEN1540","10-December-2013",2013,"Battles","Armed clash","Bangui Communal Militia (Central African Republic)","Christian Group (Central African Republic)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Military Forces of Chad (1990-2021)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP","International","A mob of Christians looted Muslim-owned shops with machetes. Chadian MISCA forces fired shots to attempt to disperse the crowd.",0
"CEN1574","19-December-2013",2013,"Battles","Armed clash","Anti-Balaka","","Seleka Militia","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFRIK Presse; RCA (Central African Republic)","National-Regional","Clashes occurred between Anti-Balaka and former Seleka. The former Seleka rebels were disguised as police officers and gendarmes, and were accompanied by Chadian soldiers of MISCA. Anti-Balaka militiamen ambushed a Chadian patrol, killing one officer and wounding several soldiers. 33 deaths, including civilians.",33
"CEN1585","21-December-2013",2013,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Anti-Balaka","","Middle Africa","Central African Republic","Ouham","Bossangoa","Bossangoa","Bossangoa",6.493,17.454,"AP","International","A Chadian solider of MISCA was killed by Anti-Balaka in Bossangoa.",1
"CEN1586","22-December-2013",2013,"Battles","Armed clash","Military Forces of France (2012-2017)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Military Forces of the Central African Republic (2013-2014) Presidential Security Unit","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP","International","French MISCA soldiers killed three ex-Seleka members during a clash. The Presidential Spokesman later stated that these men were in fact members of the Presidential Guard and that the shooting was unprovoked.",3
"CEN1588","22-December-2013",2013,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Ouham","Bossangoa","Bossangoa","Bossangoa",6.493,17.454,"HRW","Other","MISCA raid an Anti-Balaka base. Three Anti-Balaka leaders captured, and their weapons confiscated.",0
"CEN1590","22-December-2013",2013,"Battles","Armed clash","Bossangoa Communal Militia (Central African Republic)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Ouham","Bossangoa","Bossangoa","Bossangoa",6.493,17.454,"HRW","Other","Following the shooting of a youth by a MISCA officer, the crowd wrestled his gun from him, shot him dead, and then mutilated his body with machete blows.",1
"CEN1601","23-December-2013",2013,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Ombella-M'Poko","Bimbo","Bimbo","Bimbo",4.33,18.523,"Slate Afrique","Regional","Chadian elements of MISCA returned to attack Burundian soldiers of MISCA, following events earlier in the day. No casualties reported.",0
"CEN1602","23-December-2013",2013,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Seleka Militia","Middle Africa","Central African Republic","Ombella-M'Poko","Bimbo","Bimbo","Bimbo",4.33,18.523,"Slate Afrique","Regional","Chadian elements of MISCA threw a grenade towards Burundian elements of MISCA while they were intercepting six former rebels Seleka. No one was hurt by the grenade. Gunshots were fired and Burundian soldiers responded, wounding three Chadians. Chadian soldiers left with the six ex-Seleka members.",0
"CEN1611","25-December-2013",2013,"Battles","Armed clash","Unidentified Armed Group (Central African Republic)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Arrondissement 8","Bangui - 8",4.412,18.53,"AFRIK Presse","Regional","Gunshots in Bangui. Some residents accuse Anti-Balaka, other say it was ex-Seleka. 44 bodies collected (mostly civilian), including those of six Chadian soldiers.",44
"CEN1615","26-December-2013",2013,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Military Forces of the Central African Republic (2013-2014) Presidential Security Unit","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","Four people (two Congolese soldiers and two ex-Seleka) were killed as a result of clashes between the Congolese members of MISCA and elements of the Presidential guard.",4
"CEN1616","26-December-2013",2013,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Anti-Balaka","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFRIK Presse","Regional","Gunshots erupted in Bangui. Residents claim it was an attack by Anti-Balaka on elements of Chadian contingency. Five Chadian soldiers killed.",5
"CEN1623","30-December-2013",2013,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Seleka Militia","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic); AFRIK Presse","National-Regional","30 December 2013, Anti-Balaka clashe with MISCA and ex-Seleka in Bangui. Reports of some bodies on the ground, coded as 10.",10
"CEN1795","24-January-2014",2014,"Battles","Armed clash","Seleka Militia","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Arrondissement 5","Bangui - 5",4.39,18.545,"AFP","International","Exchange of fire during the night between MISCA and ex-Seleka.",0
"CEN1796","25-January-2014",2014,"Battles","Armed clash","Seleka Militia","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP","International","Shooting between the Equatorial Guinean contingent of MISCA and ex-Seleka. 12 ex-Seleka arrested.",0
"CEN1876","02-February-2014",2014,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Unidentified Armed Group (Central African Republic)","","Middle Africa","Central African Republic","Ouham-Pende","Bozoum","Bozoum","Bozoum",6.319,16.371,"RCA (Central African Republic)","National","A gunman fired at MISCA soldiers. They attempted to arrest him but he escaped, shooting and injuring one MISCA soldier.",0
"CEN1892","05-February-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"Alwihda (Chad)","Regional","Anti-Balaka ambushed Chadian MISCA soldiers, resulting in several deaths, including a colonel of the Chadian army.",10
"CEN1904","07-February-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Arrondissement 8","Bangui - 8",4.412,18.53,"Radio Ndeke Luka; AP","National-International","Armed anti-Balaka attempted to loot a truck that was part of a convoy escorting Chadian nationals from CAR. The convoy had just arrived a Gobongo. Burundian soldiers from MSICA fired shots to disperse the attackers.",0
"CEN1910","09-February-2014",2014,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Anti-Balaka","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFRIK Presse","Regional","A Muslim civilian was killed by suspected Anti-Balaka. As his body was about to be set alight, Rwandan MISCA soldiers intervened and opened fire, killing one.",1
"CEN1939","15-February-2014",2014,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Anti-Balaka","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP","International","During the disarmament operation, MISCA surround the house of Patrice Edouard Ngaissona, a senior leader of the Anti-Balaka. Grenade explosions and gunfire could be heard, with MISCA firing into the air in response to aggression by those inside. Ngaissona was not present and was not detained.",0
"CEN1941","15-February-2014",2014,"Battles","Government regains territory","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Anti-Balaka","FPR: Popular Front for the Recovery","","Middle Africa","Central African Republic","Ouham-Pende","Ngaoundaye","Lim","Bang",7.486,15.542,"RCA (Central African Republic)","National","MISCA, supported by Anti-Balaka and former combatants of the Armed People for the Restoration of Democracy (APRD), removed Baba Laddes men from Bang.",0
"CEN1960","19-February-2014",2014,"Battles","Armed clash","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Anti-Balaka","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP","International","Exchanges of fire between Anti-Balaka and MISCA in Boy Rabe. Three dead, including two Cameroonian soldiers.",3
"CEN1980","23-February-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","Nine people were killed and several others injured in clashes between Anti-Balaka and Chadian MISCA soldiers. Two Chadian soldiers among the dead.",9
"CEN1983","24-February-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","Clashes between Anti-Balaka and Chadian MISCA soldiers. Two civilians killed. One Chadian soldier seriously wounded.",2
"CEN1990","26-February-2014",2014,"Battles","Armed clash","Anti-Balaka","Unidentified Armed Group (Central African Republic)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Arrondissement 3","Bangui - 3",4.374,18.537,"RCA (Central African Republic)","National","Clashes between MISCA, Anti-Balaka, and other bandits.",0
"CEN1998","28-February-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Mambere-Kadei","Berberati","Basse-Batouri","Berberati",4.255,15.787,"AFP","International","Clashes between Anti-Balaka and MISCA as Anti-Balaka refuse to disarm. Reports of injuries. No reports of deaths.",0
"CEN2004","05-March-2014",2014,"Battles","Armed clash","Unidentified Armed Group (Central African Republic)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Arrondissement 5","Bangui - 5",4.39,18.545,"RFI","International","Chadian soldiers of MISCA claim they were attacked by some armed men. Following this, they fired back, killing three: two civilians and a lieutenant of the gendarmerie who were in a crowd.",3
"CEN2033","11-March-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Sangha-Mbaere","Nola","Nola","Nola",3.524,16.045,"RCA (Central African Republic)","National","Anti-Balaka were trying to rob a man when patrolling elements of MISCA surprised them and opened fire on them, killing one and injuring three.",1
"CEN2041","13-March-2014",2014,"Battles","Armed clash","Christian Militia (Central African Republic)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Arrondissement 3","Bangui - 3",4.374,18.537,"HRW","Other","An imam and director of a Quranic school said he was attacked by a mob of street children and young men wielding machetes, sticks, and stones when he left KM5 to buy vegetables. AU peacekeepers eventually rescued him.",0
"CEN2077","22-March-2014",2014,"Battles","Armed clash","Anti-Balaka","","Military Forces of France (2012-2017)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"L'Express","International","Four people, including two Muslims, were killed and seven injured in PK-5 in clashes between Anti-Balaka, and Sangaris and MISCA.",4
"CEN2081","23-March-2014",2014,"Battles","Armed clash","Anti-Balaka","Unidentified Armed Group (Central African Republic)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Military Forces of France (2012-2017)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP","International","Clashes between Anti-Balaka and armed looters, and MISCA and Sangaris. Approximately 20 killed in these clashes on the 22nd and 23rd March.",11
"CEN2091","24-March-2014",2014,"Battles","Armed clash","Unidentified Armed Group (Central African Republic)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Ombella-M'Poko","Bimbo","Bimbo","Bimbo",4.33,18.523,"African Union","Other","A MISCA peacekeeper from the DRC was wounded in an attack by unidentified assailants.",0
"CEN2088","24-March-2014",2014,"Battles","Armed clash","Police Forces of the Central African Republic (2014-2016)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Ombella-M'Poko","Boali","Boali","Boali",4.877,18.002,"HRW","Other","Congolese MISCA soldiers severely beat a local police officer at a checkpoint following a dispute",0
"CEN2090","24-March-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Military Forces of France (2012-2017)","Middle Africa","Central African Republic","Ombella-M'Poko","Boali","Boali","Boali",4.877,18.002,"AP; HRW","Other-International","After Congolese peacekeepers investigate shots and attempt to confiscate weapons from an anti-balaka leader known as 'General' Maurice Konoumo, a group of anti-balaka fighters attacked a MISCA vehicle near Boalis central market, throwing a grenade and opening fire with automatic weapons. The attack killed one Congolese peacekeeper and wounded four others.",1
"CEN2089","24-March-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","Clashes between Anti-Balaka and Burundian soldiers of MISCA on the 23rd and 24th March.",0
"CEN2095","25-March-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Military Forces of France (2012-2017)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","Clashes erupted between MISCA, supported by Sangaris, and Anti-Balaka, when Rwandan and Burundian soldiers began to dismantle barricades erected on Independence Avenue by Anti-Balaka.",0
"CEN2097","26-March-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Military Forces of France (2012-2017)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"Xinhua","International","Clashes between Anti-Balaka, and MISCA and Sangaris.",0
"CEN2104","29-March-2014",2014,"Battles","Armed clash","Anti-Balaka","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","CPJP: Convention of Patriots for Justice and Peace","Seleka Militia","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","Anti-Balaka target house of Abdoulaye Hissene of the former rebel group the Convention of Patriots for Justice and Peace (CPJP), where he was meeting with ex-Seleka. MISCA and Sangaris intervened. One ex-Seleka killed.",1
"CEN2113","02-April-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Mambere-Kadei","Berberati","Basse-Batouri","Berberati",4.255,15.787,"RCA (Central African Republic)","National","Clashes between Anti-Balaka and Cameroonian elements of MISCA following the launch of a disarmament operation in Potopoto district of Berberati. One Anti-Balaka dead and four wounded persons, including two MISCA soldiers.",1
"CEN2114","03-April-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Nana-Grebizi","Kaga-Bandoro","Kaga-Bandoro","Zefio",6.989,19.187,"RCA (Central African Republic)","National","Chadian elements of MISCA on patrol in Zefio, 6km from Kaga Bandoro, attacked Anti-Balaka. The clash killed seven: six Anti-Balaka and one civilian.",7
"CEN2121","04-April-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Nana-Grebizi","Kaga-Bandoro","Kaga-Bandoro","Zefio",6.989,19.187,"RCA (Central African Republic)","National","Gunfire heard as clashes continue between Anti-Balaka and Chadian elements of MISCA. No deaths reported.",0
"CEN2137","08-April-2014",2014,"Battles","Armed clash","Anti-Balaka","","Seleka Militia","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Middle Africa","Central African Republic","Kemo","Dekoa","Dekoa","Dekoa",6.32,19.078,"RCA (Central African Republic)","National","Anti-Balaka attacked Dekoa, clashing with ex-Seleka in the locality, who were supported by Chadian elements of Misca from Kaga-Bandoro. Clashes last for two days. Red Cross reports 37 bodies collected, many of which were civilians hit by stray bullets.",19
"CEN2156","10-April-2014",2014,"Battles","Armed clash","Seleka Militia","","Military Forces of France (2012-2017)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Middle Africa","Central African Republic","Haute-Kotto","Bria","Samba-Boungou","Bria",6.537,21.991,"AFRIK Presse","Regional","Sangaris and Congolese MISCA soldiers were ambushed by ex-Seleka in front of the hospital. Two MISCA soldiers were injured.",0
"CEN2163","12-April-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Ouham","Nangha Boguila","Nangha Boguila","Boguila",7.186,16.84,"RCA (Central African Republic)","National","Clashes continue between Anti-Balaka and Chadian elements of MISCA after Anti-Balaka attacked a convoy of fleeing Muslims the previous day. Casualties unknown.",0
"CEN2178","16-April-2014",2014,"Battles","Armed clash","Seleka Militia","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Ouham","Bouca","Bouca Bobo","Bouca",6.503,18.279,"Radio Ndeke Luka","National","Ex-Seleka arrived in Bouca, firing gunshots, but were pushed back by the Gabonese contingent of MISCA who were present in the town.",0
"CEN2204","24-April-2014",2014,"Battles","Armed clash","Unidentified Armed Group (Central African Republic)","","Military Forces of France (2012-2017)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","Unidentified armed men opened fire on a joint Sangaris and MISCA patrol convoy. International forces return gunfire. Seven deaths reported.",7
"CEN2211","26-April-2014",2014,"Battles","Armed clash","Unidentified Armed Group (Central African Republic)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Ouham-Pende","Paoua","Paoua","Paoua",7.245,16.434,"AFP; Afriquinfos","Regional-International","A Cameroonian MISCA soldier was killed in an incident in Paoua.",1
"CEN2218","28-April-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Nana-Grebizi","Kaga-Bandoro","Ndenga","Dissikou",6.457,19.144,"Radio Ndeke Luka; AFP","National-International","Two civilians were killed and six others wounded when Anti-Balaka ambushed a convoy of Muslim Peuls fleeing violence in Bangui. MISCA troops returned fire on the armed men but were unable to catch them.",0
"CEN2295","23-May-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Mambere-Kadei","Carnot","Carnot","Carnot",4.94,15.868,"RCA (Central African Republic)","National","Clashes between MISCA and Anti-Balaka. Five killed and many injured between 23rd and 24th of May 2014 due to these clashes.",2
"CEN2298","24-May-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Mambere-Kadei","Carnot","Carnot","Carnot",4.94,15.868,"RCA (Central African Republic)","National","Clashes continue between Anti-Balaka and MISCA following the lynching of a Muslim man. Five killed and many injured between 23rd and 24th of May 2014 due to these clashes.",3
"CEN2302","26-May-2014",2014,"Battles","Armed clash","Anti-Balaka","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Muslim Militia (Central African Republic)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"Radio Ndeke Luka","National","Clashes between Anti-Balaka and suspected Muslim militia near Fondo and Mbairi neighborhoods following the killing and maiming of three Muslims the day before in Bangui. MISCA reportedly intervened to disperse the groups but shots and grenades fired throughout the day.",0
"CEN2306","28-May-2014",2014,"Battles","Armed clash","Anti-Balaka","","Muslim Militia (Central African Republic)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RFI","International","Anti-Balaka try to enter Pk5 by force, clashing with young Muslims who try to defend the area, backed by MISCA.",0
"CEN2372","23-June-2014",2014,"Battles","Armed clash","Anti-Balaka","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Lobaye","Boda","Lobaye","Boda",4.315,17.467,"UNOCHA","Other","Anti-Balaka attack MISCA in Boda.",0
"CEN2409","06-July-2014",2014,"Battles","Armed clash","Seleka Militia","MISCA: African-led International Support Mission to the Central African Republic (2013-2014); Military Forces of France (2012-2017)","Anti-Balaka","MISCA: African-led International Support Mission to the Central African Republic (2013-2014); Military Forces of France (2012-2017)","Middle Africa","Central African Republic","Kemo","Dekoa","Dekoa","Dekoa",6.32,19.078,"Radio Ndeke Luka; RCA (Central African Republic)","National","Clashes between ex-Seleka and Anti-Balaka following the killing of a motorcycle taxi driver, left at least four people killed. Dozens injured and lootings also reported in the town. Sangaris and MISCA soldiers intervened to calm the situation down.",4
