"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","PISAREAD","BOY","MEANSCORE","A","2000",520,
"FIN","PISAREAD","BOY","MEANSCORE","A","2003",521,
"FIN","PISAREAD","BOY","MEANSCORE","A","2006",521,
"FIN","PISAREAD","BOY","MEANSCORE","A","2009",508,
"FIN","PISAREAD","BOY","MEANSCORE","A","2012",494.006,
"FIN","PISAREAD","BOY","MEANSCORE","A","2015",504,
"FIN","PISAREAD","BOY","MEANSCORE","A","2018",495,
"FIN","PISAREAD","GIRL","MEANSCORE","A","2000",571,
"FIN","PISAREAD","GIRL","MEANSCORE","A","2003",565,
"FIN","PISAREAD","GIRL","MEANSCORE","A","2006",572,
"FIN","PISAREAD","GIRL","MEANSCORE","A","2009",563,
"FIN","PISAREAD","GIRL","MEANSCORE","A","2012",555.708,
"FIN","PISAREAD","GIRL","MEANSCORE","A","2015",551,
"FIN","PISAREAD","GIRL","MEANSCORE","A","2018",546,
"FRA","PISAREAD","BOY","MEANSCORE","A","2000",490,
"FRA","PISAREAD","BOY","MEANSCORE","A","2003",476,
"FRA","PISAREAD","BOY","MEANSCORE","A","2006",470,
"FRA","PISAREAD","BOY","MEANSCORE","A","2009",475,
"FRA","PISAREAD","BOY","MEANSCORE","A","2012",482.972,
"FRA","PISAREAD","BOY","MEANSCORE","A","2015",485,
"FRA","PISAREAD","BOY","MEANSCORE","A","2018",480,
"FRA","PISAREAD","GIRL","MEANSCORE","A","2000",519,
"FRA","PISAREAD","GIRL","MEANSCORE","A","2003",514,
"FRA","PISAREAD","GIRL","MEANSCORE","A","2006",505,
"FRA","PISAREAD","GIRL","MEANSCORE","A","2009",515,
"FRA","PISAREAD","GIRL","MEANSCORE","A","2012",526.765,
"FRA","PISAREAD","GIRL","MEANSCORE","A","2015",514,
"FRA","PISAREAD","GIRL","MEANSCORE","A","2018",505,
"DEU","PISAREAD","BOY","MEANSCORE","A","2000",468,
"DEU","PISAREAD","BOY","MEANSCORE","A","2003",471,
"DEU","PISAREAD","BOY","MEANSCORE","A","2006",475,
"DEU","PISAREAD","BOY","MEANSCORE","A","2009",478,
"DEU","PISAREAD","BOY","MEANSCORE","A","2012",486,
"DEU","PISAREAD","BOY","MEANSCORE","A","2015",499,
"DEU","PISAREAD","BOY","MEANSCORE","A","2018",486,
"DEU","PISAREAD","GIRL","MEANSCORE","A","2000",502,
"DEU","PISAREAD","GIRL","MEANSCORE","A","2003",513,
"DEU","PISAREAD","GIRL","MEANSCORE","A","2006",517,
"DEU","PISAREAD","GIRL","MEANSCORE","A","2009",518,
"DEU","PISAREAD","GIRL","MEANSCORE","A","2012",530.119,
"DEU","PISAREAD","GIRL","MEANSCORE","A","2015",520,
"DEU","PISAREAD","GIRL","MEANSCORE","A","2018",512,
"GRC","PISAREAD","BOY","MEANSCORE","A","2000",456,
"GRC","PISAREAD","BOY","MEANSCORE","A","2003",453,
"GRC","PISAREAD","BOY","MEANSCORE","A","2006",432,
"GRC","PISAREAD","BOY","MEANSCORE","A","2009",459,
"GRC","PISAREAD","BOY","MEANSCORE","A","2012",451.718,
"GRC","PISAREAD","BOY","MEANSCORE","A","2015",449,
"GRC","PISAREAD","BOY","MEANSCORE","A","2018",437,
"GRC","PISAREAD","GIRL","MEANSCORE","A","2000",493,
"GRC","PISAREAD","GIRL","MEANSCORE","A","2003",490,
"GRC","PISAREAD","GIRL","MEANSCORE","A","2006",488,
"GRC","PISAREAD","GIRL","MEANSCORE","A","2009",506,
"GRC","PISAREAD","GIRL","MEANSCORE","A","2012",502.198,
"GRC","PISAREAD","GIRL","MEANSCORE","A","2015",486,
"GRC","PISAREAD","GIRL","MEANSCORE","A","2018",479,
"HUN","PISAREAD","BOY","MEANSCORE","A","2000",465,
"HUN","PISAREAD","BOY","MEANSCORE","A","2003",467,
"HUN","PISAREAD","BOY","MEANSCORE","A","2006",463,
"HUN","PISAREAD","BOY","MEANSCORE","A","2009",475,
"HUN","PISAREAD","BOY","MEANSCORE","A","2012",467.964,
"HUN","PISAREAD","BOY","MEANSCORE","A","2015",457,
"HUN","PISAREAD","BOY","MEANSCORE","A","2018",463,
"HUN","PISAREAD","GIRL","MEANSCORE","A","2000",496,
"HUN","PISAREAD","GIRL","MEANSCORE","A","2003",498,
"HUN","PISAREAD","GIRL","MEANSCORE","A","2006",503,
"HUN","PISAREAD","GIRL","MEANSCORE","A","2009",513,
"HUN","PISAREAD","GIRL","MEANSCORE","A","2012",507.549,
"HUN","PISAREAD","GIRL","MEANSCORE","A","2015",482,
"HUN","PISAREAD","GIRL","MEANSCORE","A","2018",489,
"ISL","PISAREAD","BOY","MEANSCORE","A","2000",488,
"ISL","PISAREAD","BOY","MEANSCORE","A","2003",464,
"ISL","PISAREAD","BOY","MEANSCORE","A","2006",460,
"ISL","PISAREAD","BOY","MEANSCORE","A","2009",478,
"ISL","PISAREAD","BOY","MEANSCORE","A","2012",457.275,
"ISL","PISAREAD","BOY","MEANSCORE","A","2015",460,
"ISL","PISAREAD","BOY","MEANSCORE","A","2018",454,
"ISL","PISAREAD","GIRL","MEANSCORE","A","2000",528,
"ISL","PISAREAD","GIRL","MEANSCORE","A","2003",522,
"ISL","PISAREAD","GIRL","MEANSCORE","A","2006",509,
"ISL","PISAREAD","GIRL","MEANSCORE","A","2009",522,
"ISL","PISAREAD","GIRL","MEANSCORE","A","2012",508.39,
"ISL","PISAREAD","GIRL","MEANSCORE","A","2015",502,
"ISL","PISAREAD","GIRL","MEANSCORE","A","2018",494,
"IRL","PISAREAD","BOY","MEANSCORE","A","2000",513,
"IRL","PISAREAD","BOY","MEANSCORE","A","2003",501,
"IRL","PISAREAD","BOY","MEANSCORE","A","2006",500,
"IRL","PISAREAD","BOY","MEANSCORE","A","2009",476,
"IRL","PISAREAD","BOY","MEANSCORE","A","2012",509.153,
"IRL","PISAREAD","BOY","MEANSCORE","A","2015",515,
"IRL","PISAREAD","BOY","MEANSCORE","A","2018",506,
"IRL","PISAREAD","GIRL","MEANSCORE","A","2000",542,
"IRL","PISAREAD","GIRL","MEANSCORE","A","2003",530,
"IRL","PISAREAD","GIRL","MEANSCORE","A","2006",534,
"IRL","PISAREAD","GIRL","MEANSCORE","A","2009",515,
"IRL","PISAREAD","GIRL","MEANSCORE","A","2012",537.669,
"IRL","PISAREAD","GIRL","MEANSCORE","A","2015",527,
"IRL","PISAREAD","GIRL","MEANSCORE","A","2018",530,
"ITA","PISAREAD","BOY","MEANSCORE","A","2000",469,
"ITA","PISAREAD","BOY","MEANSCORE","A","2003",455,
"ITA","PISAREAD","BOY","MEANSCORE","A","2006",448,
"ITA","PISAREAD","BOY","MEANSCORE","A","2009",464,
"ITA","PISAREAD","BOY","MEANSCORE","A","2012",470.938,
"ITA","PISAREAD","BOY","MEANSCORE","A","2015",477,
"ITA","PISAREAD","BOY","MEANSCORE","A","2018",464,
"ITA","PISAREAD","GIRL","MEANSCORE","A","2000",507,
"ITA","PISAREAD","GIRL","MEANSCORE","A","2003",495,
"ITA","PISAREAD","GIRL","MEANSCORE","A","2006",489,
"ITA","PISAREAD","GIRL","MEANSCORE","A","2009",510,
"ITA","PISAREAD","GIRL","MEANSCORE","A","2012",509.945,
"ITA","PISAREAD","GIRL","MEANSCORE","A","2015",493,
"ITA","PISAREAD","GIRL","MEANSCORE","A","2018",489,
"JPN","PISAREAD","BOY","MEANSCORE","A","2000",507,
"JPN","PISAREAD","BOY","MEANSCORE","A","2003",487,
"JPN","PISAREAD","BOY","MEANSCORE","A","2006",483,
"JPN","PISAREAD","BOY","MEANSCORE","A","2009",501,
"JPN","PISAREAD","BOY","MEANSCORE","A","2012",526.618,
"JPN","PISAREAD","BOY","MEANSCORE","A","2015",509,
"JPN","PISAREAD","BOY","MEANSCORE","A","2018",493,
"JPN","PISAREAD","GIRL","MEANSCORE","A","2000",537,
"JPN","PISAREAD","GIRL","MEANSCORE","A","2003",509,
"JPN","PISAREAD","GIRL","MEANSCORE","A","2006",513,
"JPN","PISAREAD","GIRL","MEANSCORE","A","2009",540,
"JPN","PISAREAD","GIRL","MEANSCORE","A","2012",550.724,
"JPN","PISAREAD","GIRL","MEANSCORE","A","2015",523,
"JPN","PISAREAD","GIRL","MEANSCORE","A","2018",514,
"KOR","PISAREAD","BOY","MEANSCORE","A","2000",519,
"KOR","PISAREAD","BOY","MEANSCORE","A","2003",525,
"KOR","PISAREAD","BOY","MEANSCORE","A","2006",539,
"KOR","PISAREAD","BOY","MEANSCORE","A","2009",523,
"KOR","PISAREAD","BOY","MEANSCORE","A","2012",524.965,
"KOR","PISAREAD","BOY","MEANSCORE","A","2015",498,
"KOR","PISAREAD","BOY","MEANSCORE","A","2018",503,
"KOR","PISAREAD","GIRL","MEANSCORE","A","2000",533,
"KOR","PISAREAD","GIRL","MEANSCORE","A","2003",547,
"KOR","PISAREAD","GIRL","MEANSCORE","A","2006",574,
"KOR","PISAREAD","GIRL","MEANSCORE","A","2009",558,
"KOR","PISAREAD","GIRL","MEANSCORE","A","2012",548.207,
"KOR","PISAREAD","GIRL","MEANSCORE","A","2015",539,
"KOR","PISAREAD","GIRL","MEANSCORE","A","2018",526,
"LUX","PISAREAD","BOY","MEANSCORE","A","2000",429,
"LUX","PISAREAD","BOY","MEANSCORE","A","2003",463,
"LUX","PISAREAD","BOY","MEANSCORE","A","2006",464,
"LUX","PISAREAD","BOY","MEANSCORE","A","2009",453,
"LUX","PISAREAD","BOY","MEANSCORE","A","2012",473.046,
"LUX","PISAREAD","BOY","MEANSCORE","A","2015",471,
"LUX","PISAREAD","BOY","MEANSCORE","A","2018",456,
"LUX","PISAREAD","GIRL","MEANSCORE","A","2000",456,
"LUX","PISAREAD","GIRL","MEANSCORE","A","2003",496,
"LUX","PISAREAD","GIRL","MEANSCORE","A","2006",495,
"LUX","PISAREAD","GIRL","MEANSCORE","A","2009",492,
"LUX","PISAREAD","GIRL","MEANSCORE","A","2012",503.024,
"LUX","PISAREAD","GIRL","MEANSCORE","A","2015",492,
"LUX","PISAREAD","GIRL","MEANSCORE","A","2018",485,
"MEX","PISAREAD","BOY","MEANSCORE","A","2000",411,
"MEX","PISAREAD","BOY","MEANSCORE","A","2003",389,
"MEX","PISAREAD","BOY","MEANSCORE","A","2006",393,
"MEX","PISAREAD","BOY","MEANSCORE","A","2009",413,
"MEX","PISAREAD","BOY","MEANSCORE","A","2012",411.365,
"MEX","PISAREAD","BOY","MEANSCORE","A","2015",416,
"MEX","PISAREAD","BOY","MEANSCORE","A","2018",415,
"MEX","PISAREAD","GIRL","MEANSCORE","A","2000",432,
"MEX","PISAREAD","GIRL","MEANSCORE","A","2003",410,
"MEX","PISAREAD","GIRL","MEANSCORE","A","2006",427,
"MEX","PISAREAD","GIRL","MEANSCORE","A","2009",438,
"MEX","PISAREAD","GIRL","MEANSCORE","A","2012",435.272,
"MEX","PISAREAD","GIRL","MEANSCORE","A","2015",431,
"MEX","PISAREAD","GIRL","MEANSCORE","A","2018",426,
"NLD","PISAREAD","BOY","MEANSCORE","A","2003",503,
"NLD","PISAREAD","BOY","MEANSCORE","A","2006",495,
"NLD","PISAREAD","BOY","MEANSCORE","A","2009",496,
"NLD","PISAREAD","BOY","MEANSCORE","A","2012",498.317,
"NLD","PISAREAD","BOY","MEANSCORE","A","2015",491,
"NLD","PISAREAD","BOY","MEANSCORE","A","2018",470,
"NLD","PISAREAD","GIRL","MEANSCORE","A","2003",524,
"NLD","PISAREAD","GIRL","MEANSCORE","A","2006",519,
"NLD","PISAREAD","GIRL","MEANSCORE","A","2009",521,
"NLD","PISAREAD","GIRL","MEANSCORE","A","2012",524.761,
"NLD","PISAREAD","GIRL","MEANSCORE","A","2015",515,
"NLD","PISAREAD","GIRL","MEANSCORE","A","2018",499,
"NZL","PISAREAD","BOY","MEANSCORE","A","2000",507,
"NZL","PISAREAD","BOY","MEANSCORE","A","2003",508,
"NZL","PISAREAD","BOY","MEANSCORE","A","2006",502,
"NZL","PISAREAD","BOY","MEANSCORE","A","2009",499,
"NZL","PISAREAD","BOY","MEANSCORE","A","2012",495.365,
"NZL","PISAREAD","BOY","MEANSCORE","A","2015",493,
"NZL","PISAREAD","BOY","MEANSCORE","A","2018",491,
"NZL","PISAREAD","GIRL","MEANSCORE","A","2000",553,
"NZL","PISAREAD","GIRL","MEANSCORE","A","2003",535,
"NZL","PISAREAD","GIRL","MEANSCORE","A","2006",539,
"NZL","PISAREAD","GIRL","MEANSCORE","A","2009",544,
"NZL","PISAREAD","GIRL","MEANSCORE","A","2012",529.765,
"NZL","PISAREAD","GIRL","MEANSCORE","A","2015",526,
"NZL","PISAREAD","GIRL","MEANSCORE","A","2018",520,
"NOR","PISAREAD","BOY","MEANSCORE","A","2000",486,
"NOR","PISAREAD","BOY","MEANSCORE","A","2003",475,
"NOR","PISAREAD","BOY","MEANSCORE","A","2006",462,
"NOR","PISAREAD","BOY","MEANSCORE","A","2009",480,
"NOR","PISAREAD","BOY","MEANSCORE","A","2012",481.284,
"NOR","PISAREAD","BOY","MEANSCORE","A","2015",494,
"NOR","PISAREAD","BOY","MEANSCORE","A","2018",476,
"NOR","PISAREAD","GIRL","MEANSCORE","A","2000",529,
"NOR","PISAREAD","GIRL","MEANSCORE","A","2003",525,
"NOR","PISAREAD","GIRL","MEANSCORE","A","2006",508,
"NOR","PISAREAD","GIRL","MEANSCORE","A","2009",527,
"NOR","PISAREAD","GIRL","MEANSCORE","A","2012",527.771,
"NOR","PISAREAD","GIRL","MEANSCORE","A","2015",533,
"NOR","PISAREAD","GIRL","MEANSCORE","A","2018",523,
"POL","PISAREAD","BOY","MEANSCORE","A","2000",461,
"POL","PISAREAD","BOY","MEANSCORE","A","2003",477,
"POL","PISAREAD","BOY","MEANSCORE","A","2006",487,
"POL","PISAREAD","BOY","MEANSCORE","A","2009",476,
"POL","PISAREAD","BOY","MEANSCORE","A","2012",496.706,
"POL","PISAREAD","BOY","MEANSCORE","A","2015",491,
"POL","PISAREAD","BOY","MEANSCORE","A","2018",495,
"POL","PISAREAD","GIRL","MEANSCORE","A","2000",497,
"POL","PISAREAD","GIRL","MEANSCORE","A","2003",516,
"POL","PISAREAD","GIRL","MEANSCORE","A","2006",528,
"POL","PISAREAD","GIRL","MEANSCORE","A","2009",525,
"POL","PISAREAD","GIRL","MEANSCORE","A","2012",538.687,
"POL","PISAREAD","GIRL","MEANSCORE","A","2015",521,
"POL","PISAREAD","GIRL","MEANSCORE","A","2018",528,
"PRT","PISAREAD","BOY","MEANSCORE","A","2000",458,
"PRT","PISAREAD","BOY","MEANSCORE","A","2003",459,
"PRT","PISAREAD","BOY","MEANSCORE","A","2006",455,
"PRT","PISAREAD","BOY","MEANSCORE","A","2009",470,
"PRT","PISAREAD","BOY","MEANSCORE","A","2012",468.39,
"PRT","PISAREAD","BOY","MEANSCORE","A","2015",490,
"PRT","PISAREAD","BOY","MEANSCORE","A","2018",480,
"PRT","PISAREAD","GIRL","MEANSCORE","A","2000",482,
"PRT","PISAREAD","GIRL","MEANSCORE","A","2003",495,
"PRT","PISAREAD","GIRL","MEANSCORE","A","2006",488,
"PRT","PISAREAD","GIRL","MEANSCORE","A","2009",508,
"PRT","PISAREAD","GIRL","MEANSCORE","A","2012",507.562,
"PRT","PISAREAD","GIRL","MEANSCORE","A","2015",507,
"PRT","PISAREAD","GIRL","MEANSCORE","A","2018",504,
"SVK","PISAREAD","BOY","MEANSCORE","A","2003",453,
"SVK","PISAREAD","BOY","MEANSCORE","A","2006",446,
"SVK","PISAREAD","BOY","MEANSCORE","A","2009",452,
"SVK","PISAREAD","BOY","MEANSCORE","A","2012",444.081,
"SVK","PISAREAD","BOY","MEANSCORE","A","2015",435,
"SVK","PISAREAD","BOY","MEANSCORE","A","2018",441,
"SVK","PISAREAD","GIRL","MEANSCORE","A","2003",486,
"SVK","PISAREAD","GIRL","MEANSCORE","A","2006",488,
"SVK","PISAREAD","GIRL","MEANSCORE","A","2009",503,
"SVK","PISAREAD","GIRL","MEANSCORE","A","2012",483.303,
"SVK","PISAREAD","GIRL","MEANSCORE","A","2015",471,
"SVK","PISAREAD","GIRL","MEANSCORE","A","2018",475,
"ESP","PISAREAD","BOY","MEANSCORE","A","2000",481,
"ESP","PISAREAD","BOY","MEANSCORE","A","2003",461,
"ESP","PISAREAD","BOY","MEANSCORE","A","2006",443,
"ESP","PISAREAD","BOY","MEANSCORE","A","2009",467,
"ESP","PISAREAD","BOY","MEANSCORE","A","2012",473.806,
"ESP","PISAREAD","BOY","MEANSCORE","A","2015",485,
"ESP","PISAREAD","GIRL","MEANSCORE","A","2000",505,
"ESP","PISAREAD","GIRL","MEANSCORE","A","2003",500,
"ESP","PISAREAD","GIRL","MEANSCORE","A","2006",479,
"ESP","PISAREAD","GIRL","MEANSCORE","A","2009",496,
"ESP","PISAREAD","GIRL","MEANSCORE","A","2012",502.511,
"ESP","PISAREAD","GIRL","MEANSCORE","A","2015",506,
"SWE","PISAREAD","BOY","MEANSCORE","A","2000",499,
"SWE","PISAREAD","BOY","MEANSCORE","A","2003",496,
"SWE","PISAREAD","BOY","MEANSCORE","A","2006",488,
"SWE","PISAREAD","BOY","MEANSCORE","A","2009",475,
"SWE","PISAREAD","BOY","MEANSCORE","A","2012",457.991,
"SWE","PISAREAD","BOY","MEANSCORE","A","2015",481,
"SWE","PISAREAD","BOY","MEANSCORE","A","2018",489,
"SWE","PISAREAD","GIRL","MEANSCORE","A","2000",536,
"SWE","PISAREAD","GIRL","MEANSCORE","A","2003",533,
"SWE","PISAREAD","GIRL","MEANSCORE","A","2006",528,
"SWE","PISAREAD","GIRL","MEANSCORE","A","2009",521,
"SWE","PISAREAD","GIRL","MEANSCORE","A","2012",509.135,
"SWE","PISAREAD","GIRL","MEANSCORE","A","2015",520,
"SWE","PISAREAD","GIRL","MEANSCORE","A","2018",523,
"CHE","PISAREAD","BOY","MEANSCORE","A","2000",480,
"CHE","PISAREAD","BOY","MEANSCORE","A","2003",482,
"CHE","PISAREAD","BOY","MEANSCORE","A","2006",484,
"CHE","PISAREAD","BOY","MEANSCORE","A","2009",481,
"CHE","PISAREAD","BOY","MEANSCORE","A","2012",491.074,
"CHE","PISAREAD","BOY","MEANSCORE","A","2015",480,
"CHE","PISAREAD","BOY","MEANSCORE","A","2018",469,
"CHE","PISAREAD","GIRL","MEANSCORE","A","2000",510,
"CHE","PISAREAD","GIRL","MEANSCORE","A","2003",517,
"CHE","PISAREAD","GIRL","MEANSCORE","A","2006",515,
"CHE","PISAREAD","GIRL","MEANSCORE","A","2009",520,
"CHE","PISAREAD","GIRL","MEANSCORE","A","2012",527.064,
"CHE","PISAREAD","GIRL","MEANSCORE","A","2015",505,
"CHE","PISAREAD","GIRL","MEANSCORE","A","2018",500,
"TUR","PISAREAD","BOY","MEANSCORE","A","2003",426,
"TUR","PISAREAD","BOY","MEANSCORE","A","2006",427,
"TUR","PISAREAD","BOY","MEANSCORE","A","2009",443,
"TUR","PISAREAD","BOY","MEANSCORE","A","2012",452.843,
"TUR","PISAREAD","BOY","MEANSCORE","A","2015",414,
"TUR","PISAREAD","BOY","MEANSCORE","A","2018",453,
"TUR","PISAREAD","GIRL","MEANSCORE","A","2003",459,
"TUR","PISAREAD","GIRL","MEANSCORE","A","2006",471,
"TUR","PISAREAD","GIRL","MEANSCORE","A","2009",486,
"TUR","PISAREAD","GIRL","MEANSCORE","A","2012",498.64,
"TUR","PISAREAD","GIRL","MEANSCORE","A","2015",442,
"TUR","PISAREAD","GIRL","MEANSCORE","A","2018",478,
"GBR","PISAREAD","BOY","MEANSCORE","A","2006",480,
"GBR","PISAREAD","BOY","MEANSCORE","A","2009",481,
"GBR","PISAREAD","BOY","MEANSCORE","A","2012",486.631,
"GBR","PISAREAD","BOY","MEANSCORE","A","2015",487,
"GBR","PISAREAD","BOY","MEANSCORE","A","2018",494,
"GBR","PISAREAD","GIRL","MEANSCORE","A","2006",510,
"GBR","PISAREAD","GIRL","MEANSCORE","A","2009",507,
"GBR","PISAREAD","GIRL","MEANSCORE","A","2012",511.534,
"GBR","PISAREAD","GIRL","MEANSCORE","A","2015",509,
"GBR","PISAREAD","GIRL","MEANSCORE","A","2018",514,
"USA","PISAREAD","BOY","MEANSCORE","A","2000",490,
"USA","PISAREAD","BOY","MEANSCORE","A","2003",479,
"USA","PISAREAD","BOY","MEANSCORE","A","2009",488,
"USA","PISAREAD","BOY","MEANSCORE","A","2012",482.498,
"USA","PISAREAD","BOY","MEANSCORE","A","2015",487,
"USA","PISAREAD","BOY","MEANSCORE","A","2018",494,
"USA","PISAREAD","GIRL","MEANSCORE","A","2000",518,
"USA","PISAREAD","GIRL","MEANSCORE","A","2003",511,
"USA","PISAREAD","GIRL","MEANSCORE","A","2009",513,
"USA","PISAREAD","GIRL","MEANSCORE","A","2012",513.269,
"USA","PISAREAD","GIRL","MEANSCORE","A","2015",507,
"USA","PISAREAD","GIRL","MEANSCORE","A","2018",517,
"BRA","PISAREAD","BOY","MEANSCORE","A","2000",388,
"BRA","PISAREAD","BOY","MEANSCORE","A","2003",384,
"BRA","PISAREAD","BOY","MEANSCORE","A","2006",376,
"BRA","PISAREAD","BOY","MEANSCORE","A","2009",397,
"BRA","PISAREAD","BOY","MEANSCORE","A","2012",394.184,
"BRA","PISAREAD","BOY","MEANSCORE","A","2015",395,
"BRA","PISAREAD","BOY","MEANSCORE","A","2018",400,
"BRA","PISAREAD","GIRL","MEANSCORE","A","2000",404,
"BRA","PISAREAD","GIRL","MEANSCORE","A","2003",419,
"BRA","PISAREAD","GIRL","MEANSCORE","A","2006",408,
"BRA","PISAREAD","GIRL","MEANSCORE","A","2009",425,
"BRA","PISAREAD","GIRL","MEANSCORE","A","2012",424.734,
"BRA","PISAREAD","GIRL","MEANSCORE","A","2015",419,
"BRA","PISAREAD","GIRL","MEANSCORE","A","2018",426,
"CHL","PISAREAD","BOY","MEANSCORE","A","2000",396,
"CHL","PISAREAD","BOY","MEANSCORE","A","2006",434,
"CHL","PISAREAD","BOY","MEANSCORE","A","2009",439,
"CHL","PISAREAD","BOY","MEANSCORE","A","2012",429.696,
"CHL","PISAREAD","BOY","MEANSCORE","A","2015",453,
"CHL","PISAREAD","BOY","MEANSCORE","A","2018",442,
