X,Y,osm_id,operatorty,amenity,healthcare,healthca_1,addrfull,capacitype,addrcity,name,source,building
36.55873,7.1130848,2302246431,,doctors,,,,,,Washa Health Center,,
36.9079317,7.1847989,2302376927,,doctors,,,,,,Aba Health Center,,
36.606258,7.1487416,2302376933,,doctors,,,,,,Mecha Health Center,,
38.698972,9.0510644,2424543946,,pharmacy,,,,,,pharmacy,,
38.5962396,7.1946824,2722038556,,pharmacy,,,,,,,,
38.5993962,7.1952537,2722038557,,pharmacy,,,,,,,,
37.9703828,8.1473181,2874060918,,clinic,,,,,,Get'E Clinic,,
37.993111,8.0822742,2902330039,,clinic,,,,,,Dacuna Clinic,,
37.9122171,7.9950245,3073322588,,clinic,,,,,,St. Joannes Babtist clinic,,
37.541093,6.007863,3164279131,,clinic,,,,,,Secha health center,,
37.9803361,8.0085254,3181570568,,clinic,,,,,,Guakepece clinic,,
38.0368342,7.9566686,3181570572,,clinic,,,,,,Zizecio Clinic,,
38.7603615,8.9519698,3207352242,,clinic,,,,,,Tabor Medium Clinic,,
37.4665301,12.6072487,3247277831,,pharmacy,,,,,,Dirma Pharmacy,,
38.7835915,9.0145655,3254550124,,dentist,,,,,,Dr. Emebet Higher Dental clinic,http://www.dremebet.com/about-us/,
38.7846455,9.015411,3254639167,,dentist,,,,,,Dr. Tolu Duresa,http://ethiopia.usembassy.gov/medical_information.html,
38.756452,9.0297136,3254639168,,dentist,,,,,,Gojeb Dental Clinic,http://ethiopia.usembassy.gov/medical_information.html,
38.78134,8.9927016,3293032948,,pharmacy,pharmacy,,,,,Abadir Pharmacy,,
38.7855116,9.0042402,3293032960,,pharmacy,pharmacy,,,,,Nile Pharmacy,,
37.9803361,8.0085254,3517529850,,clinic,,,,,,Wegepeche clinic,,
39.5534753,3.4557024,3696831492,,clinic,,,,,,Erestino Dispensary,,
38.7517678,9.0283564,4221673491,,clinic,,,,,,Dr. Aemiro Higher Clinic,,
38.7401529,9.0014649,4285949890,,clinic,,,,,,Dr. Abdurahman Duri Specialized Clinic Internal Medicine,,
42.7967799,9.3473319,4298999695,,pharmacy,,,,,,Towfik Pharmacy,,
38.8771441,9.0210889,4303802496,,pharmacy,,,,,,Weramo Pharmacy,,
38.8157633,9.0035942,4306074591,,clinic,,,,,,Seyoum Special Eye Clinic,,
38.7607212,8.9739352,4316826091,,pharmacy,,,,,,ከነማ ፋርማሲ ቁ.7 (ኦሊቢያ ዋና መስሪያቤት ፊት),,
38.7601335,8.9762157,4316863492,,pharmacy,,,,,,Gotera Pharmacy,,
43.5467414,5.9343406,4348222791,,clinic,,,,,,SOS Health Center,,
38.8060175,9.0000257,4369113590,,hospital,,,,,,Icon center of special surgery,,
38.7844988,9.0156828,4369176589,,hospital,,,,,,arsho laboratories,,
38.0195622,10.2237665,4369427866,,clinic,,,,,,Wojel Health Center,,
36.97479,10.9015265,4403374257,,clinic,,,,,,ከሳ ጤና ጣቢያ/Health Sub Center,,
36.9742826,10.8951593,4403374260,,clinic,,,,,,ከሳ ጤና ጣቢያ/ Kessa Health Sub Center,,
39.2514026,7.5331118,4406925891,,clinic,,,,,,በቆጂ ቀይመስቀል,,
39.2484077,7.5281096,4406935995,,pharmacy,,,,,,,,
39.2578043,7.5391798,4406936292,,clinic,,,,,,በቆጂ ጤና ጣቢያ,,
39.5042212,12.733891,4453844991,,clinic,,,,,,Health Clinic,,
38.7525848,9.0323351,4457425690,,dentist,,,,,,,,
38.4762428,7.0479532,4486585092,,clinic,,,,,,,,
38.4779738,7.0446528,4486588994,,clinic,,,,,,,,
38.46419,7.0045937,4486589691,,clinic,,,,,,,,
38.4731721,7.051637,4486594689,,clinic,,,,,,,,
38.4917956,7.0466407,4504605391,,pharmacy,,,,,,,,
38.4867818,7.0373259,4504605392,,pharmacy,,,,,,,,
38.4781586,7.0452284,4504605490,,pharmacy,,,,,,,,
38.485805,7.0508028,4504644591,,pharmacy,,,,,,,,
38.4785199,7.0466728,4504644592,,pharmacy,,,,,,,,
38.4863316,7.0375408,4504644594,,pharmacy,,,,,,,,
38.4915649,7.0465903,4504644789,,pharmacy,,,,,,,,
37.7945308,8.1987603,4517891351,,clinic,,,,,,,,
39.2686941,8.5416878,4522507795,,pharmacy,,,,,,,,
39.2704521,8.5419273,4522535490,,pharmacy,,,,,,,,
39.2819828,8.5422031,4522535692,,pharmacy,,,,,,,,
39.2844578,8.5652421,4522535698,,dentist,,,,,,Eyob House,,
38.7648831,8.9552541,4524357790,,clinic,,,,,,,,
38.7418941,9.010331,4544840344,,clinic,,,,,Addis Ababa,Michew Curcumshion Clinic,,
38.7406565,8.9466263,4547150717,,clinic,,,,,,feto clinic,,
38.7940723,8.9908609,4550845131,,hospital,,,,,Addis Ababa,1st Chiropractic Clinic,,
38.7513517,9.0376215,4551059675,,clinic,,,,,Addis Ababa,1st Chiropractic Clinic,,
38.7226843,9.0282507,4551063002,,hospital,,,,,Addis Ababa,Amanuel Psychiatric Hospital,,
38.762068,8.998313,4554091892,,clinic,,,,,,ቢሃም ልዩ የህፃናት ክሊንክ,,
39.4721192,13.4920916,4558125289,,pharmacy,,,,,,,,
37.3705972,11.5843794,4571495889,,pharmacy,,,,,,,,
37.3678995,11.5839972,4571496889,,clinic,,,,,,,,
38.8598816,9.0202877,4577395777,,clinic,,,,,,Dr. Bekele,,
37.3703521,11.5804447,4578662204,,pharmacy,,,,,,Mekides pharmacy,,
35.7396555,8.8937645,4592675690,,clinic,,,,,,Haro Gondio Health center,,
38.7527963,8.9913969,4737660622,,clinic,,,,,,,,
39.471855,13.4874325,4740325325,,clinic,,,,,,17 kebele Health Center ቀበሌ 17 ጥዕና ጣብያ,,
38.3028132,7.2600245,4748306268,,clinic,,,,,,,,
38.7165609,12.4353308,4761297822,,hospital,,,,,,,,
42.8005266,9.3529741,4773229124,,clinic,,,,,,,,
38.7775094,8.9841014,4790704624,,clinic,,,,,,,,
41.859517,9.5880776,4800340422,,hospital,,,,,,,,
41.8650357,9.588102,4800340438,,pharmacy,,,,,,,,
38.0686504,7.5962094,4804024549,,hospital,,,,,,,,
38.4919024,7.0489713,4831476323,,clinic,,,,,,,,
38.491898,7.0489085,4834988921,,clinic,,,,,,,,
38.7820985,8.9904393,4853734223,,dentist,dentist,,,,,ቃል,,
38.4798717,7.0389482,4861397671,,clinic,,,,,,Dr Mulat,,
38.7765893,8.9883302,4887293724,,clinic,,,,,,Washington Medical center,,
38.7485306,8.9465345,4893086521,,clinic,,,,,,ዶ/ር ግንባሩ ሳይካትሪ,,
38.7841114,8.9911965,4902307125,,clinic,,,,,,Seyoum Special Eye Clinic Plc ስየዩም ልዩ የዓይን ክሊኒክ,,
38.8157717,9.0035999,4902326121,,clinic,,,,,,Seyoum Special Eye Clinic Plc. ስዩም ልዩ የዓይን ክሊኒክ,,
38.7670341,9.0116259,4954111140,,clinic,,,,,Addis Ababa,International Clinical Laboratories,,
38.7818924,9.0141434,4954557943,,pharmacy,,,,,Addis Ababa,Napoli Pharmacy,,
38.7803347,9.0016223,4956406224,,clinic,clinic,,,,,ቾይዝ የሕፃናትና የታዳጊዎች ልዩ ክሊኒክ,,
38.7886098,9.008155,4966377121,,pharmacy,pharmacy,,,,,GOH pharmacy,,
38.797328,9.0182576,4967346712,,pharmacy,,,,,Addis Ababa,,,
38.815797,9.0194635,4967677611,,pharmacy,,,,,Addis Ababa,,,
38.8195936,9.018824,4967754425,,pharmacy,,,,,Addis Ababa,,,
38.8201262,9.018789,4967800859,,pharmacy,,,,,Addis Ababa,,,
38.8207297,9.0187104,4967928744,,pharmacy,,,,,Addis Ababa,,,
38.8217631,9.0186475,4967928752,,dentist,,,,,Addis Ababa,,,
38.821795,9.0186684,4967928754,,pharmacy,,,,,Addis Ababa,,,
38.8358971,9.0214359,4968426949,,dentist,,,,,Addis Ababa,,,
37.5440951,5.9991084,4973823121,,clinic,,,,,,,,
38.8395765,9.0212241,4989485418,,pharmacy,,,,,Addis Ababa,,,
38.8396563,9.0212537,4989499934,,dentist,,,,,Addis Ababa,,,
38.8421738,9.0211339,4989499935,,pharmacy,,,,,Addis Ababa,,,
38.7376899,8.990634,4991751621,,dentist,,,,,,,,
38.7380598,8.9917533,4991999625,,dentist,,,,,,ሚና ዴንት ልዩ የጥርስ ህክምና ክሊኒክ,,
42.131545,9.31154,5056545123,,pharmacy,,,,,,Kalkas pharmacy,,
38.7332304,9.0449594,5058229722,,clinic,,,,,,,,
42.7991522,9.351122,5058291339,,clinic,,,,,,,,
38.6939595,9.0672439,5060323222,,clinic,,,,,,,,
42.8020052,9.3531685,5100640125,,clinic,,,,,,,,
42.7988784,9.3575124,5100640726,,clinic,,,,,,,,
42.8015704,9.35741,5100640727,,clinic,,,,,,,,
42.7838158,9.3558346,5100730323,,clinic,,,,,,,,
42.7989197,9.3511481,5100730324,,clinic,,,,,,,,
42.8005148,9.3593908,5100730334,,pharmacy,,,,,,,,
42.8004059,9.3593128,5100730335,,pharmacy,,,,,,,,
42.7944867,9.3509739,5100730522,,clinic,,,,,,,,
42.8004944,9.3589065,5100733623,,pharmacy,,,,,,,,
39.2648444,8.5407055,5125180821,,pharmacy,,,,,,አማዞን መድኃኒት ቤት,,
39.6346984,11.126844,5128099025,,pharmacy,,,,,,በአ.ብ.ክ.መ ጤና ጥበቃ ቢሮ የቦሩ ሜዳ ሆስፒታል ማህበረሰብ አቀፍ መድሃኒት ቤት,,
38.3547336,6.6934516,5140786226,,clinic,,,,,,ዳሌ ወረዳ መገራ ጤና ጣብያ,,
38.6911682,8.9819484,5140786227,,clinic,,,,,,አየር ጤና መካከለኛ ክሊኒክ,,
37.7608022,6.8644708,5190519627,,clinic,,,,,,,,
37.7594574,6.8700631,5190519628,,clinic,,,,,,,,
38.680054,8.9983461,5225071322,,pharmacy,,,,,,ባምሊ,,
38.6799532,8.9983203,5225074922,,clinic,,,,,,ጀሞ,,
38.6005893,7.1900164,5245406804,,clinic,clinic,,,,Shashamane,,,
38.7877666,9.0114154,5260308524,,clinic,clinic,,,,,,,
38.7898708,9.0284099,5298771726,,dentist,dentist,,,,,,,
37.4142069,11.5988267,5303210930,,clinic,,,,,,,,
37.4539273,12.6102929,5306021321,,hospital,,,,,,,,
38.7153365,8.9611652,5326696522,,pharmacy,,,,,,,,
38.7559042,9.0158872,5330678921,,pharmacy,,,,,,Rose Pharmacy,,
39.6497244,12.1627062,5356977321,,hospital,,,,,,ቆቦ ሆስፒታል,,
38.7814474,9.0007326,5404801431,,clinic,,,,,,,,
39.2779875,8.5522855,5424228422,,pharmacy,,,,,,አንዱ ፋርማሲ,,
38.8510084,9.0105201,5428840323,,clinic,,,,,,,,
38.4684384,7.0235129,5459779621,,clinic,,,,,,ያኔት ልዩ ከፍተኛ ክሊኒክ,,
38.7283322,8.9371605,5486792323,,dentist,,,,,,Yetnebersh  የትነበርሽ,,
38.7885325,8.983333,5492886122,,clinic,,,,,,የኢትዮጵያ አየር መንገድ የህክምና ማዕከል,,
44.6732891,5.3097161,5540597724,,clinic,,,,,,,,
44.5423365,5.2758116,5540629725,,clinic,,,,,,,,
44.8761976,5.0841719,5540636021,,clinic,,,,,,,,
44.7671507,5.1758641,5540638321,,clinic,,,,,,,,
44.6750207,5.2381278,5540638322,,clinic,,,,,,,,
44.6514115,5.2367167,5540639321,,clinic,,,,,,,,
38.7838982,9.0091893,5542449923,,clinic,clinic,,,,,ሴማህ የእናቶችና የህፃናት ልዩ የጤና ማዕከል,,
38.9767084,9.2860237,5546926622,,clinic,,,,,,,,
38.8240566,8.9962427,5598413221,,pharmacy,,,,,,ንጉስ መድኃኒት ቤት,,
38.3109473,6.4143734,5622001923,,pharmacy,,,,,,,,
38.3080753,6.4149935,5622004327,,clinic,,,,,,,,
38.7878989,8.9959926,5632866825,,pharmacy,pharmacy,,,,,,,
38.7717719,9.0653297,5645355922,,pharmacy,,,,,,41 ኢየሱስ መድሃኒት ቤት,,
37.3699039,11.6080164,5645445021,,hospital,,,,,,ፈለገ ህይወት ሪፈራል ሆስፒታል,,
39.4610046,14.2806208,5647117924,,pharmacy,,,,,,,,
37.3741848,11.60292,5647514222,,clinic,,,,,,ዛግራ መካከለኛ ክሊኒክ,,
37.3692895,11.6067969,5655733922,,clinic,,,,,,አፍሪካ መካከለኛ ክሊኒክ,,
37.3700557,11.6064344,5655760121,,pharmacy,,,,,,ባህር ዳር ፋርማሲ,,
38.9992186,13.6244209,5657882224,,pharmacy,,,,,,,,
37.3885044,11.587565,5661188738,,pharmacy,,,,,,ግሪር መድሃኒት ቤት,,
37.3702078,11.6064198,5661188739,,pharmacy,,,,,,ግዮን ፋርማሲ,,
37.3686163,11.6052103,5661188741,,clinic,,,,,,ካሳ እና የኔው መካከለኛ ክሊኒክ,,
37.3701432,11.6055056,5661188742,,pharmacy,,,,,,ፈቨን ፋርማሲ,,
37.370149,11.6058384,5661188743,,pharmacy,,,,,,ባታ,,
38.7512707,9.0277121,5671866221,,hospital,,,,,,የሁልእሸት ሪፈራል ሆስፒታል,,
37.3903801,11.5938663,5685741123,,pharmacy,,,,,,ሃይማኖት መድኃኒት መደብር,,
37.8833508,11.0786705,5692372422,,pharmacy,,,,,,ቤዛ መድኃኒት መደብር,,
38.2723309,10.8679891,5696245522,,pharmacy,,,,,,ስለሺ መድኃኒት መደብር,,
38.2729822,10.867543,5698674323,,pharmacy,,,,,,ምንትዋብ መድኃኒት መደብር,,
38.2726855,10.8677416,5698699521,,pharmacy,,,,,,ሹመት መድኃኒት መደብር,,
37.7292492,10.3386747,5698699529,,pharmacy,,,,,,,,
37.7291131,10.3340771,5698699622,,pharmacy,,,,,,አዲስ መድኃኒት መደብር,,
37.7291032,10.3348439,5698699822,,pharmacy,,,,,,,,
38.2727471,10.8677194,5710765326,,pharmacy,,,,,,,,
39.4211246,8.9243013,5720103122,,pharmacy,,,,,,ወይንሸት መድኃኒት መደብር,,
39.422477,8.9260962,5720104021,,pharmacy,,,,,,አዲስ መድኃኒት መደብር,,
38.7498778,9.0195584,5720719122,,hospital,,,,,,,,
38.7719334,8.9997875,5731625921,,clinic,,,,,,,,
38.7589358,8.9989379,5743563121,,dentist,,,,,,ሲቲ ከፍተኛ ልዩ የጥርስ ህክምና ክሊኒክ,,
38.6954793,8.9979622,5751458821,,doctors,,,,,,,,
39.3374051,8.4062737,5776851154,,doctors,,,,,,Clinic small,,
39.2825819,8.5067658,5776864071,,doctors,,,,,,Kliniken Seenaa,,
38.7110042,9.0336009,5827481793,,pharmacy,,,,,,ከተማ መድሀኒት ቤት,,
38.8142465,8.9977069,5857209685,,clinic,,,,,,,,
37.4700422,12.6104718,5899346229,,pharmacy,pharmacy,,,,,Goha Pharmacy,,
37.4575355,12.6114157,5899346235,,pharmacy,pharmacy,,,,,Nolawi Drug Store,,
39.0430455,12.0346654,5901715450,,pharmacy,pharmacy,,,,,Genet Drug Store,,
39.046624,12.0355439,5901715453,,pharmacy,pharmacy,,,,,,,
39.0467339,12.036458,5901731974,,pharmacy,pharmacy,,,,,Aemero Drug Store,,
39.0465696,12.0364224,5901732485,,pharmacy,pharmacy,,,,,Birle Drug Store,,
38.0915962,4.8955197,5913047497,,clinic,,,,,,,,
38.7163788,9.0515981,5964497986,,clinic,,,,,,ቦናት ክልንክ,,
38.7196519,9.0559918,5964497987,,clinic,,,,,,ቦናት ክልንክ,,
38.7199804,9.0557062,5964522687,,clinic,,,,,,ቦኒ-አት ክልንክ,,
39.7228209,13.6459773,5964833385,,doctors,,,,,,,,
39.7698989,13.6389093,5964833686,,doctors,,,,,,,,
39.460877,14.2777979,5969773387,,pharmacy,,,,,,መድሐኒት መደብር ኣስገዶም,,
38.7339365,9.0206247,5980748086,,clinic,clinic,,,,,አብነት ክሊኒክ ቁ 1,,
38.7682131,9.0350034,5983391686,,clinic,,,,,,ላይፍ አዲስ,,
37.3638232,11.6068514,5984627587,,clinic,,,,,,ሽምብጥ,,
38.7177381,8.995243,6023260810,,clinic,,,,,Addis Ababa,“Sitot” Health Center for Mental Care,,
38.8236276,9.0192388,6060256185,,dentist,,,,,,nahom/airport dental clinic,,
39.6323986,11.1312772,6122261585,,clinic,,,,,,ዶ/ር ምስጋናው የማዋለጃ  ከሊኒክ,,
38.7660555,8.9841859,6136275485,,clinic,,,,,,ዋጋ የአይን ማዕከል,,
38.7516051,9.0305445,6148720986,,dentist,,,,,,,,
38.7488271,9.020792,6178641485,,clinic,,,,,,,,
37.9284847,5.8842218,6191929785,,clinic,,,,,,Kereda,,
38.7379905,9.0485958,6203078986,,clinic,,,,,,ኢንተርናሽናል ክሊኒካል ላቡራቶሪ International Clinical Laburatory,,
37.8938292,5.6055937,6239297785,,clinic,,,,,,Melka Jewe health centre,,
38.7248782,8.9901107,6268440485,,pharmacy,,,,,,,,
39.461559,14.2799549,6280109488,,clinic,,,,,,,,
39.4633338,14.277844,6280109489,,pharmacy,,,,,,,,
39.4591678,14.2824602,6280109490,,clinic,,,,,,,,
39.4612121,14.2841078,6280109491,,pharmacy,,,,,,,,
38.7772661,8.9877227,6281187989,,doctors,,,,,,,,
38.7685574,9.0051679,6295238894,,pharmacy,,,,,,ኦልድ ኤርፖርት / አስቴር ፋርማሲ,,
39.465803,14.288568,6301697387,,clinic,,,,,,,,
39.4603287,14.2822044,6301721286,,pharmacy,,,,,,,,
39.4611138,14.2826287,6314132786,,pharmacy,,,,,,,,
39.4633348,14.2779429,6314150488,,clinic,,,,,,,,
38.7895619,9.0057134,6329251387,,clinic,clinic,,,,,wisdom dental clinic,,
39.5434214,12.7806437,6394057985,,hospital,,,,,,ለምለም ካርል ሆስፒታል,,
38.7575132,9.0267349,6403567192,,clinic,,,,,,ውዳሴ,,
38.7908303,8.9932629,6412417490,,dentist,,,,,,ዶር. አክሊሉ ስፔሻል የጥርስ ህክምና,,
38.7877377,8.9960996,6412423297,,dentist,dentist,,,,,ሮያል የጥርስ ህክምና ክሊኒክ,,
38.7873072,8.9968646,6412423298,,dentist,dentist,,,,,ሚኪያስ ከፍተኛ የጥርስ ህክምና ክሊኒክ,,
46.2210555,6.2414167,6445482385,,pharmacy,,,,,,Kadawe polyclinic center,,
38.8100143,8.994833,6445958586,,clinic,,,,,,ካዛንቺስ ጤና ጣብያ,,
42.793468,9.3510465,6451264087,,clinic,,,,,,Yilak Speciality Clinic,,
38.7554834,9.0260706,6454234385,,clinic,,,,,,ሜሪስቶቭስ,,
38.3101311,6.4058247,6463570986,,clinic,,,,,,ዶክተር ተስፋሁን ክሊኒክ,,
38.7389952,9.04919,6464288917,,pharmacy,,,,,,Zemuad Pharmaceutical and Medical Supplies,,
38.8589398,8.992207,6470000397,,clinic,,,,,,MS Clinic,,
38.8601534,8.9927233,6470001090,,pharmacy,,,,,,Eyased,,
38.8609716,8.9975925,6471701691,,clinic,,,,,,Bruksemu,,
38.8551932,8.9938838,6471701694,,clinic,,,,,,Mercy Clinic,,
39.4945598,13.4585182,6499000386,,clinic,,,,,,,,
39.5164287,12.6051377,6499621385,,,yes,,,,,Hashenge Health Center,,
38.2804189,14.1011924,6564386891,,pharmacy,pharmacy,,,,,Amir Drug Store,,
38.7618499,8.9979515,6593078586,,clinic,,,,,,,,
38.7780422,8.9898531,6603528407,,dentist,,,,,,Dr. Qunzhem Liu Dental Special Clinic,,
38.7769385,8.9888066,6603528409,,pharmacy,,,,,,Ze Gelia Pharmacy,,
39.9165501,8.8688396,6618209985,,clinic,,,,,,,,
38.7432426,6.5075442,6622509316,,,yes,,,,,Worancha Health Center,,
38.7975849,9.0243522,6627794300,,clinic,,,,,,,,
38.6911212,8.9819457,6633197986,,hospital,,,,,,አየር ጤና የመ/ደ ሆስፒታል,,
38.7807676,9.0085351,6635288186,,pharmacy,,,,,,አሪቲ,,
38.7548931,9.0116371,6695521890,,pharmacy,,,,,,Solo Da pharmacy,,
38.8519277,9.0140329,6698676490,,clinic,,,,,,,,
38.7302506,8.9822722,6700600971,,pharmacy,,,,,,Abe Pharmacy,,
38.7440123,9.0085589,6715396766,,pharmacy,,,,,,Gishen Pharmacy,,
38.764843,9.0427265,6715397271,,pharmacy,pharmacy,,,,,Beza Pharmacy,,
38.7186432,8.9492884,6715400680,,pharmacy,,,,,,Lebu Pharmacy,,
38.7671204,9.0411177,6715407345,,pharmacy,pharmacy,,,,,Alem Pharmacy,,
38.7191345,8.9495117,6715407967,,pharmacy,,,,,,Zee Pharmacy,,
38.6878471,8.9515276,6715408223,,pharmacy,,,,,,Naol Pharmacy,,
38.6900482,8.9579639,6715410167,,pharmacy,,,,,,Merkeb Pharmacy,,
38.7648125,9.0423641,6715412872,,pharmacy,pharmacy,,,,,Keba Kidus Pharmacy,,
38.6888885,8.9515009,6715414603,,pharmacy,,,,,,Elsa Pharmacy,,
38.6903038,8.9575882,6715415330,,pharmacy,,,,,,Therapy Pharmacy,,
38.7595673,9.0441456,6715416427,,pharmacy,pharmacy,,,,,St. Markos Pharmacy,,
38.6913261,8.9566574,6715417895,,pharmacy,,,,,,Afri Dan Pharmacy,,
38.7088593,8.959276,6716252288,,pharmacy,,,,,,Robsen Pharmacy,,
38.7132481,8.9610214,6716252311,,pharmacy,,,,,,Solo Da Pharmacy,,
38.7133272,8.9605696,6716252312,,pharmacy,,,,,,Helsiy Pharmacy,,
38.7212746,8.9494298,6716252346,,pharmacy,,,,,,Solo Da Pharmacy,,
38.7448914,8.9544824,6716252370,,pharmacy,,,,,,Yodi Pharmacy,,
38.7452327,8.9468822,6716252376,,pharmacy,,,,,,Aleph Pharmacy,,
38.7417043,8.9468345,6716252381,,pharmacy,,,,,,Kebron Pharmacy,,
