X,Y,osm_id,amenity,addrfull,network,operator,addrcity,name,source
38.8087012,8.9950864,4817525021,bank,,,,,ብርሐን ኢንተርናሽናል ባንክ,
39.6030104,11.8325677,4820156427,atm,,,CBE,,,
39.6029522,11.832526,4820161321,bank,,,,,,
39.5879839,11.8250442,4820497621,bank,,,,,,
38.4803869,7.0434144,4820884721,bank,,,,,,
39.1242831,8.5873189,4828595322,bank,,,,,Four Corner Hotel,
42.1101334,9.3117472,4829978023,bank,,,,,,
42.045057,9.3600945,4829978028,bank,,,,,,
41.8620951,9.5938514,4829978030,bank,,,,,,
41.8619217,9.594292,4829978031,bank,,,,,,
41.8622309,9.5931216,4829978032,bank,,,,,,
41.8626067,9.5929356,4829978033,bank,,,,,,
41.8630428,9.5923097,4829978034,bank,,,,,,
42.0108583,9.3953773,4829979025,bank,,,,,,
41.8617959,9.5942885,4829979026,post_office,,,,,,
42.1217645,9.3129152,4829979621,bank,,,,,,
39.2700148,8.5440364,4853283723,bank,,,,,Baankii Internaashinaalii Oromiyaa,
35.673898,10.6524892,4863170422,bank,,,,,ደብረዘይት,
39.4707336,13.4890684,4866071223,bank,,,,,Ethiopian Insurance Co. Tigray District  የኢትየጵያ መድን ድርጅት የትግራይ ቅርንጫፍ መቐለ,
38.7518487,9.023323,4870116022,bank,,,Government,,,
36.0836032,10.599688,4872396722,bank,,,,,ቡለን,
38.829072,8.9919207,4873978723,bank,,,,,,
38.8291923,8.9916149,4873979822,bank,,,Government,,,
38.828876,8.9919877,4873979823,bank,,,,,,
38.7192885,9.0532031,4873986621,bank,,,,,,
38.7968508,9.0115966,4878812721,bank,,,Government,,,
38.7954645,9.0082302,4879616921,bank,,,,,,
39.2674655,8.5412989,4884369828,bank,,,,,,
39.2681254,8.5414496,4884369829,bank,,,,,,
39.2486602,7.5274267,4903247721,bank,,,,,ብርሃን ኢንተ ባንክ,
39.2483638,7.5281372,4903247921,bank,,,,,ንብ ኢንተ ባንክ,
38.74373,8.9932,4907358422,post_office,,,,,,
38.4854262,7.0375096,4914429075,bank,,,,,Commercial Bank of Ethiopia,
38.7155592,8.9617773,4917534923,bank,,,,,,
38.7632096,8.9528422,4917535621,bank,,,Government,,,
38.8428169,9.0022989,4949222726,bank,,,Government,,,
38.7822433,8.9938561,4951147531,post_office,,,,,,
38.7715235,9.0098675,4954409105,bank,,,Awash International Bank,Addis Ababa,Awash International Bank - Bambis Branch,
38.771649,9.0098668,4954431494,bank,,,,Addis Ababa,Wegagen Bank - Bambis Branch,
38.7722735,9.0099297,4954434704,bank,,,Nib International Bank,Addis Ababa,Nib International Bank - Urael Branch,
38.7766527,8.8836169,4954561432,bank,,,,,Awash Bank (Akaki Kality Branch),
38.7821258,9.0143209,4954568413,bank,,,Oromia International Bank,Addis Ababa,Oromia International Bank - Doka Bora Branch,
38.7835782,9.0146229,4954580736,bank,,,Awash International Bank,Addis Ababa,,
38.7836224,9.0147739,4954587506,atm,,,Government,,,
38.7839155,9.0148712,4954644771,bank,,,Dashen Bank,Addis Ababa,,
38.7839669,9.0148988,4954651330,bank,,,Cooperative Bank of Oromia,Addis Ababa,,
38.7849708,9.0150448,4954681102,bank,,,United Bank,Addis Ababa,United Bank - Misrak Sub Branch,
38.7852243,9.0151031,4954682094,bank,,,Berhan International Bank,Addis Ababa,Berhan International Bank - Haya Hulet Mazoria Branch,
38.7900773,9.0158852,4954693759,bank,,,Wegagen Bank,Addis Ababa,Wegagen Bank - Haya Hulet Akababi Branch,
38.7905905,9.0163079,4954706473,bank,,,Awash International Bank,,Awash International Bank - Megenagna 22 Branch,
38.7677537,8.9007797,4959225379,bank,,,,,,
38.7726426,8.894838,4959225380,bank,,,,,,
38.7910596,9.0164072,4967263119,bank,,,Dashen Bank,Addis Ababa,Dashen Bank,
38.7918858,9.016598,4967280573,bank,,,Government,Addis Ababa,,
38.7971778,9.018149,4967300385,bank,,,Bank of Abyssinia,Addis Ababa,,
38.8138906,9.019541,4967524068,bank,,,Government,Addis Ababa,,
38.8143734,9.0194272,4967562142,bank,,,Lion International Bank,Addis Ababa,,
38.8153097,9.0194478,4967643767,bank,,,Cooperative Bank of Oromia,Addis Ababa,,
38.8156553,9.0194754,4967669900,bank,,,Wegagen Bank,Addis Ababa,,
38.8159553,9.0194574,4967691065,bank,,,Oromia International Bank,Addis Ababa,,
38.8162071,9.0194604,4967709980,bank,,,Nib Interntional Bank,Addis Ababa,ንብ ኢንተርናሽናል ባንክ - ጉርድ ሾላ ቅርንጫፍ,
38.8215915,9.0186597,4967928748,bank,,,Government,Addis Ababa,,
38.8218233,9.0184639,4967958485,bank,,,Addis International Bank,Addis Ababa,,
38.8321823,9.0215962,4968426939,atm,,,Government,,,
38.8380067,9.0211798,4968426953,bank,,,Lion International Bank,Addis Ababa,,
39.4768161,13.4964503,4972403029,bank,,,,,,
38.8383454,9.0211984,4979713627,bank,,,Wegagen Bank,Addis Ababa,,
38.8384643,9.0212061,4979713628,bank,,,United Bank,Addis Ababa,,
38.477773,7.043047,4983217421,atm,,,,,,
34.5484621,10.0605437,4985307328,bank,,,,,,
38.7389142,9.0310322,4987238623,bank,,,,,,
38.8396366,9.0212495,4989499923,bank,,,Awash International Bank,Addis Ababa,,
38.8422596,9.0211313,4989499936,bank,,,Berhan International Bank,,,
38.8536831,9.0203525,4989499939,bank,,,Dashen Bak,Addis Ababa,,
39.1320297,7.9576239,4994123024,bank,,,,,United Bank,
38.9696187,8.7501689,4994175021,bank,,,,,United Bank (Bishoftu Branch),
39.7358657,11.0864851,5005697425,bank,,,,,Commercial Bank of Ethiopia - Kalu Branch,
39.2633199,8.7831394,5005728321,bank,,,,,,
38.7291544,9.0461948,5005728421,bank,,,,,,
39.8661765,10.7165542,5005728423,bank,,,,,,
39.472082,13.4875795,5007785723,bank,,,,,,
39.469703,13.4900409,5007785724,bank,,,,,,
39.4733307,13.4923284,5007790822,bank,,,,,,
39.4697244,13.4890112,5007790823,bank,,,,,,
39.4716547,13.4921617,5020617624,bank,,,,,,
39.4721218,13.4932207,5020617625,bank,,,,,,
39.4703053,13.4906677,5020645821,bank,,,,,,
39.471694,13.4923221,5020646121,bank,,,,,,
39.4720649,13.4932539,5020646122,bank,,,,,,
42.1313033,9.3117633,5056545122,atm,,,Bank of Abyssinia,,,
42.7981422,9.350847,5058262327,bank,,,,,,
42.7975344,9.3510944,5058262329,bank,,,,,,
42.7980643,9.3508441,5058267724,bank,,,,,,
42.798112,9.3506477,5058267730,bank,,,,,,
42.7976179,9.3511409,5058291322,bank,,,,,,
42.7975794,9.3510938,5058291323,bank,,,,,,
42.8002819,9.3499993,5058291330,bank,,,,,,
42.8003582,9.3500316,5058298421,bank,,,,,,
42.7992199,9.3514342,5058302722,bank,,,,,,
38.6934831,9.0664355,5060322021,bank,,,Government,,,
38.6934644,9.0662497,5060322121,atm,,,CBE,,,
38.6941598,9.0657825,5060323124,bank,,,,,,
39.4322927,13.9800546,5073636023,atm,,,commercial bank of Ethiopia,,,
39.4323467,13.980075,5073636124,bank,,,,,,
38.7457592,9.0341894,5074873123,bank,,,,,,
38.7459359,9.0340671,5074873124,bank,,,,,,
38.7460311,9.0339316,5074873125,bank,,,,,,
38.7460975,9.0338331,5074875223,bank,,,,,,
38.746233,9.0337491,5074887922,bank,,,,,,
38.7469821,9.0325168,5074887923,bank,,,Government,,Commercial Bank of Ethiopia Somale Tera Branch,
38.0597862,13.4467716,5078775126,bank,,,,,Bank of Ethiopia,
38.8320534,8.9969606,5099806621,bank,,,,,,
42.7981414,9.3505627,5100640122,bank,,,,,,
42.7993949,9.3486133,5100640124,bank,,,,,,
42.79881,9.350608,5100640323,post_office,,,,,,
42.8003443,9.3500239,5100640725,bank,,,,,,
42.8002558,9.3500219,5100730321,bank,,,,,,
42.7981026,9.3508395,5100730326,bank,,,,,,
42.7982314,9.350835,5100730327,bank,,,,,,
42.7979035,9.3508689,5100730328,bank,,,,,,
42.7976415,9.3511405,5100730329,bank,,,,,,
42.799217,9.3513749,5100730523,bank,,,,,,
42.7975265,9.3511048,5100732721,bank,,,,,,
42.7999909,9.3507388,5100733621,bank,,,,,,
38.8760278,9.0280577,5121298321,bank,,,,,መስፋኔ,
38.763137,8.9659408,5124354428,bank,,,,,ቡና ኢንተርናሽናል ባንክ ነፋስ ስልክ ቅርንጫፍ,
38.7648842,8.9601998,5124354429,bank,,,Government,,የኢትዮጵያ ንግድ ባንክ፡ ሳሪስ አዲሱ ሰፈር ቅርንጫፍ,
38.7654729,8.9602285,5124354430,bank,,,,,አዋሽ ኢንተርናሽናል ባንክ፡ ሳሪስ አዲሱ ሰፈር ቅርንጫፍ,
38.7652043,8.9601995,5124354726,bank,,,,,የኦሮሚያ ሕብረት ስራ ባንክ፡ ሉሜ ቅርንጫፍ,
38.7737225,8.9827682,5124354728,bank,,,,,ብርሃን ኢንተርናሽናል ባንክ ቦሌ ሚካኤል ቅርንጫፍ,
38.7631477,8.9658189,5124357722,bank,,,,,አዋሽ ኢንተርናሽናል ባንክ (ዮሴፍ ቅርንጫፍ),
38.8137255,8.8717542,5124388821,bank,,,Government,,የኢትዪጵያ ንግድ ባንክ ቱሉ ዲምቱ ቅርንጫፍ,
38.7798309,9.0033072,5124390242,bank,,,,,ቡና ባንክ,
39.2694974,8.542769,5124753130,bank,,,,,የኢትዮጵያ ንግድ ባንክ,
39.2702221,8.5471928,5125042823,bank,,,,,የኢትዮጵያ ንግድ ባንክ,
39.2699519,8.5472937,5125042824,bank,,,,,አዋሽ ባንክ,
39.2690902,8.5476668,5125094822,bank,,,,,አቢሲኒያ ባንክ,
39.2651123,8.5404861,5125180139,bank,,,,,ንብ ባንክ,
39.2637969,8.5405487,5125180921,bank,,,,,አዋሽ ባንክ,
39.2689465,8.5475042,5125185729,bank,,,,,ንብ ባንክ,
39.2695291,8.5472141,5125704422,bank,,,,,የኢትዮጵያ ንግድ ባንክ,
39.2707384,8.5467707,5125708021,bank,,,,,ወጋገን ባንክ,
39.6323131,11.1174963,5128065329,bank,,,,,"የኢትዮጵያ ንግድ ባንክ , ደሴ",
39.6323187,11.1174874,5128065330,atm,,,"Commercial Bank of Ethiopia, Dessie",,,
39.6314502,11.115173,5128099027,bank,,,,,ብርሃን ኢንተርናሽናል ባንክ ደሴ ቅርንጫፍ,
39.6329269,11.1185902,5128229761,bank,,,,,ሕብረት ባንክ ደሴ ቅርንጫፍ,
39.6329448,11.118608,5128341822,atm,,,United Bank Dessie Branch,,,
38.6935033,9.0665158,5136987822,atm,,,CBE,,,
38.6935125,9.0665955,5137006822,bank,,,Government,,,
38.6966554,8.9825541,5140786225,bank,,,,,ንግድ ባንክ ተሥፋ ድርጅት ቅርንጫፍ,
38.7623144,9.0384543,5149310091,atm,,,,,Wegagen,
38.7821859,9.0153552,5149560321,bank,,,,,አንበሳ ባንክ ዋና ቢሮ,
38.4736479,7.051377,5149811524,bank,,,,,የኢትዮጽያ ንግድ ባንክ,
39.6346317,11.1253653,5158723226,bank,,,,,ንብ ኢንተርናሽናል ባንክ ላኮመንዛ ቅርንጫፍ,
39.6346486,11.1254005,5158723227,atm,,,,,,
38.7354353,9.0118213,5174243923,atm,,,zagol biulding  ዛጎል ህነፃ,,,
38.72911,9.136888,5174244122,atm,,,,,,
39.6327115,11.1179219,5179328466,bank,,,,,Commercial Bank of Ethiopia,
39.7162411,11.0895774,5179328469,bank,,,,,Dashen Bank,
39.6325193,11.1169443,5179328521,bank,,,,,Oromia National Bank,
39.5377038,9.6802038,5182053582,bank,,,,,Commercial Bank of Ethiopia,
39.5272944,9.6705418,5182053584,bank,,,,,,
39.2930674,9.3284647,5182053586,bank,,,,,Cooperative Bank of Oromia,
39.7350498,11.0870044,5182057685,bank,,,,,Nib International Bank,
39.8976764,10.0002031,5182057686,bank,,,,,United Bank,
39.5361058,9.6800576,5182057687,bank,,,,,Berhan International Bank,
39.5294811,9.6729232,5182057688,bank,,,,,Commercial Bank of Ethiopia,
39.898817,10.0012481,5182057895,bank,,,,,Dashen Bank,
39.5366428,9.6799421,5182057897,bank,,,,,Bank of Abyssinia,
39.5310929,9.6760771,5182057898,bank,,,,,Dashen Bank,
39.1282063,9.1075715,5185982125,atm,,,c.b,,,
38.4742518,7.0601258,5194478421,bank,,,,,,
39.755112,13.3514093,5201851721,atm,,,Ethiopian commercial bank,,,
38.734818,9.0118099,5202194821,bank,,,Government,,,
38.6833317,8.9965026,5225071323,bank,,,Government,,,
38.6785064,9.0002372,5225074921,bank,,,dashin bank,,Dashen Bank (Alem Bank branch),
38.7338987,8.9824504,5227842822,bank,,,,,ወጋገን ባንክ,
38.7469495,9.0123234,5227842823,atm,,,Zemen Bank,,,
38.7339286,8.9824627,5227845522,atm,,,Wegagen Bank,,,
38.7347694,8.9802672,5227845523,bank,,,Government,,Commercial Bank of Ethiopia,
38.7391005,8.9949421,5227845524,atm,,,Government,,,
38.7347682,8.9802813,5227862921,atm,,,Commercial Bank of Ethiopia,,,
38.8107694,9.0202899,5234612722,bank,,,,,ንግድ ባንክ ላምበረት ቅርንጫፍ,
38.7630584,8.9661002,5242516721,atm,,,CBE,,,
38.7944377,8.995057,5260308523,atm,,,Government,,,
38.877974,9.0246897,5262044022,bank,,,ሕብረት፡ባንክ,,United Bank,
38.8768439,9.0224141,5262116319,bank,,,አዲስ፡ኢንተርናሽናል፡ባንክ,,አዲስ፡ኢንተርናሽናል፡ባንክ ፦ አያት፡አደባባይ፡ቅርንጫፍ,
38.8746486,9.0210055,5262119622,bank,,,አቢሲኒያ፡ባንክ,,Abyssinia Bank Ayat Branch,
38.8745225,9.0209976,5262119623,bank,,,ኦሮሚያ፡ኢንተርናሽናል፡ባንክ,,Oromia Internationa Bank Ayat Branch,
38.8734872,9.0209711,5262119624,bank,,,አንበሳ፡ኢንተርናሽናል፡ባንክ,,Lion International Bank Ayat Branch,
38.872594,9.020926,5262119627,bank,,,ቡና፡ኢንተርናሽናል፡ባንክ,,Bunna Bank Ayat Branch,
38.8724652,9.0209181,5262122938,bank,,,ኦሮሚያ፡ሕብረት፡ሥራ፡ባንክ,,Cooperative Bank of Oromia,
38.7625165,8.985029,5264290850,atm,,,,,,
38.7379385,9.0165489,5267385621,post_office,,,,,የኢትዮዽያ ፖስታ አገልግሎት  ባለስልጣን,
42.7991681,9.3492369,5271762323,bank,,,,,,
42.7991666,9.3493007,5271762523,bank,,,,,Commercial bank of Ethiopia Iftin branch,
42.7991702,9.3491604,5271762524,bank,,,,,,
38.691921,9.0646891,5271762525,bank,,,,,Bunna International Bank (Asko Branch),
42.8002063,9.3513031,5271763121,bank,,,,,Wogagen bank,
38.7850143,8.9943895,5298771724,bank,,,,,,
38.7686385,9.00439,5298771727,bank,,,,,,
38.7845148,9.028383,5298771728,bank,,,,,,
38.7825255,9.0264234,5298771730,bank,,,,,ኦሮሚያ ኢንተርናሽናል ባንክ,
38.7590509,8.9864531,5298776422,bank,,,,,,
38.7687978,9.0161568,5298776426,bank,,,,,,
38.7686028,9.0143497,5298776427,bank,,,,,,
38.7630522,8.96612,5299033225,bank,,,Government,,የኢትዮጵያ ንግድ ባንክ (ዮሴፍ ቅርንጫፍ),
37.387657,11.5946904,5303211726,bank,,,,,አቢሲኒያ ባንክ,
37.4168989,11.603244,5303219524,bank,,,,,,
37.4179304,11.6031497,5303219525,bank,,,,,,
39.0356816,12.6242673,5306056821,bank,,,,,የኢትዮጲያ ንግድ ባንክ,
39.0355042,12.6241246,5306056921,atm,,,Commercial bank of Ethiopia,,,
38.7729828,8.8945232,5326690024,bank,,,,,,
38.714885,8.961482,5326696521,bank,,,,,,
38.7722342,8.8952765,5326696921,bank,,,,,,
38.7721369,8.8953577,5326697021,bank,,,,,,
38.7992882,9.0210575,5326697022,bank,,,,,,
39.7518788,13.3620615,5327000121,atm,,,cbe,,,
38.7627232,8.9657915,5330605522,bank,,,,,ህብረት ባንክ (ዮሴፍ ቅርንጫፍ),
38.7518545,9.0232655,5330628222,atm,,,CBE,,,
38.9918473,8.7486616,5330628223,bank,,,,,ኢ.ን.ባ,
38.9835268,8.7489144,5330628226,atm,,,CBE,,,
38.7554993,8.9621465,5330628421,bank,,,Government,,የኢትዮጵያ ንግድ ባንክ,
38.9866102,8.7510599,5330628423,atm,,,CBE,,ኢ.ን.ባ,
38.7555248,8.9621259,5330678221,atm,,,Government,,,
38.6724507,9.0043059,5337043221,bank,,,,,አንበሳ ባንክ,
41.8537645,9.5894996,5338558801,bank,,,,,Commercial Bank of Ethiopia,
38.7150942,9.042156,5388462721,bank,,,,,,
38.7151858,9.0419923,5388462722,bank,,,,,,
38.8172242,9.0111638,5395730521,bank,,,,,,
38.7151163,9.0411889,5401357222,bank,,,,,,
38.7157963,9.0400566,5401368822,bank,,,,,,
38.7620658,9.0113867,5404801430,atm,,,,,,
38.7762744,9.0072841,5423098322,bank,,,,,,
38.7532669,9.0124628,5423098323,bank,,,,,,
38.781404,9.0028017,5423105821,bank,,,,,አቢሲኒያ ባንክ,
38.7763323,9.0072653,5423105921,bank,,,,,አቢሲኒያ ንግሥት ሰፈር ቅርንጫፍ,
38.7783349,9.0131019,5428858822,bank,,,,,,
38.824679,9.0163545,5428858823,bank,,,,,,
38.8512765,9.0102189,5428858825,bank,,,,,,
38.7813609,9.0228642,5428858827,bank,,,,,,
38.7847535,9.0154281,5428870521,bank,,,,,አቢሲንያ ባንክ - እቴጌ ጣይቱ ቅርንጫፍ,
38.7998101,9.0201905,5428870522,bank,,,,,,
38.7860516,8.9981292,5428870821,bank,,,,,,
38.8274717,8.9940023,5433513822,bank,,,Government,,,
39.0546833,3.5210101,5448172443,bank,,,,,,
38.7552392,8.9622967,5458542141,bank,,,,,ዳሽን ባንክ,
38.9950816,13.286989,5470214524,bank,,,,,,
38.9952022,13.2869793,5470214525,bank,,,,,,
38.9951204,13.2871348,5470214526,post_office,,,,,,
38.7634061,9.0306111,5475556624,atm,,,CBE,,,
38.7540417,9.0416041,5475584522,bank,,,,,,
38.754013,9.0416139,5475584523,atm,,,,,,
38.7155036,7.9294891,5486070922,bank,,,,,,
38.7156313,7.9305893,5486101922,bank,,,,,,
38.4729037,8.0628832,5486521837,bank,,,,,Ethio ngd bank,
38.4728703,8.062743,5486536428,bank,,,,,Ethiopia ngd bank,
38.7637643,8.9621075,5492840121,bank,,,Government,,የኢትዮጵያ ንግድ ባንክ ሳሪስ ቅርንጫፍ,
38.7637531,8.9620809,5492840321,atm,,,የኢትዮጵያ ንግድ ባንክ,,,
38.6992055,9.0539312,5498271222,bank,,,,,አብሲኒያ ባንክ,
39.0487812,3.5452174,5499155623,bank,,,,,,
38.7444147,8.949614,5520692621,bank,,,,,Awash bank (Lafto Branch),
39.4815563,13.5073879,5530907121,bank,,,,,,
37.4690791,12.6116463,5539731125,post_office,,,,,,
38.4703424,7.0526676,5542352966,bank,,,Government,Hawassa,Commercial Bank of Ethiopia - Hawassa Branch,
38.7861458,8.9963352,5545716521,bank,,,Government,,,
38.7763812,9.0244967,5545788526,bank,,,,,,
38.8005279,9.0204766,5546926821,bank,,,,,,
38.9989442,9.3550246,5546927021,bank,,,,,,
39.4534981,13.5249026,5547297323,bank,,,,,,
39.4552945,13.5245424,5547297521,bank,,,,,,
38.7695805,9.0133859,5549758733,bank,,,Government,,,
39.4745756,13.4944776,5553115424,bureau_de_change,,,,,,
38.7561422,9.0156682,5555833921,bureau_de_change,,,,,,
40.0121356,13.8450286,5556561322,atm,,,HAFTOM,,,
38.7660001,9.0145578,5570316323,atm,,,CBE,,,
39.4726442,13.4880854,5582314324,bank,,,,,,
39.2774923,8.551862,5596346228,bank,,,,,የኢትዮጵያ ንግድ ባንክ,
39.4546652,13.5141611,5596452423,bank,,,,,,
39.2430124,11.236566,5597035462,bank,,,,,Bank,
38.9973869,10.5852449,5597067496,bank,,,,,Bank of Africa,
38.7640724,8.9577196,5606289024,bank,,,,,አቢሲንያ ባንክ - ሳሪስ ቅርንጫፍ,
38.7671349,8.9010442,5614150691,bank,,,Government,,,
38.7671759,8.9009286,5614151744,atm,,,Government,,,
38.7725499,8.8949092,5614598121,atm,,,Government,,,
38.7710111,8.8965393,5615203921,bank,,,,,,
38.3111549,6.414284,5622004324,bank,,,,,,
38.7889266,8.9879514,5622014521,atm,,,Awash Bank ATM,,,
38.312981,6.4127546,5622015922,post_office,,,,,,
38.3086488,6.4150492,5622018621,bank,,,,,,
37.3685161,11.5996814,5645354724,bank,,,,,የኢትዮጵያ ንግድ ባንክ,
37.3927234,11.5946019,5645355927,bank,,,,,ዘመን ባንክ,
37.3897119,11.5944519,5645356121,bank,,,,,አባይ ባንክ,
37.3697555,11.5998078,5645356123,bank,,,,,"ዳሸን ባንክ, ሽንብጥ",
38.7718365,9.0652537,5645364521,bank,,,,,ህብረት ባንክ አ.ማ,
37.3810198,11.600074,5648240222,atm,,,,,,
37.3791227,11.5998241,5648482822,bank,,,,,የኢትዮጵያ ልማት ባንክ,
37.3769277,11.5995178,5648482823,atm,,,,,,
39.0019707,13.6230555,5656319521,bank,,,,,,
39.0014874,13.6221261,5657882223,post_office,,,,,,
38.9979594,13.6248451,5657882225,bank,,,,,,
37.3899493,11.5945552,5670550833,atm,,,,,,
37.3750223,11.5996501,5670559024,bank,,,,,አቢሲኒያ ባንክ ዲፖ,
37.388966,11.5946107,5670559031,post_office,,,,,,
37.3737901,11.6001419,5670559035,atm,,,,,,
38.7532764,9.0123501,5671380226,bank,,,Bank of Abyssinia,,አቢሲንያ ባንክ ዋና መ/ቤት,
36.9454057,10.6431184,5671380227,bank,,,,,አቢሲንያ ባንክ - ሽንዲ ቅርንጫፍ,
36.4900334,11.5659464,5673959721,bank,,,,,አቢሲንያ ባንክ - ጃዊ ቅርንጫፍ,
36.5043256,10.9568905,5675969623,bank,,,,,አቢሲንያ ባንክ - ቻግኒ ቅርንጫፍ,
36.4919987,11.5666304,5676018821,bank,,,,,የኢትዮጵያ ንግድ ባንክ - ፈንዲቃ ቅርንጫፍ,
36.4083765,11.3228071,5676018822,bank,,,,,የኢትዮጵያ ንግድ ባንክ - ፓዊ ቅርንጫፍ,
36.3416525,11.1617687,5676019321,bank,,,,,አቢሲንያ ባንክ - ግልገል በለስ ቅርንጫፍ,
36.9343444,10.9560781,5678316322,bank,,,,,አቢሲንያ ባንክ - እንጅባራ ቅርንጫፍ,
36.847714,11.2587138,5678316323,bank,,,,,አቢሲንያ ባንክ - ዳንግላ ቅርንጫፍ,
36.9343719,10.9560837,5678323321,atm,,,Bank of Abyssinia,,,
36.9576372,11.3578603,5678323421,bank,,,,,,
37.1607324,11.4179977,5678323422,bank,,,,,አቢሲንያ ባንክ - ሜጫ ቅርንጫፍ (መርዓዊ),
37.374708,11.585065,5678323425,bank,,,,,አቢሲንያ ባንክ - ግዮን ቅርንጫፍ (ባህር ዳር),
37.3868474,11.5954559,5678323426,atm,,,CBE,,,
37.3875995,11.5947785,5678323427,atm,,,Bank of Abyssinia,,,
37.0403606,11.3700036,5678323521,bank,,,,,የኢትዮጵያ ንግድ ባንክ - ወተት አባይ ቅርንጫፍ,
37.3886724,11.5888858,5679963722,bank,,,,,አቢሲንያ ባንክ - ግሽ አባይ ቅርንጫፍ (ባህር ዳር),
37.4193083,11.6028559,5679963822,bank,,,,,አቢሲንያ ባንክ - አባይ ማዶ ቅርንጫፍ (ባህር ዳር),
37.3818519,11.5809462,5679967421,bank,,,,,አቢሲንያ ባንክ - ጢስ አባይ ቅርንጫፍ (ባህር ዳር,
37.3917663,11.5875917,5679999324,atm,,,CBE,,,
37.3750803,11.5997477,5682843721,bank,,,,,አቢሲንያ ባንክ - አፄ ሰርጸ ድንግል ቅርንጫፍ (ባህር ዳር),
37.3746064,11.5851009,5685741122,bank,,,,,ቡና ኢንተርናሽናል ባንክ,
37.3650327,11.5990707,5686728122,bank,,,,,አባይ ባንክ ሽንብጥ,
37.3751004,11.5945921,5686728126,bank,,,,,ኢትዮጵያ,
37.3751072,11.594384,5686732921,bank,,,,,አባይ ባንክ ፋሲሎ,
38.8224856,9.0191113,5686904525,bank,,,,,,
37.8787954,11.0795894,5692359224,bank,,,,,ቡና ባንክ - ሞጣ ቅርንጫፍ,
37.883665,11.078793,5692359226,bank,,,,,የኢትዮጵያ ንግድ ባንክ - ካምቦ ቅርንጫፍ (ሞጣ),
37.8784798,11.0797972,5692363623,bank,,,,,የኢትዮጵያ ንግድ ባንክ - ሞጣ ቅርንጫፍ,
37.8789364,11.0795714,5692363624,bank,,,,,አቢሲንያ ባንክ - ሞጣ ቅርንጫፍ,
37.4889394,11.2654689,5692372221,bank,,,,,የኢትዮጵያ ንግድ ባንክ - አዴት ቅርንጫፍ,
37.8836725,11.0787568,5692372423,atm,,,Commercial Bank of Ethiopia,,,
37.4874436,11.2636873,5692372521,bank,,,,,ወጋገን,
38.0874467,10.9258743,5692372522,bank,,,,,የኢትዮጵያ ንግድ ባንክ - ግንደ ወይን ቅርንጫፍ,
38.0878785,10.925919,5692372523,bank,,,,,አቢሲንያ ባንክ - ግንደ ወይን ቅርንጫፍ,
38.2715837,10.8687663,5692666622,bank,,,,,አቢሲንያ ባንክ - መርጡለ-ማርያም ቅርንጫፍ,
38.2718441,10.8684943,5692675021,bank,,,,,የኢትዮጵያ ንግድ ባንክ - መርጡለ ማርያም ቅርንጫፍ,
37.485343,11.2610057,5693334422,bank,,,,,አቢሲንያ ባንክ - አዴት ቅርንጫፍ,
38.7571215,10.7473948,5693334821,bank,,,,,አቢሲንያ ባንክ - መካነ ሰላም ቅርንጫፍ,
38.7597308,10.7488949,5693334822,bank,,,,,ዳሸን ባንክ - መካነ ሰላም ቅርንጫፍ,
38.7605555,10.7493601,5693334823,bank,,,,,የኢትዮጵያ ንግድ ባንክ - መካነ ሰላም ቅርንጫፍ,
38.7561697,10.7465769,5693491443,bank,,,,,የኢትዮጵያ ንግድ ባንክ - አባይ በር ቅርንጫፍ (መካነ ሰላም),
38.7604471,10.7493591,5693491822,atm,,,Commercial Bank of Ethiopia,,,
38.7553224,10.7459779,5693491823,bank,,,,,አባይ ባንክ - መካነ ሰላም ቅርንጫፍ,
38.7561747,10.7464909,5693491824,atm,,,Commercial Bank of Ethiopia,,,
38.2011759,10.4521548,5696236224,bank,,,,,የብቸና ቅርንጫፍ,
38.2009077,10.4492832,5696236225,bank,,,,,አዋሽ ባንክ -,
38.2009151,10.449169,5696236226,bank,,,,,አባይ ባንክ -,
37.9384251,10.2523238,5696236230,bank,,,,,አቢሲንያ ባንክ - ሉማሜ ቅርንጫፍ,
37.9379388,10.2525118,5696236231,atm,,,CBE,,,
38.1654532,10.6595974,5696245523,bank,,,,,ቡና ባንክ - ደብረ ወርቅ ቅርንጫፍ,
38.1653853,10.6570552,5696245524,bank,,,,,የኢትዮጵያ ንግድ ባንክ - ደብረ ወርቅ ቅርንጫፍ,
38.087454,10.9259396,5696245623,atm,,,CBE,,,
38.2011951,10.4519228,5696245624,bank,,,,,ቡና ባንክ - ብቸና ቅርንጫፍ,
38.2718065,10.8684207,5696245727,atm,,,CBE,,,
38.2019171,10.4477122,5696245731,bank,,,,,አቢሲንያ ባንክ - ብቸና ቅርንጫፍ,
37.9379765,10.2526019,5696245734,bank,,,,,የኢትዮጵያ ንግድ ባንክ - ሉማሜ ቅርንጫፍ,
38.2018502,10.4478331,5696245823,bank,,,,,የኢትዮጵያ ንግድ ባንክ - እነማይ ቅርንጫፍ (ቢቸና),
38.2010059,10.4486711,5696245824,bank,,,,,ዳሸን ባንክ - ብቸና ቅርንጫፍ,
38.2017363,10.4477735,5696252721,atm,,,CBE,,,
37.8422543,10.2519611,5698674324,bank,,,,,የኢትዮጵያ ንግድ ባንክ - አምበር ቅርንጫፍ,
