age,year,EDclass,yob,PSLrate
65,1997,3,1932,27.71336746
66,1997,0,1931,31.72558975
66,1997,1,1931,32.26891708
66,1997,3,1931,29.47201157
67,1997,0,1930,34.75112534
67,1997,1,1930,35.4405632
67,1997,3,1930,31.26763153
68,1997,0,1929,30.99405861
68,1997,1,1929,31.63022614
68,1997,3,1929,28.09149361
69,1997,0,1928,34.40791702
69,1997,1,1928,34.74850082
69,1997,3,1928,32.80625916
70,1997,0,1927,33.66778946
70,1997,1,1927,34.14996719
70,1997,3,1927,31.28012276
71,1997,0,1926,34.90259552
71,1997,1,1926,36.34775162
71,1997,3,1926,28.17411804
72,1997,0,1925,33.89783859
72,1997,1,1925,33.17095566
72,1997,3,1925,37.65338516
73,1997,0,1924,32.23664474
73,1997,1,1924,32.9616394
73,1997,3,1924,28.36973381
74,1997,0,1923,30.6296978
74,1997,1,1923,30.47492218
74,1997,3,1923,31.47848511
25,1998,0,1973,22.50421715
25,1998,1,1973,29.11267281
25,1998,3,1973,6.54289341
26,1998,0,1972,20.23127747
26,1998,1,1972,26.74072075
26,1998,3,1972,6.878749371
27,1998,0,1971,22.70473099
27,1998,1,1971,30.17679977
27,1998,3,1971,7.37258625
28,1998,0,1970,22.39547348
28,1998,1,1970,30.81847954
28,1998,3,1970,6.983608246
29,1998,0,1969,22.09662056
29,1998,1,1969,27.45145988
29,1998,3,1969,10.20862389
30,1998,0,1968,22.38306427
30,1998,1,1968,29.10429382
30,1998,3,1968,9.08370018
31,1998,0,1967,25.32932091
31,1998,1,1967,32.18995667
31,1998,3,1967,9.882279396
32,1998,0,1966,26.9936409
32,1998,1,1966,35.25763321
32,1998,3,1966,10.08843136
33,1998,0,1965,27.54436111
33,1998,1,1965,34.41904831
33,1998,3,1965,11.07081413
34,1998,0,1964,28.73007965
34,1998,1,1964,37.04585648
34,1998,3,1964,10.3149147
35,1998,0,1963,30.59365845
35,1998,1,1963,38.42248917
35,1998,3,1963,11.13135529
36,1998,0,1962,33.80683517
36,1998,1,1962,42.10910797
36,1998,3,1962,14.13468552
37,1998,0,1961,35.28022385
37,1998,1,1961,44.12109375
37,1998,3,1961,13.80976582
38,1998,0,1960,34.14036942
38,1998,1,1960,42.85462189
38,1998,3,1960,12.54615402
39,1998,0,1959,38.25502014
39,1998,1,1959,46.70702362
39,1998,3,1959,16.88537407
40,1998,0,1958,37.96648788
40,1998,1,1958,47.83044052
40,1998,3,1958,15.68966007
41,1998,0,1957,40.43209839
41,1998,1,1957,50.76628113
41,1998,3,1957,15.04532337
42,1998,0,1956,40.2782135
42,1998,1,1956,48.70493698
42,1998,3,1956,19.58232689
43,1998,0,1955,42.87421799
43,1998,1,1955,53.14192963
43,1998,3,1955,17.99078369
44,1998,0,1954,42.60198975
44,1998,1,1954,52.87478256
44,1998,3,1954,19.01084137
45,1998,0,1953,42.03172302
45,1998,1,1953,50.96506119
45,1998,3,1953,19.95883942
46,1998,0,1952,39.7705574
46,1998,1,1952,48.6030159
46,1998,3,1952,21.23737717
47,1998,0,1951,38.97748566
47,1998,1,1951,47.43980408
47,1998,3,1951,20.94676208
48,1998,0,1950,38.17639923
48,1998,1,1950,45.17160034
48,1998,3,1950,23.29989243
49,1998,0,1949,40.56700897
49,1998,1,1949,47.03894043
49,1998,3,1949,26.70953941
50,1998,0,1948,35.30397797
50,1998,1,1948,44.07133865
50,1998,3,1948,19.45314789
51,1998,0,1947,38.33459473
51,1998,1,1947,43.18048477
51,1998,3,1947,27.57550049
52,1998,0,1946,37.94504547
52,1998,1,1946,42.6122818
52,1998,3,1946,27.17361641
53,1998,0,1945,36.6094017
53,1998,1,1945,40.90739822
53,1998,3,1945,25.89678192
54,1998,0,1944,34.96660995
54,1998,1,1944,39.35407257
54,1998,3,1944,23.92213631
55,1998,0,1943,35.16320038
55,1998,1,1943,38.11249161
55,1998,3,1943,27.31328011
56,1998,0,1942,35.49278259
56,1998,1,1942,38.92139053
56,1998,3,1942,26.24063683
57,1998,0,1941,32.37197876
57,1998,1,1941,33.89608002
57,1998,3,1941,27.71305084
58,1998,0,1940,39.37218094
58,1998,1,1940,43.36917496
58,1998,3,1940,27.21459961
59,1998,0,1939,31.21101952
59,1998,1,1939,30.95049667
59,1998,3,1939,32.19534302
60,1998,0,1938,35.46634674
60,1998,1,1938,38.46403503
60,1998,3,1938,25.34718323
61,1998,0,1937,34.9029007
61,1998,1,1937,36.01674652
61,1998,3,1937,30.57841301
62,1998,0,1936,29.86157799
62,1998,1,1936,31.3122673
62,1998,3,1936,24.32998657
63,1998,0,1935,34.59062195
63,1998,1,1935,36.20605469
63,1998,3,1935,28.3886795
64,1998,0,1934,34.46723938
64,1998,1,1934,36.41424561
64,1998,3,1934,27.05710602
65,1998,0,1933,32.28421402
65,1998,1,1933,32.85784912
65,1998,3,1933,29.84028244
66,1998,0,1932,35.67235184
66,1998,1,1932,37.32848358
66,1998,3,1932,30.20826721
67,1998,0,1931,33.943573
67,1998,1,1931,35.42853546
67,1998,3,1931,27.97462463
68,1998,0,1930,32.25393677
68,1998,1,1930,33.70443344
68,1998,3,1930,25.53243828
69,1998,0,1929,34.53384781
69,1998,1,1929,35.54566193
69,1998,3,1929,29.9520874
70,1998,0,1928,35.64553833
70,1998,1,1928,36.63148117
70,1998,3,1928,31.31818199
71,1998,0,1927,35.11019135
71,1998,1,1927,35.17840195
71,1998,3,1927,34.77097321
72,1998,0,1926,33.15634537
72,1998,1,1926,34.26605225
72,1998,3,1926,27.83996391
73,1998,0,1925,32.49958801
73,1998,1,1925,29.93699265
73,1998,3,1925,47.04145432
74,1998,0,1924,30.55344582
74,1998,1,1924,29.80060196
74,1998,3,1924,34.66154099
25,1999,0,1974,22.28239822
25,1999,1,1974,29.5484066
25,1999,3,1974,6.773813248
26,1999,0,1973,19.43237877
26,1999,1,1973,24.05004692
26,1999,3,1973,8.207490921
27,1999,0,1972,22.18523026
27,1999,1,1972,29.01454353
27,1999,3,1972,8.311145782
28,1999,0,1971,20.67699814
28,1999,1,1971,28.31911087
28,1999,3,1971,7.433029652
29,1999,0,1970,25.6256485
29,1999,1,1970,35.41679764
29,1999,3,1970,8.527366638
30,1999,0,1969,23.53710556
30,1999,1,1969,30.91136932
30,1999,3,1969,8.515994072
31,1999,0,1968,24.69988823
31,1999,1,1968,33.62014771
31,1999,3,1968,8.710938454
32,1999,0,1967,28.54154778
32,1999,1,1967,38.57212448
32,1999,3,1967,9.267202377
33,1999,0,1966,28.84125519
33,1999,1,1966,38.41742706
33,1999,3,1966,11.05854797
34,1999,0,1965,31.65622711
34,1999,1,1965,40.2975235
34,1999,3,1965,11.57034302
35,1999,0,1964,30.58548355
35,1999,1,1964,38.89223099
35,1999,3,1964,12.08253956
36,1999,0,1963,33.83132935
36,1999,1,1963,44.10959625
36,1999,3,1963,11.93310642
37,1999,0,1962,33.27028275
37,1999,1,1962,43.41532135
37,1999,3,1962,10.06930542
38,1999,0,1961,34.88086319
38,1999,1,1961,43.89471436
38,1999,3,1961,13.69763756
39,1999,0,1960,36.35362244
39,1999,1,1960,44.95947266
39,1999,3,1960,13.94493484
40,1999,0,1959,36.27414322
40,1999,1,1959,45.46486282
40,1999,3,1959,14.01784897
41,1999,0,1958,39.68032074
41,1999,1,1958,49.75911331
41,1999,3,1958,16.81174088
42,1999,0,1957,41.87902069
42,1999,1,1957,53.44034195
42,1999,3,1957,16.02468109
43,1999,0,1956,39.01470184
43,1999,1,1956,48.91645813
43,1999,3,1956,15.66593361
44,1999,0,1955,41.71936417
44,1999,1,1955,51.36397171
44,1999,3,1955,19.66444016
45,1999,0,1954,44.20214462
45,1999,1,1954,55.26508331
45,1999,3,1954,20.91115189
46,1999,0,1953,42.25090027
46,1999,1,1953,51.39713287
46,1999,3,1953,23.03496742
47,1999,0,1952,43.38577271
47,1999,1,1952,54.29736328
47,1999,3,1952,20.50356674
48,1999,0,1951,42.97518921
48,1999,1,1951,51.7481308
48,1999,3,1951,25.80675507
49,1999,0,1950,39.76663208
49,1999,1,1950,47.33965302
49,1999,3,1950,23.65952492
50,1999,0,1949,37.3141861
50,1999,1,1949,45.25925446
50,1999,3,1949,22.4630127
51,1999,0,1948,35.02360916
51,1999,1,1948,41.73199463
51,1999,3,1948,22.25421143
52,1999,0,1947,37.45022583
52,1999,1,1947,42.85355377
52,1999,3,1947,25.26482391
53,1999,0,1946,40.1423912
53,1999,1,1946,44.42486572
53,1999,3,1946,30.63939285
54,1999,0,1945,37.14596558
54,1999,1,1945,39.20828247
54,1999,3,1945,31.88856316
55,1999,0,1944,34.17483521
55,1999,1,1944,38.34320068
55,1999,3,1944,23.98792076
56,1999,0,1943,33.44884872
56,1999,1,1943,37.16696548
56,1999,3,1943,23.54277802
57,1999,0,1942,37.5407753
57,1999,1,1942,41.55921555
57,1999,3,1942,26.48744774
58,1999,0,1941,33.20566559
58,1999,1,1941,35.516819
58,1999,3,1941,26.08838081
59,1999,0,1940,35.27532196
59,1999,1,1940,37.81251526
59,1999,3,1940,27.82151031
60,1999,0,1939,32.30514908
60,1999,1,1939,35.65764618
60,1999,3,1939,22.20643425
61,1999,0,1938,29.3134346
61,1999,1,1938,32.17007065
61,1999,3,1938,19.57203484
62,1999,0,1937,33.44180298
62,1999,1,1937,36.73196793
62,1999,3,1937,21.0693531
63,1999,0,1936,30.67700577
63,1999,1,1936,30.94189072
63,1999,3,1936,29.67398643
64,1999,0,1935,34.39770508
64,1999,1,1935,36.31240463
64,1999,3,1935,27.17787933
65,1999,0,1934,32.5526123
65,1999,1,1934,34.18775558
65,1999,3,1934,25.40248108
66,1999,0,1933,29.98151398
66,1999,1,1933,30.74772263
66,1999,3,1933,27.08665657
67,1999,0,1932,29.68972588
67,1999,1,1932,32.46030807
67,1999,3,1932,20.61034775
68,1999,0,1931,29.68643188
68,1999,1,1931,30.07701492
68,1999,3,1931,28.01883888
69,1999,0,1930,34.63700867
69,1999,1,1930,34.95727158
69,1999,3,1930,33.27983856
70,1999,0,1929,31.5752449
70,1999,1,1929,31.78201103
70,1999,3,1929,30.56655312
71,1999,0,1928,30.31635666
71,1999,1,1928,32.01416397
71,1999,3,1928,23.17303467
72,1999,0,1927,33.85412598
72,1999,1,1927,32.8077507
72,1999,3,1927,38.92828369
73,1999,0,1926,29.44071198
73,1999,1,1926,30.72520256
73,1999,3,1926,23.5838871
74,1999,0,1925,29.82735062
74,1999,1,1925,30.01109314
74,1999,3,1925,28.58709145
25,2000,0,1975,22.53219795
25,2000,1,1975,29.89411736
25,2000,3,1975,6.405811787
26,2000,0,1974,22.67507362
26,2000,1,1974,30.8273983
26,2000,3,1974,6.992798805
27,2000,0,1973,23.69447517
27,2000,1,1973,31.44470406
27,2000,3,1973,7.898752213
28,2000,0,1972,22.22452545
28,2000,1,1972,30.33171463
28,2000,3,1972,6.680889606
29,2000,0,1971,23.14339256
29,2000,1,1971,32.88179398
29,2000,3,1971,6.424729347
30,2000,0,1970,25.46933365
30,2000,1,1970,34.68067169
30,2000,3,1970,9.117210388
31,2000,0,1969,24.42358971
31,2000,1,1969,34.1953392
31,2000,3,1969,7.97400856
32,2000,0,1968,26.66377449
32,2000,1,1968,35.24909592
32,2000,3,1968,9.506908417
33,2000,0,1967,27.07446671
33,2000,1,1967,36.34137726
33,2000,3,1967,8.835346222
34,2000,0,1966,27.68573952
34,2000,1,1966,38.43758392
34,2000,3,1966,7.548888206
35,2000,0,1965,30.97756386
35,2000,1,1965,40.80174637
35,2000,3,1965,9.868520737
36,2000,0,1964,32.88138199
36,2000,1,1964,41.55428314
36,2000,3,1964,11.37755489
37,2000,0,1963,34.30859756
37,2000,1,1963,43.80359268
37,2000,3,1963,12.1077261
38,2000,0,1962,38.72880554
38,2000,1,1962,49.181427
38,2000,3,1962,13.92312813
39,2000,0,1961,37.55244064
39,2000,1,1961,47.94805145
39,2000,3,1961,14.17935467
40,2000,0,1960,41.08686447
40,2000,1,1960,50.85488129
40,2000,3,1960,14.90936852
41,2000,0,1959,42.02455139
41,2000,1,1959,52.54521561
41,2000,3,1959,15.00642014
42,2000,0,1958,40.56048203
42,2000,1,1958,51.29393768
42,2000,3,1958,15.99838448
43,2000,0,1957,41.21378708
43,2000,1,1957,51.37468338
43,2000,3,1957,18.08665276
44,2000,0,1956,42.9703064
44,2000,1,1956,52.67964935
44,2000,3,1956,20.29952049
45,2000,0,1955,43.12562561
45,2000,1,1955,55.41986465
45,2000,3,1955,17.08394623
46,2000,0,1954,44.45838928
46,2000,1,1954,56.22806549
46,2000,3,1954,19.72854805
47,2000,0,1953,44.40458679
47,2000,1,1953,55.1791954
47,2000,3,1953,23.16176224
48,2000,0,1952,43.24369812
48,2000,1,1952,54.00240707
48,2000,3,1952,19.90216255
49,2000,0,1951,43.08137512
49,2000,1,1951,55.79649353
49,2000,3,1951,20.98966026
50,2000,0,1950,39.45872116
50,2000,1,1950,47.40023804
50,2000,3,1950,23.72693253
51,2000,0,1949,38.59489059
51,2000,1,1949,46.4200058
51,2000,3,1949,24.92022896
52,2000,0,1948,37.43592072
52,2000,1,1948,42.91389465
52,2000,3,1948,25.44639206
53,2000,0,1947,39.7158699
53,2000,1,1947,43.47229767
53,2000,3,1947,31.68618393
54,2000,0,1946,38.88273621
54,2000,1,1946,42.81268311
54,2000,3,1946,29.46084785
55,2000,0,1945,37.03299332
55,2000,1,1945,41.13572693
55,2000,3,1945,27.63101959
56,2000,0,1944,32.26405716
56,2000,1,1944,35.56352615
56,2000,3,1944,24.13128853
57,2000,0,1943,34.55132294
57,2000,1,1943,37.47146606
57,2000,3,1943,26.9152565
58,2000,0,1942,35.08534241
58,2000,1,1942,36.27906418
58,2000,3,1942,31.03784752
59,2000,0,1941,34.30138397
59,2000,1,1941,36.43243027
59,2000,3,1941,28.32942963
60,2000,0,1940,33.19218445
60,2000,1,1940,36.45100784
60,2000,3,1940,24.23301697
61,2000,0,1939,32.29457855
61,2000,1,1939,36.84079361
61,2000,3,1939,19.49025345
62,2000,0,1938,30.69123077
62,2000,1,1938,31.18020248
62,2000,3,1938,28.86735725
63,2000,0,1937,34.3835907
63,2000,1,1937,35.22649384
63,2000,3,1937,31.07109451
64,2000,0,1936,32.78259277
64,2000,1,1936,34.78452682
64,2000,3,1936,26.38200569
65,2000,0,1935,28.53391647
65,2000,1,1935,29.05963326
65,2000,3,1935,26.28647232
66,2000,0,1934,30.77860641
66,2000,1,1934,30.55509949
66,2000,3,1934,31.69002914
67,2000,0,1933,30.88775826
67,2000,1,1933,32.29552078
67,2000,3,1933,25.15076256
68,2000,0,1932,30.5162468
68,2000,1,1932,30.7143383
68,2000,3,1932,29.80053902
69,2000,0,1931,27.63490677
69,2000,1,1931,27.58462334
69,2000,3,1931,27.83514404
70,2000,0,1930,29.15658188
70,2000,1,1930,31.2845211
70,2000,3,1930,20.30150986
71,2000,0,1929,29.79929733
71,2000,1,1929,32.5345459
71,2000,3,1929,17.69531631
72,2000,0,1928,36.25178528
72,2000,1,1928,37.83051682
72,2000,3,1928,28.8255291
73,2000,0,1927,30.61362457
73,2000,1,1927,30.12684441
73,2000,3,1927,33.20328522
74,2000,0,1926,26.16616058
74,2000,1,1926,26.50882912
74,2000,3,1926,24.51380539
25,2001,0,1976,23.12131882
25,2001,1,1976,31.96897507
25,2001,3,1976,6.344701767
26,2001,0,1975,23.49525833
26,2001,1,1975,31.19423103
26,2001,3,1975,6.492799282
27,2001,0,1974,23.94611359
27,2001,1,1974,30.88298416
27,2001,3,1974,9.341362
28,2001,0,1973,28.6037674
28,2001,1,1973,39.29472351
28,2001,3,1973,8.003621101
29,2001,0,1972,25.34675217
29,2001,1,1972,33.3817482
29,2001,3,1972,9.16686821
30,2001,0,1971,25.92482948
30,2001,1,1971,35.4047966
30,2001,3,1971,9.952627182
31,2001,0,1970,28.22253418
31,2001,1,1970,37.68626404
31,2001,3,1970,11.06556225
32,2001,0,1969,28.33966827
32,2001,1,1969,40.07331085
32,2001,3,1969,9.694358826
33,2001,0,1968,32.81287003
33,2001,1,1968,44.17590714
33,2001,3,1968,11.14879227
34,2001,0,1967,29.54455185
34,2001,1,1967,38.7402916
34,2001,3,1967,10.51965523
35,2001,0,1966,30.71638298
35,2001,1,1966,41.69033813
35,2001,3,1966,10.79664326
36,2001,0,1965,32.55794525
36,2001,1,1965,40.87788391
36,2001,3,1965,13.73925018
37,2001,0,1964,36.57477188
37,2001,1,1964,47.26516724
37,2001,3,1964,13.26866817
38,2001,0,1963,40.56958008
38,2001,1,1963,54.55477905
38,2001,3,1963,12.92114449
39,2001,0,1962,43.06336975
39,2001,1,1962,53.85616302
39,2001,3,1962,17.53417206
40,2001,0,1961,41.41340637
40,2001,1,1961,53.01355743
40,2001,3,1961,16.40180969
41,2001,0,1960,44.0810051
41,2001,1,1960,55.54222107
41,2001,3,1960,17.78758621
42,2001,0,1959,43.37874603
42,2001,1,1959,53.71408844
42,2001,3,1959,18.26378059
43,2001,0,1958,43.94320679
43,2001,1,1958,54.35411453
43,2001,3,1958,19.08286667
44,2001,0,1957,41.96917725
44,2001,1,1957,53.76330566
44,2001,3,1957,16.1602726
45,2001,0,1956,45.53713989
45,2001,1,1956,55.36199951
45,2001,3,1956,22.30456734
46,2001,0,1955,46.7711525
46,2001,1,1955,57.84285736
46,2001,3,1955,23.30732727
47,2001,0,1954,53.53876495
47,2001,1,1954,68.00857544
47,2001,3,1954,24.04258537
48,2001,0,1953,50.02841187
48,2001,1,1953,63.95539093
48,2001,3,1953,22.84635544
49,2001,0,1952,45.13881302
49,2001,1,1952,55.14934158
49,2001,3,1952,25.03144073
50,2001,0,1951,47.25059891
50,2001,1,1951,58.26144028
50,2001,3,1951,27.62088203
51,2001,0,1950,42.22861099
51,2001,1,1950,51.91543198
51,2001,3,1950,24.27275848
52,2001,0,1949,40.5759201
52,2001,1,1949,49.60545731
52,2001,3,1949,23.46694374
53,2001,0,1948,38.65633392
53,2001,1,1948,41.35007477
53,2001,3,1948,32.16816711
54,2001,0,1947,38.88931656
54,2001,1,1947,45.41800308
54,2001,3,1947,26.82958412
55,2001,0,1946,39.88275146
55,2001,1,1946,44.4987793
55,2001,3,1946,30.05191422
56,2001,0,1945,37.4267807
56,2001,1,1945,39.14707947
56,2001,3,1945,33.20252609
57,2001,0,1944,33.98587799
57,2001,1,1944,37.20535278
57,2001,3,1944,25.9042778
58,2001,0,1943,37.49254227
58,2001,1,1943,39.41544724
58,2001,3,1943,31.71387863
59,2001,0,1942,36.18572998
59,2001,1,1942,38.72287369
59,2001,3,1942,28.25292397
60,2001,0,1941,36.16094208
60,2001,1,1941,39.52130127
60,2001,3,1941,27.18575668
61,2001,0,1940,33.71466064
61,2001,1,1940,37.54774857
61,2001,3,1940,22.97983551
62,2001,0,1939,37.16712952
62,2001,1,1939,38.87098312
62,2001,3,1939,31.59743309
63,2001,0,1938,32.96126175
63,2001,1,1938,34.05273438
63,2001,3,1938,29.07480621
64,2001,0,1937,34.26421356
64,2001,1,1937,35.03739929
64,2001,3,1937,31.44384193
65,2001,0,1936,30.54530907
65,2001,1,1936,31.73150826
65,2001,3,1936,26.05203629
66,2001,0,1935,29.3086071
66,2001,1,1935,29.48049164
66,2001,3,1935,28.44177055
67,2001,0,1934,31.58519363
67,2001,1,1934,32.80743027
67,2001,3,1934,26.897686
68,2001,0,1933,32.94580078
68,2001,1,1933,32.81642151
68,2001,3,1933,33.45714188
69,2001,0,1932,31.17943954
69,2001,1,1932,32.16598129
69,2001,3,1932,27.86747169
70,2001,0,1931,30.72694206
70,2001,1,1931,32.80402374
70,2001,3,1931,23.36715508
71,2001,0,1930,31.53970146
71,2001,1,1930,33.22546005
71,2001,3,1930,24.54153633
72,2001,0,1929,27.83133316
72,2001,1,1929,28.43738556
72,2001,3,1929,25.44345093
73,2001,0,1928,30.08926392
73,2001,1,1928,31.06934738
73,2001,3,1928,25.4601059
74,2001,0,1927,28.44532585
74,2001,1,1927,26.91683769
74,2001,3,1927,37.01116943
25,2002,0,1977,25.9987011
25,2002,1,1977,35.07885742
25,2002,3,1977,7.90639019
26,2002,0,1976,27.68580246
26,2002,1,1976,39.62239838
26,2002,3,1976,5.571939945
27,2002,0,1975,26.67909622
27,2002,1,1975,37.12045288
27,2002,3,1975,7.317698002
28,2002,0,1974,29.46099854
28,2002,1,1974,40.31296921
28,2002,3,1974,10.42119694
29,2002,0,1973,28.19608307
29,2002,1,1973,42.04299927
29,2002,3,1973,6.95344162
30,2002,0,1972,27.5271492
30,2002,1,1972,37.39720917
30,2002,3,1972,9.199115753
31,2002,0,1971,30.73601723
31,2002,1,1971,43.203228
31,2002,3,1971,10.92612171
32,2002,0,1970,27.92271614
32,2002,1,1970,39.88705444
32,2002,3,1970,9.029687881
33,2002,0,1969,33.32435226
33,2002,1,1969,45.94219971
33,2002,3,1969,11.41727638
34,2002,0,1968,33.69002151
34,2002,1,1968,45.02941895
34,2002,3,1968,12.55596638
35,2002,0,1967,33.35866165
35,2002,1,1967,46.3595314
35,2002,3,1967,10.58162975
36,2002,0,1966,38.28902435
36,2002,1,1966,51.03053284
36,2002,3,1966,11.74231529
37,2002,0,1965,37.31507111
37,2002,1,1965,49.75868988
37,2002,3,1965,11.92895889
38,2002,0,1964,42.60791779
38,2002,1,1964,55.0614357
38,2002,3,1964,13.86240292
39,2002,0,1963,44.0475769
39,2002,1,1963,57.36170959
39,2002,3,1963,14.35835171
40,2002,0,1962,45.5802536
40,2002,1,1962,58.85749054
40,2002,3,1962,17.12354088
41,2002,0,1961,51.47191238
41,2002,1,1961,65.80075073
41,2002,3,1961,18.27799797
42,2002,0,1960,51.54799652
42,2002,1,1960,66.51036072
42,2002,3,1960,18.62567902
43,2002,0,1959,49.41439438
43,2002,1,1959,62.81326294
43,2002,3,1959,19.45027351
44,2002,0,1958,51.11859131
44,2002,1,1958,64.72736359
44,2002,3,1958,20.03733635
45,2002,0,1957,51.20432281
45,2002,1,1957,65.12067413
45,2002,3,1957,19.43073654
46,2002,0,1956,53.77640152
46,2002,1,1956,67.05757141
46,2002,3,1956,24.09470367
47,2002,0,1955,50.79361343
47,2002,1,1955,64.76221466
47,2002,3,1955,21.62974167
48,2002,0,1954,52.19707489
48,2002,1,1954,66.16365051
48,2002,3,1954,23.70020866
49,2002,0,1953,51.88308716
49,2002,1,1953,63.65010071
49,2002,3,1953,27.81791496
50,2002,0,1952,47.01657867
50,2002,1,1952,59.10816193
50,2002,3,1952,24.42477226
51,2002,0,1951,47.70220566
51,2002,1,1951,58.75578308
51,2002,3,1951,26.77799988
52,2002,0,1950,45.32847214
52,2002,1,1950,57.80821991
52,2002,3,1950,23.07794952
53,2002,0,1949,43.95170593
53,2002,1,1949,50.83719254
53,2002,3,1949,30.12682152
54,2002,0,1948,42.57125854
54,2002,1,1948,48.22266769
54,2002,3,1948,30.00392914
55,2002,0,1947,40.98353195
55,2002,1,1947,49.21553802
55,2002,3,1947,25.99721146
56,2002,0,1946,39.8595314
56,2002,1,1946,44.37905502
56,2002,3,1946,30.94946861
57,2002,0,1945,40.39490128
57,2002,1,1945,42.96269989
57,2002,3,1945,34.03001404
58,2002,0,1944,35.18182373
58,2002,1,1944,38.77655792
58,2002,3,1944,25.73415375
59,2002,0,1943,37.27403259
59,2002,1,1943,39.21421051
59,2002,3,1943,31.89584541
60,2002,0,1942,35.2361145
60,2002,1,1942,36.2718277
60,2002,3,1942,32.27890778
61,2002,0,1941,36.11406708
61,2002,1,1941,40.0449295
61,2002,3,1941,25.71387863
62,2002,0,1940,34.21221924
62,2002,1,1940,37.87398148
62,2002,3,1940,24.06532669
63,2002,0,1939,34.41049194
63,2002,1,1939,35.90628052
63,2002,3,1939,29.22514725
64,2002,0,1938,31.83849144
64,2002,1,1938,33.73371887
64,2002,3,1938,25.9407196
65,2002,0,1937,32.85828781
65,2002,1,1937,34.25710678
65,2002,3,1937,28.28251266
66,2002,0,1936,28.77816963
66,2002,1,1936,29.472929
66,2002,3,1936,26.14107895
67,2002,0,1935,30.79032135
67,2002,1,1935,30.35453224
67,2002,3,1935,32.86877441
68,2002,0,1934,31.16934967
68,2002,1,1934,31.74544525
68,2002,3,1934,28.94548416
69,2002,0,1933,30.70127296
69,2002,1,1933,32.31504822
69,2002,3,1933,24.75614548
70,2002,0,1932,30.81077385
70,2002,1,1932,31.13165283
70,2002,3,1932,29.52231216
71,2002,0,1931,29.75382996
71,2002,1,1931,29.18098068
71,2002,3,1931,32.24114609
72,2002,0,1930,35.56100082
72,2002,1,1930,35.94350052
72,2002,3,1930,34.02420807
73,2002,0,1929,32.80286789
73,2002,1,1929,31.85658264
73,2002,3,1929,36.72154617
74,2002,0,1928,28.43961525
74,2002,1,1928,27.53427505
74,2002,3,1928,31.98806763
25,2003,0,1978,27.17177582
25,2003,1,1978,36.71507645
25,2003,3,1978,7.55066967
26,2003,0,1977,27.33838081
26,2003,1,1977,36.24512863
26,2003,3,1977,8.14647007
27,2003,0,1976,29.28364182
27,2003,1,1976,40.39741898
27,2003,3,1976,8.832038879
28,2003,0,1975,29.09107208
28,2003,1,1975,40.59091949
28,2003,3,1975,8.711164474
29,2003,0,1974,30.28616905
29,2003,1,1974,41.52279282
29,2003,3,1974,9.922969818
30,2003,0,1973,31.30778503
30,2003,1,1973,46.07901764
30,2003,3,1973,7.823820591
31,2003,0,1972,30.47163582
31,2003,1,1972,41.90284348
31,2003,3,1972,10.31970787
32,2003,0,1971,33.30194092
32,2003,1,1971,45.32303238
32,2003,3,1971,13.03189945
33,2003,0,1970,33.29502869
33,2003,1,1970,47.53739166
33,2003,3,1970,10.92147636
34,2003,0,1969,34.91312408
34,2003,1,1969,47.70228958
34,2003,3,1969,12.39449501
35,2003,0,1968,34.66110992
35,2003,1,1968,46.70743561
35,2003,3,1968,12.78082371
36,2003,0,1967,37.25490952
36,2003,1,1967,50.41275787
36,2003,3,1967,13.49149323
37,2003,0,1966,41.14858246
37,2003,1,1966,53.85904312
37,2003,3,1966,15.22171783
38,2003,0,1965,41.3460083
38,2003,1,1965,54.48176575
38,2003,3,1965,14.49348831
39,2003,0,1964,45.10144806
39,2003,1,1964,58.21309662
39,2003,3,1964,15.8149519
40,2003,0,1963,44.15021133
40,2003,1,1963,59.04084015
40,2003,3,1963,15.19906139
41,2003,0,1962,52.87104034
41,2003,1,1962,69.67556763
41,2003,3,1962,18.41373825
42,2003,0,1961,51.76927948
42,2003,1,1961,66.54891968
42,2003,3,1961,19.16382027
43,2003,0,1960,54.6413002
43,2003,1,1960,69.32745361
43,2003,3,1960,22.23083878
44,2003,0,1959,55.33575439
44,2003,1,1959,73.20948029
44,2003,3,1959,19.68683624
45,2003,0,1958,51.26675415
45,2003,1,1958,67.4799881
45,2003,3,1958,18.60648155
46,2003,0,1957,56.81010818
46,2003,1,1957,71.91013336
46,2003,3,1957,23.7961998
47,2003,0,1956,56.26966095
47,2003,1,1956,71.13934326
47,2003,3,1956,25.02350426
48,2003,0,1955,56.18821716
48,2003,1,1955,72.5198822
48,2003,3,1955,24.31248283
49,2003,0,1954,55.35525513
49,2003,1,1954,69.60361481
49,2003,3,1954,26.96701622
50,2003,0,1953,51.2353096
50,2003,1,1953,64.20153809
50,2003,3,1953,25.9739399
51,2003,0,1952,52.85712433
51,2003,1,1952,67.37231445
51,2003,3,1952,27.03736115
52,2003,0,1951,49.05699921
52,2003,1,1951,58.76492691
52,2003,3,1951,29.28052902
53,2003,0,1950,48.10178375
53,2003,1,1950,61.01116943
53,2003,3,1950,26.28227425
54,2003,0,1949,47.85890198
54,2003,1,1949,55.22771835
54,2003,3,1949,32.69585037
55,2003,0,1948,42.71868896
55,2003,1,1948,48.84727097
55,2003,3,1948,30.71669769
56,2003,0,1947,42.47278214
56,2003,1,1947,47.51098251
56,2003,3,1947,32.74333572
