female_id,male_id,cycle_id,consort,conceptive,female_hybridscore,male_hybridscore,female_gendiv,male_gendiv,gen_distance,female_age,male_rank,female_rank,males_present,females_present,male_rank_transform,gen_distance_transform,rank_interact,assort_index,female_age_transform
ABB,LOB,5087,0,0,0.307333333,0.652333333,0.7857,0.9231,0.1101,7.534565366,4,2,6,9,0.055785003,0.98787799,8,0.240817111,-0.213274719
ABB,LUI,5087,0,0,0.307333333,0.465666667,0.7857,0.9286,0.0335,7.534565366,3,2,6,9,0.100575136,0.99887775,6,0.370114889,-0.213274719
ABB,ZIB,5092,1,0,0.307333333,0.635,0.7857,0.7692,0.0716,7.613963039,5,2,6,9,0.030941709,0.99487344,10,0.252823333,-0.208068715
ABB,IAG,5092,0,0,0.307333333,0.213333333,0.7857,0.7143,-0.0581,7.613963039,6,2,6,9,0.017162128,0.99662439,12,0.544897778,-0.208068715
ABB,LAX,5092,0,0,0.307333333,0.291333333,0.7857,1,-0.2084,7.613963039,3,2,6,9,0.100575136,0.95656944,6,0.490869778,-0.208068715
ABB,LEB,5092,0,0,0.307333333,0.476666667,0.7857,0.7857,0.1218,7.613963039,1,2,6,9,0.326916593,0.98516476,2,0.362495555,-0.208068715
ABB,LOB,5092,0,0,0.307333333,0.652333333,0.7857,0.9231,0.1101,7.613963039,2,2,6,9,0.181327551,0.98787799,4,0.240817111,-0.208068715
ABB,LUI,5092,0,0,0.307333333,0.465666667,0.7857,0.9286,0.0335,7.613963039,4,2,6,9,0.055785003,0.99887775,8,0.370114889,-0.208068715
ABB,LUI,5095,1,0,0.307333333,0.465666667,0.7857,0.9286,0.0335,7.68788501,4,2,7,9,0.066666305,0.99887775,8,0.370114889,-0.20327957
ABB,IAG,5095,0,0,0.307333333,0.213333333,0.7857,0.7143,-0.0581,7.68788501,6,2,7,9,0.024164863,0.99662439,12,0.544897778,-0.20327957
ABB,JAG,5095,0,0,0.307333333,0.049666667,0.7857,0.9286,-0.1003,7.68788501,7,2,7,9,0.014548671,0.98993991,14,0.658264222,-0.20327957
ABB,LAX,5095,0,0,0.307333333,0.291333333,0.7857,1,-0.2084,7.68788501,3,2,7,9,0.110730536,0.95656944,6,0.490869778,-0.20327957
ABB,LEB,5095,0,0,0.307333333,0.476666667,0.7857,0.7857,0.1218,7.68788501,1,2,7,9,0.305484685,0.98516476,2,0.362495555,-0.20327957
ABB,LOB,5095,0,0,0.307333333,0.652333333,0.7857,0.9231,0.1101,7.68788501,2,2,7,9,0.183919773,0.98787799,4,0.240817111,-0.20327957
ABB,ZIB,5095,0,0,0.307333333,0.635,0.7857,0.7692,0.0716,7.68788501,5,2,7,9,0.040137042,0.99487344,10,0.252823333,-0.20327957
ABB,ZIB,5099,1,0,0.307333333,0.635,0.7857,0.7692,0.0716,7.778234086,5,2,7,9,0.040137042,0.99487344,10,0.252823333,-0.197501893
ABB,IAG,5099,0,0,0.307333333,0.213333333,0.7857,0.7143,-0.0581,7.778234086,6,2,7,9,0.024164863,0.99662439,12,0.544897778,-0.197501893
ABB,JAG,5099,0,0,0.307333333,0.049666667,0.7857,0.9286,-0.1003,7.778234086,7,2,7,9,0.014548671,0.98993991,14,0.658264222,-0.197501893
ABB,LAX,5099,0,0,0.307333333,0.291333333,0.7857,1,-0.2084,7.778234086,3,2,7,9,0.110730536,0.95656944,6,0.490869778,-0.197501893
ABB,LEB,5099,0,0,0.307333333,0.476666667,0.7857,0.7857,0.1218,7.778234086,2,2,7,9,0.183919773,0.98516476,4,0.362495555,-0.197501893
ABB,LOB,5099,0,0,0.307333333,0.652333333,0.7857,0.9231,0.1101,7.778234086,1,2,7,9,0.305484685,0.98787799,2,0.240817111,-0.197501893
ABB,LUI,5099,0,0,0.307333333,0.465666667,0.7857,0.9286,0.0335,7.778234086,4,2,7,9,0.066666305,0.99887775,8,0.370114889,-0.197501893
ABB,ZIB,5103,1,1,0.307333333,0.635,0.7857,0.7692,0.0716,7.863107461,6,2,6,9,0.017162128,0.99487344,12,0.252823333,-0.192150255
ABB,IAG,5103,0,1,0.307333333,0.213333333,0.7857,0.7143,-0.0581,7.863107461,5,2,6,9,0.030941709,0.99662439,10,0.544897778,-0.192150255
ABB,LAX,5103,0,1,0.307333333,0.291333333,0.7857,1,-0.2084,7.863107461,3,2,6,9,0.100575136,0.95656944,6,0.490869778,-0.192150255
ABB,LEB,5103,0,1,0.307333333,0.476666667,0.7857,0.7857,0.1218,7.863107461,2,2,6,9,0.181327551,0.98516476,4,0.362495555,-0.192150255
ABB,LOB,5103,0,1,0.307333333,0.652333333,0.7857,0.9231,0.1101,7.863107461,1,2,6,9,0.326916593,0.98787799,2,0.240817111,-0.192150255
ABB,LUI,5103,0,1,0.307333333,0.465666667,0.7857,0.9286,0.0335,7.863107461,4,2,6,9,0.055785003,0.99887775,8,0.370114889,-0.192150255
ABB,LEB,27478,0,0,0.307333333,0.476666667,0.7857,0.7857,0.1218,9.234770705,3,2,6,9,0.100575136,0.98516476,6,0.362495555,-0.115854134
ABB,LOB,27478,0,0,0.307333333,0.652333333,0.7857,0.9231,0.1101,9.234770705,2,2,6,9,0.181327551,0.98787799,4,0.240817111,-0.115854134
ABB,LUI,27478,0,0,0.307333333,0.465666667,0.7857,0.9286,0.0335,9.234770705,4,2,6,9,0.055785003,0.99887775,8,0.370114889,-0.115854134
ABB,THR,27478,0,0,0.307333333,0.061333333,0.7857,0.8571,0.2589,9.234770705,1,2,6,9,0.326916593,0.93297079,2,0.650183112,-0.115854134
ABB,ZIB,27478,0,0,0.307333333,0.635,0.7857,0.7692,0.0716,9.234770705,5,2,6,9,0.030941709,0.99487344,10,0.252823333,-0.115854134
ACA,AMO,5136,1,0,0.077666667,0.095666667,0.7857,0.6429,-0.1089,7.446954141,6,3,10,10,0.054470093,0.98814079,18,0.834096777,-0.219093929
ACA,ARS,5136,0,0,0.077666667,0.136333333,0.7857,0.9286,-0.0552,7.446954141,1,3,10,10,0.201270908,0.99695296,3,0.796588556,-0.219093929
ACA,ELV,5136,0,0,0.077666667,0.723333333,0.7857,0.8571,0.2095,7.446954141,8,3,10,10,0.032293042,0.95610975,24,0.255178889,-0.219093929
ACA,GYP,5136,0,0,0.077666667,0.612,0.7857,1,-0.1466,7.446954141,5,3,10,10,0.070742873,0.97850844,15,0.357865333,-0.219093929
ACA,LIB,5136,0,0,0.077666667,0.044333333,0.7857,0.7857,0.1155,7.446954141,7,3,10,10,0.041940494,0.98665975,21,0.881443222,-0.219093929
ACA,LUI,5136,0,0,0.077666667,0.465666667,0.7857,0.9286,-0.1449,7.446954141,3,3,10,10,0.119325112,0.97900399,9,0.492833444,-0.219093929
ACA,NUM,5136,0,0,0.077666667,0.136,0.7857,0.7857,-0.102,7.446954141,9,3,10,10,0.024864766,0.989596,27,0.796896,-0.219093929
ACA,OCE,5136,0,0,0.077666667,0.172333333,0.7857,0.8571,0.0874,7.446954141,4,3,10,10,0.091877099,0.99236124,12,0.763384556,-0.219093929
ACA,VAP,5136,0,0,0.077666667,0.499,0.7857,0.9286,0.1504,7.446954141,2,3,10,10,0.154973138,0.97737984,6,0.462089,-0.219093929
ACA,ZAI,5136,0,0,0.077666667,0.208666667,0.7857,0.8571,0.1921,7.446954141,10,3,10,10,0.019145196,0.96309759,30,0.729873111,-0.219093929
ACA,VAP,5140,1,0,0.077666667,0.499,0.7857,0.9286,0.1504,7.559206023,1,3,10,9,0.201270908,0.97737984,3,0.462089,-0.211652179
ACA,AMO,5140,1,0,0.077666667,0.095666667,0.7857,0.6429,-0.1089,7.559206023,6,3,10,9,0.054470093,0.98814079,18,0.834096777,-0.211652179
ACA,ARS,5140,0,0,0.077666667,0.136333333,0.7857,0.9286,-0.0552,7.559206023,2,3,10,9,0.154973138,0.99695296,6,0.796588556,-0.211652179
ACA,ELV,5140,0,0,0.077666667,0.723333333,0.7857,0.8571,0.2095,7.559206023,8,3,10,9,0.032293042,0.95610975,24,0.255178889,-0.211652179
ACA,GYP,5140,0,0,0.077666667,0.612,0.7857,1,-0.1466,7.559206023,5,3,10,9,0.070742873,0.97850844,15,0.357865333,-0.211652179
ACA,LUI,5140,0,0,0.077666667,0.465666667,0.7857,0.9286,-0.1449,7.559206023,3,3,10,9,0.119325112,0.97900399,9,0.492833444,-0.211652179
ACA,NUM,5140,0,0,0.077666667,0.136,0.7857,0.7857,-0.102,7.559206023,10,3,10,9,0.019145196,0.989596,30,0.796896,-0.211652179
ACA,OCE,5140,0,0,0.077666667,0.172333333,0.7857,0.8571,0.0874,7.559206023,4,3,10,9,0.091877099,0.99236124,12,0.763384556,-0.211652179
ACA,ZAI,5140,0,0,0.077666667,0.208666667,0.7857,0.8571,0.1921,7.559206023,11,3,10,9,0.014741281,0.96309759,33,0.729873111,-0.211652179
ACA,ZIB,5140,0,0,0.077666667,0.635,0.7857,0.7692,-0.0826,7.559206023,7,3,10,9,0.041940494,0.99317724,21,0.336651667,-0.211652179
ACA,AMO,5144,0,1,0.077666667,0.095666667,0.7857,0.6429,-0.1089,7.693360712,5,3,9,10,0.061676066,0.98814079,15,0.834096777,-0.202927036
ACA,ARS,5144,0,1,0.077666667,0.136333333,0.7857,0.9286,-0.0552,7.693360712,2,3,9,10,0.172793277,0.99695296,6,0.796588556,-0.202927036
ACA,ELV,5144,0,1,0.077666667,0.723333333,0.7857,0.8571,0.2095,7.693360712,7,3,9,10,0.03103439,0.95610975,21,0.255178889,-0.202927036
ACA,GYP,5144,0,1,0.077666667,0.612,0.7857,1,-0.1466,7.693360712,4,3,9,10,0.086946757,0.97850844,12,0.357865333,-0.202927036
ACA,LUI,5144,0,1,0.077666667,0.465666667,0.7857,0.9286,-0.1449,7.693360712,3,3,9,10,0.122571673,0.97900399,9,0.492833444,-0.202927036
ACA,NUM,5144,0,1,0.077666667,0.136,0.7857,0.7857,-0.102,7.693360712,8,3,9,10,0.022014382,0.989596,24,0.796896,-0.202927036
ACA,VAP,5144,0,1,0.077666667,0.499,0.7857,0.9286,0.1504,7.693360712,1,3,9,10,0.243592305,0.97737984,3,0.462089,-0.202927036
ACA,ZAI,5144,0,1,0.077666667,0.208666667,0.7857,0.8571,0.1921,7.693360712,9,3,9,10,0.015615999,0.96309759,27,0.729873111,-0.202927036
ACA,ZIB,5144,0,1,0.077666667,0.635,0.7857,0.7692,-0.0826,7.693360712,6,3,9,10,0.04375019,0.99317724,18,0.336651667,-0.202927036
ACA,ZIB,5148,1,0,0.077666667,0.635,0.7857,0.7692,-0.0826,8.336755647,3,3,4,9,0.078601933,0.99317724,9,0.336651667,-0.16363437
ACA,LEB,5148,0,0,0.077666667,0.476666667,0.7857,0.7857,-0.0826,8.336755647,4,3,4,9,0.0370029,0.99317724,12,0.482687777,-0.16363437
ACA,LUI,5148,0,0,0.077666667,0.465666667,0.7857,0.9286,-0.1449,8.336755647,1,3,4,9,0.35467302,0.97900399,3,0.492833444,-0.16363437
ACA,VAP,5148,0,0,0.077666667,0.499,0.7857,0.9286,0.1504,8.336755647,2,3,4,9,0.166967018,0.97737984,6,0.462089,-0.16363437
ACA,LEB,5153,1,1,0.077666667,0.476666667,0.7857,0.7857,-0.0826,8.432580424,1,3,5,9,0.34308049,0.99317724,3,0.482687777,-0.158143677
ACA,IAG,5153,1,1,0.077666667,0.213333333,0.7857,0.7143,-0.0858,8.432580424,5,3,5,9,0.023391322,0.99263836,15,0.725568889,-0.158143677
ACA,LUI,5153,0,1,0.077666667,0.465666667,0.7857,0.9286,-0.1449,8.432580424,2,3,5,9,0.175311621,0.97900399,6,0.492833444,-0.158143677
ACA,NAW,5153,0,1,0.077666667,0.367333333,0.7857,0.8571,0.0208,8.432580424,4,3,5,9,0.045776236,0.99956736,12,0.583529556,-0.158143677
ACA,ZIB,5153,0,1,0.077666667,0.635,0.7857,0.7692,-0.0826,8.432580424,3,3,5,9,0.089582957,0.99317724,9,0.336651667,-0.158143677
ACA,IAG,5156,0,0,0.077666667,0.213333333,0.7857,0.7143,-0.0858,9.303216975,6,3,7,9,0.024164863,0.99263836,18,0.725568889,-0.112549851
ACA,JAG,5156,0,0,0.077666667,0.049666667,0.7857,0.9286,0.0717,9.303216975,7,3,7,9,0.014548671,0.99485911,21,0.87652411,-0.112549851
ACA,LAX,5156,0,0,0.077666667,0.291333333,0.7857,1,-0.0905,9.303216975,3,3,7,9,0.110730536,0.99180975,9,0.653626889,-0.112549851
ACA,LEB,5156,0,0,0.077666667,0.476666667,0.7857,0.7857,-0.0826,9.303216975,1,3,7,9,0.305484685,0.99317724,3,0.482687777,-0.112549851
ACA,LOB,5156,0,0,0.077666667,0.652333333,0.7857,0.9231,-0.1263,9.303216975,2,3,7,9,0.183919773,0.98404831,6,0.320664556,-0.112549851
ACA,LUI,5156,0,0,0.077666667,0.465666667,0.7857,0.9286,-0.1449,9.303216975,4,3,7,9,0.066666305,0.97900399,12,0.492833444,-0.112549851
ACA,ZIB,5156,0,0,0.077666667,0.635,0.7857,0.7692,-0.0826,9.303216975,5,3,7,9,0.040137042,0.99317724,15,0.336651667,-0.112549851
ACA,LEB,5160,1,0,0.077666667,0.476666667,0.7857,0.7857,-0.0826,9.631759069,1,3,4,10,0.35467302,0.99317724,3,0.482687777,-0.097354739
ACA,LOB,5160,0,0,0.077666667,0.652333333,0.7857,0.9231,-0.1263,9.631759069,2,3,4,10,0.166967018,0.98404831,6,0.320664556,-0.097354739
ACA,LUI,5160,0,0,0.077666667,0.465666667,0.7857,0.9286,-0.1449,9.631759069,3,3,4,10,0.078601933,0.97900399,9,0.492833444,-0.097354739
ACA,ZIB,5160,0,0,0.077666667,0.635,0.7857,0.7692,-0.0826,9.631759069,4,3,4,10,0.0370029,0.99317724,12,0.336651667,-0.097354739
ACA,LOB,5165,1,1,0.077666667,0.652333333,0.7857,0.9231,-0.1263,9.754962355,1,3,6,10,0.326916593,0.98404831,3,0.320664556,-0.091940534
ACA,IAG,5165,0,1,0.077666667,0.213333333,0.7857,0.7143,-0.0858,9.754962355,5,3,6,10,0.030941709,0.99263836,15,0.725568889,-0.091940534
ACA,LEB,5165,0,1,0.077666667,0.476666667,0.7857,0.7857,-0.0826,9.754962355,2,3,6,10,0.181327551,0.99317724,6,0.482687777,-0.091940534
ACA,LUI,5165,0,1,0.077666667,0.465666667,0.7857,0.9286,-0.1449,9.754962355,3,3,6,10,0.100575136,0.97900399,9,0.492833444,-0.091940534
ACA,ZIB,5165,0,1,0.077666667,0.635,0.7857,0.7692,-0.0826,9.754962355,4,3,6,10,0.055785003,0.99317724,12,0.336651667,-0.091940534
ACA,ZIB,26965,1,1,0.077666667,0.635,0.7857,0.7692,-0.0826,9.976728268,3,3,4,10,0.078601933,0.99317724,9,0.336651667,-0.082585283
ACA,LEB,26965,0,1,0.077666667,0.476666667,0.7857,0.7857,-0.0826,9.976728268,2,3,4,10,0.166967018,0.99317724,6,0.482687777,-0.082585283
ACA,LOB,26965,0,1,0.077666667,0.652333333,0.7857,0.9231,-0.1263,9.976728268,1,3,4,10,0.35467302,0.98404831,3,0.320664556,-0.082585283
ACA,LUI,26965,0,1,0.077666667,0.465666667,0.7857,0.9286,-0.1449,9.976728268,4,3,4,10,0.0370029,0.97900399,12,0.492833444,-0.082585283
ASH,MLO,5376,1,0,0.035333333,0.066666667,0.7143,0.7857,0.0545,5.77412731,4,3,7,13,0.066666305,0.99702975,12,0.900355556,-0.345229498
ASH,AMA,5376,0,0,0.035333333,0.339666667,0.7143,0.9286,0.0385,5.77412731,5,3,7,13,0.040137042,0.99851775,15,0.637001555,-0.345229498
ASH,MOR,5376,0,0,0.035333333,0.059333333,0.7143,0.8571,0.2392,5.77412731,7,3,7,13,0.014548671,0.94278336,21,0.907429778,-0.345229498
ASH,PIS,5376,0,0,0.035333333,1,0.7143,0.7692,-0.1067,5.77412731,3,3,7,13,0.110730536,0.98861511,9,0.035333333,-0.345229498
ASH,TUZ,5376,0,0,0.035333333,0.311,0.7143,0.7143,0.1752,5.77412731,6,3,7,13,0.024164863,0.96930496,18,0.664655334,-0.345229498
ASH,VEG,5376,0,0,0.035333333,0.241333333,0.7143,0.7857,-0.0839,5.77412731,2,3,7,13,0.183919773,0.99296079,6,0.731860445,-0.345229498
ASH,VEG,5380,1,0,0.035333333,0.241333333,0.7143,0.7857,-0.0839,5.872689938,2,3,7,13,0.183919773,0.99296079,6,0.731860445,-0.337005963
ASH,AMA,5380,1,0,0.035333333,0.339666667,0.7143,0.9286,0.0385,5.872689938,5,3,7,13,0.040137042,0.99851775,15,0.637001555,-0.337005963
ASH,DOW,5380,0,0,0.035333333,0.138,0.7143,0.9286,0.1699,5.872689938,7,3,7,13,0.014548671,0.97113399,21,0.831542667,-0.337005963
ASH,MLO,5380,0,0,0.035333333,0.066666667,0.7143,0.7857,0.0545,5.872689938,4,3,7,13,0.066666305,0.99702975,12,0.900355556,-0.337005963
ASH,PIS,5380,0,0,0.035333333,1,0.7143,0.7692,-0.1067,5.872689938,3,3,7,13,0.110730536,0.98861511,9,0.035333333,-0.337005963
ASH,TUZ,5380,0,0,0.035333333,0.311,0.7143,0.7143,0.1752,5.872689938,6,3,7,13,0.024164863,0.96930496,18,0.664655334,-0.337005963
ASH,AMA,5384,0,0,0.035333333,0.339666667,0.7143,0.9286,0.0385,5.987679671,6,3,9,13,0.04375019,0.99851775,18,0.637001555,-0.327537128
ASH,DOW,5384,0,0,0.035333333,0.138,0.7143,0.9286,0.1699,5.987679671,8,3,9,13,0.022014382,0.97113399,24,0.831542667,-0.327537128
ASH,EDW,5384,0,0,0.035333333,0.514666667,0.7143,1,0.0392,5.987679671,2,3,9,13,0.172793277,0.99846336,6,0.468184889,-0.327537128
ASH,MLO,5384,0,0,0.035333333,0.066666667,0.7143,0.7857,0.0545,5.987679671,4,3,9,13,0.086946757,0.99702975,12,0.900355556,-0.327537128
ASH,MOR,5384,0,0,0.035333333,0.059333333,0.7143,0.8571,0.2392,5.987679671,9,3,9,13,0.015615999,0.94278336,27,0.907429778,-0.327537128
ASH,ORB,5384,0,0,0.035333333,0.214,0.7143,0.8571,0.0075,5.987679671,5,3,9,13,0.061676066,0.99994375,15,0.758228,-0.327537128
ASH,PIS,5384,0,0,0.035333333,1,0.7143,0.7692,-0.1067,5.987679671,3,3,9,13,0.122571673,0.98861511,9,0.035333333,-0.327537128
ASH,TUZ,5384,0,0,0.035333333,0.311,0.7143,0.7143,0.1752,5.987679671,7,3,9,13,0.03103439,0.96930496,21,0.664655334,-0.327537128
ASH,VEG,5384,0,0,0.035333333,0.241333333,0.7143,0.7857,-0.0839,5.987679671,1,3,9,13,0.243592305,0.99296079,3,0.731860445,-0.327537128
ASH,AMA,5388,0,0,0.035333333,0.339666667,0.7143,0.9286,0.0385,6.072553046,7,3,8,13,0.02165486,0.99851775,21,0.637001555,-0.320634771
ASH,DOW,5388,0,0,0.035333333,0.138,0.7143,0.9286,0.1699,6.072553046,8,3,8,13,0.014151631,0.97113399,24,0.831542667,-0.320634771
ASH,EDW,5388,0,0,0.035333333,0.514666667,0.7143,1,0.0392,6.072553046,2,3,8,13,0.181676912,0.99846336,6,0.468184889,-0.320634771
ASH,MLO,5388,0,0,0.035333333,0.066666667,0.7143,0.7857,0.0545,6.072553046,4,3,8,13,0.077589329,0.99702975,12,0.900355556,-0.320634771
ASH,ORB,5388,0,0,0.035333333,0.214,0.7143,0.8571,0.0075,6.072553046,5,3,8,13,0.050705273,0.99994375,15,0.758228,-0.320634771
ASH,PIS,5388,0,0,0.035333333,1,0.7143,0.7692,-0.1067,6.072553046,3,3,8,13,0.118727376,0.98861511,9,0.035333333,-0.320634771
ASH,TUZ,5388,0,0,0.035333333,0.311,0.7143,0.7143,0.1752,6.072553046,6,3,8,13,0.033136318,0.96930496,18,0.664655334,-0.320634771
ASH,VEG,5388,0,0,0.035333333,0.241333333,0.7143,0.7857,-0.0839,6.072553046,1,3,8,13,0.278002443,0.99296079,3,0.731860445,-0.320634771
ASH,MLO,5392,1,1,0.035333333,0.066666667,0.7143,0.7857,0.0545,6.162902122,4,3,8,13,0.077589329,0.99702975,12,0.900355556,-0.313367873
ASH,EDW,5392,1,1,0.035333333,0.514666667,0.7143,1,0.0392,6.162902122,5,3,8,13,0.050705273,0.99846336,15,0.468184889,-0.313367873
ASH,AMA,5392,0,1,0.035333333,0.339666667,0.7143,0.9286,0.0385,6.162902122,6,3,8,13,0.033136318,0.99851775,18,0.637001555,-0.313367873
ASH,DOW,5392,0,1,0.035333333,0.138,0.7143,0.9286,0.1699,6.162902122,8,3,8,13,0.014151631,0.97113399,24,0.831542667,-0.313367873
ASH,ORB,5392,0,1,0.035333333,0.214,0.7143,0.8571,0.0075,6.162902122,1,3,8,13,0.278002443,0.99994375,3,0.758228,-0.313367873
ASH,PIS,5392,0,1,0.035333333,1,0.7143,0.7692,-0.1067,6.162902122,3,3,8,13,0.118727376,0.98861511,9,0.035333333,-0.313367873
ASH,TUZ,5392,0,1,0.035333333,0.311,0.7143,0.7143,0.1752,6.162902122,7,3,8,13,0.02165486,0.96930496,21,0.664655334,-0.313367873
ASH,VEG,5392,0,1,0.035333333,0.241333333,0.7143,0.7857,-0.0839,6.162902122,2,3,8,13,0.181676912,0.99296079,6,0.731860445,-0.313367873
ASH,EDW,5396,0,0,0.035333333,0.514666667,0.7143,1,0.0392,7.348391513,6,4,6,16,0.017162128,0.99846336,24,0.468184889,-0.225734161
ASH,MLO,5396,0,0,0.035333333,0.066666667,0.7143,0.7857,0.0545,7.348391513,4,4,6,16,0.055785003,0.99702975,16,0.900355556,-0.225734161
ASH,ORB,5396,0,0,0.035333333,0.214,0.7143,0.8571,0.0075,7.348391513,1,4,6,16,0.326916593,0.99994375,4,0.758228,-0.225734161
ASH,PIS,5396,0,0,0.035333333,1,0.7143,0.7692,-0.1067,7.348391513,3,4,6,16,0.100575136,0.98861511,12,0.035333333,-0.225734161
ASH,POW,5396,0,0,0.035333333,0.029333333,0.7143,0.7143,-0.1697,7.348391513,2,4,6,16,0.181327551,0.97120191,8,0.936369778,-0.225734161
ASH,VEG,5396,0,0,0.035333333,0.241333333,0.7143,0.7857,-0.0839,7.348391513,5,4,6,16,0.030941709,0.99296079,20,0.731860445,-0.225734161
ASH,POW,5400,1,0,0.035333333,0.029333333,0.7143,0.7143,-0.1697,7.509924709,3,4,8,16,0.118727376,0.97120191,12,0.936369778,-0.214903456
ASH,DAL,5400,0,0,0.035333333,0.058,0.7143,0.6429,0.2574,7.509924709,6,4,8,16,0.033136318,0.93374524,24,0.908716,-0.214903456
