id,unit,name,start,end,agency,acres,cause
LMU-2968,LASSEN,CREEK,07-18-2006,07-21-2006,CDF,1234,UNDET.
TUU-8471,TULARE,COYTOE,07-20-2006,07-21-2006,CDF,1325,LIGHTNING
MVU-6638,SAN DIEGO,BORDER FIRE # 16,07-20-2006,07-20-2006,CDF,315,UNDET.
MMU-8926,MERCED,OLIVE,07-21-2006,07-21-2006,LOCAL,25007,MISC.
KNP-26,FRESNO,BURNT,07-21-2006,07-21-2006,NPS,627,LIGHTNING
BEU-2665,MONTEREY,CABEU-002665 (RICCO),07-22-2006,07-27-2006,CDF,14506,LIGHTNING
BDU-7845,SAN BERNARDINO,WHISPERING PINES,07-22-2006,07-26-2006,CDF/NPS,993,LIGHTNING
BDU-7798,SAN BERNARDINO,RAMP FIRE,07-22-2006,07-22-2006,USFS,448,HUMAN
TUU-9072,KERN,RIDGE,07-22-2006,07-28-2006,CDF,445,LIGHTNING
SKU-3497,SISKIYOU,UNCLES COMPLEX,07-23-2006,10-31-2006,USFS,30454,LIGHTNING
RRU-6747,SAN DIEGO,ASSIST 103 (HORSE),07-23-2006,08-01-2006,USFS,16681,HUMAN
SKU-3536,SISKIYOU,HAPPY CAMP,07-23-2006,09-24-2006,USFS,3318,LIGHTNING
SLU-5902,SAN LUIS OBISPO,"""Y""",07-23-2006,07-23-2006,CDF,660,ELEC. POW.
TUU11375,KERN,SCOTT,07-23-2006,07-23-2006,CDF,600,LIGHTNING
RRU-62919,RIVERSIDE,COYOTE FIRE,07-23-2006,07-26-2006,CDF,467,LIGHTNING
SRF-997,HUMBOLDT & SISKIY,ORLEANS COMPLEX,07-24-2006,09-30-2006,USFS,15710,LIGHTNING
TUU-11376,KERN,MT. PINOS LIGHTNING C,07-24-2006,07-29-2006,CDF,3194,LIGHTNING
HUU-5068,TRINITY,PANTHER,07-24-2006,08-07-2006,USFS,904,LIGHTNING
BDU-10779,LOS ANGELES,EMPIRE,07-25-2006,07-25-2006,CDF,1094,LIGHTNING
SKU-3541,SISKIYOU,LAKIN,07-25-2006,08-01-2006,USFS,480,LIGHTNING
MEU-5437,MENDOCINO,HUNTER,07-26-2006,07-26-2006,USFS,16296,LIGHTNING
SKU-3583,SISKIYOU,HOY,07-26-2006,07-28-2006,CDF,1283,ELEC. POW.
MMU-9238,MADERA,RAYMOND,07-26-2006,07-26-2006,CDF,477,SMOKING
SHU-7170,TRINITY,BAR COMPLEX,07-27-2006,07-27-2006,USFS,100414,LIGHTNING
LMU-3200,MODOC,MDF- 484 (SAGE),07-27-2006,08-05-2006,USFS,4855,LIGHTNING
SHU-5863,TRINITY,JUNCTION,07-29-2006,07-29-2006,CDF,3126,MISC.
SLU-6169,SAN LUIS OBISPO,ANTELOPE,08-01-2006,08-01-2006,CDF,400,UNDET.
TGU-5100,TEHAMA,MNF ASSIST (KINGSLEY,08-02-2006,08-02-2006,USFS,6854,LIGHTNING
TUU-9299,KERN,COTTONWOOD,08-05-2006,08-06-2006,BLM,2346,UI
BDU-7707,SAN BERNARDINO,COVINGTON,08-07-2006,08-07-2006,NPS,532,LIGHTNING
RRU-67809,RIVERSIDE,GOLF,08-08-2006,08-10-2006,CDF,800,EQUIP. USE
RRU-69073,RIVERSIDE,GILAMN (GILMAN),08-12-2006,08-13-2006,CDF,300,EQUIP. USE
BDU-10792,LOS ANGELES,QUAIL,08-13-2006,08-16-2006,CDF,4864,UI
NEU-15663,YUBA COUNTY,MARYSVILLE,08-16-2006,08-17-2006,CDF,388,UNDET.
MMU-10498,MARIPOSA,BOUNDARY,08-21-2006,08-22-2006,NPS,536,HUMAN
BDU-9392,SAN BERNARDINO,EMERALD,08-29-2006,08-29-2006,CDF/LRA,921,SHOOTERS
SHU-7012,TRINITY,PIGEON,09-02-2006,10-16-2006,USFS,6452,HUMAN
NEU-17281,PLACER,RALSTON,09-05-2006,09-18-2006,USFS,8423,UI
BDU-10098,MONO COUNTY,ASSIST (SAWMILL),09-14-2006,09-15-2006,USFS,7434,HUMAN
RRU-79592,RIVERSIDE,ORCHARD,09-16-2006,09-16-2006,CDF,1580,UNDET.
RRU-79875,RIVERSIDE,RANCH,09-17-2006,09-17-2006,CDF,1670,UNDET.
BDU-10271,SAN BERNARDINO,PINNACLES,09-19-2006,09-21-2006,USFS,2370,UI
NEU-18269,SIERRA,BASSETTS,09-19-2006,09-26-2006,USFS,2114,UI
LNU-7269,YOLO,82,09-22-2006,09-22-2006,CDF,500,UNDET.
LNU-7284,NAPA,NAPA,09-22-2006,09-24-2006,CDF,387,ELEC. POW.
MEU-7298,MENDOCINO,NOBLE,09-24-2006,09-30-2006,CDF,1014,UNDET.
FKU-9073,FRESNO,ADAMS,09-24-2006,09-24-2006,LOCAL,800,DEBRIS
MMU-12758,MARIPOSA,,10-07-2006,10-07-2006,CDF,450,UNDET.
SLU-8061,SAN LUIS OBISPO,"CUYAM,A",10-09-2006,10-10-2006,CDF,850,UI
SNF-2579,FRESNO,RUBE,10-10-2006,10-10-2006,USFS,341,LIGHTNING
RRU-87499,RIVERSIDE,SUNRISE,10-13-2006,10-14-2006,CDF,497,VEHICLE
FKU-10105,FRESNO,PHELPS,10-25-2006,10-25-2006,CDF,1600,EQUIP. USE
RRU-09//90,RIVERSIDE,ESPERANZA,10-26-2006,10-31-2006,CDF,40200,ARSON
BCD-44185,SAN BERNARDINO,SIERRA,11-06-2006,11-07-2006,USFS,640,HUMAN
VNC-3565,VENTURA,SHEKELL,12-03-2006,12-05-2006,CDF,13600,UI
BDC-48105,SAN BERNARDINO,CITRUS,12-04-2006,12-04-2006,USFS,525,UI
KRN-035228,KERN,WESTSIDE,12-07-2006,12-09-2006,CDF,4025,UI
RRU-1600,RIVERSIDE,MOCKINGBIRD,01-05-2007,01-06-2007,CDF,671,EQUIP. USE
SLU-338,SAN LUIS OBISPO,DIABLO,01-14-2007,01-16-2007,CDF,332,STRUCTURE EXPOS
RRU-19979,RIVERSIDE,ALESSANDRO,03-04-2007,03-04-2007,CDF,680,UNDET.
ORC-16557,ORANGE,241 FIRE,03-11-2007,03-13-2007,CDF,2036,HUMAN
RRU-22254,RIVERSIDE,SIERRA,03-11-2007,03-12-2007,CDF,1044,ARSON
FKU-2844,FRESNO,LITTLE 5,03-22-2007,03-23-2007,CDF,300,OTHER
BDC-13362,SAN BERNARDINO,LAS FLORES,03-31-2007,04-01-2007,LOCAL,4100,UI
CDD-4439,MONO,WALKER,04-06-2007,04-08-2007,BLM,901,UI
DVP-4840,INYO,GOLDEN,04-14-2007,04-15-2007,NPS,1988,UI
RRU-37425,RIVERSIDE,RIVER DAY,04-28-2007,04-29-2007,LOCAL,488,UNDET.
BBD-817,KERN,JAMES,04-29-2007,05-03-2007,BLM,1350,UI
RRU-40815,RIVERSIDE,DAWSON,05-08-2007,05-09-2007,CDF,990,EQUIP. USE
LFD-0648,LOS ANGELES,GRIFFITH PARK,05-08-2007,05-11-2007,LOCAL,817,UI
LAC-102481,LOS ANGELES,ISLAND,05-10-2007,05-15-2007,CDF,4750,UI
BBD-920,KERN,WOFFORD,05-13-2007,05-15-2007,BLM,525,UI
LNU-3042,YOLO,BRAYE,05-18-2007,05-22-2007,CDF,450,UNDET.
LAC-7109398,LOS ANGELES,GORMAN,05-19-2007,05-22-2007,CDF,2050,UI
MMU-5998,MADERA,HWY 41,05-20-2007,05-20-2007,CDF,338,UNDET.
SHF-719,SHASTA,BOLLI,05-22-2007,05-27-2007,USFS,730,UI
BTU-5890,BUTTE,HONEY,05-22-2007,05-23-2007,CDF,726,MISC.
TUU-5701,TULARE,HORSE,05-28-2007,05-30-2007,CDF,410,ARSON
SQF-1317,TULARE,GOLDLEDGE,06-03-2007,06-28-2007,USFS,4196,UI
TUU-5940,TULARE,SHANNON,06-03-2007,06-04-2007,CDF,2140,EQUIP. USE
MVU-5376,IMPERIAL MVU,INKOPAH,06-05-2007,06-06-2007,CDF,1500,UNDET.
TIA-1390,TULARE,OAK,06-11-2007,06-17-2007,BIA,500,UI
TGU-4063,TEHAMA,DYE,06-13-2007,06-16-2007,CDF,387,CAMPFIRE
LMU-2692,LASSEN,PINE,06-23-2007,06-23-2007,CDF,314,DEBRIS
KRN-18055,KERN,WHITE,06-24-2007,07-03-2007,CDF,12454,UI
TMU-11011,EL DORADO,ANGORA,06-24-2007,07-02-2007,USFS,3100,CAMPFIRE
KRN-17959,KERN,MOUNTAIN,06-24-2007,06-25-2007,CDF,761,UI
TGU-4489,TEHAMA,"CONNER, W",06-28-2007,06-28-2007,CDF,446,EQUIP. USE
LPF-980,SANTA BARBARA,RANCHO,06-30-2007,07-03-2007,USFS,482,UI
SBC-5316,SANTA BARBARA,ZACA,07-04-2007,09-02-2007,CDF,240207,HUMAN
PNF-396,PLUMAS,ANTELOPE COMPLEX,07-05-2007,07-13-2007,USFS,22902,LIGHTNING
BDU-7330,SAN BERNARDINO,MERIDIAN,07-05-2007,07-06-2007,CDF,467,LIGHTNING
INF-783,INYO,INYO COMPLEX,07-06-2007,07-16-2007,USFS,35176,LIGHTNING
TIA-1875,TULARE,ROCK 2,07-06-2007,07-07-2007,USFS,1005,UI
LAC-7148415,LOS ANGELES,CANYON,07-07-2007,07-08-2007,CDF,815,UI
KNF-3176,SISKIYOU,ELK COMPLEX,07-10-2007,09-15-2007,USFS,17684,LIGHTNING
MDF-359,MODOC,FLETCHER,07-10-2007,07-19-2007,USFS,8121,UI
SHU-5201,SHASTA,POWER,07-10-2007,07-12-2007,CDF,776,UNDET.
INF-801,MONO,JUNE,07-10-2007,07-12-2007,USFS,680,LIGHTNING
MEU-5025,MENDOCINO,PASS,07-10-2007,07-16-2007,CDF,443,UNDET.
KNF-3238,SISKIYOU,CHINA-BACK COMPLEX,07-13-2007,07-21-2007,USFS,2906,LIGHTNING
KRN-721415,KERN,DIGIER,07-21-2007,07-22-2007,CDF,364,UI
BTU-9279,BUTTE,32,08-03-2007,08-07-2007,CDF,382,UI
BTU-9467,BUTTE,BANGOR,08-07-2007,08-07-2007,CDF,1057,ARSON
FKU-8730,KINGS,TAR,08-10-2007,08-19-2007,CDF,5644,ARSON
SKU-3868,SISKIYOU,BEAR,08-13-2007,08-17-2007,CDF,841,EQUIP. USE
LNU-5933,YOLO,HWY 128,08-14-2007,08-15-2007,CDF,400,SMOKING
TCU-7609,STANISLAUS,DUNTON,08-16-2007,08-16-2007,CDF,540,EQUIP. USE
SBC-6785,SANTA BARBARA,CEMETARY,08-20-2007,08-22-2007,CDF,450,UI
SQF-2842,TULARE,VISTA,08-22-2007,08-26-2007,USFS,420,UI
SQF-2947,TULARE,GROUSE,08-27-2007,09-08-2007,USFS,1022,LIGHTNING
SHF-1882,TRINITY,WALLOW,08-29-2007,09-03-2007,USFS,1440,UI
SHF-1912,TEHAMA,LAZY,08-29-2007,09-09-2007,USFS,599,LIGHTNING
BEU-3537,SAN BENITO,QUIEN,08-30-2007,09-02-2007,CDF,486,LIGHTNING
ANF-3631,LOS ANGELES,NORTH,09-02-2007,09-08-2007,USFS,2200,LIGHTNING
PNF-670,PLUMAS,MOONLIGHT,09-03-2007,09-15-2007,USFS,64997,UI
SCU-5214,SANTA CLARA,LICK,09-03-2007,09-11-2007,CDF,47760,DEBRIS
YNP-3927,TUOLUMNE,BALD,09-06-2007,09-10-2007,NPS,425,LIGHTNING
CNF-2463,SAN DIEGO,PINE,09-12-2007,09-16-2007,USFS,2170,HUMAN
BDF-9435,SAN BERNARDINO,BUTLER 2,09-14-2007,10-01-2007,USFS,14039,UI
MVU-9233,SAN DIEGO,ANGEL,09-15-2007,09-21-2007,CDF,837,CAMPFIRE
ANF-4306,ANGELES,RANCH,10-20-2007,10-30-2007,USFS,58401,UI
MVU-010427,SAN DIEGO,HARRIS,10-21-2007,11-09-2007,CDF,90440,UNDET.
MVU-010432,SAN DIEGO,WITCH,10-21-2007,10-31-2007,CDF,197990,EQUIP. USE
LAC-07232185,LOS ANGELES,BUCKWEED,10-21-2007,10-26-2007,CDF,38356,UI
ORC-68555,ORANGE,SANTIAGO,10-21-2007,11-08-2007,CDF,28400,HUMAN
LAC-07231849,LOS ANGELES,CANYON,10-21-2007,10-27-2007,CDF,4521,UI
LPF-1783,SANTA BARBARA,SEDGEWICK,10-21-2007,10-23-2007,USFS,710,UI
CNF-2786,SAN DIEGO,MCCOY,10-21-2007,10-25-2007,USFS,353,UI
BDF-10570,SAN BERNARDINO,SLIDE,10-22-2007,10-31-2007,USFS,12759,UI
MVU-10502,SAN DIEGO,RICE,10-22-2007,11-05-2007,CDF,9472,HUMAN/OTHER
LAC-07233077,LOS ANGELES,MAGIC,10-22-2007,10-27-2007,CDF,2824,UI
BDF-10566,SAN BERNARDINO,GRASS VALLEY,10-22-2007,10-29-2007,USFS,1247,UI
SMC-5592,SAN DIEGO,CORONADO HILLS,10-22-2007,10-23-2007,SMC,300,UI
MVU-10643,SAN DIEGO,POOMACHA,10-23-2007,11-11-2007,CDF,49410,MISC.
MCP-001111,SAN DIEGO,AMMO FIRE,10-23-2007,10-28-2007,MIL.,21004,UI
YNP-4850,MARIPOSA,JACK,10-29-2007,12-15-2007,NPS,1108,LIGHTNING
INF-1271,MONO,O'HARRELL,10-30-2007,11-15-2007,USFS,560,LIGHTNING
LAC-259483,LOS ANGELES,CORRAL,11-24-2007,11-27-2007,CDF,4901,HUMAN
LNU-1057,LAKE,"CONTROL BURN, GEYSERS",02-13-2008,02-13-2008,LOCAL,400,DEBRIS
BDU-002993,INYO,BLUFF,03-16-2008,03-20-2008,CDF,680,CAMPFIRE
YNP-764,MARIPOSA,WAWONA NW,04-09-2008,04-19-2008,"NPS, USFS",1130,0
RRU-32590,RIVERSIDE,JOHNSON VMP,04-11-2008,05-29-2008,LOCAL,424,DEBRIS
,LOS ANGELES,SANTA ANITA,04-26-2008,05-02-2008,OCAL/LAC,584,1
BDF-5147,RIVERSIDE,APACHE,04-29-2008,05-04-2008,USFS,769,SMOKING
TGU-003102,TEHAMA,COLYEAR,05-06-2008,05-09-2008,CDF,1331,DEBRIS
INF-282,TULARE,HONEY BEE,05-06-2008,05-23-2008,USFS,1225,LIGHTNING
ANF-1444,LOS ANGELES,BIGHORN,05-14-2008,05-21-2008,USFS,490,MISC.
FKU-5639,FRESNO,AVOCADO,05-20-2008,05-21-2008,CDF,1100,EQUIP
SCU-2548,"SANTA CRUZ/ SANTA
CLARA",SUMMIT,05-22-2008,05-27-2008,CDF,4270,UI
FKU-5724,FRESNO,GATOS,05-22-2008,05-22-2008,CDF,331,POWERLINES
SQF-967,TULARE,CLOVER,05-28-2008,07-20-2008,USFS,15300,LIGHTNING
,RIVERSIDE,JOHNSON VMP,05-28-2008,05-29-2008,CDF,424,EQUIP
LNU-4180,SONOMA,85,06-05-2008,06-06-2008,CDF,322,POWER EQUIP
KRN-016886,KERN,GRAPEVINE,06-06-2008,06-08-2008,CDF/CC,507,UI
CDD-6343,SAN BERNARDINO,ACOMA,06-07-2008,06-10-2008,BLM,356,UI
SQF-1023,KERN,RICHBAR,06-07-2008,06-08-2008,USFS,312,ARSON
LPF-1491,MONTEREY,INDIANS,06-08-2008,07-10-2008,USFS,81378,CAMPFIRE
AEU-10884,SACRAMENTO,JACKSON,06-10-2008,06-12-2008,LOCAL,6400,UI
MMU-7347,MADERA,41,06-10-2008,06-11-2008,CDF,3300,EQUIP
BTU-7021,BUTTE,Ophir,06-10-2008,06-13-2008,LOCAL,1600,UI
TCU-5302,TUOLUMNE,LAGRANGE,06-10-2008,06-11-2008,CDF,1346,EQUIP
LNU-4321,SONOMA,PINE,06-10-2008,06-13-2008,CDF,989,UNDETERMINE
BTU-7089,BUTTE,HUMBOLDT,06-11-2008,06-21-2008,CDF,23344,ARSON
CZU-5238,SANTA CRUZ,MARTIN,06-11-2008,06-28-2008,CDF,520,CAMPFIRE
MNF-2009,TEHAMA,WHISKEY,06-12-2008,06-22-2008,USFS,7783,MISC.
SHF-1041,TRINITY,LIME COMPLEX,06-20-2008,08-15-2008,USFS/BLM,98715,LIGHTNING
SRF-1126,HUMBOLDT,UKONOM-SOUTH COMPLEX,06-20-2008,09-15-2008,USFS,29327,LIGHTNING
SRF-1123,HUMBOLDT-TRINITY,HELLS HALF COMPLEX,06-20-2008,07-28-2008,USFS,15146,LIGHTNING
SRF-1120,HUMBOLDT/TRINITY,MAD COMPLEX,06-20-2008,07-21-2008,USFS,3705,LIGHTNING
MEU-4607,MENDOCINO,ALBION RIVER LIGHTNING,06-20-2008,06-30-2008,CDF,1000,LIGHTNING
CZU-5581,SANTA CRUZ,TRABING,06-20-2008,06-24-2008,CDF,630,EQUIP
LPF-1649,MONTEREY,BASIN COMPLEX,06-21-2008,07-27-2008,USFS,162818,LIGHTNING
KNF-2975,SISKIYOU,SISKIYOU / BLUE 2 COMPLEX,06-21-2008,06-21-2008,USFS,82186,LIGHTNING
PNF-0539,PLUMAS,CANYON COMPLEX,06-21-2008,09-30-2008,USFS,47680,LIGHTNING
SHU-5835,SHASTA,LAKEHEAD,06-21-2008,08-23-2008,CDF,27936,LIGHTNING
TNF-1011,PLACER,AMERICAN RIVER COMPLEX,06-21-2008,07-30-2008,USFS,20541,LIGHTNING
LNF-2713,LASSEN,CUB COMPLEX,06-21-2008,07-20-2008,USFS,19718,LIGHTNING
SHU-5632,TRINITY,PLATINA 4,06-21-2008,07-04-2008,CDF,12980,LIGHTNING
BTU-7594,BUTTE,FREY,06-21-2008,06-21-2008,CDF,10000,MISC.
MNF-645,LAKE,SODA COMPLEX,06-21-2008,07-26-2008,USFS,8632,LIGHTNING
LNF-2782,SHASTA / LASSEN,PETERSON COMPLEX,06-21-2008,07-02-2008,USFS,7842,LIGHTNING
MEU-4675,MENDOCINO,RED MOUNTAIN 1,06-21-2008,08-01-2008,CDF,7515,LIGHTNING
WNP-1095,SHASTA,WHISKEYTOWN COMPLEX,06-21-2008,07-19-2008,NPS,6420,LIGHTNING
SHU-5582,SHASTA,MOON,06-21-2008,08-09-2008,CDF,6030,LIGHTNING
SHU-5826,SHASTA,IGO 16,06-21-2008,07-24-2008,CDF,4800,LIGHTNING
MEU-4623,MENDOCINO,MALLO B,06-21-2008,07-17-2008,CDF,4466,LIGHTNING
TNF-1015,"YUBA/ NEVADA/
SIERRA",YUBA RIVER COMPLEX,06-21-2008,07-15-2008,USFS,4254,LIGHTNING
SHU-5626,SHASTA,IGO 6,06-21-2008,07-24-2008,CDF,4200,LIGHTNING
SHU-5829,SHASTA,IGO 18,06-21-2008,07-24-2008,CDF,4200,LIGHTNING
LNU-4790,NAPA,WILD,06-21-2008,06-26-2008,CDF,4200,UI
SHU-4711,SHASTA,STA 57 ONO CDF IGO 2,06-21-2008,07-24-2008,CDF,4000,LIGHTNING
BEU-2390,SAN BENITO,BROWN COMPLEX,06-21-2008,06-24-2008,CDF,3870,LIGHTNING
BTU-7581,BUTTE,WEST BRANCH,06-21-2008,06-21-2008,CDF,3206,LIGHTNING
MEU-4619,MENDOCINO,JACK SMITH LIGHTNING,06-21-2008,07-13-2008,CDF,3000,LIGHTNING
MEU-4653,MENDOCINO,SQUAW 1 LIGHTNING 2,06-21-2008,07-13-2008,CDF,3000,LIGHTNING
MEU-4703,MENDOCINO,DAUGHERTY/GATE LIGHTNING,06-21-2008,07-13-2008,CDF,3000,LIGHTNING
MNF-579,"LAKE, MENDOCINO/
TEHAMA",(MERGED WITH YOLLA BOLLY COMPLEX),06-21-2008,06-29-2008,USFS,3000,LIGHTNING
LMU-2725,SHASTA/LASSEN,POPCORN,06-21-2008,06-22-2008,CDF,3000,LIGHTNING
MEU-4617,MENDOCINO,WAGERS LIGHTNING,06-21-2008,06-21-2008,CDF,3000,LIGHTNING
STF-1063,TUOLUMNE,NORTH MOUNTAIN,06-21-2008,07-03-2008,USFS,2889,LIGHTNING
SHU-5827,SHASTA,IGO 17,06-21-2008,07-24-2008,CDF,2400,LIGHTNING
SNF-715,MADERA/MARIPOSA,OLIVER,06-21-2008,06-26-2008,USFS,2200,LIGHTNING
SHU-4733,SHASTA,WHITMORE RD/OLD CROW C2,06-21-2008,07-15-2008,CDF,2054,LIGHTNING
SHU-5656,TRINITY,LEWISTON 8,06-21-2008,07-23-2008,CDF,1311,LIGHTNING
BTU,BUTTE,FLEA VALLEY,06-21-2008,06-21-2008,CDF,1248,LIGHTNING
BTU-9806,BUTTE,FLEA VALLEY #2,06-21-2008,06-21-2008,CDF,1248,MISC.
SHU-5822,SHASTA,IGO 15,06-21-2008,07-24-2008,CDF,1200,LIGHTNING
SHU-5566,SHASTA,EO2A,06-21-2008,07-06-2008,CDF,1200,LIGHTNING
SHU-5568,SHASTA,STEIN,06-21-2008,07-07-2008,CDF,1148,LIGHTNING
HUU-3423,HUMBOLDT,PARADISE,06-21-2008,08-01-2008,CDF,1076,LIGHTNING
BTU-9812,BUTTE,LYNCH,06-21-2008,06-21-2008,CDF,800,MISC.
SCU-3094,SANTA CLARA,HUMMINGBIRD,06-21-2008,06-24-2008,CDF,750,LIGHTNING
BTU-7577,BUTTE,BREAKNECK,06-21-2008,07-09-2008,CDF,715,LIGHTNING
SHU-5817,SHASTA,IGO 13,06-21-2008,07-24-2008,CDF,600,LIGHTNING
SNF-0718,MARIPOSA /MADER,SILVER KNOB,06-21-2008,07-02-2008,USFS,600,LIGHTNING
SHU-4772,SHASTA,DONKEY MINE RD/OAK RU,06-21-2008,07-02-2008,CDF,557,LIGHTNING
MEU-4691,MENDOCINO,SHAMROCK EAST LIGHTNING,06-21-2008,07-12-2008,CDF,469,LIGHTNING
MEU-4639,MENDOCINO,BRUSHY 1  LIGHTNING,06-21-2008,07-09-2008,CDF,391,LIGHTNING
SHU-4743,SHASTA,COLEMAN FISH HATCHERY R3,06-21-2008,07-02-2008,CDF,388,LIGHTNING
MEU-4673,MENDOCINO,OSO LIGHTNING,06-21-2008,07-13-2008,CDF,373,LIGHTNING
MEU-4669,MENDOCINO,BRUSHY 3 LIGHTNING,06-21-2008,07-13-2008,CDF,327,LIGHTNING
KNF-3393,SISKIYOU,BEAR WALLOW COMPLEX,06-22-2008,09-30-2008,USFS,192038,LIGHTNING
LNU-4843,LAKE/COLUSA,WALKER,06-22-2008,06-29-2008,CDF,15000,HUMAN
MEU-4730,MENDOCINO,ORR SPRINGS RD UKV 2,06-22-2008,07-10-2008,CDF,3000,LIGHTNING
LMU-2725,LASSEN,POPCORN,06-22-2008,07-08-2008,CDF,3000,LIGHTNING
LNF-2781,TEHEMA,MILL COMPLEX,06-22-2008,06-29-2008,USFS,2100,LIGHTNING
SHU-5554,SHASTA,VENTURE,06-22-2008,07-04-2008,CDF,1912,LIGHTNING
MEU-4752,MENDOCINO,CLIFF RIDGE LIGHTNING,06-22-2008,07-12-2008,CDF,1000,LIGHTNING
LNF-2776,TEHEMA,ANTELOPE,06-22-2008,06-26-2008,USFS,600,LIGHTNING
CZU-5708,SAN MATEO,QUARRY,06-22-2008,06-29-2008,CDF,300,UI
LMU-2759,LASSEN,CORRAL,06-23-2008,07-07-2008,CDF,12500,LIGHTNING
MMU-8107,MARIPOSA,OLIVER,06-23-2008,07-06-2008,CDF,2789,LIGHTNING
TGU-4261,TEHAMA,MILL CREEK,06-24-2008,07-01-2008,CDF,13580,LIGHTNING
MEU-4941,MENDOCINO,JUAN CREEK LIGHTNING,06-27-2008,07-15-2008,CDF,450,UI
SQF-1356,KERN,PIUTE,06-28-2008,07-25-2008,USFS,37026,MISC.
MEU-5011,MENDOCINO,HARDY,06-30-2008,06-30-2008,CDF,5581,LIGHTNING
LPF-1778,SANTA BARBARA,GAP,07-01-2008,07-28-2008,USFS,9443,MISC.
TUU-348,TULARE,WIGGLE,07-01-2008,07-02-2008,CDF,450,ARSON
LMU-2934,LASSEN,DIXIE,07-02-2008,07-04-2008,CDF,350,LIGHTNING
MEU-5102,MENDOCINO,ORR SPRINGS RD ORR 3,07-03-2008,07-03-2008,CDF,3000,LIGHTNING
MEU-5167,MENDOCINO,MONTGOMERY FLAT LIGHTNING,07-04-2008,07-15-2008,CDF,3000,LIGHTNING
MEU-5165,MENDOCINO,ORR SERIES LIGHTNING,07-04-2008,07-13-2008,CDF,3000,LIGHTNING
MEU-5159,MENDOCINO,ALBION LIGHTNING,07-04-2008,07-08-2008,CDF,3000,LIGHTNING
MEU-5132,MENDOCINO,BUTCH LIGHTNING,07-04-2008,07-04-2008,CDF,2800,LIGHTNING
MEU-5155,MENDOCINO,JACK SMITH LIGHTNING,07-04-2008,07-15-2008,CDF,2000,UI
MEU-5160,MENDOCINO,LOW GAP 1 LIGHTNING,07-04-2008,07-15-2008,CDF,1700,UI
MEU-5136,MENDOCINE,LOST PIPE LIGHTNING,07-04-2008,07-10-2008,CDF,1200,LIGHTNING
MEU-5164,MENDOCINO,HORSE LIGHTNING,07-04-2008,07-08-2008,CDF,1000,UI
MEU-5152,MENDOCINO,JAMESON LIGHTNING,07-04-2008,07-13-2008,CDF,925,LIGHTNING
MEU-5147,MENDOCINO,TRAVIS 3 LIGHTNING,07-04-2008,07-04-2008,CDF,750,LIGHTNING
MEU-5139,MENDOCINO,CASOOSE CREEK LIGHTNING,07-04-2008,07-04-2008,CDF,550,LIGHTNING
MEU-5170,MENDOCINO,BURGER CK LIGHTNING,07-04-2008,07-12-2008,CDF,528,LIGHTNING
MEU-5148,MENDOCINO,BRUSHY LIGHTNING,07-04-2008,07-15-2008,CDF,391,LIGHTNING
MEU-5227,MENDOCINO,TRAVIS 1 LIGHTNING,07-05-2008,07-05-2008,CDF,650,LIGHTNING
MEU-5277,MENDOCINO,ALDER CREEK BEACH,07-07-2008,07-07-2008,CDF,1000,LIGHTNING
MMU-9015,MERCED,DINO IC,07-10-2008,07-11-2008,CDF,800,UNDETERMINE
KNP-0020,FRESNO,TEHIPITE,07-19-2008,11-11-2008,NPS,11596,LIGHTNING
MMU-9594,MERCED,HWY 152 E/ROMERO VI 113,07-21-2008,07-22-2008,CDF,700,UNDETERMINE
KNF-3624,SISKIYOU,"PANTHER (transferred to the
Klamath Theater)",07-24-2008,09-30-2008,USFS,72344,LIGHTNING
PNF-0784,PLUMAS,RICH,07-29-2008,08-10-2008,USFS,6112,RAILROAD
BTU-9395,BUTTE,CRAIG,08-03-2008,08-11-2008,CDF,2001,UI
INF-0656,MONO,SHERWIN,08-03-2008,08-08-2008,USFS,300,HUMAN
BEU-3008,MONTEREY,TURKEY,08-07-2008,08-08-2008,CDF,400,POWER EQUIP
BTU-9807,BUTTE,CAMP ( BELDON & PIT),08-13-2008,08-13-2008,CDF,47647,LIGHTNING
BTU-9805,BUTTE,EMPIRE,08-13-2008,08-03-2008,CDF,2000,LIGHTNING
BTU-9802,BUTTE,RIM,08-13-2008,08-13-2008,CDF,1651,LIGHTNING
BTU-9818,BUTTE,SMOKEY,08-13-2008,08-13-2008,CDF,1324,LIGHTNING
TUU-485,TULARE,ELK,08-14-2008,08-15-2008,CDF,600,ARSON
TUU-488,TULARE,RODEO 2,08-14-2008,08-15-2008,CDF,500,UNDETERMINE
TUU-486,TULARE,RODEO,08-14-2008,08-14-2008,CDF,500,UNDETERMINE
BNP-437,SISKIYOU,JACK,08-17-2008,08-22-2008,NPS,6900,LIGHTNING
KNF-4096,SISKIYOU,SLINKARD,08-17-2008,08-21-2008,USFS,374,LIGHTNING
FKR-9403,FRESNO,AVENAL,08-19-2008,08-20-2008,CDF,946,UI
NEU-18862,PLACER,GLADDING,09-01-2008,09-03-2008,CDF,1000,UI
SHF-1944,SHASTA,GULCH,09-07-2008,09-11-2008,USFS,2847,EQUIP
SHF-1949,SHASTA,ELMORE,09-07-2008,09-09-2008,USFS,343,ARSON
HIA-220,HUMBOLDT,DEERHORN,09-08-2008,09-14-2008,USFS,381,UI
