Birthday,cub id,Cub Name,mother id,Mother Name,Point,relation id,# point,point X
8/8/2019,13,Bao Mei,10,Hao Hao,11,5,20,11.623869018
8/8/2019,13,Bao Mei,10,Hao Hao,10,5,20,11.376130982
8/8/2019,13,Bao Mei,10,Hao Hao,9,5,20,11.131771769
8/8/2019,13,Bao Mei,10,Hao Hao,8,5,20,10.897456863
8/8/2019,13,Bao Mei,10,Hao Hao,7,5,20,10.679577763
8/8/2019,13,Bao Mei,10,Hao Hao,6,5,20,10.484077643
8/8/2019,13,Bao Mei,10,Hao Hao,5,5,20,10.316289236
8/8/2019,13,Bao Mei,10,Hao Hao,4,5,20,10.180789373
8/8/2019,13,Bao Mei,10,Hao Hao,3,5,20,10.081274137
8/8/2019,13,Bao Mei,10,Hao Hao,2,5,20,10.020458045
8/8/2019,13,Bao Mei,10,Hao Hao,1,5,20,10
5/1/2020,16,Fan Xing,15,Wu Wen,20,6,20,16
5/1/2020,16,Fan Xing,15,Wu Wen,19,6,20,15.993180652
5/1/2020,16,Fan Xing,15,Wu Wen,18,6,20,15.972908621
5/1/2020,16,Fan Xing,15,Wu Wen,17,6,20,15.939736876
5/1/2020,16,Fan Xing,15,Wu Wen,16,6,20,15.894570255
5/1/2020,16,Fan Xing,15,Wu Wen,15,6,20,15.838640786
5/1/2020,16,Fan Xing,15,Wu Wen,14,6,20,15.773474079
5/1/2020,16,Fan Xing,15,Wu Wen,13,6,20,15.700847712
5/1/2020,16,Fan Xing,15,Wu Wen,12,6,20,15.622742744
5/1/2020,16,Fan Xing,15,Wu Wen,11,6,20,15.541289673
5/1/2020,16,Fan Xing,15,Wu Wen,10,6,20,15.458710327
5/1/2020,16,Fan Xing,15,Wu Wen,9,6,20,15.377257256
5/1/2020,16,Fan Xing,15,Wu Wen,8,6,20,15.299152288
5/1/2020,16,Fan Xing,15,Wu Wen,7,6,20,15.226525921
5/1/2020,16,Fan Xing,15,Wu Wen,6,6,20,15.161359214
5/1/2020,16,Fan Xing,15,Wu Wen,5,6,20,15.105429745
5/1/2020,16,Fan Xing,15,Wu Wen,4,6,20,15.060263124
5/1/2020,16,Fan Xing,15,Wu Wen,3,6,20,15.027091379
5/1/2020,16,Fan Xing,15,Wu Wen,2,6,20,15.006819348
5/1/2020,16,Fan Xing,15,Wu Wen,1,6,20,15
8/31/2019,23,Meng Xiang,22,Meng Meng,20,7,20,23
8/31/2019,23,Meng Xiang,22,Meng Meng,19,7,20,22.993180652
8/31/2019,23,Meng Xiang,22,Meng Meng,18,7,20,22.972908621
8/31/2019,23,Meng Xiang,22,Meng Meng,17,7,20,22.939736876
8/31/2019,23,Meng Xiang,22,Meng Meng,16,7,20,22.894570255
8/31/2019,23,Meng Xiang,22,Meng Meng,15,7,20,22.838640786
8/31/2019,23,Meng Xiang,22,Meng Meng,14,7,20,22.773474079
8/31/2019,23,Meng Xiang,22,Meng Meng,13,7,20,22.700847712
8/31/2019,23,Meng Xiang,22,Meng Meng,12,7,20,22.622742744
8/31/2019,23,Meng Xiang,22,Meng Meng,11,7,20,22.541289673
8/31/2019,23,Meng Xiang,22,Meng Meng,10,7,20,22.458710327
8/31/2019,23,Meng Xiang,22,Meng Meng,9,7,20,22.377257256
8/31/2019,23,Meng Xiang,22,Meng Meng,8,7,20,22.299152288
8/31/2019,23,Meng Xiang,22,Meng Meng,7,7,20,22.226525921
8/31/2019,23,Meng Xiang,22,Meng Meng,6,7,20,22.161359214
8/31/2019,23,Meng Xiang,22,Meng Meng,5,7,20,22.105429745
8/31/2019,23,Meng Xiang,22,Meng Meng,4,7,20,22.060263124
8/31/2019,23,Meng Xiang,22,Meng Meng,3,7,20,22.027091379
8/31/2019,23,Meng Xiang,22,Meng Meng,2,7,20,22.006819348
8/31/2019,23,Meng Xiang,22,Meng Meng,1,7,20,22
8/31/2019,24,Meng Yuan,22,Meng Meng,20,8,20,24
8/31/2019,24,Meng Yuan,22,Meng Meng,19,8,20,23.986361303
8/31/2019,24,Meng Yuan,22,Meng Meng,18,8,20,23.945817242
8/31/2019,24,Meng Yuan,22,Meng Meng,17,8,20,23.879473751
8/31/2019,24,Meng Yuan,22,Meng Meng,16,8,20,23.789140509
8/31/2019,24,Meng Yuan,22,Meng Meng,15,8,20,23.677281572
8/31/2019,24,Meng Yuan,22,Meng Meng,14,8,20,23.546948158
8/31/2019,24,Meng Yuan,22,Meng Meng,13,8,20,23.401695425
8/31/2019,24,Meng Yuan,22,Meng Meng,12,8,20,23.245485487
8/31/2019,24,Meng Yuan,22,Meng Meng,11,8,20,23.082579345
8/31/2019,24,Meng Yuan,22,Meng Meng,10,8,20,22.917420655
8/31/2019,24,Meng Yuan,22,Meng Meng,9,8,20,22.754514513
8/31/2019,24,Meng Yuan,22,Meng Meng,8,8,20,22.598304575
8/31/2019,24,Meng Yuan,22,Meng Meng,7,8,20,22.453051842
8/31/2019,24,Meng Yuan,22,Meng Meng,6,8,20,22.322718428
8/31/2019,24,Meng Yuan,22,Meng Meng,5,8,20,22.210859491
8/31/2019,24,Meng Yuan,22,Meng Meng,4,8,20,22.120526249
8/31/2019,24,Meng Yuan,22,Meng Meng,3,8,20,22.054182758
8/31/2019,24,Meng Yuan,22,Meng Meng,2,8,20,22.013638697
8/31/2019,24,Meng Yuan,22,Meng Meng,1,8,20,22
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),20,9,20,32
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),19,9,20,31.993180652
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),18,9,20,31.972908621
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),17,9,20,31.939736876
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),16,9,20,31.894570255
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),15,9,20,31.838640786
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),14,9,20,31.773474079
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),13,9,20,31.700847712
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),12,9,20,31.622742744
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),11,9,20,31.541289673
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),10,9,20,31.458710327
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),9,9,20,31.377257256
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),8,9,20,31.299152288
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),7,9,20,31.226525921
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),6,9,20,31.161359214
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),5,9,20,31.105429745
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),4,9,20,31.060263124
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),3,9,20,31.027091379
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),2,9,20,31.006819348
1/14/2018,32,Yi Yi,31,Liang Liang (Feng Yi),1,9,20,31
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),20,10,20,39
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),19,10,20,38.993180652
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),18,10,20,38.972908621
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),17,10,20,38.939736876
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),16,10,20,38.894570255
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),15,10,20,38.838640786
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),14,10,20,38.773474079
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),13,10,20,38.700847712
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),12,10,20,38.622742744
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),11,10,20,38.541289673
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),10,10,20,38.458710327
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),9,10,20,38.377257256
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),8,10,20,38.299152288
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),7,10,20,38.226525921
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),6,10,20,38.161359214
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),5,10,20,38.105429745
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),4,10,20,38.060263124
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),3,10,20,38.027091379
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),2,10,20,38.006819348
7/20/2020,39,Hua Ni's daughter,38,Hua Ni (Ai Bao),1,10,20,38
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),20,11,20,43
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),19,11,20,42.993180652
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),18,11,20,42.972908621
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),17,11,20,42.939736876
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),16,11,20,42.894570255
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),15,11,20,42.838640786
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),14,11,20,42.773474079
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),13,11,20,42.700847712
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),12,11,20,42.622742744
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),11,11,20,42.541289673
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),10,11,20,42.458710327
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),9,11,20,42.377257256
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),8,11,20,42.299152288
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),7,11,20,42.226525921
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),6,11,20,42.161359214
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),5,11,20,42.105429745
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),4,11,20,42.060263124
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),3,11,20,42.027091379
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),2,11,20,42.006819348
12/2/2014,43,Ou Hin (Ying Bang),42,Rau Hin (Liang Bang),1,11,20,42
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),20,12,20,44
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),19,12,20,43.986361303
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),18,12,20,43.945817242
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),17,12,20,43.879473751
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),16,12,20,43.789140509
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),15,12,20,43.677281572
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),14,12,20,43.546948158
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),13,12,20,43.401695425
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),12,12,20,43.245485487
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),11,12,20,43.082579345
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),10,12,20,42.917420655
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),9,12,20,42.754514513
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),8,12,20,42.598304575
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),7,12,20,42.453051842
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),6,12,20,42.322718428
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),5,12,20,42.210859491
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),4,12,20,42.120526249
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),3,12,20,42.054182758
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),2,12,20,42.013638697
12/2/2014,44,Tou Hin (Tao Bang),42,Rau Hin (Liang Bang),1,12,20,42
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),20,13,20,45
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),19,13,20,44.979541955
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),18,13,20,44.918725863
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),17,13,20,44.819210627
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),16,13,20,44.683710764
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),15,13,20,44.515922357
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),14,13,20,44.320422237
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),13,13,20,44.102543137
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),12,13,20,43.868228231
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),11,13,20,43.623869018
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),10,13,20,43.376130982
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),9,13,20,43.131771769
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),8,13,20,42.897456863
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),7,13,20,42.679577763
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),6,13,20,42.484077643
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),5,13,20,42.316289236
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),4,13,20,42.180789373
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),3,13,20,42.081274137
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),2,13,20,42.020458045
9/18/2016,45,Yui Hin (Jie Bang),42,Rau Hin (Liang Bang),1,13,20,42
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),20,14,20,46
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),19,14,20,45.972722607
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),18,14,20,45.891634483
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),17,14,20,45.758947502
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),16,14,20,45.578281019
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),15,14,20,45.354563143
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),14,14,20,45.093896316
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),13,14,20,44.803390849
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),12,14,20,44.490970974
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),11,14,20,44.165158691
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),10,14,20,43.834841309
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),9,14,20,43.509029026
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),8,14,20,43.196609151
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),7,14,20,42.906103684
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),6,14,20,42.645436857
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),5,14,20,42.421718981
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),4,14,20,42.241052498
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),3,14,20,42.108365517
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),2,14,20,42.027277393
11/22/2020,46,Rau Hin's son,42,Rau Hin (Liang Bang),1,14,20,42
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),20,15,20,49
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),19,15,20,48.993180652
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),18,15,20,48.972908621
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),17,15,20,48.939736876
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),16,15,20,48.894570255
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),15,15,20,48.838640786
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),14,15,20,48.773474079
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),13,15,20,48.700847712
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),12,15,20,48.622742744
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),11,15,20,48.541289673
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),10,15,20,48.458710327
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),9,15,20,48.377257256
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),8,15,20,48.299152288
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),7,15,20,48.226525921
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),6,15,20,48.161359214
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),5,15,20,48.105429745
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),4,15,20,48.060263124
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),3,15,20,48.027091379
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),2,15,20,48.006819348
6/12/2017,49,Xiang Xiang,48,Shin Shin (Xian Nv),1,15,20,48
10/13/2015,56,Jia Panpan,55,Er Shun,20,16,20,56
10/13/2015,56,Jia Panpan,55,Er Shun,19,16,20,55.993180652
10/13/2015,56,Jia Panpan,55,Er Shun,18,16,20,55.972908621
10/13/2015,56,Jia Panpan,55,Er Shun,17,16,20,55.939736876
10/13/2015,56,Jia Panpan,55,Er Shun,16,16,20,55.894570255
10/13/2015,56,Jia Panpan,55,Er Shun,15,16,20,55.838640786
10/13/2015,56,Jia Panpan,55,Er Shun,14,16,20,55.773474079
10/13/2015,56,Jia Panpan,55,Er Shun,13,16,20,55.700847712
10/13/2015,56,Jia Panpan,55,Er Shun,12,16,20,55.622742744
10/13/2015,56,Jia Panpan,55,Er Shun,11,16,20,55.541289673
10/13/2015,56,Jia Panpan,55,Er Shun,10,16,20,55.458710327
10/13/2015,56,Jia Panpan,55,Er Shun,9,16,20,55.377257256
10/13/2015,56,Jia Panpan,55,Er Shun,8,16,20,55.299152288
10/13/2015,56,Jia Panpan,55,Er Shun,7,16,20,55.226525921
10/13/2015,56,Jia Panpan,55,Er Shun,6,16,20,55.161359214
10/13/2015,56,Jia Panpan,55,Er Shun,5,16,20,55.105429745
10/13/2015,56,Jia Panpan,55,Er Shun,4,16,20,55.060263124
10/13/2015,56,Jia Panpan,55,Er Shun,3,16,20,55.027091379
10/13/2015,56,Jia Panpan,55,Er Shun,2,16,20,55.006819348
10/13/2015,56,Jia Panpan,55,Er Shun,1,16,20,55
10/13/2015,57,Jia Yueyue,55,Er Shun,20,17,20,57
10/13/2015,57,Jia Yueyue,55,Er Shun,19,17,20,56.986361303
10/13/2015,57,Jia Yueyue,55,Er Shun,18,17,20,56.945817242
10/13/2015,57,Jia Yueyue,55,Er Shun,17,17,20,56.879473751
10/13/2015,57,Jia Yueyue,55,Er Shun,16,17,20,56.789140509
10/13/2015,57,Jia Yueyue,55,Er Shun,15,17,20,56.677281572
10/13/2015,57,Jia Yueyue,55,Er Shun,14,17,20,56.546948158
10/13/2015,57,Jia Yueyue,55,Er Shun,13,17,20,56.401695425
10/13/2015,57,Jia Yueyue,55,Er Shun,12,17,20,56.245485487
10/13/2015,57,Jia Yueyue,55,Er Shun,11,17,20,56.082579345
10/13/2015,57,Jia Yueyue,55,Er Shun,10,17,20,55.917420655
10/13/2015,57,Jia Yueyue,55,Er Shun,9,17,20,55.754514513
10/13/2015,57,Jia Yueyue,55,Er Shun,8,17,20,55.598304575
10/13/2015,57,Jia Yueyue,55,Er Shun,7,17,20,55.453051842
10/13/2015,57,Jia Yueyue,55,Er Shun,6,17,20,55.322718428
