"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"CHN9042","10-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Uyghur Ethnic Group (China); Women (China)","East Asia","China","Xinjiang","Altay","Qinghe","Qinggil",46.672,90.385,"Xinjiang Victims Database","Other","Around 10 January 2018 (between 10 - 11 January), a Uyghur woman (who had returned from Kazakhstan to China four months ago to sell her apartment) was arrested by the authorities in Qinggil County, Altay Prefecture (Ili Kazakh Autonomous, Xinjiang) and detained in a re-education camp for nine months. She had previously returned to China on 12 September 2017 but had her documents confiscated upon arrival. She was later released from the camp around September or October 2018 as she had to be rushed to the hospital for an operation. Following the operation, she was released to stay with her mother, while remaining under house arrest. According to her detention slip, she was detained for investigation because she had been 'classified as belonging to other untrustworthy people who may influence stability'.",0
"CHN5675","11-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Liaoning","Shenyang","Dadong","Shenhe",41.796,123.459,"Aboluowang; Radio Free Asia","Other-Regional","Around 11 January 2018 (month of), a petitioner was physically assaulted during his detention at the police station in Shenyang prefecture (Liaoning). He was sent to a relief centre at Hongqiao Hospital for medical attention and was barely able to speak on 11 Jan. He died on 12 Jan. Family members were denied his certificate of death. The petitioner had initially been detained by authorities around 17 September 2017, to ''prepare'' for the National Congress of the CCP, and he had not been heard from since, until 11 January 2018.",1
"CHN7963","11-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Shaanxi","Shangluo","Zhashui","Zhashui",33.686,109.114,"Epoch Times","International","On 11 January 2018, the husband of a disabled Falun Gong practitioner was abducted by police officers from Zhashui county (Shangluo, Shaanxi), and his whereabouts and reasons for disappearance were not reported as of 19 Jan. His wife was previously captured from their home on 11 Oct 2017 by over 40 police officers who wore helmets and were fully armed with guns and bullets. They sealed and raided the house, confiscating a computer, printer, satellite equipment and bank cards. She was illegally detained and denied lawyer visitation since.",0
"CHN7968","11-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","Buddhist Group (China)","East Asia","China","Liaoning","Shenyang","Xinmin","Hutai",41.796,123.135,"Epoch Times","International","On 11 January 2018, the son and daughter - at least one of them a Buddhist believer - of an arrested female Falun Gong believer were beaten by five six officers at a police station in Hutai town of Xinmin county (Shenyang, Liaoning), and again when they were restrained and interrogated by the police at one of their houses. During the interrogation, the police tortured them with further beatings, suffocation, and forcing them to kneel or squat on a cold floor. They threatened to soak the son in water then leave him in the cold. The daughter's limbs were numb by the end. Their original intention of visiting the police station was to report that their mother had gone missing after a trip to the market.",0
"CHN7967","11-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Yunnan","Kunming","Guandu","Dabanqiao",25.046,102.881,"Epoch Times","International","On 11 January 2018, villagers were assaulted and arrested during a forced eviction operation in Yunqiao village, Dabanqiao sub-district of Guandu district (Kunming, Yunnan) led by as many as 1500 well-equipped chengguan police force members (equipped with shields, helmets and batons) and special police forces who were followed by a dozen ambulances, excavators and police cars. The police were reported to be the main perpetrator, rounding up villagers and beating them up. A dozen villagers suffered injuries with two receiving treatment at major hospitals and around 12-13 at the community hospital. Around 7-8 villagers were arrested with two released on bail.",0
"CHN7970","12-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","Falun Gong Group (China); Women (China)","East Asia","China","Liaoning","Shenyang","Xinmin","Hutai",41.796,123.135,"Epoch Times","International","Around 12 January 2018 (from 11 - 13 January), a female Falun Gong practitioner was beaten, during which her face and hands were targeted, during a three-day detention at the police station in Hutai town (Xinmin, Liaoning).",0
"CHN7966","12-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Guangxi","Nanning","Liangqing","Liangqing",22.749,108.417,"Epoch Times","International","On 12 January 2018, a dozen villagers were kicked and beaten during a forced land collectivisation operation in Pingle village, Yudong subdistrict of Liangqing district (Nanning, Guangxi) by around 100 people wearing police uniforms. The villagers called for compromise and negotiation between both sides before property developers resumed their work. 6 villagers were injured, and all of them were sent to the police station.",0
"CHN8767","12-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Jiangsu","Suzhou","Wuzhong","Mudu",31.258,120.516,"Weiquanwang","Other","On 12 January 2018, about six national security officers forcibly abducted a human rights activist to the local police station in Mudu Town (Suzhou, Jiangsu) without providing any legal official documents. She was also beaten by those officers during detention.",0
"CHN6247","13-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Christian Group (China)","East Asia","China","Zhejiang","Wenzhou","Lucheng","Lucheng",28.016,120.655,"China Aid","Other","On 13 January 2018, 14 Christian missionaries, including a pastor, were taken into custody by the local authorities from a house church in Wenzhou City, Zhejiang Province. Their whereabouts and circumstances remained unknown at the time of reporting on 31 January 2018. On 13 January 2018, the Wenzhou government executed the planned crackdown on the house churches of Wenzhou Diocese for the reason that this branch engaged in the missionary mission in the Middle East.",0
"CHN8889","14-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-) Xinjiang Production and Construction Corps","","Civilians (China)","","East Asia","China","Xinjiang","Ili","Zhaosu","Zhaosu",43.157,81.131,"Weiquanwang","Other","On 14 January 2018, the brother-in-law of a human rights defender was taken away by a group of people from the Xinjiang Production and Construction Corps (XPCC) of Zhaosu County (Ili, Xinjiang) and is suspected to have been kidnapped. The people from the XPCC had been standing guard outside the human rights defender's home with police cars and cut off the water and power supply over the last 2 days.",0
"CHN6100","14-January-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (China)","Government of China (2012-)","Civilians (China)","","East Asia","China","Beijing","Xicheng","Xicheng","Beijing - Xicheng",39.912,116.359,"Bitter Winter","Other","On 14 January 2018, a petitioner-cum-forced evictee from Taohe village, Weiji town of Suining county (Xuzhou, Jiangsu) was forced into a vehicle by eight thugs after he petitioned at the State Bureau of Letters and Calls in Xicheng district (Beijing). He was punched ''viciously'' while they wore iron knuckles on their hands, until he knelt on the highway and ''begged for mercy.'' They took all his belongings, and sent a coerced video statement to the State Bureau of him promising never to petition again. The man had been targeted by demolition authorities and police forces since reporting the Taohe Village Party Secretary for corruption twice in 2016.",0
"CHN8381","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Uyghur Ethnic Group (China); Teachers (China); Muslim Group (China)","East Asia","China","Xinjiang","Urumqi","Shuimogou","Shuimogou",43.833,87.642,"Radio Free Asia","Regional","Around 16 January 2018 (month of), 4 Uyghur literature professors from Xinjiang University were arrested by the authorities in Urumqi city (Xinjiang) (coded as Shuimogou) and detained in re-education camps. It's reported that authorities in the region began jailing and detaining Uyghurs accused of harbouring ''strong religious views'' and ''politically incorrect'' ideas since April 2017. At least two of them were reportedly released in May 2019.",0
"CHN9057","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Uyghur Ethnic Group (China); Women (China)","East Asia","China","Xinjiang","Bayingolingu","Qiemo","Qiemo",38.147,85.529,"Xinjiang Victims Database","Other","Around 16 January 2018 (month of), a Uyghur woman from Qiemo County (Bayingolin, Xinjiang) was taken away by the local authorities from her hometown. She was taken to a hospital for a medical examination before she was detained at a re-education camp for three months and was released on 5 April 2018. This was her third detention since she returned from Cairo, Egypt to China in 2015. The official reason for her detention was for inciting ethnic hatred and discrimination, though some sources also report that her time spent abroad after she left for Egypt in 2010 to study English may also have been a factor. She was previously detained in May 2015, and a second time in April 2017 where she tortured in an interrogation room with an electric chair. She finally left China on 28 April 2018.",0
"CHN10148","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Uyghur Ethnic Group (China); Women (China)","East Asia","China","Xinjiang","Ili","Huocheng","Huocheng",44.054,80.874,"Xinjiang Victims Database","Other","Around 16 January 2018 (month of), a Uyghur woman from Huocheng county (Ili, Xinjiang) was detained and sent to a re-education camp. At some point since then she was sentenced to 4 years in prison. Her current status and the reason for her detention are unknown.",0
"CHN9499","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Uyghur Ethnic Group (China); Teachers (China)","East Asia","China","Xinjiang","Urumqi","Shuimogou","Shuimogou",43.833,87.642,"Xinjiang Victims Database","Other","Around 16 January 2018 (month of), a Uyghur professor from Xinjiang University in Urumqi City, Xinjiang (coded as Shuimogou) was taken away by the police and reportedly detained in a re-education camp. He was believed to have been taken away for exhibiting 'two-faced tendencies'. It was reported that he was released in May 2019.",0
"CHN7965","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Beijing","Xicheng","Xicheng","Beijing - Xicheng",39.912,116.359,"Epoch Times","International","On 16 January 2018, crowds of petitioners were told at the State Bureau for Letters and Calls in Xicheng district (Beijing) that they would not be received today, and that arrangements had been made for them to be ''received'' at the Jiujingzhuang ''black jail'' Relief Service Centre. Afterwards, they arranged for buses to transport the petitioners to Jiujingzhuang. It was reported that the petitioners were later repatriated to their respective hometowns. This was suspected to be a move to reduce the number of petitions recording ahead of the 18-19 January second plenary session of the 19th Central Committee of the Communist Party of China.",0
"CHN5692","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (China)","Government of China (2012-)","Civilians (China)","Labour Group (China)","East Asia","China","Hong Kong","","","Hong Kong",22.322,114.177,"BBC News; NTDTV","International","Around 16 January 2018 (as reported), a banker went incommunicado in Hong Kong after his father, General and Former Vice Chairman of the Central Military Commission, was summoned for case review. The disappearance was suspected to be related to a change of power within the Communist Party and an anti-corruption campaign led by President Xi.",0
"CHN5956","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Military Forces of China (2012-)","","Civilians (China)","Muslim Group (China)","East Asia","China","Xinjiang","Shihezi","Shihezi","Shihezi Town",44.287,86.035,"Bitter Winter","Other","Around 16 January 2018 (month of), all villagers except for elders and children from a village in Shihezi Township (Shihezi City, Xinjiang) were taken away and escorted by troops (armed with live ammunition) deployed by the central government to a re-education camp, they were forced to undertake political indoctrination and pledge allegiance to the Chinese state every day. This was part of the ramped-up efforts to persecute Muslims in Xinjiang under the pretext of ''sinicization of religion''.",0
"CHN5830","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Kazakh Ethnic Group (China); Muslim Group (China); Women (China)","East Asia","China","Xinjiang","Changji","Manas","Manas",44.304,86.214,"Bitter Winter","Other","Around 16 January 2018 (month of), four police officers arrested a female, Muslim Kazakh cancer patient at her home in Manas county (Changji Hui Autonomous Region, Xinjiang) and took her a ''transformation through education'' camp at the Manas County Hospital. She was reportedly arrested for owning a Kazakh passport. Despite being housed at a hospital, her health condition declined as she didn't receive appropriate medical treatment.",0
"CHN6256","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Kazakh Ethnic Group (China)","East Asia","China","Xinjiang","Urumqi","Shuimogou","Shuimogou",43.833,87.642,"China Aid","Other","Around 16 January 2018 (month of), a Kazakh man was taken away by local authorities from a hospital in Xinjiang where he had surgery, and sent to a re-education camp for the reason that his wife and son emigrated to Kazakhstan. He remained uncontactable at the time of reporting on 5 October 2018. In February 2017, the whole family applied for passports with the intention of emigrating to Kazakhstan, but the government demanded one person in the family to stay in China as the guarantor. The husband stayed, but was taken into custody and detained by the government for 15 days in September 2017.",0
"CHN6257","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Kazakh Ethnic Group (China)","East Asia","China","Xinjiang","Urumqi","Shuimogou","Shuimogou",43.833,87.642,"China Aid","Other","Around 16 January 2018 (month of), a Kazakh man was taken in Xinjiang and sent to a re-education camp. He remained uncontactable at the time of reporting on 5 October 2018. He married a Kazakhstani local in August 2017, and when they went back to China to visit relatives, he was sent to the camp, while his wife returned to Kazakhstan.",0
"CHN9056","16-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Uyghur Ethnic Group (China); Women (China)","East Asia","China","Xinjiang","Ili","Yining","Yining City",43.946,81.691,"Xinjiang Victims Database","Other","Around 16 January 2018 (month of), a Uyghur woman from Ghulja City was taken away, likely by the authorities from her hometown in Ghulja City (Ili Kazakh Autonomous, Xinjiang). She was then held incommunicado for over two years until early May 2020, where she made a phone call to her family stating that she was well and working as an English teacher in the city's development zone. She first returned to China on 26 December 2017, before changing her WeChat profile picture to an image resembling a prison cell with a shadow of a person. One of her testifiers believed that she was taken away around this period.",0
"CHN8230","17-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Uyghur Ethnic Group (China); Women (China)","East Asia","China","Xinjiang","Kashi","Kashi","Yawage",39.49,76.002,"Radio Free Asia","Regional","On 17 January 2018, a female Uyghur official working in Yawage town (also known as Yarbagh) in Kashi, Xinjiang Uygur Autonomous Region, disappeared after she ''expressed sympathy'' for fellow members of her ethnic group that were sent to ''Re-Education Camps''. It was reported that she was taken by the authorities and held in a ''Re-Education Camp'' according to leaked information from the National Security Agency, and a testimony by a Ugyhur businessman living in exile in Turkey. [women targeted: government officials]",0
"CHN6261","17-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Christian Group (China)","East Asia","China","Henan","Jiyuan","Jiyuan","Jiyuan",35.067,112.602,"China Aid","Other","On 17 January 2018, a Christian pastor was taken away by the police in Jiyuan City, Henan Province after he got out of the hospital and arrived at home. At the time of reporting on 19 January 2018, his situation remained unknown.",0
"CHN7799","17-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Women (China)","East Asia","China","Jiangsu","Wuxi","Binhu","Binhu",31.528,120.283,"CRLW","Other","Around 17 January 2018 (as reported), a victim of a forced eviction who had protested by streaking was transferred to a mental hospital to continue being detained after being detained at the police station in Binhu District (Wuxi, Jiangsu). Her mother and daughters had enquired about her situation on 15 January 2018 but did not received a response.",0
"CHN9044","18-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Kazakh Ethnic Group (China)","East Asia","China","Xinjiang","Tacheng","Toli","Aqbaldau",46.228,83.379,"Xinjiang Victims Database","Other","Around 18 January 2018, a Kazakh man was taken away by the local police near the village police station in Aqbaldau village (Tacheng, Xinjiang). He was then taken back to the police station before being sent to a hospital for a medical examination later that evening. He was then transferred to a re-education camp. Three days after he first arrived at the camp, he was taken into an interrogation room and seated in a tiger chair for half an hour. He was released at the end of November 2018, and continued to be under house or village arrest for eight months before he received his passport and returned to Kazakhstan on 31 July 2019.",0
"CHN6014","20-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","Protestant Christian Group (China); Women (China)","East Asia","China","Henan","Shangqiu","Xiayi","Xiayi",34.237,116.131,"Bitter Winter","Other","On 20 January 2018, an elderly Protestant woman died in Xiayi county (Henan) after authorities repeatedly harrassed and questioned her for allowing friends to gather by her side with Christian songs and prayers following her discharged from the hospital on 16 Jan. On 17 Jan, four township officials came to the woman's home to question her, disregarding that she was severely ill and in the process of recuperating. They harrassed her again on 18 Jan. She suffered from great psychological stress as a result and died on 20 Jan.",1
"CHN8805","20-January-2018",2018,"Violence against civilians","Attack","Unidentified Triad Group (China)","Government of China (2012-)","Civilians (China)","Women (China)","East Asia","China","Beijing","Chaoyang","Chaoyang","Beijing - Chaoyang",39.921,116.438,"Weiquanwang","Other","On 20 January 2018, a petitioner was forced into a vehicle by triad members in Nanmofang Area, Chaoyang District (Beijing) and beaten by triad members, reportedly working on behalf of the person's local government. The triad members took her back to Wu'an Town, Nanzhang County (Xiangyang, Hubei) overnight. She was then held in two separate hotels over a period of two days and suffered further beatings by local officials. Following this, she was detained in the local Wu'an police station for 15 days during which she was again beaten.",0
"CHN8142","20-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (Sweden)","Labour Group (China)","East Asia","China","Beijing","","","Beijing",39.906,116.391,"Ming Pao","National","On 20 January 2018, a Swedish scholar and bookseller was arrested by authorities while on a train to Beijing. He has been incommunicado for at least 2 weeks since. The book merchant had been arrested in 2015 and kept under surveillance in Beijing for more than 2 years in connection with the Causeway bookstore incident in Hong Kong.",0
"CHN8761","24-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Shanghai","","","Shanghai",31.231,121.475,"Weiquanwang","Other","On 24 January 2018, a few hundred human rights defenders from all over Shanghai were forced onto a bus by plain clothes police in Pudong, Shanghai. They were then detained in a government-established ''black jail'' at Fucun street/Fu Cun Lu in Putuo District (Shanghai). Police detained these petitioners to prevent them from protesting during a municipal meeting which was going to be held in Shanghai.",0
"CHN8711","24-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Hebei","Chengde","Chengde","Shangbancheng",40.825,118.053,"Weiquanwang","Other","On 24 January 2018, a human rights activist currently being held in Shangbancheng Prison in Shangbancheng Town (Chengde, Hebei) was attacked by guards who, despite the prisoner's poor health did not allow him to rest, even physically beating him and pouring pepper spray on him.",0
"CHN8868","24-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (China)","","Civilians (China)","Women (China)","East Asia","China","Jilin","Changchun","Chaoyang","Chaoyang",43.833,125.288,"Weiquanwang","Other","On 24 January 2018, a female petitioner was abducted by unidentified men from a hotel in Changchun, Jilin, where she was preparing to hand over some materials for her mother's grievances to the Jilin representative ahead of the annual parliamentary sessions. She had since lost contact.",0
"CHN5651","25-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Women (China)","East Asia","China","Jiangsu","Suzhou","Kunshan","Kunshan",31.386,120.981,"Weiquanwang; CRLW","Other","On 25 January 2018, a petitioner was detained at the high-speed railway station in Kunshan City (Suzhou, Jiangsu) by 7-8 stability maintenance personnel led by the secretary of Chaoyang Community. The petitioner was placed in a car and taken to a hotel in Kunshan and detained in a room without heating and not provided with food for two days. It was reported that the Kunshan municipal government arranged for over 10 personnel to guard the petitioner every day. The petitioner had sought to petition for her rights after her former employee demanded money for a road accident involving the petitioner and another driver. She remained detained illegally at the hotel at the time of reporting on 25 February 2018.",0
"CHN5543","26-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Women (China)","East Asia","China","Jiangsu","Suzhou","Kunshan","Kunshan",31.386,120.981,"Epoch Times; Weiquanwang","Other-International","On 26 January 2018, during the ''two sessions'' of Jiangsu Province, a female petitioner was taken by 7 to 8 people from the Kunshan City Urban Management Committee including the Secretary of Chaoyang District from the train station in Kunshan county-level city (Suzhou, Jiangsu) and first detained at Hongfeng sub-district office and then at Baigao Hotel for 65 days in Kunshan until 30 March 2018 when the national ''two sessions'' ended. The petitioner has been petitioning for many years on house demolitions and contracting of bus routes. In the past, she was also repeatedly illegally detained by the government in the name of maintaining stability.",0
"CHN7907","27-January-2018",2018,"Violence against civilians","Attack","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Shandong","Liaocheng","Dongchangfu","Dongchangfu",36.435,115.988,"CRLW","Other","Around 27 January 2018 (between 23-31 January), a man was administered psychotropic drugs at the Liaocheng No.4 People's Hospital in Dongchangfu district (Liaocheng, Shandong). He had been forcibly admitted and held incommunicado from 23 to 31 Jan by the CPC Secretary and Chief of Yangdian village, Dutang town of Dingtao county. It was reported that he appealed on behalf of his father three times that year, resulting in three forced psychiatric ward admissions.",0
"CHN7851","27-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Fujian","Fuzhou","Gulou","Gulou",26.082,119.304,"CRLW","Other","On 27 January 2018, five petitioners from Pingnan County were taken away from the entrance of a hotel at Gulou District (Fuzhou, Fujian) by the police. They were then taken to the nearby Huada Police Station, before local government officials from their county took them away and detained them in a hotel (a ''black jail'') in the same district. It was reported that the local officials told the petitioners that they would be detained at the hotel for a few days until the ''two sessions'' had concluded.",0
"CHN5730","27-January-2018",2018,"Violence against civilians","Abduction/forced disappearance","Police Forces of China (2012-)","","Civilians (China)","Lawyers (China)","East Asia","China","Beijing","Shijingshan","Shijingshan","Beijing - Shijingshan",39.92,116.186,"Radio Free Asia; China Aid","Other-Regional","On 27 January 2018, a human rights lawyer who was responsible for defending the human rights lawyers in the 709 crackdown was transferred from a detention centre in Shijingshan District (Beijing) and held under ''Residential Surveillance at a Designated Location'' in Xuzhou, Jiangsu by the police. He was first taken away by the authorities in Beijing on 19 January and criminally detained. He was later charged with ''inciting subversion of state power''.",0
