"year","value","country"
"1979",1970,"Serbia and Kosovo (S/RES/1244 (1999))"
"1979",1175190,"Somalia"
"1979",372700,"Sudan"
"1979",200,"Syria"
"1979",151620,"Thailand"
"1979",112680,"Uganda"
"1979",164030,"United Rep. of Tanzania"
"1979",734000,"United States of America"
"1980",0,"Afghanistan"
"1980",0,"Azerbaijan"
"1980",2000,"Colombia"
"1980",0,"Côte d'Ivoire"
"1980",841110,"Dem. Rep. of the Congo"
"1980",121958,"France"
"1980",94000,"Germany"
"1980",330000,"Iran (Islamic Rep. of)"
"1980",400,"Iraq"
"1980",4260,"Kenya"
"1980",1428230,"Pakistan"
"1980",0,"Russian Federation"
"1980",1970,"Serbia and Kosovo (S/RES/1244 (1999))"
"1980",2000000,"Somalia"
"1980",494000,"Sudan"
"1980",350,"Syria"
"1980",445360,"Thailand"
"1980",113000,"Uganda"
"1980",159610,"United Rep. of Tanzania"
"1980",403684,"United States of America"
"1981",0,"Afghanistan"
"1981",0,"Azerbaijan"
"1981",1800,"Colombia"
"1981",0,"Côte d'Ivoire"
"1981",616740,"Dem. Rep. of the Congo"
"1981",125597,"France"
"1981",100000,"Germany"
"1981",1565000,"Iran (Islamic Rep. of)"
"1981",1200,"Iraq"
"1981",3380,"Kenya"
"1981",2375330,"Pakistan"
"1981",0,"Russian Federation"
"1981",1920,"Serbia and Kosovo (S/RES/1244 (1999))"
"1981",700000,"Somalia"
"1981",561160,"Sudan"
"1981",1050,"Syria"
"1981",195930,"Thailand"
"1981",120230,"Uganda"
"1981",164180,"United Rep. of Tanzania"
"1981",537375,"United States of America"
"1982",0,"Afghanistan"
"1982",0,"Azerbaijan"
"1982",150,"Colombia"
"1982",0,"Côte d'Ivoire"
"1982",621400,"Dem. Rep. of the Congo"
"1982",152223,"France"
"1982",100000,"Germany"
"1982",1700060,"Iran (Islamic Rep. of)"
"1982",1200,"Iraq"
"1982",4810,"Kenya"
"1982",2877480,"Pakistan"
"1982",0,"Russian Federation"
"1982",2030,"Serbia and Kosovo (S/RES/1244 (1999))"
"1982",700000,"Somalia"
"1982",673000,"Sudan"
"1982",29070,"Syria"
"1982",170050,"Thailand"
"1982",113000,"Uganda"
"1982",158960,"United Rep. of Tanzania"
"1982",620257,"United States of America"
"1983",0,"Afghanistan"
"1983",0,"Azerbaijan"
"1983",210,"Colombia"
"1983",450,"Côte d'Ivoire"
"1983",306610,"Dem. Rep. of the Congo"
"1983",164113,"France"
"1983",115000,"Germany"
"1983",1900060,"Iran (Islamic Rep. of)"
"1983",1200,"Iraq"
"1983",6760,"Kenya"
"1983",2901750,"Pakistan"
"1983",0,"Russian Federation"
"1983",2020,"Serbia and Kosovo (S/RES/1244 (1999))"
"1983",700000,"Somalia"
"1983",690000,"Sudan"
"1983",40490,"Syria"
"1983",144915,"Thailand"
"1983",132970,"Uganda"
"1983",180100,"United Rep. of Tanzania"
"1983",655532,"United States of America"
"1984",0,"Afghanistan"
"1984",0,"Azerbaijan"
"1984",330,"Colombia"
"1984",650,"Côte d'Ivoire"
"1984",353520,"Dem. Rep. of the Congo"
"1984",169863,"France"
"1984",126600,"Germany"
"1984",2000000,"Iran (Islamic Rep. of)"
"1984",1200,"Iraq"
"1984",8060,"Kenya"
"1984",2500000,"Pakistan"
"1984",0,"Russian Federation"
"1984",3150,"Serbia and Kosovo (S/RES/1244 (1999))"
"1984",701300,"Somalia"
"1984",1007910,"Sudan"
"1984",34230,"Syria"
"1984",128703,"Thailand"
"1984",151060,"Uganda"
"1984",179910,"United Rep. of Tanzania"
"1984",626910,"United States of America"
"1985",0,"Afghanistan"
"1985",0,"Azerbaijan"
"1985",400,"Colombia"
"1985",810,"Côte d'Ivoire"
"1985",342140,"Dem. Rep. of the Congo"
"1985",174213,"France"
"1985",475000,"Germany"
"1985",2300000,"Iran (Islamic Rep. of)"
"1985",83200,"Iraq"
"1985",8890,"Kenya"
"1985",2734890,"Pakistan"
"1985",0,"Russian Federation"
"1985",3790,"Serbia and Kosovo (S/RES/1244 (1999))"
"1985",812000,"Somalia"
"1985",1351170,"Sudan"
"1985",48750,"Syria"
"1985",132765,"Thailand"
"1985",151000,"Uganda"
"1985",215790,"United Rep. of Tanzania"
"1985",492806,"United States of America"
"1986",0,"Afghanistan"
"1986",0,"Azerbaijan"
"1986",240,"Colombia"
"1986",880,"Côte d'Ivoire"
"1986",304000,"Dem. Rep. of the Congo"
"1986",180258,"France"
"1986",547900,"Germany"
"1986",2590000,"Iran (Islamic Rep. of)"
"1986",111000,"Iraq"
"1986",9490,"Kenya"
"1986",2882100,"Pakistan"
"1986",0,"Russian Federation"
"1986",2180,"Serbia and Kosovo (S/RES/1244 (1999))"
"1986",804430,"Somalia"
"1986",1164000,"Sudan"
"1986",1330,"Syria"
"1986",122790,"Thailand"
"1986",144060,"Uganda"
"1986",223500,"United Rep. of Tanzania"
"1986",398633,"United States of America"
"1987",0,"Afghanistan"
"1987",0,"Azerbaijan"
"1987",680,"Colombia"
"1987",860,"Côte d'Ivoire"
"1987",336050,"Dem. Rep. of the Congo"
"1987",179306,"France"
"1987",596200,"Germany"
"1987",2760000,"Iran (Islamic Rep. of)"
"1987",1000,"Iraq"
"1987",10480,"Kenya"
"1987",3159000,"Pakistan"
"1987",0,"Russian Federation"
"1987",1400,"Serbia and Kosovo (S/RES/1244 (1999))"
"1987",870330,"Somalia"
"1987",902460,"Sudan"
"1987",0,"Syria"
"1987",115380,"Thailand"
"1987",88670,"Uganda"
"1987",266200,"United Rep. of Tanzania"
"1987",365726,"United States of America"
"1988",0,"Afghanistan"
"1988",0,"Azerbaijan"
"1988",720,"Colombia"
"1988",800,"Côte d'Ivoire"
"1988",342485,"Dem. Rep. of the Congo"
"1988",183946,"France"
"1988",610200,"Germany"
"1988",2894000,"Iran (Islamic Rep. of)"
"1988",0,"Iraq"
"1988",13270,"Kenya"
"1988",3257927,"Pakistan"
"1988",0,"Russian Federation"
"1988",850,"Serbia and Kosovo (S/RES/1244 (1999))"
"1988",835850,"Somalia"
"1988",828500,"Sudan"
"1988",280,"Syria"
"1988",108069,"Thailand"
"1988",103102,"Uganda"
"1988",265234,"United Rep. of Tanzania"
"1988",377773,"United States of America"
"1989",0,"Afghanistan"
"1989",0,"Azerbaijan"
"1989",700,"Colombia"
"1989",480,"Côte d'Ivoire"
"1989",346569,"Dem. Rep. of the Congo"
"1989",180263,"France"
"1989",628500,"Germany"
"1989",2850000,"Iran (Islamic Rep. of)"
"1989",0,"Iraq"
"1989",12964,"Kenya"
"1989",3275775,"Pakistan"
"1989",0,"Russian Federation"
"1989",1385,"Serbia and Kosovo (S/RES/1244 (1999))"
"1989",774330,"Somalia"
"1989",788119,"Sudan"
"1989",0,"Syria"
"1989",101944,"Thailand"
"1989",129961,"Uganda"
"1989",265128,"United Rep. of Tanzania"
"1989",411508,"United States of America"
"1990",50,"Afghanistan"
"1990",0,"Azerbaijan"
"1990",570,"Colombia"
"1990",272281,"Côte d'Ivoire"
"1990",423435,"Dem. Rep. of the Congo"
"1990",193001,"France"
"1990",816000,"Germany"
"1990",4174401,"Iran (Islamic Rep. of)"
"1990",900,"Iraq"
"1990",14329,"Kenya"
"1990",3275265,"Pakistan"
"1990",0,"Russian Federation"
"1990",1160,"Serbia and Kosovo (S/RES/1244 (1999))"
"1990",460000,"Somalia"
"1990",1031050,"Sudan"
"1990",4125,"Syria"
"1990",103084,"Thailand"
"1990",145778,"Uganda"
"1990",265254,"United Rep. of Tanzania"
"1990",464899,"United States of America"
"1991",38,"Afghanistan"
"1991",0,"Azerbaijan"
"1991",510,"Colombia"
"1991",230290,"Côte d'Ivoire"
"1991",518169,"Dem. Rep. of the Congo"
"1991",174770,"France"
"1991",821500,"Germany"
"1991",5738855,"Iran (Islamic Rep. of)"
"1991",88060,"Iraq"
"1991",120223,"Kenya"
"1991",3275261,"Pakistan"
"1991",0,"Russian Federation"
"1991",737,"Serbia and Kosovo (S/RES/1244 (1999))"
"1991",0,"Somalia"
"1991",828450,"Sudan"
"1991",4210,"Syria"
"1991",93357,"Thailand"
"1991",162651,"Uganda"
"1991",294093,"United Rep. of Tanzania"
"1991",513904,"United States of America"
"1992",60025,"Afghanistan"
"1992",246000,"Azerbaijan"
"1992",478,"Colombia"
"1992",174076,"Côte d'Ivoire"
"1992",505967,"Dem. Rep. of the Congo"
"1992",156614,"France"
"1992",1236000,"Germany"
"1992",4367323,"Iran (Islamic Rep. of)"
"1992",117600,"Iraq"
"1992",420974,"Kenya"
"1992",2989268,"Pakistan"
"1992",0,"Russian Federation"
"1992",516430,"Serbia and Kosovo (S/RES/1244 (1999))"
"1992",480,"Somalia"
"1992",804100,"Sudan"
"1992",6310,"Syria"
"1992",77170,"Thailand"
"1992",211640,"Uganda"
"1992",299588,"United Rep. of Tanzania"
"1992",579952,"United States of America"
"1993",47132,"Afghanistan"
"1993",1006840,"Azerbaijan"
"1993",310,"Colombia"
"1993",260944,"Côte d'Ivoire"
"1993",582679,"Dem. Rep. of the Congo"
"1993",166368,"France"
"1993",1418000,"Germany"
"1993",2495038,"Iran (Islamic Rep. of)"
"1993",109066,"Iraq"
"1993",412014,"Kenya"
"1993",1479266,"Pakistan"
"1993",120,"Russian Federation"
"1993",479111,"Serbia and Kosovo (S/RES/1244 (1999))"
"1993",399,"Somalia"
"1993",764500,"Sudan"
"1993",38715,"Syria"
"1993",132166,"Thailand"
"1993",286500,"Uganda"
"1993",596296,"United Rep. of Tanzania"
"1993",623071,"United States of America"
"1994",369657,"Afghanistan"
"1994",894735,"Azerbaijan"
