"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x873790927","x1425743212828839938",2021-08-12 08:57:25,"KasiitaMark","Dr. @AlexMuganzi ~ ""Some of the things we have done during the lockdown are linking clients to facilities where they are staying. We have also organized ARVs delivery system through our traditional Boda Bodas."" 
#BeyondMypill #EndAIDS2030Ug
#TogetherforaPositiveDifference https://t.co/OqLFlqHfD7 https://t.co/HtOhCvIbjG","Twitter for Android",296,,,,TRUE,FALSE,2,0,,,"BeyondMypill EndAIDS2030Ug TogetherforaPositiveDifference",,"twitter.com/KasiitaMark/st…","https://t.co/OqLFlqHfD7","https://twitter.com/KasiitaMark/status/1425737584895008769","http://pbs.twimg.com/media/E8lB5RsWQAEUsyC.jpg","https://t.co/HtOhCvIbjG","https://twitter.com/KasiitaMark/status/1425743212828839938/photo/1","photo","http://pbs.twimg.com/media/E8lB5RsWQAEUsyC.jpg","https://t.co/HtOhCvIbjG","https://twitter.com/KasiitaMark/status/1425743212828839938/photo/1",,"x1555914996","AlexMuganzi","en","x1425737584895008769",".@AlexMuganzi ~ ""COVID-19 has made access to HIV services challenging. It might be too early to say we have regressed but I know a few years from now we might look back and say COVID-19 led to a regression in HIV sensitization.
#EndAIDS2030Ug #TogetherforaPositiveDifference https://t.co/umaProhTuM",2021-08-12 08:35:03,"Twitter for Android",0,0,"x873790927","KasiitaMark","SRHR - €ducation <U+0001F1F0><U+0001F1EA>",10667,1283,102097,"Bangko, Indonesia","Muganga Mark(Kasiita) is a Strategic Communication Advisor.
#OnlineTelecaster. #Health & #HumanRightsActivist.
#SDG3,& #SDG5.
Tweeting in my personal capacity.",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KasiitaMark/status/1425743212828839938","SRHR - €ducation <U+0001F1F0><U+0001F1EA>","Bangko, Indonesia","Muganga Mark(Kasiita) is a Strategic Communication Advisor.
#OnlineTelecaster. #Health & #HumanRightsActivist.
#SDG3,& #SDG5.
Tweeting in my personal capacity.","https://t.co/nQDWAlHg8g",FALSE,10667,1283,123,102097,72576,2012-10-11 15:07:37,FALSE,"https://t.co/nQDWAlHg8g","http://www.macacid24.wordpress.com",,"https://pbs.twimg.com/profile_banners/873790927/1511788691","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1372846309707804672/H1owJ35u_normal.jpg"
"x109220563","x1425739839568293891",2021-08-12 08:44:01,"ntvuganda","Some of the things we have done during the lockdown are linking clients to facilities where they are staying. We have also organized ARVs delivery system through our traditional Boda Bodas -  Dr. Alex Muganga #BeyondMypill #EndAIDS2030Ug https://t.co/sDXfiVK8kh","SocialNewsDesk",237,,,,FALSE,FALSE,21,1,,,"BeyondMypill EndAIDS2030Ug",,,,,"http://pbs.twimg.com/media/E8k-07IX0AIouhA.png","https://t.co/sDXfiVK8kh","https://twitter.com/ntvuganda/status/1425739839568293891/photo/1","photo","http://pbs.twimg.com/media/E8k-07IX0AIouhA.png","https://t.co/sDXfiVK8kh","https://twitter.com/ntvuganda/status/1425739839568293891/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ntvuganda/status/1425739839568293891","NTV UGANDA","Kampala, Uganda","Uganda's leading TV station, fast and first reliable, objective and comprehensive news, plus unrivaled quality programming. A subsidiary of @NationMediaGrp.","http://t.co/QyHevyNxFD",FALSE,1293412,450,833,227680,3834,2010-01-28 10:19:39,TRUE,"http://t.co/QyHevyNxFD","http://ntv.co.ug",,"https://pbs.twimg.com/profile_banners/109220563/1628600033","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/819429671100186625/_ROCthxr_normal.jpg"
"x1315001134201942018","x1425728065058058242",2021-08-12 07:57:14,"lubyanza","When looking for experts for your research on boda bodas, remember: boda drivers are experts.","Twitter Web App",93,,,,FALSE,FALSE,6,1,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lubyanza/status/1425728065058058242","Lubyanza","","(noun), Luganda: a boda boda rider without a stage
|
a blog exploring motorcycle-taxis <U+0001F3CD><U+0001F6F5><U+0001F6B2> & mobility
|
by @ndhogezi and @tom_courtright

RTs <U+0001F6AB> endorsements","https://t.co/UXiSe1ct9o",FALSE,49,49,0,107,35,2020-10-10 18:48:03,FALSE,"https://t.co/UXiSe1ct9o","http://www.medium.com/lubyanza",,"https://pbs.twimg.com/profile_banners/1315001134201942018/1604089722",,"http://pbs.twimg.com/profile_images/1315001206029406224/ei6sPteQ_normal.jpg"
"x2831420532","x1425722430207651840",2021-08-12 07:34:50,"KenyanTraffic",": @KayleeMam Ngong road has the best pedestrian and cyle lanes but the asholes ride in the middle of the road showing their prowess between vehicles.
police should act on boda-bodas not using their lanes via @slmshady #KenyanTraffic","KenyanTraffic",232,,,,FALSE,FALSE,1,0,,,"KenyanTraffic",,,,,,,,,,,,,"x38620872 x128567336","KayleeMam slmshady","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KenyanTraffic/status/1425722430207651840","KenyanTraffic","Nairobi","#KenyanTraffic official account. <U+0001F1F0><U+0001F1EA> We tweet to ease your travel experience. Get free traffic reports on our website
<U+0001F4E9> info@kenyantraffic.com","https://t.co/bbWmtGOQBX",FALSE,567866,90095,250,497452,22756,2014-09-25 08:45:50,FALSE,"https://t.co/bbWmtGOQBX","http://www.kenyantraffic.com",,"https://pbs.twimg.com/profile_banners/2831420532/1606357060","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1049974730281824257/EJQ3D_5v_normal.jpg"
"x585372692","x1425671833655914496",2021-08-12 04:13:47,"Ma3Route","07:13 But if we all act like the boda guys will we ever have any order in this country? People are attacked, stolen from, killed but we try to say all bodas are not part of it. But if something happens to them they want to condem https://t.co/vr0sokz5A7 via @owishdennis","Ma3Route",270,"x1425669695470981120","x585372692","Ma3Route",FALSE,FALSE,1,0,,,,,"ma3route.com/update/1006704","https://t.co/vr0sokz5A7","https://www.ma3route.com/update/1006704",,,,,,,,,"x827139079523401729","owishdennis","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Ma3Route/status/1425671833655914496","Ma3Route","Kenya","A mobile, web and SMS platform that helps users to share and access info about transport and current traffic conditions for their city. #BeatInconvenience","http://t.co/EipoOS8unw",FALSE,1234759,9219,375,945520,655,2012-05-20 04:59:45,TRUE,"http://t.co/EipoOS8unw","http://ma3route.com",,"https://pbs.twimg.com/profile_banners/585372692/1580713029","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/476585299720417280/M7CMU4ty_normal.png"
"x585372692","x1425722416907624449",2021-08-12 07:34:47,"Ma3Route","10:34 @KayleeMam Ngong road has the best pedestrian and cyle lanes but the asholes ride in the middle of the road showing their prowess between vehicles.
police should act on boda-bodas not using their lanes via @slmshady21","Ma3Route",223,"x1425672211302584326","x585372692","Ma3Route",FALSE,FALSE,7,2,,,,,,,,,,,,,,,,"x38620872 x428930828","KayleeMam slmshady21","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Ma3Route/status/1425722416907624449","Ma3Route","Kenya","A mobile, web and SMS platform that helps users to share and access info about transport and current traffic conditions for their city. #BeatInconvenience","http://t.co/EipoOS8unw",FALSE,1234759,9219,375,945520,655,2012-05-20 04:59:45,TRUE,"http://t.co/EipoOS8unw","http://ma3route.com",,"https://pbs.twimg.com/profile_banners/585372692/1580713029","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/476585299720417280/M7CMU4ty_normal.png"
"x585372692","x1424662810894737409",2021-08-09 09:24:17,"Ma3Route","12:24 To create demand, the ground floor road will have those boda boda, potholes, and lots of traffic jam. The express way on the other hand will be smooth, less congested, without boda bodas and muggers etc. Suddenly, it will b https://t.co/Lfnl9qWswm via @marshalliah","Ma3Route",270,"x1424642299783491584","x585372692","Ma3Route",FALSE,FALSE,0,0,,,,,"ma3route.com/update/1006106","https://t.co/Lfnl9qWswm","https://www.ma3route.com/update/1006106",,,,,,,,,"x114230888","marshalliah","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Ma3Route/status/1424662810894737409","Ma3Route","Kenya","A mobile, web and SMS platform that helps users to share and access info about transport and current traffic conditions for their city. #BeatInconvenience","http://t.co/EipoOS8unw",FALSE,1234759,9219,375,945520,655,2012-05-20 04:59:45,TRUE,"http://t.co/EipoOS8unw","http://ma3route.com",,"https://pbs.twimg.com/profile_banners/585372692/1580713029","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/476585299720417280/M7CMU4ty_normal.png"
"x428930828","x1425722238674821123",2021-08-12 07:34:04,"slmshady21","@Ma3Route @KayleeMam Ngong road has the best pedestrian and cyle lanes but the asholes ride in the middle of the road showing their prowess between vehicles.
police should act on boda-bodas not using their lanes","Twitter Web App",190,"x1425672211302584326","x585372692","Ma3Route",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x585372692 x38620872","Ma3Route KayleeMam","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/slmshady21/status/1425722238674821123","Slim","nairobi","Merian Joker...#TeamChelsea...I always unleash what presses me for my own good...",,FALSE,577,121,8,18278,3769,2011-12-05 10:37:44,FALSE,,,,"https://pbs.twimg.com/profile_banners/428930828/1354710531","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1782446647/shadow_normal.jpg"
"x1271628366911877120","x1425702577111396352",2021-08-12 06:15:57,"atwiine_mugume","Very many Boda bodas have no side mirrors but @PoliceUg and @AKasingye  are very ok with it<U+0001F614><U+0001F614>","Twitter for Android",93,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x728192225490915328 x3133261270","PoliceUg AKasingye","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/atwiine_mugume/status/1425702577111396352","Atwiine<U+0001F1FA><U+0001F1EC><U+0001F1FA><U+0001F1EC>","","Madrista<U+26BD><U+26BD><U+26BD>",,FALSE,545,565,0,512,1530,2020-06-13 02:20:20,FALSE,,,,"https://pbs.twimg.com/profile_banners/1271628366911877120/1622697326",,"http://pbs.twimg.com/profile_images/1304504315843883009/zsESlzYc_normal.jpg"
"x2764323892","x1425698595551031302",2021-08-12 06:00:08,"KenEsquire82","@Ma3Route @KayleeMam Wait, a boda guy rides along the wrong side of the road, gets hit and killed by a car that is on the right side of the road, and his fellow bodas burn tyres in protest? Someone tell them wawache ujinga na wajue kutumia barabara.","Twitter for Android",228,"x1425672211302584326","x585372692","Ma3Route",FALSE,FALSE,7,0,,,,,,,,,,,,,,,,"x585372692 x38620872","Ma3Route KayleeMam","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KenEsquire82/status/1425698595551031302","KK","","The end result is as important as the process.",,FALSE,843,290,0,7559,8532,2014-09-07 21:19:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/2764323892/1488199979","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/958736455509082112/GvqfXEvZ_normal.jpg"
"x369393532","x1425685377080299521",2021-08-12 05:07:36,"adoa_ernest","We have so many ambulances in the country but what's is so surprising is that it's the usual boda-bodas we despise so much that do the most of the ferrying of patients to hospitals.","Twitter for Android",181,,,,FALSE,FALSE,4,1,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/adoa_ernest/status/1425685377080299521","Adoa Ernest","Kampala, Uganda","I love my coffee made in the same way that I love my self. Dark, sweet and amazing. I am a Digital Marketing Strategist and a Future Ssalongo.",,FALSE,11953,6128,13,54656,140055,2011-09-07 08:39:44,FALSE,,,,"https://pbs.twimg.com/profile_banners/369393532/1568983012","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1425005668331839507/wkXNdJ_n_normal.jpg"
"x802219973913563136","x1425672592799768576",2021-08-12 04:16:48,"rayatukunda","As if museveni opened boda bodas for only women. Mulagawa ba dear<U+0001F92D><U+0001F601>","Twitter for Android",67,,,,FALSE,FALSE,14,1,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/rayatukunda/status/1425672592799768576","Ray Atukunda","Uganda ","God first<U+0001F64F>

Petroleum Engineer|AWS certified welder|Arsenal<U+2764><U+FE0F>",,FALSE,2457,2945,0,11661,15279,2016-11-25 18:38:41,FALSE,,,,"https://pbs.twimg.com/profile_banners/802219973913563136/1621245158",,"http://pbs.twimg.com/profile_images/1417579064580259841/vmAr4AEF_normal.jpg"
"x827139079523401729","x1425671220549271554",2021-08-12 04:11:21,"owishdennis","@Ma3Route @GadySonai But if we all act like the boda guys will we ever have any order in this country? People are attacked, stolen from, killed but we try to say all bodas are not part of it. But if something happens to them they want to condemn all road users including pedestrians!! SAD","Twitter for Android",267,"x1425669695470981120","x585372692","Ma3Route",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x585372692 x888800600","Ma3Route GadySonai","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/owishdennis/status/1425671220549271554","D.O","","Me today who knows what tomorrow.",,FALSE,25,46,0,256,82,2017-02-02 12:58:18,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1398222963204366336/SDqiVlRx_normal.jpg"
"x34856314","x1425593062869413895",2021-08-11 23:00:47,"Wamathai","Boda-bodas in Uganda are now part of the government’s surveillance system https://t.co/jnMY9ATJc8","Twitter for Android",97,,,,FALSE,FALSE,2,5,,,,,"qz.com/africa/2043622…","https://t.co/jnMY9ATJc8","https://qz.com/africa/2043622/ugandas-controversial-surveillance-contract-with-a-russian-firm/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Wamathai/status/1425593062869413895","Wamathai","Kenya","Content creator, digital marketing person and digital rights activist.","https://t.co/oM8hwyTEfx",FALSE,27655,1843,182,143377,9922,2009-04-24 05:18:18,TRUE,"https://t.co/oM8hwyTEfx","http://www.hapakenya.com",,"https://pbs.twimg.com/profile_banners/34856314/1588954924","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1370877261168189440/cfKAhP6r_normal.jpg"
