"id","name","color","length","rfs","owners","url","longitude","latitude"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"44.6500426","-11.92173051"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"45.23329414","-12.53937709"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"45.23329414","-12.78329738"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","148.5667659","-43.75834971"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","147.7568055","-43.37710878"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","147.5830752","-43.22893216"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","147.5309268","-43.10114728"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","147.3316105","-42.87934961"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","141.3327866","-40.29534303"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","143.7430388","-39.28150562"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","144.6640343","-38.30590477"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","144.8624716","-38.18073353"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","144.967159","-38.01473452"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","144.967159","-37.81750707"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","134.8508576","-36.67635861"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","135.6406031","-35.93297711"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","136.6971454","-35.50411834"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","137.3531996","-35.39998632"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","137.8273203","-35.30408823"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","138.5998784","-34.92608518"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","151.2069984","-33.86955536"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","151.573795","-34.82698199"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","150.4999676","-37.94245353"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","149.906511","-41.01382669"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","149.2061209","-43.04336419"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","148.5667659","-43.75834971"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","148.0663756","-44.31206047"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","145.7498733","-44.45513443"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","143.3414766","-42.88142486"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","141.3327866","-40.29534303"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","134.8508576","-36.67635861"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","127.0925623","-36.01682861"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","119.5501849","-36.07920493"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","115.4467698","-35.9172401"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","114.0532161","-34.61129979"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","114.0532161","-33.06182889"
"1818","Indigo-Central","#9ea0a2","4,800 km","2018","SubPartners-SingTel","http://www.subpartners.net","115.8573164","-31.95343894"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","-76.05919806","36.75500844"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","-75.30914976","37.15456152"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","-53.33782743","43.32943989"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","-24.63325792","52.57557233"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","-10.17062168","58.20886243"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","-5.120136981","59.62590503"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","-1.160276505","59.46861386"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","5.366733031","56.52948716"
"1900","Midgardsormen","#9ea0a2","7,848 km","Q2 2019","Midgardsormen","http://midgardsormen.net","8.329169897","55.75164922"
"1898","PNG LNG","#6c70b5","20 km","2014","Telikom Papua New Guinea",,"144.2402064","-7.413514035"
"1898","PNG LNG","#6c70b5","20 km","2014","Telikom Papua New Guinea",,"144.7499717","-7.909073024"
"1898","PNG LNG","#6c70b5","20 km","2014","Telikom Papua New Guinea",,"146.9385199","-9.479593505"
"1898","PNG LNG","#6c70b5","20 km","2014","Telikom Papua New Guinea",,"147.1885198","-9.479593505"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"145.5249711","-3.304575439"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"145.9249709","-2.330766659"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.4290721","-1.785125176"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"147.0290716","-1.785125176"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"147.2790715","-2.034985896"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"152.3374663","-3.953268176"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"152.2745757","-4.342382"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"151.1624672","-3.853500234"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"152.3374663","-3.953268176"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"152.5011381","-4.191044933"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"152.5499662","-4.514230544"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"152.5624662","-4.887968038"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"152.9249659","-5.074759633"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"153.7499653","-5.000049372"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"154.6124647","-4.863058513"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"155.1999643","-5.049857167"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"155.5678351","-5.479493237"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"155.5678351","-6.225662995"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.4999676","-4.950237788"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.3887372","-5.302229207"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.1387374","-5.551120494"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.4749705","-4.937784305"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.7999702","-4.476845942"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"149.3249685","-4.377144376"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.4999676","-4.950237788"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"151.1624672","-3.853500234"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"149.6124682","-2.642971735"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"149.8124681","-2.043476603"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.5124676","-2.043476603"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.8085612","-2.578134358"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"143.6583709","-3.580053611"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"143.9083707","-3.580053611"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"144.324972","-3.354491003"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"144.4249719","-2.780317644"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"141.2998765","-2.190153641"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"141.2998765","-2.689698403"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"145.7847366","-5.233684557"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.0347364","-5.109217806"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.4749705","-4.937784305"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.2749706","-4.12783301"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"145.5249711","-3.304575439"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"144.4249719","-2.780317644"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"141.7998761","-2.190153641"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"141.2998765","-2.190153641"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"140.9190174","-2.341853619"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"140.6691152","-2.591560615"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.9929389","-6.739371845"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"147.2429387","-6.9909967"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"148.3124692","-6.984877945"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"148.2935239","-8.604445748"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"148.5435237","-8.604445748"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"149.2818288","-8.466682211"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.4587567","-10.31574341"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.7087565","-10.43867468"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"151.2267005","-10.43867468"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"147.1885198","-9.479593505"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"147.3135685","-10.21860597"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.2542647","-10.95739026"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"151.2405921","-10.95739026"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"151.2267005","-10.43867468"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.9061441","-10.16896275"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.4209638","-9.810781539"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"150.2403731","-9.632784324"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"149.8570726","-9.433825174"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"149.698601","-9.084494763"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"149.2818288","-8.466682211"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"148.3124692","-6.985423184"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"147.9898864","-6.124337896"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"147.4203067","-5.723621798"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.9062934","-5.585381863"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"145.7847366","-5.233684557"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"145.7717483","-7.963744466"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"145.4453325","-8.408771027"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"143.2099337","-9.078142299"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"143.9600064","-9.078142299"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"144.7499717","-7.909073024"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"144.2402064","-7.413514035"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"144.7499717","-7.909073024"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"146.9385199","-9.479593505"
"1899","PNG National Submarine Fibre Cable Network","#9ea0a2","5,457 km","2018","PNG DataCo Limited",,"147.1885198","-9.479593505"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"116.8312903","-1.265389668"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"117.0812413","-1.515327892"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"117.851895","-1.515327892"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"120.7833139","1.940091366"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"118.6785058","2.915423329"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"117.9284819","3.077652211"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"117.6284821","3.202464425"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"117.5785066","3.32735892"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"117.5999909","-4.426996838"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"118.6623925","-4.803468962"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"119.412392","-5.152184575"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"116.5830971","-5.126847419"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"116.5830971","-6.618930323"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"116.1676677","-7.789198546"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"115.8469648","-8.464412295"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"115.596965","-8.463929332"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"113.9559994","-5.126847419"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"113.2834901","-6.405618651"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"113.2834901","-6.902248769"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"107.8249979","-4.335602176"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"107.0280258","-5.524730593"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"106.833397","-6.128962208"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"103.9625982","1.134724536"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"103.8988288","1.191463289"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"103.853028","1.294063575"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"103.8988288","1.191463289"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"101.4476586","1.665520767"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"102.251369","1.732117408"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"102.9792982","1.191402267"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"103.6395028","1.191463289"
"1895","Indonesia Global Gateway (IGG) System","#b3b5b7","5,300 km","Q1 2018","Telkom Indonesia",,"103.8988288","1.191463289"
