Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,HK,NL,,,20,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,IL,NL,,,654,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,IQ,NL,,,72,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,JO,NL,,,408,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,KW,NL,,,65,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,ME,NL,,,24,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,MG,NL,,,14,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,MK,NL,,,40,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,MV,NL,,,16,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,NO,NL,,,316,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,OM,NL,,,8,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,QA,NL,,,30,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,SG,NL,,,20,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,TZ,NL,,,16,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,UA,NL,,,364,live,,,A
2020,II,Aloe aculeata,,Liliales,Liliaceae,Aloe,US,ES,CN,,16550,live,,T,A
2020,II,Aloe adigratana,,Liliales,Liliaceae,Aloe,IQ,NL,,,97,live,,,A
2020,II,Aloe affinis,,Liliales,Liliaceae,Aloe,IQ,NL,,,97,live,,,A
2020,II,Aloe affinis,,Liliales,Liliaceae,Aloe,UA,NL,,,6,live,,,A
2020,II,Aloe anivoranoensis,,Liliales,Liliaceae,Aloe,CH,NL,,,2,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,AE,NL,,,1825,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,AL,NL,,,60,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,AM,NL,,,2,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,AW,NL,,,104,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,AZ,NL,,,4,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,BA,NL,,,542,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,BB,NL,,,29,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,BE,CN,,20328,,live,,T,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,BH,NL,,,113,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,BQ,NL,,,7,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,BY,NL,,,474,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,CH,NL,,,10304,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,CW,NL,,,15,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,DO,NL,,,36,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,FO,NL,,,40,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,GF,NL,,,14,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,GH,NL,,,39,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,HK,NL,,,74,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,IL,NL,,,1217,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,IQ,NL,,,272,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,JO,NL,,,83,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,KV,NL,,,15,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,KW,NL,,,524,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,KZ,NL,,,18,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,MD,NL,,,406,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,ME,NL,,,388,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,MK,NL,,,191,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,MV,NL,,,33,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,NL,TZ,,63500,,live,,T,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,NL,TZ,,46000,,stems,,T,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,NO,NL,,,4643,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,NP,NL,,,10,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,OM,NL,,,125,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,QA,NL,,,31,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,RS,NL,,,686,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,SA,NL,,,1278,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,SG,NL,,,85,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,SR,NL,,,4,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,TR,NL,,,11624,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,UA,NL,,,854,live,,,A
2020,II,Aloe arborescens,,Liliales,Liliaceae,Aloe,UA,PL,,,812,extract,kg,T,A
2020,II,Aloe archeri,,Liliales,Liliaceae,Aloe,MD,NL,,,16,live,,,A
2020,II,Aloe argenticauda,,Liliales,Liliaceae,Aloe,AE,NL,,,74,live,,,A
2020,II,Aloe argenticauda,,Liliales,Liliaceae,Aloe,BY,NL,,,2,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,AE,NL,,,6776,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,AL,NL,,,28,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,AM,NL,,,2,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,AW,NL,,,115,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,AZ,NL,,,4,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,BA,NL,,,935,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,BB,NL,,,91,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,BE,CN,,483100,,live,,T,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,BH,NL,,,399,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,BQ,NL,,,41,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,BY,NL,,,92,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,CH,BE,,,45,live,Number of specimens,T,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,CH,NL,,,17658,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,CW,NL,,,53,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,DE,CN,,30,,live,,T,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,DO,NL,,,184,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,FO,NL,,,39,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,GE,NL,,,124,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,GF,NL,,,27,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,GH,NL,,,102,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,HK,NL,,,102,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,IL,NL,,,5019,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,IQ,NL,,,610,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,IS,NL,,,240,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,JO,NL,,,1314,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,KE,NL,,,20032,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,KG,NL,,,8,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,KW,NL,,,1500,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,KZ,NL,,,6,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,LB,NL,,,52,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,MA,NL,,,80,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,MD,NL,,,652,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,ME,NL,,,581,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,MG,NL,,,24,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,MK,NL,,,578,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,MV,NL,,,286,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,NL,KE,,95000,,stems,,T,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,NL,ZW,,133125,,stems,,T,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,NO,NL,,,22302,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,OM,NL,,,882,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,QA,NL,,,739,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,RS,NL,,,1303,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,SA,NL,,,180,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,SG,NL,,,20,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,SR,NL,,,64,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,TH,NL,,,48,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,TM,NL,,,78,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,TR,NL,,,898,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,UA,NL,,,2584,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,US,TR,DK,,460,live,,T,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,UZ,NL,,,20,live,,,A
2020,II,Aloe aristata,,Liliales,Liliaceae,Aloe,VC,NL,,,10,live,,,A
2020,II,Aloe babatiensis,,Liliales,Liliaceae,Aloe,AE,NL,,,74,live,,,A
2020,II,Aloe ballii,,Liliales,Liliaceae,Aloe,UA,NL,,,5,live,,,A
2020,II,Aloe ballyi,,Liliales,Liliaceae,Aloe,AE,NL,,,40,live,,,A
2020,II,Aloe barberae,,Liliales,Liliaceae,Aloe,AE,NL,,,30,live,,,A
2020,II,Aloe barberae,,Liliales,Liliaceae,Aloe,IQ,NL,,,10,live,,,A
2020,II,Aloe bella,,Liliales,Liliaceae,Aloe,AE,NL,,,30,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,AE,NL,,,135,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,AM,NL,,,4,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,AW,NL,,,38,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,BA,NL,,,19,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,BB,NL,,,56,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,BH,NL,,,95,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,BQ,NL,,,2,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,BY,NL,,,10,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,CA,TR,DK,,4900,live,,T,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,CH,NL,,,1388,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,CW,NL,,,18,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,CY,NL,,,200,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,DK,TR,DK,,53639,live,,T,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,DK,TR,,50000,,live,,T,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,DO,NL,,,27,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,FO,NL,,,2,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,GH,NL,,,45,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,HK,NL,,,54,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,IL,NL,,,1081,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,JO,NL,,,195,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,KV,NL,,,40,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,KW,NL,,,311,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,MD,NL,,,68,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,ME,NL,,,15,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,MG,NL,,,24,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,MK,NL,,,165,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,MV,NL,,,44,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,NO,NL,,,236,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,NP,NL,,,5,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,OM,NL,,,186,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,QA,NL,,,44,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,RS,NL,,,190,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,SA,NL,,,29,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,SG,NL,,,43,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,SR,NL,,,39,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,TR,NL,,,2372,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,UA,NL,,,128,live,,,A
2020,II,Aloe brevifolia,,Liliales,Liliaceae,Aloe,US,TR,DK,,10060,live,,T,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,AE,NL,,,7080,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,BH,NL,,,25,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,CA,TR,NL,,640,live,,T,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,CH,NL,,,572,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,DK,TR,DK,,126,live,,T,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,DK,TR,NL,,1000,live,,T,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,GE,NL,,,8,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,IL,NL,,,604,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,JO,NL,,,40,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,KW,NL,,,6,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,MK,NL,,,18,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,NL,TR,NL,,500,live,,T,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,NO,NL,,,4,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,SA,NL,,,4,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,SG,NL,,,20,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,TR,NL,,,526,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,UA,NL,,,182,live,,,A
2020,II,Aloe broomii,,Liliales,Liliaceae,Aloe,US,TR,NL,,660,live,,T,A
2020,II,Aloe buhrii,,Liliales,Liliaceae,Aloe,AE,NL,,,10,live,,,A
2020,II,Aloe bulbillifera,,Liliales,Liliaceae,Aloe,AE,NL,,,30,live,,,A
2020,II,Aloe bussei,,Liliales,Liliaceae,Aloe,AE,NL,,,20,live,,,A
2020,II,Aloe cameronii,,Liliales,Liliaceae,Aloe,CH,NL,,,24,live,,,A
2020,II,Aloe canis,,Liliales,Liliaceae,Aloe,AE,NL,,,20,live,,,A
2020,II,Aloe capmanambatoensis,,Liliales,Liliaceae,Aloe,JP,CZ,,,40,live,,T,A
2020,II,Aloe chabaudii,,Liliales,Liliaceae,Aloe,JP,CZ,,,10,live,,T,A
2020,II,Aloe christianii,,Liliales,Liliaceae,Aloe,CH,NL,,,55,live,,,A
2020,II,Aloe ciliaris,,Liliales,Liliaceae,Aloe,BY,NL,,,20,live,,,A
2020,II,Aloe ciliaris,,Liliales,Liliaceae,Aloe,CH,NL,,,51,live,,,A
2020,II,Aloe collina,,Liliales,Liliaceae,Aloe,AE,NL,,,66,live,,,A
2020,II,Aloe comosa,,Liliales,Liliaceae,Aloe,AE,NL,,,975,live,,,A
2020,II,Aloe comosa,,Liliales,Liliaceae,Aloe,BY,NL,,,53,live,,,A
2020,II,Aloe comosa,,Liliales,Liliaceae,Aloe,CH,NL,,,220,live,,,A
2020,II,Aloe comosa,,Liliales,Liliaceae,Aloe,KZ,NL,,,10,live,,,A
2020,II,Aloe comosa,,Liliales,Liliaceae,Aloe,OM,NL,,,16,live,,,A
2020,II,Aloe congdonii,,Liliales,Liliaceae,Aloe,AE,NL,,,50,live,,,A
2020,II,Aloe congdonii,,Liliales,Liliaceae,Aloe,BY,NL,,,3,live,,,A
2020,II,Aloe congdonii,,Liliales,Liliaceae,Aloe,JP,CZ,,,10,live,,T,A
2020,II,Aloe conifera,,Liliales,Liliaceae,Aloe,RS,NL,,,60,live,,,A
2020,II,Aloe conifera,,Liliales,Liliaceae,Aloe,UA,NL,,,24,live,,,A
2020,II,Aloe corallina,,Liliales,Liliaceae,Aloe,AE,NL,,,10,live,,,A
2020,II,Aloe corallina,,Liliales,Liliaceae,Aloe,MD,NL,,,16,live,,,A
2020,II,Aloe craibii,,Liliales,Liliaceae,Aloe,CH,NL,,,2,live,,,A
2020,II,Aloe crassipes,,Liliales,Liliaceae,Aloe,CH,NL,,,26,live,,,A
2020,II,Aloe dawei,,Liliales,Liliaceae,Aloe,MK,NL,,,75,live,,,A
2020,II,Aloe deltoideodonta,,Liliales,Liliaceae,Aloe,CH,NL,,,240,live,,,A
2020,II,Aloe deltoideodonta,,Liliales,Liliaceae,Aloe,DK,GT,,4500,,live,,T,A
2020,II,Aloe deltoideodonta,,Liliales,Liliaceae,Aloe,NL,GT,US,2420,,live,,T,A
2020,II,Aloe deltoideodonta,,Liliales,Liliaceae,Aloe,TH,CZ,,,11,live,,T,A
2020,II,Aloe dichotoma,,Liliales,Liliaceae,Aloe,CH,NL,,,5,live,,,A
2020,II,Aloe dichotoma,,Liliales,Liliaceae,Aloe,JP,NL,,,2,live,,,A
2020,II,Aloe dichotoma,,Liliales,Liliaceae,Aloe,MA,NL,,,1096,live,,,A
2020,II,Aloe dichotoma,,Liliales,Liliaceae,Aloe,TH,CZ,,,50,live,,T,A
2020,II,Aloe distans,,Liliales,Liliaceae,Aloe,BA,NL,,,173,live,,,A
2020,II,Aloe distans,,Liliales,Liliaceae,Aloe,BY,NL,,,2,live,,,A
2020,II,Aloe distans,,Liliales,Liliaceae,Aloe,RS,NL,,,30,live,,,A
2020,II,Aloe dorotheae,,Liliales,Liliaceae,Aloe,NL,GT,US,10020,,live,,T,A
2020,II,Aloe dorotheae,,Liliales,Liliaceae,Aloe,US,NL,,,100,live,,,A
2020,II,Aloe elata,,Liliales,Liliaceae,Aloe,JP,CZ,,,1,live,,T,A
2020,II,Aloe excelsa,,Liliales,Liliaceae,Aloe,UA,NL,,,16,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AE,NL,,,977,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AR,DE,ZA,,2517.500,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AR,DE,ZA,,208.3,powder,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AR,DE,ZA,,575,wax,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AR,IT,ZA,,8715.82,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AT,CH,ZA,10,,extract,g,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AU,DE,ZA,,120,powder,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AU,GB,ZA,,156.2,cosmetics,g,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AU,GB,ZA,,0.2982,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,AU,GB,ZA,,0.213,oil,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,BB,NL,,,20,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,BE,CH,ZA,0.00151,,cosmetics,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,BE,CH,ZA,0.1,,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,BE,ZA,,11200,,extract,l,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,BG,US,ZA,562595.4,,medicine,g,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,BH,NL,,,13,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,BR,IT,ZA,,2900,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,BY,NL,,,101,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CA,DE,ZA,,210,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CA,GB,ZA,,781,cosmetics,g,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CA,GB,ZA,,3.2305,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CA,GB,ZA,,2.404,oil,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CH,DE,ZA,,0.001,extract,g,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CH,DE,ZA,,210,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CH,DE,ZA,,100,powder,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CH,IT,ZA,,1500,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,CH,NL,,,2965,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,CH,ZA,1600,,extract,l,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,683.50,,cosmetics,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,865,,cosmetics,l,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,44,,cosmetics,,P,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,320,,cosmetics,,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,76039.38,,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,3875,,extract,l,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,54,,leaves,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,265,,powder,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,DE,ZA,,5700,,wax,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,ES,ZA,,6500,,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,FO,NL,,,40,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,GE,NL,,,108,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,GF,NL,,,4,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,GH,DE,ZA,,14.37,extract,g,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,GH,DE,ZA,,501.482,powder,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,GH,NL,,,23,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,GT,DE,ZA,,100,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,HK,NL,,,8,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,HN,DE,ZA,,49,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,IL,DE,ZA,,10,powder,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,IL,NL,,,212,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,IQ,NL,,,670,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,IS,NL,,,168,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,IT,CH,ZA,600,,extract,l,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,IT,ZA,,36000,,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,JP,DE,ZA,,2001.813,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,JP,DE,ZA,,1000,wax,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,JP,GB,ZA,,710,cosmetics,g,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,JP,GB,ZA,,21.195,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,JP,GB,ZA,,1.207,oil,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,JP,GB,ZA,,13.5,powder,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,JP,NL,,,2,live,,,A
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,KR,DE,ZA,,8568.416,extract,kg,T,W
2020,II,Aloe ferox,,Liliales,Liliaceae,Aloe,KV,NL,,,40,live,,,A
