"DATE","COUNTRY","DAILY_CONFIRMED","MA"
"2020-03-15","Denmark",6.733189427235198,20.668178534883136
"2020-03-16","Denmark",10.013461199477987,20.742169627490117
"2020-03-17","Denmark",15.883421212965082,18.769073824637314
"2020-03-18","Denmark",15.710775330215462,16.574004743963567
"2020-03-19","Denmark",18.81840121970863,14.995528101681323
"2020-03-20","Denmark",19.33633886795749,13.145750786506818
"2020-03-21","Denmark",14.329608268218498,14.403599360825481
"2020-03-22","Denmark",16.228712978464323,15.760102725286785
"2020-03-23","Denmark",10.013461199477987,15.760102725286785
"2020-03-24","Denmark",25.20629888144459,17.091942392212427
"2020-03-25","Denmark",24.861007115945345,18.39911836160241
"2020-03-26","Denmark",27.795987122688896,19.681630633456734
"2020-03-27","Denmark",30.558321246682823,21.28477097327464
"2020-03-28","Denmark",28.659216536436997,23.331857868734424
"2020-03-29","Denmark",34.183884784424855,25.89688241244307
"2020-03-30","Denmark",32.975363605177506,29.177154184685858
"2020-03-31","Denmark",49.03143070089221,32.58074444460695
"2020-04-01","Denmark",43.334116570154734,35.219760080922576
"2020-04-02","Denmark",48.85878481814259,38.2287311802731
"2020-04-03","Denmark",64.39691426560843,43.062815897262475
"2020-04-04","Denmark",55.76462012812741,46.93501641036111
"2020-04-05","Denmark",50.41259776288918,49.25340397871315
"2020-04-06","Denmark",54.21080718338082,52.28703877559934
"2020-04-07","Denmark",67.5045401551016,54.92605441191497
"2020-04-08","Denmark",57.14578719012437,56.89915021476777
"2020-04-09","Denmark",40.22649068066157,55.66596533798477
"2020-04-10","Denmark",31.766842425930164,51.00452650374502
"2020-04-11","Denmark",30.558321246682823,47.40362666353865
"2020-04-12","Denmark",30.730967129432443,44.591965144473406
"2020-04-13","Denmark",24.861007115945345,40.3991365634112
"2020-04-14","Denmark",33.32065537067675,35.51572445135051
"2020-01-22","France",,
"2020-01-23","France",0,
"2020-01-24","France",0.03064030015728279,
"2020-01-25","France",0.015320150078641395,
"2020-01-26","France",0,
"2020-01-27","France",0,
"2020-01-28","France",0.015320150078641395,
"2020-01-29","France",0.015320150078641395,0.01094296434188671
"2020-01-30","France",0,0.01094296434188671
"2020-01-31","France",0,0.006565778605132026
"2020-02-01","France",0.015320150078641395,0.006565778605132026
"2020-02-02","France",0,0.006565778605132026
"2020-02-03","France",0,0.006565778605132026
"2020-02-04","France",0,0.004377185736754684
"2020-02-05","France",0,0.002188592868377342
"2020-02-06","France",0,0.002188592868377342
"2020-02-07","France",0,0.002188592868377342
"2020-02-08","France",0.07660075039320698,0.01094296434188671
"2020-02-09","France",0,0.01094296434188671
"2020-02-10","France",0,0.01094296434188671
"2020-02-11","France",0,0.01094296434188671
"2020-02-12","France",0,0.01094296434188671
"2020-02-13","France",0,0.01094296434188671
"2020-02-14","France",0,0.01094296434188671
"2020-02-15","France",0.015320150078641395,0.002188592868377342
"2020-02-16","France",0,0.002188592868377342
"2020-02-17","France",0,0.002188592868377342
"2020-02-18","France",0,0.002188592868377342
"2020-02-19","France",0,0.002188592868377342
"2020-02-20","France",0,0.002188592868377342
"2020-02-21","France",0,0.002188592868377342
"2020-02-22","France",0,0
"2020-02-23","France",0,0
"2020-02-24","France",0,0
"2020-02-25","France",0.03064030015728279,0.004377185736754684
"2020-02-26","France",0.06128060031456558,0.013131557210264051
"2020-02-27","France",0.3064030015728279,0.056903414577810896
"2020-02-28","France",0.2910828514941865,0.09848667907698039
"2020-02-29","France",0.65876645338158,0.1925961724172061
"2020-03-01","France",0.45960450235924183,0.2582539584685264
"2020-03-02","France",0.9345291547971251,0.39175812343954425
"2020-03-03","France",0.19916195102233814,0.41583264499169503
"2020-03-04","France",1.2868926066058772,0.5909200744618824
"2020-03-05","France",1.4094538072350085,0.7484987609850511
"2020-03-06","France",4.228361421705025,1.310967128158028
"2020-03-07","France",4.642005473828343,1.880001273936137
"2020-03-08","France",2.7116665639195268,2.201724425587606
"2020-03-09","France",1.2715724565272357,2.2498734686919075
"2020-03-10","France",8.809086295218803,3.4798626607199736
"2020-03-11","France",7.644754889242056,4.38812870109657
"2020-03-12","France",0,4.186778157205855
"2020-03-13","France",21.264368309154257,6.62049342684146
"2020-03-14","France",12.485922314092736,7.741052975450659
"2020-03-15","France",0.5515254028310902,7.432461381009453
"2020-03-16","France",32.95364281915764,11.958471432813798
"2020-03-17","France",15.81039488115792,12.958658373662244
"2020-03-18","France",21.586091460805726,14.950277883885626
"2020-03-19","France",28.280997045172015,18.9904203189102
"2020-03-20","France",27.392428340610813,19.865857466261136
"2020-03-21","France",26.12085588408358,21.81370511911697
"2020-03-22","France",27.269867139981685,25.630611081567057
"2020-03-23","France",59.44218230512861,29.41468815099148
"2020-03-24","France",38.285055046524846,32.62535388890104
"2020-03-25","France",45.62340693419407,36.05925609938509
"2020-03-26","France",60.52991296071215,40.66624408731939
"2020-03-27","France",58.997897952848014,45.18131117478185
"2020-03-28","France",72.05066581985048,51.74271259417712
"2020-03-29","France",39.87835065470355,53.543924524851676
"2020-03-30","France",68.3585096508979,54.817685574247285
"2020-03-31","France",117.30638915215717,66.10644758933762
"2020-04-01","France",75.40577868707295,70.36107212546318
"2020-04-02","France",33.39792717143824,66.4850741555669
"2020-04-03","France",80.78315136467607,69.59725321439949
"2020-04-04","France",65.84600503800071,68.71087310270666
"2020-04-05","France",29.29212695036235,67.19855543065792
"2020-04-06","France",60.22350995913933,66.03641261754956
"2020-04-07","France",58.52297330041013,57.6387817815857
"2020-04-08","France",59.656664406229595,55.38890831289379
"2020-04-09","France",66.01452668886577,60.04842252966915
"2020-04-10","France",66.97969614382018,58.07650035526117
"2020-04-11","France",47.87546899575436,55.50928092065455
"2020-04-12","France",411.33070946144284,110.08622127938034
"2020-04-13","France",56.40879258955762,109.54126165515439
"2020-04-14","France",76.15646604092638,112.06033204665671
"2020-01-22","Germany",,
"2020-01-23","Germany",0,
"2020-01-24","Germany",0,
"2020-01-25","Germany",0,
"2020-01-26","Germany",0,
"2020-01-27","Germany",0.011935460904830872,
"2020-01-28","Germany",0.035806382714492616,
"2020-01-29","Germany",0,0.00682026337418907
"2020-01-30","Germany",0,0.00682026337418907
"2020-01-31","Germany",0.011935460904830872,0.008525329217736338
"2020-02-01","Germany",0.035806382714492616,0.01364052674837814
"2020-02-02","Germany",0.023870921809661744,0.017050658435472675
"2020-02-03","Germany",0.023870921809661744,0.018755724279019944
"2020-02-04","Germany",0,0.01364052674837814
"2020-02-05","Germany",0,0.01364052674837814
"2020-02-06","Germany",0,0.01364052674837814
"2020-02-07","Germany",0.011935460904830872,0.01364052674837814
"2020-02-08","Germany",0,0.008525329217736338
"2020-02-09","Germany",0.011935460904830872,0.00682026337418907
"2020-02-10","Germany",0,0.0034101316870945356
"2020-02-11","Germany",0.023870921809661744,0.00682026337418907
"2020-02-12","Germany",0,0.00682026337418907
"2020-02-13","Germany",0,0.00682026337418907
"2020-02-14","Germany",0,0.005115197530641803
"2020-02-15","Germany",0,0.005115197530641803
"2020-02-16","Germany",0,0.003410131687094536
"2020-02-17","Germany",0,0.003410131687094536
"2020-02-18","Germany",0,0.0000000000000000013010426069826053
"2020-02-19","Germany",0,0.0000000000000000013010426069826053
"2020-02-20","Germany",0,0.0000000000000000013010426069826053
"2020-02-21","Germany",0,0.0000000000000000013010426069826053
"2020-02-22","Germany",0,0.0000000000000000013010426069826053
"2020-02-23","Germany",0,0.0000000000000000013010426069826053
"2020-02-24","Germany",0,0.0000000000000000013010426069826053
"2020-02-25","Germany",0.011935460904830872,0.0017050658435472687
"2020-02-26","Germany",0.11935460904830872,0.01875572427901994
"2020-02-27","Germany",0.22677375719178655,0.05115197530641802
"2020-02-28","Germany",0.023870921809661744,0.054562106993512556
"2020-02-29","Germany",0.369999288049757,0.10741914814347783
"2020-03-01","Germany",0.6087085061463744,0.19437750616438845
"2020-03-02","Germany",0.3461283662400953,0.2438244156272592
"2020-03-03","Germany",0.4416120534787422,0.3052067859949608
"2020-03-04","Germany",0.7877404197188376,0.4006904732336078
"2020-03-05","Germany",2.6258013990627918,0.7434087077866085
"2020-03-06","Germany",2.243866650108204,1.0605509546864003
"2020-03-07","Germany",1.5396744567231824,1.2276474073540324
"2020-03-08","Germany",2.87644607806424,1.5516099176280131
"2020-03-09","Germany",1.6232226830569985,1.7340519628875708
"2020-03-10","Germany",3.353864514257475,2.150088028713104
"2020-03-11","Germany",5.382892868078723,2.806538378478802
"2020-03-12","Germany",2.029028353821248,2.7212850863014384
"2020-03-13","Germany",19.060931065014902,5.123722859859538
"2020-03-14","Germany",10.861269423396093,6.455379283669954
"2020-03-15","Germany",14.441907694845355,8.107588086067256
"2020-03-16","Germany",17.628675756435197,10.394081382264142
"2020-03-17","Germany",23.69188989608928,13.299513579668686
"2020-03-18","Germany",36.64186497783078,17.76508102391898
"2020-03-19","Germany",35.722834488158796,22.578481900252918
"2020-03-20","Germany",54.043766977074185,27.57602988768996
"2020-03-21","Germany",28.22736503992501,30.056900690051233
"2020-03-22","Germany",31.748326006850117,32.52924616319477
"2020-03-23","Germany",49.926032964907535,37.14315433583367
"2020-03-24","Germany",46.906361355985325,40.45950740153311
"2020-03-25","Germany",51.76409394425149,42.619825825307494
"2020-03-26","Germany",78.95307388545622,48.7955743106357
"2020-03-27","Germany",82.74855045319244,52.89625766436688
"2020-03-28","Germany",81.44758521456586,60.49914626074414
"2020-03-29","Germany",52.51602798125583,63.46596082851639
"2020-03-30","Germany",57.17085773413987,64.50093579554958
"2020-03-31","Germany",58.75827403448238,66.19406617819202
"2020-04-01","Germany",72.37663492689441,69.13871488999814
"2020-04-02","Germany",82.6172603832393,69.66217010396716
"2020-04-03","Germany",75.9692086592485,68.6936927048323
"2020-04-04","Germany",58.87762864353069,65.46941319468442
"2020-04-05","Germany",48.111842907373244,64.84024389841548
"2020-04-06","Germany",38.80218340160516,62.21614756519624
"2020-04-07","Germany",51.191191820819604,61.13513582038727
"2020-04-08","Germany",67.2324512769123,60.400252441818395
"2020-04-09","Germany",58.304726520098804,56.92703331851261
"2020-04-10","Germany",47.622489010275174,52.87750194008785
"2020-04-11","Germany",32.667356496522096,49.133177347658055
"2020-04-12","Germany",35.161867825631745,47.28318090740927
"2020-04-13","Germany",26.472852286914872,45.52184789102494
"2020-04-14","Germany",15.360938184517332,40.40324022869604
"2020-01-22","Iceland",,
"2020-01-23","Iceland",0,
"2020-01-24","Iceland",0,
"2020-01-25","Iceland",0,
"2020-01-26","Iceland",0,
"2020-01-27","Iceland",0,
"2020-01-28","Iceland",0,
"2020-01-29","Iceland",0,0
"2020-01-30","Iceland",0,0
"2020-01-31","Iceland",0,0
"2020-02-01","Iceland",0,0
"2020-02-02","Iceland",0,0
"2020-02-03","Iceland",0,0
"2020-02-04","Iceland",0,0
"2020-02-05","Iceland",0,0
"2020-02-06","Iceland",0,0
"2020-02-07","Iceland",0,0
"2020-02-08","Iceland",0,0
"2020-02-09","Iceland",0,0
"2020-02-10","Iceland",0,0
"2020-02-11","Iceland",0,0
"2020-02-12","Iceland",0,0
"2020-02-13","Iceland",0,0
"2020-02-14","Iceland",0,0
"2020-02-15","Iceland",0,0
"2020-02-16","Iceland",0,0
"2020-02-17","Iceland",0,0
"2020-02-18","Iceland",0,0
"2020-02-19","Iceland",0,0
"2020-02-20","Iceland",0,0
"2020-02-21","Iceland",0,0
"2020-02-22","Iceland",0,0
"2020-02-23","Iceland",0,0
"2020-02-24","Iceland",0,0
"2020-02-25","Iceland",0,0
"2020-02-26","Iceland",0,0
"2020-02-27","Iceland",0,0
"2020-02-28","Iceland",2.93040293040293,0.41862899005756143
"2020-02-29","Iceland",0,0.41862899005756143
"2020-03-01","Iceland",5.86080586080586,1.2558869701726842
"2020-03-02","Iceland",8.791208791208792,2.5117739403453685
"2020-03-03","Iceland",14.652014652014651,4.604918890633176
"2020-03-04","Iceland",43.956043956043956,10.884353741496597
"2020-03-05","Iceland",23.44322344322344,14.233385661957088
"2020-03-06","Iceland",26.373626373626372,17.58241758241758
"2020-03-07","Iceland",20.512820512820515,20.51282051282051
"2020-03-08","Iceland",0,19.67556253270539
"2020-03-09","Iceland",23.44322344322344,21.768707482993197
"2020-03-10","Iceland",32.234432234432234,24.280481423338564
"2020-03-11","Iceland",46.88644688644688,24.699110413396124
"2020-03-12","Iceland",52.747252747252745,28.885400313971736
"2020-03-13","Iceland",90.84249084249085,38.09523809523809
"2020-03-14","Iceland",64.46886446886447,44.37467294610151
"2020-03-15","Iceland",43.956043956043956,50.65410779696494
"2020-03-16","Iceland",26.373626373626372,51.0727367870225
"2020-03-17","Iceland",117.21611721611721,63.212977498691785
"2020-03-18","Iceland",87.91208791208791,69.07378335949764
"2020-03-19","Iceland",234.43223443223442,95.02878074306645
"2020-03-20","Iceland",231.5018315018315,115.1229722658294
"2020-03-21","Iceland",187.54578754578753,132.705389848247
"2020-03-22","Iceland",278.38827838827837,166.1957090528519
"2020-03-23","Iceland",58.608058608058606,170.80062794348507
"2020-03-24","Iceland",175.82417582417582,179.1732077446363
"2020-03-25","Iceland",260.8058608058608,203.8723181580324
"2020-03-26","Iceland",190.47619047619048,197.592883307169
"2020-03-27","Iceland",257.87545787545787,201.36054421768705
"2020-03-28","Iceland",213.91941391941393,205.1282051282051
"2020-03-29","Iceland",167.03296703296704,189.22030350601779
"2020-03-30","Iceland",193.4065934065934,208.47723704866561
"2020-03-31","Iceland",143.5897435897436,203.87231815803244
"2020-04-01","Iceland",249.08424908424908,202.1978021978022
"2020-04-02","Iceland",290.1098901098901,216.4311878597593
"2020-04-03","Iceland",131.86813186813188,198.43014128728416
"2020-04-04","Iceland",155.3113553113553,190.05756148613293
"2020-04-05","Iceland",202.1978021978022,195.08110936682365
"2020-04-06","Iceland",222.71062271062272,199.26739926739927
"2020-04-07","Iceland",70.32967032967034,188.80167451596023
"2020-04-08","Iceland",87.91208791208791,165.77708006279434
"2020-04-09","Iceland",93.77289377289377,137.72893772893772
"2020-04-10","Iceland",79.12087912087912,130.1936159079016
"2020-04-11","Iceland",41.02564102564103,113.86708529565671
"2020-04-12","Iceland",35.16483516483517,90.0052328623757
"2020-04-13","Iceland",29.304029304029303,62.37571951857665
"2020-04-14","Iceland",26.373626373626372,56.09628466771323
"2020-01-22","Italy",,
"2020-01-23","Italy",0,
"2020-01-24","Italy",0,
"2020-01-25","Italy",0,
"2020-01-26","Italy",0,
"2020-01-27","Italy",0,
"2020-01-28","Italy",0,
"2020-01-29","Italy",0,0
"2020-01-30","Italy",0,0
"2020-01-31","Italy",0.0330787219996061,0.004725531714229442
"2020-02-01","Italy",0,0.004725531714229442
"2020-02-02","Italy",0,0.004725531714229442
"2020-02-03","Italy",0,0.004725531714229442
"2020-02-04","Italy",0,0.004725531714229442
"2020-02-05","Italy",0,0.004725531714229442
"2020-02-06","Italy",0,0.004725531714229442
"2020-02-07","Italy",0.01653936099980305,0.002362765857114721
"2020-02-08","Italy",0,0.002362765857114721
"2020-02-09","Italy",0,0.002362765857114721
"2020-02-10","Italy",0,0.002362765857114721
"2020-02-11","Italy",0,0.002362765857114721
"2020-02-12","Italy",0,0.002362765857114721
"2020-02-13","Italy",0,0.002362765857114721
"2020-02-14","Italy",0,0
"2020-02-15","Italy",0,0
"2020-02-16","Italy",0,0
"2020-02-17","Italy",0,0
"2020-02-18","Italy",0,0
"2020-02-19","Italy",0,0
"2020-02-20","Italy",0,0
"2020-02-21","Italy",0.2811691369966518,0.04016701957095026
"2020-02-22","Italy",0.694653161991728,0.13940318556976855
"2020-02-23","Italy",1.5381605729816834,0.3591404102814376
"2020-02-24","Italy",1.2239127139854256,0.533985083707927
"2020-02-25","Italy",1.5381605729816834,0.753722308419596
"2020-02-26","Italy",2.166656290974199,1.0632446357016243
"2020-02-27","Italy",3.3409509219602156,1.540523338838798
"2020-02-28","Italy",3.8536711129541104,2.0508807639755777
"2020-02-29","Italy",3.9694466399527317,2.5187084036842924
"2020-03-01","Italy",9.361278325888525,3.6362966540995556
"2020-03-02","Italy",5.6564614619326425,4.2695179038063005
"2020-03-03","Italy",7.707342225908221,5.150829568510091
"2020-03-04","Italy",9.70860490688439,6.228250799354404
"2020-03-05","Italy",12.718768608848544,7.567939040338451
"2020-03-06","Italy",12.867622857846772,8.855646432465974
"2020-03-07","Italy",20.6245831667544,11.234951650580498
"2020-03-08","Italy",24.676726611706147,13.42287283426873
"2020-03-09","Italy",29.721231716646077,16.860697156370648
"2020-03-10","Italy",16.158955696807578,18.06807050935627
"2020-03-11","Italy",38.25554199254445,22.14620437873628
"2020-03-12","Italy",43.84584601047788,26.592929721826184
"2020-03-13","Italy",42.12575246649836,30.772662523062124
"2020-03-14","Italy",57.83814541631126,36.08888570157025
"2020-03-15","Italy",59.376305989292945,41.04596846979693
"2020-03-16","Italy",53.47175411236326,44.43890024061367
"2020-03-17","Italy",58.317786885305544,50.4615904103991
"2020-03-18","Italy",69.58109172617142,54.93666894377438
"2020-03-19","Italy",88.02247924095182,61.2476165481278
"2020-03-20","Italy",99.00461494482104,69.37316833074533
"2020-03-21","Italy",108.44859007570858,76.60323185351638
"2020-03-22","Italy",91.95884715890494,81.25788059203238
"2020-03-23","Italy",79.2069998280568,84.93434426570289
"2020-03-24","Italy",86.8151058879662,89.00538983751156
"2020-03-25","Italy",86.17007080897388,91.37524399219762
"2020-03-26","Italy",102.59365628177831,93.4568407123157
"2020-03-27","Italy",97.73108414783621,93.27490774131786
"2020-03-28","Italy",98.80614261282341,91.89741524661999
"2020-03-29","Italy",86.28584633597251,91.08698655762964
"2020-03-30","Italy",66.98441204920235,89.34090258922187
"2020-03-31","Italy",67.03403013220175,86.51503462411266
