assessmentId,internalTaxonId,scientificName,redlistCategory,yearPublished,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
4821485,155676,Heleobia spinellii,Extinct,2010,"This species is endemic to Italy, where it was originally recorded from a single site in the alpine region. Currently it is considered Extinct as it has not been recorded since 1850 despite survey efforts in the region over the last 30 years. It is listed on the Italian Red List as Extinct (CK Map 5.3.8, Manganelli <span style=""font-style: italic;"">et al.</span> 2000).",This freshwater mollusc was originally recorded as living in standing marsh water (CK Map 5.3.8).,"The species is considered Extinct as it hasn't been found again since 1850. The causes of its extinction are uncertain, but the habitat has probably been lost.",This species was restricted to a small area and has not been recorded since 1850.,Unknown,This species is endemic to Italy. Specifically it was found within the alpine region of Lombardy between Lake Garda and Lake Idro. It has not been recorded since 1850 and hence is considered to be Extinct.,,Freshwater (=Inland waters),&#160;No specific conservation measures are known. This species is assessed as Extinct in the Italian Red List (CK Map 5.3.8).,Palearctic,1850,FALSE,FALSE,"Global, Europe & Mediterranean"
4831171,155726,Islamia ateni,Extinct,2011,"This species is known from only a single thermal spring in Lerida Spain that is used by people as a public bath. The actual site has been altered by road construction, and frequent surveys in the 1990s failed to find any specimens, so according to the Spanish Red List (e.g., Verdú and Galante 2009) it has been classified as Extinct (EX).&#160; <br/><br/>This species has also been assessed at the regional level:<br/>European regional assessment: Extinct (EX)<br/>EU27 regional assessment: Extinct (EX)<br/>Mediterranean regional assessment: Extinct (EX).","This species occurred in springs: <span id=""result_box"" class="""" lang=""en""><span title=""Click for alternate translations"" class=""hps"">hot spring where <span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations"">Boeters<span title=""Click for alternate translations""> (1969<span title=""Click for alternate translations"">)<span title=""Click for alternate translations"" class=""hps""> described the species as <span title=""Click for alternate translations"" class=""hps atn"">living ""<span title=""Click for alternate translations"">on <span title=""Click for alternate translations"" class=""hps"">a wall <span title=""Click for alternate translations"" class=""hps"">... <span title=""Click for alternate translations"" class=""hps"">flowing <span title=""Click for alternate translations"" class=""hps"">hot water <span title=""Click for alternate translations"" class=""hps"">smells <span title=""Click for alternate translations"" class=""hps"">of sulphur"".</span></span></span></span></span></span></span>","<span id=""result_box"" class="""" lang=""en""><span title=""Click for alternate translations"" class=""hps"">This <span title=""Click for alternate translations"" class=""hps"">spa <span title=""Click for alternate translations"" class=""hps"">has <span title=""Click for alternate translations"" class=""hps"">been <span title=""Click for alternate translations"" class=""hps"">profoundly <span title=""Click for alternate translations"" class=""hps"">altered<span title=""Click for alternate translations"" class=""atn""> due to<span title=""Click for alternate translations"" class=""hps""> the <span title=""Click for alternate translations"" class=""hps"">construction of <span title=""Click for alternate translations"" class=""hps"">a road as well as future possible changes to the habitat through site management for tourism and water use.<span title=""Click for alternate translations""></span></span></span></span></span></span>","In spite of several surveys over the last decade, no specimens have been found. So this species is only known from the original description in 1969. As the species has not been found and the habitat has been altered, <span id=""result_box"" class="""" lang=""en""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span class="""" title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps"">Arconada<span style=""font-style: italic;""> et al.</span> (in Verdu and <span id=""result_box"" class="""" lang=""en""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span class="""" title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps"">Galante<span id=""result_box"" class="""" lang=""en""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span class="""" title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""> 2006 p. 323) <span title=""Click for alternate translations"">consider the species to be extinct.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>",,"This species was only known from Balneario de San Vicente, Lerida (northeastern Spain). <span id=""result_box"" class="""" lang=""en""><span title=""Click for alternate translations"" class=""hps"">The <span title=""Click for alternate translations"" class=""hps"">Spa <span title=""Click for alternate translations"" class=""hps"">of <span title=""Click for alternate translations"" class=""hps"">San <span title=""Click for alternate translations"" class=""hps"">Vicente <span title=""Click for alternate translations"" class=""hps"">was built <span title=""Click for alternate translations"" class=""hps"">near <span title=""Click for alternate translations"" class=""hps"">a hot spring, and <span title=""Click for alternate translations"" class=""hps"">in <span title=""Click for alternate translations"" class=""hps"">the <span title=""Click for alternate translations"" class=""hps"">origi<span title=""Click for alternate translations"" class=""atn""><span class="""" title=""Click for alternate translations"">nal <span title=""Click for alternate translations"" class=""hps"">description <span title=""Click for alternate translations"" class=""hps atn"">for this species (<span title=""Click for alternate translations"">Boeters<span title=""Click for alternate translations""> 1969<span title=""Click for alternate translations"">) <span title=""Click for alternate translations"" class=""hps"">the site was described as <span title=""Click for alternate translations"" class=""hps atn"">""<span title=""Click for alternate translations"">on <span title=""Click for alternate translations"" class=""hps"">a wall <span title=""Click for alternate translations"" class=""hps"">... <span title=""Click for alternate translations"" class=""hps"">flowing <span title=""Click for alternate translations"" class=""hps"">hot water <span title=""Click for alternate translations"" class=""hps"">smells <span title=""Click for alternate translations"" class=""hps"">of sulphur"". <span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps"">This <span title=""Click for alternate translations"" class=""hps"">spa <span title=""Click for alternate translations"" class=""hps"">has <span title=""Click for alternate translations"" class=""hps"">been <span title=""Click for alternate translations"" class=""hps"">profoundly <span title=""Click for alternate translations"" class=""hps"">altered<span title=""Click for alternate translations"" class=""atn""> due to<span title=""Click for alternate translations"" class=""hps""> the <span title=""Click for alternate translations"" class=""hps"">construction of <span title=""Click for alternate translations"" class=""hps"">a road<span title=""Click for alternate translations"">, <span title=""Click for alternate translations"" class=""hps"">so that in <span title=""Click for alternate translations"" class=""hps"">recent <span title=""Click for alternate translations"" class=""hps"">visits to this <span title=""Click for alternate translations"" class=""hps"">locality <span title=""Click for alternate translations"" class=""hps"">it has not been <span title=""Click for alternate translations"" class=""hps"">po<span title=""Click for alternate translations"" class=""atn"">ssible to <span title=""Click for alternate translations"">f<span title=""Click for alternate translations"" class=""hps"">ind <span title=""Click for alternate translations"" class=""hps"">this species<span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""> (Arconada<span style=""font-style: italic;""> et al,</span> in Verdu and&#160; <span id=""result_box"" class="""" lang=""en""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span class="""" title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps"">Galante<span id=""result_box"" class="""" lang=""en""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span class="""" title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""atn""><span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps"">, 2006 p. 323)<span title=""Click for alternate translations"">.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>",This species is assessed as Extinct and is therefore not utilized. It was not known to be utilized before it became extinct.,Freshwater (=Inland waters),"<span id=""result_box"" class="""" lang=""en""> This species was listed as Extinct (Verdu and Galante 2009), so the remaining measures can only be regular resurvey<span title=""Click for alternate translations"" class=""hps""> of last known<span title=""Click for alternate translations"" class=""hps""> <span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps"">locality<span title=""Click for alternate translations""><span title=""Click for alternate translations"" class=""hps""> as well <span title=""Click for alternate translations"" class=""hps"">as <span title=""Click for alternate translations"" class=""hps"">other <span title=""Click for alternate translations"" class=""hps"">sources <span title=""Click for alternate translations"" class=""hps"">and <span title=""Click for alternate translations"" class=""hps"">springs <span title=""Click for alternate translations"" class=""hps"">where <span title=""Click for alternate translations"" class=""hps"">they could <span title=""Click for alternate translations"" class=""hps"">live.<span class="""" title=""Click for alternate translations""> <span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"" class=""hps"">It is <span title=""Click for alternate translations"" class=""hps"">also necessary <span title=""Click for alternate translations"" class=""hps"">to <span title=""Click for alternate translations"" class=""hps"">inform <span title=""Click for alternate translations"" class=""hps"">the <span title=""Click for alternate translations"" class=""hps"">population <span title=""Click for alternate translations"" class=""hps"">about the importance of <span title=""Click for alternate translations"" class=""hps"">conservation <span title=""Click for alternate translations"" class=""hps"">of <span title=""Click for alternate translations"" class=""hps"">these hot springs<span title=""Click for alternate translations"" class=""hps""><span title=""Click for alternate translations"">, <span title=""Click for alternate translations"" class=""hps"">which <span title=""Click for alternate translations"" class=""hps"">are home <span title=""Click for alternate translations"" class=""hps"">to <span title=""Click for alternate translations"" class=""hps"">a diversity <span title=""Click for alternate translations"" class=""hps"">of <span title=""Click for alternate translations"" class=""hps"">freshwater species<span title=""Click for alternate translations"">.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>",Palearctic,1969,FALSE,FALSE,"Global, Europe & Mediterranean"
4881283,155997,Bythinella gibbosa,Extinct,2010,"<p>This species is listed as Extinct by Falkner <em>et al.</em> (2002). It was originally recorded from the villages around Toulouse in the 19th century, and hasn't been recorded in the last 50 years, despite surveys conducted in this region and these habitats have been lost due to encroachment of the town including the airport at Blagnac. It is considered that the species has probably been Extinct for over 50 years, and as such has been listed as Extinct, rather than Critically Endangered (Possibly Extinct), as there are considered to be no small pockets of habitat that survive.<br/></p>",This species lived in freshwater springs.,"The species was recorded from springs in the small villages adjacent to Toulouse in the 1850-1860's, however these locations are now all part of the city of Toulouse, and the sites are believed to have been lost during urbanisation.","This species is believed to be Extinct. It has not been recorded for over 50 years, despite survey efforts; possibly it became Extinct 30-50 years before that.",Unknown,"This species is endemic to France. In Falkner <em>et al. </em>(2002), the range is described as 'environs of Toulouse' in the department of Haute-Garonne.&#160;In Falkner <span style=""font-style: italic;"">et al</span>. (2002) two locations were considered valid from&#160;Moquin-Tandon, in the 1850's at Bourassol and Blagnac and a third locality from the Locard Collections at MNHN, Paris from 'St Michel s. Touch, près de Toulouse'. &#160;Much of this region is now part of the city of Toulouse, and Boeters (pers. comm. in Falker <span style=""font-style: italic;"">et al.</span>, 2002) has searched for the species in the Bourassol parts of Toulouse and considered that this species has been lost during this century.",,Freshwater (=Inland waters),The species is believed to now be Extinct.,Palearctic,before 1960,FALSE,FALSE,Global & Europe
5244836,15864,Pachystyla rufozonata,Extinct,1996,,,,,,,,Terrestrial,,Afrotropical,1869,FALSE,FALSE,Global
5247659,15867,Pacifastacus nigrescens,Extinct,2010,"<em>Pacifastacus nigrescens</em> has been assessed as Extinct. Despite targeted surveys for this species, no collections have been made in the 20th century.",<em>Pacifastacus nigrescens</em> was found in streams (NatureServe 2009).,"<em>Pacifastacus nigrescens</em> is restricted to the San Francisco Bay region of northern California, but has disappeared as a result of urbanization and interactions with introduced crayfish species such as the Signal Crayfish (<em>Pacifastacus leniusculus) </em>and <span style=""font-style: italic;"">Procambarus clarkii</span> (NatureServe 2009).","<span class=""copy"">Specific searches by Riegel (1959) and Bouchard (1977) found no extant populations. In 1980 and 1981 searches by McGriff also found no extant populations. All localities had populations of either <em>Pacifastacus leniusculus </em>or <em>Procambarus clarkii</em> (both implicated in the extinction of this species) and the habitat was greatly modified especially by urban development in the last hundred years. This species is now thought to be Extinct (NatureServe 2009).",Decreasing,"<em>Pacifastacus nigrescens</em> was originally described from the vicinity of San Francisco, and reported from the hills on the north side of San Francisco Bay. This species was once common in the creeks surrounding the San Francisco bay; however, it has not been observed since the Signal Crayfish (<em>Pacifastacus leniusculus</em>) was introduced to California (probably 1800s- Bouchard 1977) and is believed to be Extinct (Rogers 2005).   There have been no authenticated collections in 20th Century. Specific searches by Riegel (1959) and Bouchard (1977) found no extant populations. In 1980 and 1981 searches by McGriff also found no extant populations. All localities had populations of either <em>Pacifastacus leniusculus </em>or <em>Procambarus clarkii</em> (both <st1:personname w:st=""on"">im</st1:personname>plicated in the extinction of this species) and the habitat was greatly modified especially by urban development in the last hundred years (J. Cordeiro pers. comm. 2010).&#160;   <defanghtml_span style=""font-size: 11pt;"" calibri="""" ,="""" sans-serif="""" ;="""" color:="""" rgb(31,="""" 73,="""" 125);=""""><u2:p></u2:p></defanghtml_span><defanghtml_span style=""font-size: 11pt;"" calibri="""" ,="""" sans-serif="""" ;="""" color:="""" rgb(31,="""" 73,="""" 125);=""""><u2:p></u2:p></defanghtml_span>",,Freshwater (=Inland waters),"This species has been assigned a Global Heritage Status Rank of GX by NatureServe (2009) and 'endangered possibly extinct' by the American Fisheries Society (Taylor <span style=""font-style: italic;"">et al.</span> 2007).",Nearctic,pre 1900,FALSE,FALSE,Global
5335480,15971,Panulena perrugosa,Extinct,1996,,,,,,,,Terrestrial,,Australasian,,FALSE,FALSE,Global
5571714,162307,Euphrasia mendoncae,Extinct,2011,This Portuguese endemic was described in 1936 and never found again. It is therefore classed as Extinct.,An annual plant that was described from permanently flooded mountainous grasslands (Commission of the European Communities 2009).,No information available.,There is no population data available.,,"This species is endemic to Bragança in Portugal and was described by Sampson in 1936 from specimens collected in 1932 by F. Mendonça. It was never found again despite extensive surveys in 1990 and 1996. There are suspicions that <span style=""font-style: italic;"">E. mendoncae</span> is in fact a different species and Flora Iberica treats it as a synonym of <span style=""font-style: italic;"">E. minima</span> Jacq. ex DC. (Castroviejo <span style=""font-style: italic;"">et al.</span> 2009).",,Terrestrial,"<span style=""font-style: italic;"">Euphrasia mendoncae</span> is listed on Annex V of the Habitats Directive. Taxonomic research on the species is needed if it is ever found again.",Palearctic,1936,FALSE,FALSE,Global & Europe
5594615,16272,Partula aurantia,Extinct,2009,"The carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span> was introduced onto the island in 1977 and there was immediate disastrous impact with this species being the first to go extinct as a result of predation. No live individuals of <span style=""font-style: italic;"">Partula aurantia</span> were found during the intensive surveys of the 1980s or in 2005.",This was a forest species.,"The extinction of this species is attributed to the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span> which was introduced onto the island in 1977.",This species is now extinct.,,"This snail was endemic to Moorea, Society Islands.",,Terrestrial,,Oceanian,1970s,FALSE,FALSE,Global
5596054,16280,Partula salifana,Extinct,1996,,,,,,,,Terrestrial,,Oceanian,,FALSE,FALSE,Global
5596898,16284,Partula arguta,Extinct,2009,"The carnivorous snail <span style=""font-style: italic;"">Euglandina rosea </span>was introduced onto the island in the early 1990s and extinctions of endemic partulid species began immediately. Individuals of <span style=""font-style: italic;"">Partula arguta</span> were collected for the <span style=""font-style: italic;"">ex-situ</span> breeding programme during subsequent surveys but the last individual died in 1994. No live individuals were found during surveys in 2000.",This was a forest species.,"The extinction of this species is attributed to the spread of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span>, which was introduced into the islands in the 1990s.",This snail is now extinct.,,"This species was endemic to Huahine, Society Islands.",,Terrestrial,,Oceanian,1994,FALSE,FALSE,Global
5597584,16290,Partula labrusca,Extinct,2009,"After the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea </span>in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes. The last individual died in the breeding programme in 2002.",,"The extinction of this species is attributed to predation by the introduced carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span>.",The species is now extinct.,,"This species was endemic to Raiatea, Society Islands.",,Terrestrial,,Oceanian,2002,FALSE,FALSE,Global
5598426,16298,Partula atilis,Extinct,2009,"After the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span> in the late 1980s species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.",This was a forest species.,"The extinction of this species is attributed to the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span> which was introduced in the late 1980s.",This species is now extinct.,,"This species was endemic to Raiatea, Society Islands.",,Terrestrial,,Oceanian,1992,FALSE,FALSE,Global
5598627,16300,Partula auriculata,Extinct,2009,"After the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea </span>to the islands in the late 1980s, species began disappearing rapidly. By 1992 there were few left and no live individuals of <span style=""font-style: italic;"">Partula auriculata</span> were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.",,"The extinction of this species is attributed to the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span>.",The species is now extinct.,,"This species was endemic to Raiatea, Society Islands.",,Terrestrial,,Oceanian,,FALSE,FALSE,Global
5598781,16306,Partula crassilabris,Extinct,2009,"After the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea </span>in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.",,"The extinction of this species is attributed to the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span>.",The species is now extinct.,,"This species was endemic to Raiatea, Society Islands.",,Terrestrial,,Oceanian,,FALSE,FALSE,Global
5598930,16301,Partula candida,Extinct,2009,"After the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea in </span>the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.",,"The extinction of this species is attributed to the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span>.",The species is now extinct.,,"Thhis species was endemic to Raiatea, Society Islands.",,Terrestrial,,Oceanian,,FALSE,FALSE,Global
5599079,16308,Partula dolichostoma,Extinct,2009,"After the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea </span>in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals of this species were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.",,"The extinction of this species is attributed to predtaion by the introduced carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span>.",The species is now extinct.,,"This species was endemic to Raiatea, Society Islands.",,Terrestrial,,Oceanian,,FALSE,FALSE,Global
5599427,16303,Partula citrina,Extinct,2009,"After the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea </span>in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes.",,"The extinction of this species is attributed to the introduction of the carnivorous snail <span style=""font-style: italic;"">Euglandina rosea</span>.",The species is now extinct.,,"This species was endemic to Raiatea, Society Islands.",,Terrestrial,,Oceanian,,FALSE,FALSE,Global
