ID,LOCATION,CNTRY_ID,COUNTRY,LAT,LON,YEAR,MONTH,DATE_,SEVERITYCO,SEVERITY,NOTES,DEPTH,DURATION,PERCENTAGE,SPECIES,MORTALITY,RECOVERY,RB_SOURCE
50.00000,"Sihanoukville, Cambodia",KHM,Cambodia,10.62450,103.49350,1998.00000,"5",05/20/98,3.00000,High,80%,,,,"massive porites, faviids, mussiids, acropora, pocillopora",,,NOAA database
51.00000,Bali,IDN,Indonesia,-8.10360,115.05680,1998.00000,"5",05/25/98,3.00000,High,severe bleaching,,,,,,,NOAA database
52.00000,"Pemuteran, N.Bali",IDN,Indonesia,-8.11850,114.62780,1998.00000,"5",05/25/98,2.00000,Medium,,,,,,,,NOAA database
53.00000,SW Coast of Sri Lanka,LKA,Sri Lanka,6.13100,80.07250,1998.00000,"5",05/29/98,3.00000,High,70 - 80% bleaching,,,,,"80% mortality (Conservation Biology 14(1);5-15)",,Coral Listserver
54.00000,Gulf of Kutch on the northerly Gujarat coast,IND,India,22.55900,69.33470,1998.00000,"5",05/29/98,2.00000,Medium,10 to 30 % bleaching,,,,,,,Coral Listserver
55.00000,"Muscat Area, Gulf of Oman",OMN,Oman,23.63060,58.57720,1998.00000,"6",06/04/98,0.00000,No Bleaching,no bleaching,,,,,,,NOAA database
56.00000,"W. of Lombok, Bali",IDN,Indonesia,-8.72430,115.94210,1998.00000,"6",06/16/98,3.00000,High,severe bleaching,,,,,,,NOAA database
57.00000,Nusa Lembongan (SE Bali),IDN,Indonesia,-8.65510,115.45590,1998.00000,"6",06/16/98,1.00000,Low,,,,,,,,NOAA database
58.00000,Nusa Penida,IDN,Indonesia,-8.71440,115.60850,1998.00000,"6",06/16/98,1.00000,Low,reduced bleaching,,,,,,,NOAA database
59.00000,Andaman Sea,THA,Thailand,7.98920,98.26730,1998.00000,"7",07/01/98,0.00000,No Bleaching,no bleaching,,,,,,,NOAA database
60.00000,Chang,THA,Thailand,11.95380,102.36300,1998.00000,"4",04/01/98,2.00000,Medium,,,,,,,,Coral Listserver 07/01/98
61.00000,Pha-ngan Islands,THA,Thailand,9.68270,100.03370,1998.00000,"4",04/01/98,2.00000,Medium,,,,,,,,Coral Listserver 07/01/98
62.00000,Tao,THA,Thailand,10.05310,99.83820,1998.00000,"4",04/01/98,2.00000,Medium,80% Pocillopora damicornis bleached,,,,Pocillopora damicornis,,,Coral Listserver 07/01/98
63.00000,Mediterranean Coast of Israel,ISR,Israel,32.24110,34.76040,1998.00000,"7",07/17/98,3.00000,High,80-90& bleached,,,,Oculina patagonica,,,NOAA database
64.00000,Halong Bay,VNM,Vietnam,20.77520,107.11420,1998.00000,"7",07/22/98,0.00000,No Bleaching,no bleaching,,,,,,,NOAA database
65.00000,Hon Mun Island,VNM,Vietnam,12.15930,109.31350,1998.00000,"7",07/22/98,0.00000,No Bleaching,no bleaching,,,,,,,NOAA database
66.00000,Bahamas,BHS,Bahamas,23.74130,-76.00540,1998.00000,"8",08/05/98,1.00000,Low,no-light bleaching,,,,,,,NOAA database
67.00000,"Gili Islands, Lombok Strait",IDN,Indonesia,-8.32950,116.06030,1998.00000,"3",3/98,3.00000,High,90%,,,,,,,"Wilkinson, Clive"
68.00000,"Ishigaki Island, Japan",JPN,Japan,24.47410,124.13730,1998.00000,"8",8/98,3.00000,High,50-70%,,,,,62% decrease in live coral cover post bleaching,,"Wilkinson, Clive"
69.00000,"Amakusa, Kyushu, Japan",JPN,Japan,32.41810,129.99400,1998.00000,"8",8/98,3.00000,High,50-70%,,,,,,,"Wilkinson, Clive"
70.00000,South  Male Atoll,MDV,Maldives,3.98340,73.42620,1998.00000,"8",08/10/98,3.00000,High,"severe bleaching; 60-100%bleaching",30m,,,"sinularia, acropora, fungi, platygyra sp. Porites.",82% (Conservation Biology 14(1):5-15),,NOAA database
71.00000,Bahamas,BHS,Bahamas,24.33010,-74.46420,1998.00000,"8",08/12/98,2.00000,Medium,Moderate bleaching,,,,,,,NOAA database
72.00000,Coffins Patch Light,USA_FLO,United States - Florida,24.68310,-80.99110,1998.00000,"8",08/14/98,1.00000,Low,Minimal bleaching,6-7m,,,millepora sp.,,,NOAA database
73.00000,"El Nido, North Palawan",PHL,Philippines,11.18470,119.38720,1998.00000,"8",08/14/98,3.00000,High,severe bleaching,,,,"acropora, porites",,,NOAA database
74.00000,Lee Stocking Island,BHS,Bahamas,24.49940,-76.71420,1998.00000,"8",08/15/98,2.00000,Medium,,,,,,,,NOAA database
75.00000,Florida Keys (inshore),USA_FLO,United States - Florida,23.13110,-81.39560,1998.00000,"8",08/16/98,2.00000,Medium,Moderate bleaching,,,,,,,NOAA database
76.00000,Florida Keys (offshore),USA_FLO,United States - Florida,23.13110,-81.39560,1998.00000,"8",08/16/98,1.00000,Low,,,,,,,,NOAA database
77.00000,Looe Key,USA_FLO,United States - Florida,24.55000,-81.41000,1998.00000,"8",08/16/98,1.00000,Low,,,,,,,,NOAA database
78.00000,E. Sambo Key,USA_FLO,United States - Florida,24.49130,-81.66340,1998.00000,"8",08/18/98,2.00000,Medium,Moderate bleaching,,,,,,,NOAA database
79.00000,Gulf of Aden,YEM,Yemen,12.01590,46.98410,1998.00000,"8",08/19/98,0.00000,No Bleaching,no bleaching,,,,,,,NOAA database
80.00000,Philippines,PHL,Philippines,10.88070,120.80450,1998.00000,"8",08/19/98,2.00000,Medium,,,,,,,,NOAA database
81.00000,Southern Oman,OMN,Oman,20.26460,58.42440,1998.00000,"8",08/19/98,2.00000,Medium,,,,,,,,NOAA database
82.00000,Southern Red Sea,SAU,Saudi Arabia,14.40900,42.96870,1998.00000,"8",08/19/98,2.00000,Medium,,,,,,,,NOAA database
83.00000,Bolinao (northwest),PHL,Philippines,16.31000,119.77000,1998.00000,"8",08/24/98,3.00000,High,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,"15",,,"plating, branching and foliose forms. Mainly acropora, not porites",low,,Coral Listserver
84.00000,Puerto Galera (central Ph,PHL,Philippines,13.54000,120.76000,1998.00000,"8",08/24/98,3.00000,High,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,"15",,,"plating, branching and foliose forms. Mainly acropora, not porites",low,,Coral Listserver
85.00000,Palawan area,PHL,Philippines,9.08890,118.22720,1998.00000,"8",08/24/98,3.00000,High,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,"15",,,"plating, branching and foliose forms. Mainly acropora, not porites",low,,Coral Listserver
86.00000,Arabian Gulf - Four nearshore patch reefs,SAU,Saudi Arabia,27.31070,49.50720,1998.00000,"8",08/18/98,3.00000,High,"Widespread bleaching with 95% mortality of Acropora, water temps 35.2-35.9deg C",,,,"Acropora, porites, platygyra",95%,,Coral Listserver
87.00000,"Turtle Islands, Sabah",MYS,Malaysia,4.97360,118.39110,1998.00000,"5",5/98,1.00000,Low,minor to insignificant,,,,,,,"Wilkinson, Clive"
88.00000,"Semporna, Sabah",MYS,Malaysia,4.49390,118.61330,1998.00000,"5",5/98,1.00000,Low,minor to insignificant,,,,,,,"Wilkinson, Clive"
89.00000,"Negros Island, Philipines",PHL,Philippines,9.32720,122.74700,1998.00000,"7",7/98,3.00000,High,,,,,,,,"Wilkinson, Clive"
90.00000,Arabian Gulf - One offshore patch reef,SAU,Saudi Arabia,27.50000,49.70000,1998.00000,"8",08/18/98,1.00000,Low,Minimal bleaching,,,,"acropora, pocillopora, porites, platygyra",,,Coral Listserver
91.00000,Silliman Marine Lab,PHL,Philippines,9.20000,123.34000,1998.00000,"8",08/25/98,2.00000,Medium,Bleaching across top of massive porites,,,,Massive porites,,,Coral Listserver
92.00000,"Sombrero Key, Florida",USA_FLO,United States - Florida,24.63240,-81.11110,1998.00000,"8",08/25/98,3.00000,High,severe bleaching,,,,"Acropora, millepora sp., erythropodium sp., palythoa caribaeorum, siderastrea siderea, diploria strigosa, colpophyllia natans",,,Coral Listserver
93.00000,"Western Sambo Ecological Reserve, Florida Key (reef crest)",USA_FLO,United States - Florida,24.49290,-81.71180,1998.00000,"8",08/25/98,3.00000,High,,,,,"Millepora, A. palmata",,,NOAA database
94.00000,"Western Sambo Ecological Reserve, Florida Keys (back reef)",USA_FLO,United States - Florida,24.49340,-81.70840,1998.00000,"8",08/25/98,3.00000,High,,,,,A. palmata,,,NOAA database
95.00000,"Western Sambo Ecological Reserve, Florida Keys(offshore)",USA_FLO,United States - Florida,24.49270,-81.71660,1998.00000,"8",08/25/98,2.00000,Medium,Moderate bleaching,,,,"M. annularis, Colpophyllia.natans, Siderastrea siderea",,,NOAA database
96.00000,Mid Channel Patch Reef in Hawks Channel,USA_FLO,United States - Florida,24.80800,-80.82300,1998.00000,"8",08/25/98,2.00000,Medium,Moderate bleaching,,,,"M. cavernosa, M. annularis",,,NOAA database
97.00000,Little Cayman,CYM,Cayman Islands,19.72310,-80.04630,1998.00000,"8",08/27/98,2.00000,Medium,"Acropora, montastrea, millepora",,,,,,,NOAA database
98.00000,NE of Kimbe Bay. Island of New Britain (PNG),PNG,Papua New Guinea,-4.90250,151.06200,1998.00000,"8",08/27/98,2.00000,Medium,75% acropora bleached,165 ft,,,"Acropora, porites, platygyra, montipora, gonopora, sinularia, montastrea, alveopora, fungia",,,Coral Listserver
99.00000,SW Puerto Rico,PRI,Puerto Rico,17.98780,-67.30750,1998.00000,"8",08/27/98,0.00000,No Bleaching,no bleaching,,,,,,,NOAA database
100.00000,Bahamas,BHS,Bahamas,25.18790,-77.02250,1998.00000,"9",09/01/98,2.00000,Medium,,,,,,,,NOAA database
101.00000,Belize,BLZ,Belize,17.00220,-88.01010,1998.00000,"9",09/01/98,2.00000,Medium,moderate-severe,,,,,,,NOAA database
102.00000,Bermuda,BMU,Bermuda,32.42540,-64.84850,1998.00000,"9",09/01/98,0.00000,No Bleaching,no bleaching,,,,,no mortality in evidence (GCRMN 2000 Chapter 15),,NOAA database
103.00000,"Jamaica, Discovery Bay",JAM,Jamaica,18.47940,-77.32870,1998.00000,"9",09/01/98,1.00000,Low,,,,,,,,NOAA database
104.00000,Okinawa,JPN,Japan,26.46480,127.98990,1998.00000,"9",09/01/98,3.00000,High,severe bleaching,,,,,,,NOAA database
105.00000,Crawl Caye,BLZ,Belize,16.61860,-88.23090,1998.00000,"9",09/02/98,2.00000,Medium,85% Montastrea annularis severly bleached,10ft,,,"Montastrea annularis, sideastrea",,,Coral Listserver
106.00000,Moal Boal,CUB,Cuba,22.00000,-78.00000,1998.00000,"9",09/07/98,1.00000,Low,,,,,,,,NOAA database
107.00000,Ft. Lauderdale,USA_FLO,United States - Florida,26.13720,-80.07860,1998.00000,"9",09/10/98,2.00000,Medium,severe bleaching,,,,,,,NOAA database
108.00000,Key Largo Dry Rocks,USA_FLO,United States - Florida,25.12470,-80.30800,1998.00000,"9",09/11/98,1.00000,Low,some bleaching,,,,,,,Coral Listserver
109.00000,"The Rocks, Florida Keys",USA_FLO,United States - Florida,25.10960,-80.36000,1998.00000,"6",06/01/98,3.00000,High,Severely bleached,,,,,low,early signs of recovery in sept,Coral Listserver
110.00000,Dry Tortugas,USA_FLO,United States - Florida,24.63000,-82.86000,1998.00000,"9",09/11/98,2.00000,Medium,15 - 25% affected,,,,Colpophyllia natans,,,Coral Listserver
111.00000,Palau,PLW,Palau,7.21430,134.22690,1998.00000,"9",09/11/98,3.00000,High,75% corals bleached,50ft,,,,quarter to third of all corals died from bleaching (http://osdpd.noaa.gov/PSB/EPS/SST/data/als_bleaching.1.10.1999),,Coral Listserver
112.00000,Tanzania,TZA,Tanzania,-8.72420,39.52160,1998.00000,"12",12/09/98,3.00000,High,70% bleaching,,,,,,,Coral Listserver
113.00000,"Honda Bay, Palawan",PHL,Philippines,9.86640,118.78000,1998.00000,"12",12/09/98,3.00000,High,70% bleaching,,,,,,,Coral Listserver
114.00000,"Port Barton, Palawan",PHL,Philippines,10.48400,119.24630,1998.00000,"12",12/09/98,3.00000,High,,,,,,,,Coral Listserver
115.00000,Looe Key Reef,USA_FLO,United States - Florida,24.58000,-81.40000,1998.00000,"9",09/14/98,2.00000,Medium,100% acropora colonies bleached,45ft,,,"Acropora, millepora",,,Coral Listserver
116.00000,North Male,MDV,Maldives,4.42000,73.50000,1998.00000,"8",08/09/98,3.00000,High,90% coral bleached,,,,"Acropora, porites",90%,favourable reef recovery (CORDIO Newletter Oct 2001),Coral Listserver
117.00000,South Male,MDV,Maldives,3.81710,73.42430,1998.00000,"8",08/09/98,3.00000,High,90% coral bleached,,,,"Acropora, porites",90%,,Coral Listserver
118.00000,Ari Atoll,MDV,Maldives,3.87560,72.84330,1998.00000,"8",08/09/98,3.00000,High,90% coral bleached,,,,"Acropora, porites",90%,,Coral Listserver
119.00000,Rasdhoo Atoll,MDV,Maldives,4.26950,73.00960,1998.00000,"8",08/09/98,3.00000,High,90% coral bleached,,,,"Acropora, porites",90%,,Coral Listserver
120.00000,Batangas,PHL,Philippines,13.71630,120.85040,1998.00000,"9",09/15/98,2.00000,Medium,Moderate bleaching,,,,,,,NOAA database
121.00000,Marinduque Island,PHL,Philippines,13.24210,121.91580,1998.00000,"9",09/15/98,3.00000,High,,,,,,,,NOAA database
122.00000,Ambergris Caye,BLZ,Belize,18.00480,-87.89970,1998.00000,"9",09/16/98,3.00000,High,severe bleaching,,,,"Millepora, scleractinian sp. Porites, montastrea, siderastrea, acropora",,,Coral Listserver
123.00000,Ranguana Pass,BLZ,Belize,16.21000,-88.18000,1998.00000,"9",09/16/98,3.00000,High,"fore reef, top reef and back reef of the main barrier reef","8",,,"Millepora, scleractinian sp. Porites, montastrea, siderastrea, acropora",,,Coral Listserver
124.00000,"Spratly Islands, Malaysia",MYS,Malaysia,8.63660,111.92400,1998.00000,"7",7/98,3.00000,High,,,,,,,,"Wilkinson, Clive"
125.00000,Singapore,SGP,Singapore,1.23610,103.82000,1998.00000,"6",6/98,3.00000,High,90% bleaching (GCRMN 2000),,,,,,some corals showed recovery,"Wilkinson, Clive"
126.00000,"Peghu Islands, Taiwan",TWN,Taiwan,23.61000,119.58190,1998.00000,"6",6/98,2.00000,Medium,30-40%,,,,,20% died (GCRMN 2000),,"Wilkinson, Clive"
127.00000,Narathiwat,THA,Thailand,6.40250,101.90670,1998.00000,"4",4/98,2.00000,Medium,widespread bleaching,,,,,,,"Wilkinson, Clive"
128.00000,Glover's Reef Atoll,BLZ,Belize,16.80860,-87.69010,1998.00000,"10",10/07/98,3.00000,High,"fore reef,top reef, back reef and patch reefs",,,,"Millepora, scleractinian sp. Porites, montastrea, siderastrea, acropora",,,Coral Listserver
129.00000,Walker's Cay,BHS,Bahamas,27.26490,-78.40000,1998.00000,"9",09/18/98,3.00000,High,"great amount of coral that was bleached white, including many different types of coral",,,,,,,Coral Listserver
130.00000,Bonaire,ANT,Netherlands Antilles,12.07800,-68.21580,1998.00000,"9",09/19/98,2.00000,Medium,bleaching first noticed 11/03/97 as minimal then again 09/02/98 (source NOAA Database Id No 4 & 107),25-100ft,,,Agaricia lamarcki,,,NOAA database
131.00000,Alligator Caye,BLZ,Belize,17.18000,-88.08000,1998.00000,"9",09/21/98,2.00000,Medium,25-30% bleached,,,,,,,NOAA database
132.00000,Calabash Caye,BLZ,Belize,17.27000,-87.82000,1998.00000,"9",09/21/98,2.00000,Medium,25-30% bleached,,,,,,,NOAA database
133.00000,Gallows,BLZ,Belize,17.49110,-88.04620,1998.00000,"9",09/21/98,2.00000,Medium,25-30% bleached,,,,,,,NOAA database
134.00000,Goffs Caye,BLZ,Belize,17.33000,-88.03000,1998.00000,"9",09/21/98,2.00000,Medium,25-30% bleached,,,,,,,NOAA database
135.00000,Turneffe Atoll,BLZ,Belize,17.50000,-87.85000,1998.00000,"9",09/21/98,2.00000,Medium,25-30% bleached,,,,,,,NOAA database
136.00000,"Mahahual, Mexican Carribean",MEX,Mexico,18.81260,-87.35940,1998.00000,"10",10/01/98,1.00000,Low,,,,,"Montastrea, porites, agarica",,,NOAA database
137.00000,Chubb Cay,BHS,Bahamas,25.41400,-77.92300,1998.00000,"10",10/05/98,2.00000,Medium,60% (GCRMN 2000),,,,"scleractinians, hydrocorals, gorgonians",,,NOAA database
138.00000,Samana Cay,BHS,Bahamas,23.12730,-73.75000,1998.00000,"10",10/05/98,1.00000,Low,,,,,"scleractinians, hydrocorals, gorgonians",,,NOAA database
139.00000,San Salvador,BHS,Bahamas,23.99940,-74.55750,1998.00000,"10",10/05/98,2.00000,Medium,Moderate bleaching,,,,"scleractinians, hydrocorals, gorgonians",,,NOAA database
140.00000,Sweetings Cay,BHS,Bahamas,26.59140,-77.90410,1998.00000,"10",10/05/98,2.00000,Medium,60% (GCRMN 2000),,,,"scleractinians, hydrocorals, gorgonians",,,NOAA database
141.00000,Baking Swash,BLZ,Belize,16.79000,-87.69000,1998.00000,"10",10/07/98,2.00000,Medium,moderate-severe,,,,,,,NOAA database
142.00000,Long Caye,BLZ,Belize,16.73000,-87.77000,1998.00000,"10",10/07/98,2.00000,Medium,moderate-severe,,,,,,,NOAA database
143.00000,shallow patch reefs,BLZ,Belize,16.61550,-88.06690,1998.00000,"10",10/07/98,2.00000,Medium,moderate-severe,,,,,,,NOAA database
144.00000,Jamaica,JAM,Jamaica,17.78480,-77.56270,1998.00000,"10",10/11/98,2.00000,Medium,Moderate bleaching,,,,,,,NOAA database
145.00000,Danao Bay,PHL,Philippines,11.18050,123.16750,1998.00000,"10",10/13/98,3.00000,High,severe bleaching,,,,"staghorn, brain types. Not firecoral.",,,NOAA database
146.00000,Trat,THA,Thailand,12.15200,102.56920,1998.00000,"4",4/98,2.00000,Medium,widespread bleaching,,,,,,,"Wilkinson, Clive"
147.00000,Surat Thani,THA,Thailand,9.20900,99.38180,1998.00000,"4",4/98,2.00000,Medium,widespread bleaching,,,,,,,"Wilkinson, Clive"
148.00000,Chumphon,THA,Thailand,10.48430,99.24000,1998.00000,"4",4/98,2.00000,Medium,widespread bleaching 30-50%,,,,,,,"Wilkinson, Clive"
149.00000,Nha Trang,VNM,Vietnam,12.25940,109.20980,1998.00000,"7",7/15/98,3.00000,High,,,,,,70%,,"Wilkinson, Clive"
150.00000,Con Dao,VNM,Vietnam,8.71100,106.64970,1998.00000,"10",10/21/98,3.00000,High,70-90% bleaching 1st seen 7/22/98,"15",,,"table acropora, massive porties",90% mortality in massive porites,,NOAA database
151.00000,"SW Red Sea, Aseb",ERI,Eritrea,13.01850,42.77830,1998.00000,"10",10/24/98,0.00000,No Bleaching,no bleaching,,,,,,,NOAA database
152.00000,"SW Red Sea, Mitsiwa",ERI,Eritrea,15.62240,39.48410,1998.00000,"10",10/24/98,2.00000,Medium,Moderate bleaching,,,,,,,NOAA database
153.00000,Sri Lanka,LKA,Sri Lanka,6.32030,81.62060,1998.00000,"10",10/31/98,2.00000,Medium,Moderate bleaching,,,,,,,NOAA database
154.00000,north of Ari Atoll,MDV,Maldives,4.27160,72.77490,1998.00000,"7",07/22/98,2.00000,Medium,,,,,,,,NOAA database
