"Date","Close","Volumne","Open","High","Low","Close(-1)","return","R1","R2","R3","R4","R5","R6","R7","R8","Mean(return)","Standard deviation(return)"
"2016-03-18",83.9,9046,83.7,83.975,83.45,83.8,0.0011933174224344693,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-03-21",81.85,12185,83.55,83.675,81.775,83.9,-0.024433849821215867,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-03-22",82.85,9911,81.85,83,81.575,81.85,0.012217470983506415,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-03-23",82.775,9753,82.575,82.95,82.375,82.85,-0.0009052504526250891,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-03-24",80.85,15039,83.4,83.45,80,82.775,-0.023255813953488507,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-03-28",82.45,12065,80.575,83.4,80.575,80.85,0.019789734075448467,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-03-29",82.925,10946,82.45,83.075,82.35,82.45,0.0057610673135232784,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-03-30",81.55,11675,82.9,83.2,81.025,82.925,-0.01658124811576726,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-03-31",80.85,13232,81.675,82.025,80.1,81.55,-0.008583690987124498,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-04-01",79.375,16293,80.85,81.2,78.8,80.85,-0.018243661100803887,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-04",78.725,10414,79.625,79.725,78.675,79.375,-0.008188976377952828,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-05",79,12369,78.9,80.05,78.525,78.725,0.0034931724356939437,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-06",79.975,7844,79.2,80.125,79,79,0.012341772151898663,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-07",80.075,12718,80.175,80.65,79.225,79.975,0.001250390747108578,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-08",80.875,12121,79.825,80.95,79.3,80.075,0.009990633780830436,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-11",79.625,11121,80.8,80.9,79.5,80.875,-0.015455950540958269,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-12",79.2,10792,79.625,80.125,78.925,79.625,-0.005337519623233873,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-13",78.1,18336,79.2,79.35,77.575,79.2,-0.013888888888888996,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-14",77.125,13582,78.2,78.3,76.875,78.1,-0.012483994878361004,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-15",77.625,14076,77.275,77.7,76.8,77.125,0.006482982171799027,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-18",77.825,12157,77.875,78.4,77.125,77.625,0.0025764895330113087,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-19",78.925,12946,78.3,78.975,78.05,77.825,0.014134275618374485,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-20",79.6,11543,79.5,79.95,79.225,78.925,0.008552423186569492,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-21",79.525,12878,79.7,79.825,78.65,79.6,-0.0009422110552762392,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-22",78.825,15013,79.9,80.45,78.7,79.525,-0.008802263439170108,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-25",78.45,13663,78.9,78.925,77.575,78.825,-0.004757373929590866,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-26",77.825,12298,78.85,78.85,77.55,78.45,-0.007966857871255577,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-27",79.475,14828,78.075,79.75,78.075,77.825,0.021201413427561728,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-28",80.775,16762,80,80.85,79.8,79.475,0.016357345077068406,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-04-29",81.7,20276,80.575,81.75,80.1,80.775,0.011451562983596373,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-02",82.7,14998,82.2,82.85,81.775,81.7,0.012239902080783353,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-03",82.925,15408,82.725,83.125,82.1,82.7,0.002720677146311902,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-04",81.825,17154,82.925,82.925,81.525,82.925,-0.01326499849261374,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-05",82.325,12892,82.2,82.725,82.025,81.825,0.006110601894286587,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-06",81.275,18673,82.25,82.25,81.025,82.325,-0.0127543273610689,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-09",80.15,18210,81.35,81.85,79.925,81.275,-0.013841894801599508,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-10",80.8,16181,80.525,81.2,80.4,80.15,0.008109794135994903,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-11",82.825,22781,81.25,82.9,80.85,80.8,0.025061881188118883,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-12",83,18744,83,83.475,82.9,82.825,0.0021128886205855377,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-13",82.55,14592,83.3,83.4,81.325,83,-0.0054216867469879864,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-16",83.4,7928,82.7,83.6,82.1,82.55,0.010296789824348984,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-17",83.425,7565,83.625,83.7,83,83.4,0.0002997601918464205,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-18",81.925,8269,83.325,83.375,81.55,83.425,-0.017980221756068327,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-19",81.075,8842,81.55,81.8,80.775,81.925,-0.010375343301800358,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-20",80.25,6115,80.95,80.95,80.125,81.075,-0.010175763182238702,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-23",79.3,9507,80.025,80.2,78.975,80.25,-0.01183800623052963,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-24",79.375,9151,79.4,79.6,78.8,79.3,0.0009457755359395063,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-25",79.825,8025,79.575,80.05,79.4,79.375,0.005669291338582713,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-26",81.275,13297,80.1,81.675,79.875,79.825,0.018164735358596966,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-27",81.075,7592,81.1,81.25,80.4,81.275,-0.0024607812980621696,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-05-31",81.45,12696,81.275,82.35,81.1,81.075,0.004625346901017576,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-01",82.8,15454,81.5,82.925,80.725,81.45,0.016574585635359046,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-02",84.45,16570,83,84.475,82.925,82.8,0.019927536231884126,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-03",85.975,20179,84.725,86.275,84.55,84.45,0.018058022498519732,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-06",86.8,17512,86.225,87.4,85.725,85.975,0.009595812736260574,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-07",86.175,20750,86.8,87.65,86.025,86.8,-0.007200460829493088,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-08",87.325,17201,86.85,87.75,86.475,86.175,0.013344937626922028,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-09",86.475,19582,87.875,87.95,86.35,87.325,-0.009733753220727266,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-10",86.625,18424,86.075,87.025,86.075,86.475,0.0017346053772767354,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-13",87.825,19271,86.5,88,86.275,86.625,0.013852813852813886,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-14",89.325,18201,87.325,90.075,87.325,87.825,0.017079419299743808,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-15",88.8,15755,89.75,90.425,88.725,89.325,-0.0058774139378674015,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-16",89.5,10777,88.75,89.675,88.45,88.8,0.007882882882882915,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-17",89.175,11791,89.6,89.925,89.05,89.5,-0.003631284916201149,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-20",88.95,12246,88.95,89.175,88.1,89.175,-0.002523128679562594,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-21",88.475,10705,88.95,89.15,88.325,88.95,-0.0053400786958966665,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2016-06-22",85.85,21809,88.875,88.975,85.625,88.475,-0.029669398135066406,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-06-23",85.45,16619,86.05,86.15,84.45,85.85,-0.004659289458357502,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-06-24",84.975,11328,83.25,85.425,84.2,85.45,-0.005558806319485178,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-06-27",83.5,15514,83.675,84.125,83.25,84.975,-0.01735804648426001,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-06-28",83.975,15937,83.65,84.4,83.175,83.5,0.00568862275449095,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-06-29",83.325,12735,84.275,84.375,83.05,83.975,-0.007740398928252355,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-06-30",83.275,13109,84,83.625,82.65,83.325,-0.000600060006000566,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-01",83.95,16332,83.425,84.275,82.875,83.275,0.00810567397178021,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-05",83.25,17757,83.95,84.825,82.175,83.95,-0.00833829660512213,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-06",80.625,22931,80.625,83.35,80.525,83.25,-0.03153153153153153,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-07",80.125,19224,80.4,80.975,79.575,80.625,-0.006201550387596899,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-08",78.825,25313,80.125,80.125,78.625,80.125,-0.016224648985959402,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-11",67.925,19460,78.825,78.975,78.125,78.825,-0.1382810022201079,1,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-12",67.75,16395,68.25,68.525,67.6,67.925,-0.0025763709974235874,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-13",67.4,16490,67.725,68.575,67.45,67.75,-0.005166051660516521,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-14",66,15948,67.45,67.925,66.85,67.4,-0.02077151335311581,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-15",65.375,10594,67.275,67.275,65.725,66,-0.00946969696969697,0,1,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-17",65.375,13873,66.05,66.275,65.15,65.375,0,0,1,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-18",64.3,11016,65.65,65.675,64.2,65.375,-0.016443594646271553,0,1,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-19",63.875,15316,64.4,65.375,63.75,64.3,-0.0066096423017106875,0,1,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-20",62.275,14846,63.875,63.875,61.775,63.875,-0.025048923679060687,0,1,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-21",63.9,16063,62.275,64.025,61.8,62.275,0.02609393817743878,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-22",64.35,16063,62.275,64.025,61.8,63.9,0.007042253521126694,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-24",64.35,13542,64.65,64.7,63.125,64.35,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-25",63.625,11991,64.1,64.425,63.2,64.35,-0.01126651126651118,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-26",61.05,17559,63.375,63.475,60.65,63.625,-0.040471512770137566,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-27",59.2,22371,59,61.05,59.125,61.05,-0.03030303030303021,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-28",59.05,17519,59.225,60.425,58.775,59.2,-0.0025337837837838798,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-29",60.6,17519,59.225,60.425,58.775,59.05,0.02624894157493657,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-07-31",60.6,17463,59.575,61.3,59.175,60.6,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-01",60.525,15596,60.5,61.85,60.05,60.6,-0.0012376237623762845,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-02",59.5,14495,60.325,60.675,59.425,60.525,-0.016935150764147023,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-03",58.5,16120,59.275,59.3,57.575,59.5,-0.01680672268907563,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-04",58.3,13725,58.525,59.275,58.175,58.5,-0.0034188034188034674,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-05",58.85,13725,58.525,59.275,58.175,58.3,0.009433962264151018,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-07",58.85,13485,58.2,60.2,58.15,58.85,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-08",58.2,14558,58.85,59.55,58.1,58.85,-0.011045029736618497,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-09",58.975,13664,58,59.25,57.625,58.2,0.013316151202749116,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-10",58.425,23731,59.4,61.45,58.275,58.975,-0.009325985587113256,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-11",60,23731,59.4,61.45,58.275,58.425,0.026957637997432657,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-12",62.5,13422,58.575,60.325,57.85,60,0.041666666666666664,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-14",62.5,19443,60.625,62.8,60.425,62.5,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-15",59.85,20512,62.9,63.25,59.625,62.5,-0.04239999999999998,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-16",61,12132,59.85,61.05,59.275,59.85,0.019214703425229716,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-17",60.7,11820,60.7,61.65,60.05,61,-0.0049180327868851995,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-18",61.925,13375,60.525,62.4,60.275,60.7,0.020181219110378817,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-19",61.15,13375,60.525,62.4,60.275,61.925,-0.012515139281388754,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-21",61.15,13422,61.475,63.025,60.9,61.15,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
