Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","2","Afghanistan","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2017","2017","index","164.04","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2018","2018","index","203.59","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2019","2019","index","234.65","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1961","1961","index","53.3","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1962","1962","index","52.26","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1963","1963","index","51.21","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1964","1964","index","61.11","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1965","1965","index","66.32","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1966","1966","index","72.53","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1967","1967","index","85.9","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1968","1968","index","84.89","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1969","1969","index","83.79","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1970","1970","index","79.08","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1971","1971","index","60.64","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1972","1972","index","73.02","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1973","1973","index","73.77","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1974","1974","index","72.49","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1975","1975","index","71.17","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1976","1976","index","65.52","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1977","1977","index","38.09","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1978","1978","index","55.07","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1979","1979","index","52.13","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1980","1980","index","54.04","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1981","1981","index","54.31","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1982","1982","index","53.77","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1983","1983","index","53.7","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1984","1984","index","53.04","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1985","1985","index","51.78","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1986","1986","index","53.5","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1987","1987","index","46.3","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1988","1988","index","47.08","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1989","1989","index","46.09","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1990","1990","index","43.98","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1991","1991","index","42.61","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1992","1992","index","38.43","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1993","1993","index","34.79","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1994","1994","index","33.17","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1995","1995","index","35.15","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1996","1996","index","40.07","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1997","1997","index","46.36","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1998","1998","index","53.11","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1999","1999","index","57.65","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2000","2000","index","63.14","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2001","2001","index","59.23","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2002","2002","index","51.03","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2003","2003","index","38.33","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2004","2004","index","21.85","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2005","2005","index","25.53","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2006","2006","index","64.29","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2007","2007","index","71.06","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2008","2008","index","65.45","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2009","2009","index","82.94","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2010","2010","index","66.37","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2011","2011","index","66.67","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2012","2012","index","72.71","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2013","2013","index","78.83","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2014","2014","index","86.71","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2015","2015","index","84.4","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2016","2016","index","128.89","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2017","2017","index","156.05","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2018","2018","index","189.12","Fc","Calculated data"
"QI","Production Indices","2","Afghanistan","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2019","2019","index","212.98","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1961","1961","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1962","1962","index","8.76","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1963","1963","index","8.64","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1964","1964","index","9.26","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1965","1965","index","8.72","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1966","1966","index","9.81","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1967","1967","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1968","1968","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1969","1969","index","11.99","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1970","1970","index","9.81","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1971","1971","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1972","1972","index","11.99","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1973","1973","index","15.25","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1974","1974","index","14.16","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1975","1975","index","15.25","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1976","1976","index","16.34","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1977","1977","index","14.16","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1978","1978","index","15.25","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1979","1979","index","16.34","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1980","1980","index","16.34","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1981","1981","index","16.34","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1982","1982","index","25.06","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1983","1983","index","22.88","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1984","1984","index","22.88","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1985","1985","index","19.83","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1986","1986","index","16.34","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1987","1987","index","17.43","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1988","1988","index","15.25","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1989","1989","index","19.61","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1990","1990","index","14.27","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1991","1991","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1992","1992","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1993","1993","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1994","1994","index","10.35","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1995","1995","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1996","1996","index","10.9","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1997","1997","index","12.31","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1998","1998","index","12.53","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","1999","1999","index","12.86","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2000","2000","index","13.08","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2001","2001","index","17.21","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2002","2002","index","17.22","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2003","2003","index","14.49","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2004","2004","index","16.34","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2005","2005","index","17.43","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2006","2006","index","30.04","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2007","2007","index","39.23","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2008","2008","index","49.03","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2009","2009","index","51.43","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2010","2010","index","59.5","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2011","2011","index","69.74","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2012","2012","index","77.69","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2013","2013","index","82.52","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2014","2014","index","89.41","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2015","2015","index","99.96","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2016","2016","index","110.63","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2017","2017","index","104.97","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2018","2018","index","118.09","Fc","Calculated data"
"QI","Production Indices","3","Albania","432","Gross Production Index Number (2014-2016 = 100)","515","Apples","2019","2019","index","115.43","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1961","1961","index","18.69","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1962","1962","index","14.57","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1963","1963","index","13.95","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1964","1964","index","14.52","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1965","1965","index","13.29","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1966","1966","index","14.55","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1967","1967","index","15.76","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1968","1968","index","15.37","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1969","1969","index","16.5","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1970","1970","index","13.18","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1971","1971","index","14.3","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1972","1972","index","15.37","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1973","1973","index","19.12","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1974","1974","index","17.36","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1975","1975","index","18.28","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1976","1976","index","19.17","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1977","1977","index","16.26","Fc","Calculated data"
"QI","Production Indices","3","Albania","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","1978","1978","index","17.14","Fc","Calculated data"
