X,Y,osm_id,osm_type,completeness,#meta +operator,#meta +health_amenity_type,#meta+dispensing,#meta +speciality,#meta+is_in_health_zone,#capacity +staff,#loc+amenity,changeset_id,#access +hours,changeset_timestamp,#meta+emergency,#contact +url,#meta +operator_type,#meta +id,#meta+water_source,changeset_version,addr_street,#meta+electricity,#contact +phone,#meta+insurance,#status+operational_status,#meta+is_in_health_area,addr_postcode,addr_city,#meta+wheelchair,#capacity +beds,changeset_user,#geo+bounds+url,addr_housenumber,#meta+healthcare,#loc +name
33.1709846332038,0.649473318554755,4041947952,node,15,,,,,,,pharmacy,37645959,,2016/03/06 14:09:58,,,,4bea5f5265b5440cad7bb104fb4a3247,,2,Lubani Road,,,,,,,Buwenge Town Council,,,kadoch,,,,Qatar Pharmaceutical Limited
,,798732024,way,12,,,,,,,hospital,84460287,,2020/05/01 09:04:51,,,,650cd7172866490095fab18cf80a0c4f,,1,,,,,,,,,,,_aahu_,,,hospital,Bethlehem Medical Centre
,,572421031,way,15,"Uganda Martyrs University, Nkozi",,,,,,hospital,57463444,,2018/03/23 16:54:24,,,,5629fa9a47c948a2878c0188ca8765aa,,1,,,,,,,,,,,Atrisia Rukud'de,,,hospital,Infirmary
34.2523742785732,0.86500088289273,3955257607,node,12,,,,,,,hospital,36680708,,2016/01/19 14:37:29,,,,06ee0898985a489ca98ff569b4be015a,,1,,,,,,,,Bugobero,,,Tyna kaabo,,,,Bugobero Health Centre IV
32.3999332764532,0.275783264646094,7652093570,node,12,Government,,,,,,hospital,87131041,,2020/06/25 09:47:04,,,,16a28ff6c25143c2a3bf9a5ceac26d2a,,1,,,,,,,,,,,ekankaka,,,,Sekiwunga HC III
31.8226332995958,-0.250850035365175,7652093491,node,12,Private Not For Profit,,,,,,hospital,87131041,,2020/06/25 09:47:04,,,,4c9c67bfc2504b808cbe7ed2de08f8be,,1,,,,,,,,,,,ekankaka,,,,Butende HC III
32.596800293575,0.286619640525913,4102726729,node,12,,,,,,,clinic,38354740,,2016/04/06 15:39:38,,,,89b673d52858466cb8ae71aeea4102a6,,1,Ggonya Road,,,,,,,Kampala,,,gilbiz,,,,
33.4795903824366,0.616016365304461,4069755426,node,15,,,,,,,clinic,37954360,Mo-Su 09:00-21:00,2016/03/20 12:27:43,,,,f91a2e19a5bb4de09621bc4db93355b3,,1,,,,,,,,Northern Division,,,kadoch,,,,Iganga Municipality Medical Centre
32.5075389759284,0.094312797825665,2483662557,node,9,,,,,,,clinic,95250078,,2020/12/03 21:35:48,,,,f149f6256ed14de782d315d01a03f955,,4,,,,,,,,,,,Bert Araali,,,,Nkumba University Clinic
,,189467728,way,15,,,,,,,hospital,76853768,,2019/11/09 20:30:58,yes,,,32d548e463e449afa47c08b4ef99e916,,6,,,,,,,,,,,johanemilsson,Microsoft Bing satellite imagery 2012,,,Arua Regional Referral Hospital
,,802413430,way,9,,,,,,,hospital,85009564,,2020/05/11 08:17:36,,,,f0c17cd4b118420db6706d7abe854abb,,1,,,,,,,,,,,_aahu_,,,hospital,
,,184318226,way,9,,,,,,,clinic,13375580,,2012/10/05 17:12:37,,,,f1135f397a274347bcd5b7d311e55afb,,1,,,,,,,,,,,kiararay21,,,,Lubanga Clinic
29.7752966201614,-0.407735039073202,6735301022,node,37,None,,yes,,,2,doctors,73621731,Mo-Fr 08:00-17:00,2019/08/22 12:23:13,no,,,4adf983ac60a4256916c71d1415c375e,,1,,,0785683525,,operational,,,,,1,Shamillah,,,,Drug Shop
32.5398565770803,0.209774268412104,3994599470,node,9,,,,,,,clinic,37072133,,2016/02/08 03:01:41,,,,0511900f60e246e9ba3f30036afdb104,,1,,,,,,,,,,,Bert Araali,,,,Africa Medical and Laboratory Centre
,,446833630,way,6,,,,,,,hospital,42776323,,2016/10/10 12:42:43,,,,8fba0ae2831f43d69f143178d9458391,,1,,,,,,,,,,,Bert Araali,,,,
,,801596199,way,15,,,,,,,hospital,84889806,,2020/05/08 11:11:19,,,,f497bc2c1cd948108b36403a1e3026c9,,1,,,,,,,,Bulange,,,Trogman12,,,hospital,Bulange Health Center III
,,176685206,way,12,,,,,,,dentist,12985084,,2012/09/04 17:54:08,,,,1b5b3fc866d04b2295d066d09aa39f0d,,3,,,,,,,,,,,Rbanick,NextView,,,Dental Clinic
32.5564276834733,0.358550618990051,7060880763,node,9,,,,,,,clinic,78483334,,2019/12/16 16:28:40,,,,baea293e7bfa45c38f63eb0caba244df,,1,,,,,,,,,,,kiggudde,,,,Mk Medical Center
32.5603670941459,0.382731068541148,9147833027,node,25,private,,,,,2,clinic,112302714,,2021/10/09 14:08:48,,,,ac2fc76e70ee4291875b85d71dd69c00,,2,,,,,,,,Kawempe_II,,1,mueschel,,,,Lwazi Clinic
31.0652194669466,2.75610508978116,5354389872,node,28,"UPMB; Government",,yes,,,,clinic,59237038,Mo-Su 07:00-20:00,2018/05/24 10:11:50,yes,,,cdc55226cfed466caae7fcde7a271922,water taps,5,,,,,operational,,,,,,Mbabani Allan,,,,St. Luke
32.5762455200607,0.312005156296237,4121028180,node,15,,,,,,,doctors,38554018,,2016/04/14 12:06:09,,,,cc3ce7d6ea994137800360ac522d527d,,1,Ben Kiwanuka Street,,,,,,,Kampala,,,OCATRE JIMMY,,,,Safeway Pharmacy 2003 Limited
33.9505009577884,0.81827319762391,3990563783,node,12,,,,,,,doctors,37023712,,2016/02/05 16:46:37,,,,2e1bea195a9d4ec395cf9f33492bc786,,1,,,,,,,,tororo,,,judithkamugisha,,,,Senda Health care
31.5751632242729,3.42985252515203,5789319887,node,40,,,yes,,,2.0,doctors,109555911,Mo-Su 07:00-20:00,2021/08/12 08:04:02,yes,,,73e5806a1635440a8c88842b9ecd6145,water taps,2,,,,,non operational,,,,,1.0,Shamillah,Reach Uganda,,doctor,Hope Medical Drug Shop.
34.1956535207028,0.874883984924622,3953425762,node,15,,,,,,,clinic,36655574,,2016/01/18 12:12:17,,,,68ebd6714f2c49e7bc3126c9c38b2dc8,,1,Busiu-Manafa Road,,,,,,,Mbale,,,mataharimhairi,,,,Namawanga Health Center II
,,802413431,way,12,,,,,,,hospital,85009564,,2020/05/11 08:17:36,,,,79df981644504b739b371337c0a676fb,,1,,,,,,,,,,,_aahu_,,,hospital,Tiriri h̫pital
32.6392201835268,0.400380171501354,4258427076,node,12,government hospital,,,,,,hospital,59669060,,2018/06/08 13:12:11,,,,866c11d94b184f07b6c77c7eedaea946,,2,,,,,,,,,,,kiggudde,,,,Kira Health centre lll
32.531068486879,0.330318860359085,4104666108,node,15,,,,,,,pharmacy,49633732,,2017/06/18 12:05:05,,,,a869dda5b3ea4e8a981211a5f7198658,,2,Sentema Road,,,,,,,kampala,,,Nesim,,,,Daluk Pharmacy
32.3984812793665,0.720342896620053,3338274679,node,9,,,,,,,hospital,90223666,,2020/09/01 06:17:54,,,,ead90a0317b149819c3c6f5e4b92b10f,,2,,,,,,,,,,,pizzaiolo,,,,Nakaseke Hospital
,,800989225,way,12,,,,,,,hospital,84818768,,2020/05/07 09:01:35,,,,60db2305490e4c6b9685a1f04cd717a5,,1,,,,,,,,,,,Trogman12,,,hospital,Kopoth Health Center 2
,,292710248,way,15,,,,cardiology,,,hospital,94536401,,2020/11/21 09:12:58,,,,a0264b9c0a2e4f1b98705efb11ed5044,,4,,,,,,,,,,,micheal yani,,,hospital,Cardiology Extension
31.3086299351054,3.37987492456577,6007027157,node,37,MSF,,yes,,,1,doctors,109555300,,2021/08/12 07:54:21,yes,,,ff463f5f14044aa2b0124892d31b1708,taps,2,,,,,operational,,,,,0,Shamillah,HOT-Uganda,,,Esther Clinic
30.9474921164752,2.96925034959915,5406574333,node,21,Divine clinic,,yes,,,,doctors,57032741,,2018/03/09 13:43:03,yes,,,7ff5dc7a749a4825bffcc1dd7fc12e3a,,4,,,,,operational,,,,,,Mapperson,,,,Divine Clinic
30.908058279529,3.02230662322106,5338522798,node,25,,,yes,,,,doctors,57032741,Mo-Su 07:00-20:00,2018/03/09 13:42:45,yes,,,6513ff25098a4edc95dbbe9b5e63690b,mechanized_borehole,6,,,,,operational,,,,,,Mapperson,,,,Family Medical Clinic
33.2132709994381,0.430378919140338,4040404289,node,15,,,,,,,pharmacy,38029431,,2016/03/23 21:37:53,,,,405f95a366a5425fa131f2d6943aafae,,2,Lady Alice Muloki Road,,,,,,,Jinja,,,kadoch,,,,Gayatri Pharmacy
31.3539116582577,3.37388999424277,5215671215,node,9,MTI,,,,,,clinic,53687855,,2017/11/11 10:59:46,,,,8514a55be1df4e589ff2a1108b5bcc5d,,2,,,,,,,,,,,mueschel,,,,
32.5343794224516,0.329368184901142,4104666129,node,15,,,,,,,doctors,38376376,,2016/04/07 10:14:01,,,,5e614f93d3f5439693cdfd47d8cb2b04,,1,Masanafu Road,,,,,,,kampala,,,kiggudde,,,,Mercy Classic Clinic
,,800996906,way,12,,,,,,,hospital,84820687,,2020/05/07 09:28:01,,,,ca77aae218ba4d5eb205e722495976b7,,1,,,,,,,,,,,Trogman12,,,hospital,Bwizibwera Health Center
30.9115099472558,3.00889826035242,5338522784,node,25,,,yes,,,,doctors,59237038,Mo-Su 07:00-20:00,2018/05/24 10:11:36,yes,,,44d742b527d7409d8062f98c950660c5,water taps,6,,,,,operational,,,,,,Mbabani Allan,,,,Remmy's Drug Shop
32.5702722405831,0.316914017889815,3982839821,node,12,,,,,,,dentist,108170720,,2021/07/17 18:56:30,,,,c8d035fdff284e689e4cc630a7927990,,2,,,,,,,,,,,Jens Kubieziel,,,dentist,Pacific Dental Clinic
31.1656399475642,3.42747667469752,5559514973,node,40,Private,,yes,,,1,pharmacy,109555300,Mo-Fr 07:00-13:30,2021/08/12 07:53:56,no,,,77b3249d9440475aace02c7241088af2,handpump,2,,,,,operational,,,,,0,Shamillah,HOT-Uganda,,,Alli Drug Shop
32.6355849521205,0.255925278742552,5916788363,node,18,,,,,,,clinic,62755726,,2018/09/20 09:04:38,,,,b437d222aadd4ab78234eab94a7ee383,,2,Ggaba Road streets,,,,,,,Kampala,,,lusdavo,UOM Field Survey,,,St. Balikuddembe Clinic
32.1428899780588,-0.284790037695359,7651392373,node,6,,,,,,,clinic,87119077,,2020/06/25 06:34:36,,,,0cad955c884a4fd09b57dd732426518b,,1,,,,,,,,,,,ekankaka,,,,
31.99599997479,-0.306366732844623,7652093518,node,12,Private Not For Profit,,,,,,clinic,87131041,,2020/06/25 09:47:04,,,,f14df758ee754d2c88c5155b113d6da7,,1,,,,,,,,,,,ekankaka,,,,Lambu HC II
32.5348519941525,0.329931281156348,4104666107,node,15,,,,,,,clinic,38376376,,2016/04/07 10:13:59,,,,996f6da3a7394131abc68d53088109ef,,1,Masanafu Road,,,,,,,kampala,,,kiggudde,,,,Crusader Medical Centre
32.5837135443312,0.288620065537287,4100092161,node,15,,,,,,,doctors,38321806,,2016/04/05 15:44:44,,,,587c7564ff10425f85fda576f7994992,,1,Lukuli Road,,,,,,,Kampala,,,gilbiz,,,,Mubaraka Orthopaedic Medical Clinic
31.0800766417787,0.326684970057244,6210374896,node,37,Clinical Officer,,yes,,,3,clinic,66855516,Mo-Fr 08:00-17:30,2019/02/02 13:21:10,yes,,,5573deb1d58a44569371d77938b293e5,,4,,,,,yes,,,,,0,SWF8,"Ingrid k;YouthMappers",,,Byabakora Outpost
31.2555603342575,3.53678666654491,5594324677,node,43,IDI,,yes,,,4,clinic,58643448,Mo-Su 07:00-20:00,2018/05/03 10:40:15,yes,,Private,d2e570acfd30484da961b5cd793fd179,handpump,1,,,,,operational,,,,,8,Shamillah,HOT-Uganda,,,Al-noor Health Centre II
32.6036469673633,0.275319745400594,4102724075,node,15,,,,,,,clinic,38354740,,2016/04/06 15:39:10,,,,d1599b064b6f4318b032ce6b52d87f5a,,1,Lukuli Road,,,,,,,Kampala,,,gilbiz,,,,Darlla Pharmacy
32.6100712770506,0.271278075509372,639120102,node,9,,,,,,,hospital,3875420,,2010/02/14 16:56:09,,,,fec49a3d5ecf4deda649a2d9ab0c76a2,,1,,,,,,,,,,,Reinier Battenberg,,,,Konge Parent School Health Clinic
32.6065836509592,0.288464665052459,607973217,node,6,,,,,,,doctors,3560624,,2010/01/07 10:54:41,,,,b35a48c803044165a106dafb22958696,,1,,,,,,,,,,,wonderfullyrich,,,,
33.2980994637724,0.617368031010216,4041880631,node,15,,,,,,,pharmacy,61317654,Mo-Su 07:00-20:00,2018/08/03 06:32:01,,,,6cd955f8b9c7420fb389e40ed3e015e3,,2,Namanganga Road,,,,,,,Busede,,,Ingrid k,,,,
33.227934719945,0.448775017311362,4039858957,node,9,,,,,,,pharmacy,37605446,,2016/03/04 10:20:41,,,,3bb3902c465e42b68f4aab8fc4642482,,1,,,,,,,,Walukuba,,,Ingrid k,,,,
,,884032537,way,18,,,,,,,clinic,95715289,,2020/12/12 09:06:15,,,,6150e7ea90454169a1bdebbd333c0784,,1,Nkokonjeru Terrace,,,,,,,Mbale,,,Rehema Nakibuuka,,30,,Medicare Health Center
32.574698723649,0.327113536766518,3799208239,node,18,,,,,,,pharmacy,34819119,,2015/10/23 11:45:12,,,,d4ef621733fe42d09614b3fc62fb798f,,2,Bombo Road,,,,,,,Kampala,,,Bert Araali,,35-37,,The Pharmaceutical Society of Uganda
32.5982098782317,0.350109874856258,610916429,node,12,,,,,,,doctors,71233776,,2019/06/13 22:19:37,,,,d8ca5bf2e13947dea9a12811d93eff23,,3,,,,,,,,,,,mapman44,,,doctor,Anoshu Clinic
32.5746675429693,0.34124794008801,8963738679,node,21,private,,,,,3,clinic,109214979,,2021/08/05 17:41:16,,,,1091f9bead634029899f2606db3a0054,,3,,,0703824756,,,,,,,,mueschel,,,,Ashock Health Care
32.5891585962708,0.333828949951055,582857059,node,21,,,,,,,hospital,107799115,,2021/07/11 21:53:43,,,,9fecaba42c114153ac8920f1f50f38c3,,5,Kawalya Kaggwa Close,,,,,,,Kampala,,,Jens Kubieziel,,16,hospital,Kololo Hospital Kampala Ltd.
33.9965579231653,1.07426347752269,3966532508,node,15,,,,,,,doctors,36958721,,2016/02/02 14:51:16,,,,28378bbfe7e94d3788499c813bf28d56,,2,Budaka Road,,,,,,,Kakule,,,mataharimhairi,,,,Kagoye Clinic
33.7081624512264,1.28168012561673,3968727731,node,18,,,,,,,doctors,78306383,,2019/12/12 09:05:42,,,,b8c15ce94be8431290ea9e93098d4cdb,,2,Agule Road,,,,,,,Agule Subcounty,,,bvivi,,,doctor,St . John Drug Shop
,,976012149,way,9,,,,,,,hospital,110269704,,2021/08/26 07:45:25,,,,e9c64b322a034c04965adfaf7e10fcab,,2,,,,,,,,,,,TuryamurebaNelson,,,hospital,
32.6258303446643,0.333391079329289,605253839,node,9,,,,,,,doctors,3543792,,2010/01/05 09:54:21,,,,6f29748707474c128cb5d58fe92cf1ce,,1,,,,,,,,,,,wonderfullyrich,,,,Namboza Family Clinic
34.179732766177,0.898706946305339,3946136640,node,12,,,,,,,pharmacy,36571608,,2016/01/14 14:42:19,,,,3a6772b50b434944b62a647ec1a16ba9,,1,,,,,,,,mbale,,,David Nickywoods,,,,Good Hope Drug Shop
31.0661784404886,3.31868527119946,5566723136,node,15,,,,,,,pharmacy,58264126,Mo-Su 09:00-17:00,2018/04/20 13:13:54,,,,aa8b4b283f6245878b1417f4585fd4eb,,1,,,,,,,,,,,Shamillah,HOT-Uganda,,,Adrama Enterprise
32.6056286169116,0.290900697571772,4102399357,node,15,,,,,,,doctors,38350343,,2016/04/06 12:49:15,,,,0192a74ce6314557996bd9c64538318b,,1,John Kinyingi Road,,,,,,,kampala,,,gilbiz,,,,Jobecal Medical clinic
29.6080959243987,-1.07043755681332,8227357401,node,9,,,,,,,hospital,95803281,,2020/12/14 10:48:25,,,,67b9e1133b944bb491c34ece631d5ad7,,1,,,,,,,,,,,Mbabani Allan,,,,Nteko HC III
32.5771983748135,0.288346144941585,4102726427,node,15,,,,,,,clinic,38354740,,2016/04/06 15:39:15,,,,29cd7c91596c4d6fad44347f11857d50,,1,Namasole Kiyemba Road,,,,,,,Kampala,,,gilbiz,,,,Makindye Maternity Home
,,391485115,way,9,,,,,,,hospital,90223666,,2020/09/01 06:19:33,,,,faf01cff3e5b4d9b9649ed73c3124ef5,,3,,,,,,,,,,,pizzaiolo,,,,Kayunga Hospital
31.2704849834102,3.57927327644597,5588620746,node,40,None,,yes,,,2,pharmacy,58557031,Mo-Su 07:00-20:00,2018/04/30 14:27:59,no,,,ac149d8ffbda45b0b183c0f6ee9bd683,other,1,,,,,operational,,,,,0,Shamillah,HOT-Uganda,,,King's Drug Shop
30.9951634364033,2.82453377382328,5354389852,node,21,,,yes,,,,doctors,59237038,,2018/05/24 10:11:44,yes,,,cf032471315c4ad2a37ff69b490d83fb,water taps,6,,,,,operational,,,,,,Mbabani Allan,,,,Odravu
33.2416810411495,0.468144254440858,4041781310,node,18,,,,,,,clinic,78357623,,2019/12/13 07:51:02,,,,e9d440e4f9c44955902a1177200621f0,,2,Old Kira Road,,,,,,,Bugembe,,,bvivi,,,clinic,Christ The King Clinic
32.2257099707547,0.233779955282017,7652093545,node,12,Private Not For Profit,,,,,,hospital,87131041,,2020/06/25 09:47:04,,,,5a909825dd7d4b859cc5f86a644e1c08,,1,,,,,,,,,,,ekankaka,,,,St. Elizabeth Kibanga Ihu HC III
31.5942499912655,-0.501650073180826,7651410075,node,6,,,,,,,clinic,87119077,,2020/06/25 06:34:36,,,,dfac1f58624243b2ba1ef5d08ecb7f48,,1,,,,,,,,,,,ekankaka,,,,
32.5766631902958,0.314844190720152,4124066926,node,15,,,,,,,pharmacy,108170964,,2021/07/17 19:04:38,,,,09c479d85ee2448e9fcb92c08961de42,,2,,,,,,,,kampala,,,Jens Kubieziel,,,pharmacy,Alveen Pharmacy
,,397543041,way,6,,,,,,,clinic,37177601,,2016/02/12 21:49:19,,,,db5fa18111ad4c6aad4527fdb2e19835,,1,,,,,,,,,,,Bert Araali,,,,
32.5744232943108,0.341137969518371,8963738667,node,25,private,,,,,6,clinic,109214889,,2021/08/05 17:38:28,yes,,,320f7d1bc9684c68a807f2f70dba50b4,,3,,,0706879849,,,,,,,,mueschel,,,,Life Consultant and Diagnostic Orthopedic Medical Center
30.9134310794632,3.03528977214165,5338522796,node,21,,,no,,,,doctors,57032741,,2018/03/09 13:42:44,no,,,328d64d471da446595376b2cd3995ee2,mechanized_borehole,5,,,,,operational,,,,,,Mapperson,,,,Evidence Drug Shop
31.3328432417169,3.52703993807765,5215672047,node,15,Refugee,,,,,,pharmacy,53573567,,2017/11/07 07:09:11,,,,a9d85e3f9d394edab7309fe7afb4d2d7,,1,,,,,,,,,,,kiggudde,MSF,,,Ngun Kaka Drug shop
33.976558031641,0.694433344263302,3990606490,node,12,,,,,,,clinic,37024091,,2016/02/05 17:02:56,,,,8f2c46f91996402c9efff81ea3e4de7e,,1,Nabuyoga Road,,,,,,,Nabuyoga,,,Ingrid k,,,,
32.5744689756831,0.31807164253712,3406756140,node,18,,,,,,,pharmacy,108170720,,2021/07/17 18:56:30,,,,21e38528d3d44533a7c5b1eb30075e67,,5,Ben Kiwanuka Road,,,,,,,kampala,,,Jens Kubieziel,,,pharmacy,Vine Pharmaceuticals
