"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAF","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",60.9,
"TCD","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",40.5,
"COG","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",22.2,
"CRI","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",8.4,
"CIV","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",22.6,
"CUB","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",15.8,
"COD","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",23.9,
"DOM","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",27.4,
"ECU","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",21.9,
"SLV","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",21,
"GNQ","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",23.8,
"ERI","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",31.1,
"FJI","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",8.5,
"GAB","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",15,
"GMB","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",25.5,
"GTM","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",21.6,
"GIN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",34.3,
"GNB","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",11.8,
"HND","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",27.3,
"IRQ","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",20.3,
"JAM","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",3.8,
"JOR","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",11.3,
"KEN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",13.2,
"KWT","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",5.6,
"KGZ","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",13.9,
"LAO","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",19.8,
"LBN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",3.4,
"LSO","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",18.3,
"LBR","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",15.7,
"LBY","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",0.9,
"MDG","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",39.9,
"MWI","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",26.9,
"MLI","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",44,
"MRT","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",29.3,
"MUS","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",7.3,
"MNG","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",5.3,
"MAR","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",11.3,
"MMR","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",12.9,
"NAM","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",5.9,
"NPL","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",24.5,
"NIC","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",30.4,
"NER","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",61.9,
"PSE","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",9.3,
"OMN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",4.2,
"PAN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",3.9,
"PNG","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",13.2,
"QAT","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",3.6,
"RWA","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",4,
"SEN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",25,
"SLE","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",19,
"SOM","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",28,
"LKA","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",10.6,
"SWZ","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",4,
"SYR","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",9.8,
"TJK","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",14.3,
"TLS","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",8,
"TGO","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",13.8,
"TTO","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",2.2,
"TUN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",3.8,
"TKM","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",6.2,
"UGA","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",22.8,
"UZB","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",5,
"VEN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",16.4,
"YEM","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",17.2,
"ZWE","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",22.9,
"BRN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",3.2,
"MLT","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",0.5,
"TWN","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",2.3,
"MNE","DISCRIMFAMCODE","EARMARRIAGE","PC","A","2019",2.4,
