"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"XKX71","11-August-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo); Refugees/IDPs (Kosovo)","Europe","Kosovo","Peja","Istog","","Zhaq",42.706,20.502,"Local Source; Blic Online","Subnational-Regional","As reported on August 11, in Zhaq, Kosovo, shots were fired at Serb returnees.",0
"XKX86","09-September-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Albanian Ethnic Group (Kosovo)","Civilians (Serbia)","Journalists (Serbia); Serbian Ethnic Group (Kosovo)","Europe","Kosovo","Mitrovica","Skenderaj","","Prekaz",42.752,20.812,"B92.net","Regional","On September 9, 2018 in Prekaz, Kosovo, two female reporters of Deutsche Welle (DW) were assaulted as they were reporting about the barricades set there to prevent the visit of the Serbian president. According to the Serbian media, they were assaulted by Kosovo Albanians on the basis of their suspicion that the reporters were Serbian.",0
"XKX84","09-September-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Serbia)","Government of Serbia (2017-)","Europe","Kosovo","Pristina","Poduveja","","Merdar",42.933,21.235,"Juzne Vesti","Regional","On 9 September 2018, at a border crossing in Merdar, Kosovo, mayor of Serbian city of Nis Zoran Radovanovic was attacked together with two Nis city council members. Radovanovic was hospitalized in Nis afterwards.",0
"XKX116","21-October-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Albanian Ethnic Group (Kosovo)","Civilians (Serbia)","Serbian Ethnic Group (Serbia)","Europe","Kosovo","Peja","Istog","","Istog",42.782,20.491,"B92.net","Regional","On October 21, 2018 two buses transporting Serbian pilgrims from Belgrade visiting an Orthodox church got attacked with stones reportedly by a group of Kosovo Albanians in Istok, Kosovo.",0
"XKX163","22-January-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Albanian Ethnic Group (Kosovo)","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo)","Europe","Kosovo","Mitrovica","North Mitrovica","","North Mitrovica",42.895,20.865,"KoSSev","National","On January 22, 2019 in North Mitrovica, Kosovo, a group of perpetrators of Albanian ethnicity attacked a citizen of Serbian ethnicity, who got minor injuries and received medical assistance.",0
"XKX173","08-February-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo); Military Forces of Kosovo (2017-2020)","Europe","Kosovo","Gjilan","Kllokot","","Mogille",42.342,21.392,"Koha Ditore; RTK","National","On February 8, 2019 in Mogille, Kosovo, a member of the Kosovo Security Force (assumed unarmed) of Serbian ethnicity was beaten by unknown perpetrators. He was taken to the hospital but was released home after receiving medical assistance.",0
"XKX195","10-March-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Albanian Ethnic Group (Kosovo)","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo)","Europe","Kosovo","Mitrovica","Mitrovica","","Magjere",42.967,20.913,"Politika","Regional","On March 10, in Magjere, Kosovo, a group of Albanian men stoned a van with Serbian passengers. According to Serbian media, this type of attack is common on the route the van was taking. There were no injuries reported.",0
"XKX196","15-March-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo)","Europe","Kosovo","Mitrovica","North Mitrovica","","North Mitrovica",42.895,20.865,"BETA","Regional","On March 15, in North Mitrovica, Kosovo, unknown perpetrators beat up two men of Serbian ethnicity. The attack has been interpreted in Serbian media and among Kosovo Serbian politicians as part of the intimidation tactic against Kosovo Serbs. There are no definite reports on the ethnicity of the attackers.",0
"XKX200","20-March-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Serb List","Civilians (Kosovo)","SLS: Independent Liberal Party","Europe","Kosovo","Pristina","Pristina","","Pristina",42.667,21.172,"Kosova Press","National","As reported on March 20, in Pristina, Kosovo, two members of the Serb List attacked Kosovo Assembly MP and chairman of SLS political party.",0
"XKX231","30-May-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","Romani Ethnic Group (Kosovo); Women (Kosovo)","Europe","Kosovo","Pristina","Lipjan","","Lipjan",42.526,21.122,"Indeksonline","National","On May 30, a Roma woman was attacked by unidentified young men in Lipjan, Kosovo. The media reported that the attack was most likely ethnically motivated.",0
"XKX234","01-June-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","Romani Ethnic Group (Kosovo); Women (Kosovo)","Europe","Kosovo","Ferizaj","Ferizaj","","Ferizaj",42.371,21.155,"UDAR","Regional","As reported on June 1, a Roma woman was beaten by an unidentified man in Ferizaj, Kosovo. The media reported that the attack was most likely ethnically motivated.",0
"XKX259","14-August-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","Romani Ethnic Group (Kosovo)","Europe","Kosovo","Peja","Istog","","Istog",42.782,20.491,"Insajderi","National","On August 14, a Roma child was attacked and beaten by an adult in Istog, Kosovo, in what is believed to be an ethnically motivated attack.",0
"XKX260","23-August-2019",2019,"Violence against civilians","Attack","Private Security Forces (Kosovo)","PDK: Democratic Party of Kosovo","Civilians (Kosovo)","Journalists (Kosovo)","Europe","Kosovo","Pristina","Pristina","","Pristina",42.667,21.172,"Insajderi","National","On August 23, a journalist was attacked and punched by PDK leader's security in Pristina, Kosovo.",0
"XKX262","02-September-2019",2019,"Violence against civilians","Attack","Albanian Ethnic Militia (Kosovo)","","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo)","Europe","Kosovo","Mitrovica","North Mitrovica","","North Mitrovica",42.895,20.865,"Gazeta Express","National","On September 2, a Serbian minor was stabbed during a altercation with a group of Albanian boys in the predominantly Serbian part of Kosovska Mitrovica, Kosovo.",0
"XKX278","26-October-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","PDK: Democratic Party of Kosovo","Europe","Kosovo","Ferizaj","Ferizaj","","Ferizaj",42.371,21.155,"Kallxo","National","On October 26, a member of PDK was attacked in Ferizaj, Kosovo. As a result of the attack he suffered serious bodily harm and needed urgent medical help. The PDK claim Self-Determination party (LV) is responsible, but the latter denies any involvement.",0
"XKX279","30-October-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","Government of Kosovo (2017-2020); Lawyers (Kosovo)","Europe","Kosovo","Prizreni","Prizreni","","Prizreni",42.215,20.742,"Kallxo","National","On October 30, the State Prosecutor was physically attacked by an unknown individual in Prizren, Kosovo. As a result of the attack the prosecutor needed to receive medical treatment at the hospital.",0
"XKX294","17-December-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Government of Kosovo (2017-2020)","Civilians (Kosovo)","Journalists (Kosovo)","Europe","Kosovo","Pristina","Pristina","","Pristina",42.667,21.172,"Prishtina Insight","National","On 17 December, a journalist was physically attacked in Pristina by the outgoing Trade Minister.",0
"XKX306","31-January-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Albanian Ethnic Group (Kosovo)","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo)","Europe","Kosovo","Mitrovica","North Mitrovica","","North Mitrovica",42.895,20.865,"UNMIK","National","On 31 January 2020, an ethnic Serb was physically attacked in North Mitrovica, Kosovo. The man was seriously injured and underwent surgery. Four ethnic Albanians are suspected of the attack.",0
"XKX332","23-March-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Serbian Ethnic Group (Kosovo)","Civilians (Kosovo)","Journalists (Kosovo); Albanian Ethnic Group (Kosovo)","Europe","Kosovo","Mitrovica","North Mitrovica","","North Mitrovica",42.895,20.865,"Gazeta Express","National","On 23 March 2020, a crew of Kosovo Albanian journalists were physically attacked by two Serbian men in North Mitrovica, Kosovo, while reporting for a story. North Mitrovica is predominantly Serbian and it is possible that speaking Albanian provoked the attack.",0
"XKX382","03-October-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Albanian Ethnic Group (Kosovo)","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo); Students (Kosovo)","Europe","Kosovo","Pristina","Pristina","","Bernice e Poshteme",42.705,21.139,"KoSSev","National","On 3 October 2020, several school-aged children, who are ethnically Serbian were shot at by two men who spoke Albanian while sitting in a school yard in Bernice e Poshteme, Kosovo, one of whom they've recognized as Albanian. Parents of the children believe the attack is ethnically motivated.",0
"XKX401","22-December-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","PDK: Democratic Party of Kosovo","Civilians (Kosovo)","Journalists (Kosovo)","Europe","Kosovo","Pristina","Pristina","","Pristina",42.667,21.172,"Kosovo Online","National","On 22 December 2020, a journalist was physically attacked in Pristina, Kosovo, by the brother of a high-ranking PDK politician, who is also a member of the party. The journalist said he has been receiving threats and insults on social media for criticizing the diaspora.",0
"XKX416","22-February-2021",2021,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","PDS: Progressive Democratic Party","Europe","Kosovo","Pristina","Gracanica","","Laplje Selo",42.597,21.141,"RFE/RL","International","On 22 February 2021, the teenage son of the Serbian oppositional politician and leader of PDS: Progressive Democratic Party Nenad Rasic was severely beaten in Laplje Selo, Kosovo. The teenager was hospitalized with injuries and eight people, including one minor were arrested. It is believed that the beating was politically motivated.",0
"XKX417","24-February-2021",2021,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","","Civilians (Kosovo)","Journalists (Kosovo)","Europe","Kosovo","Pristina","Pristina","","Pristina",42.667,21.172,"UNMIK","National","On 24 February 2021, investigative reporter Visar Duriqi was beaten by 3 unidentified men in Pristina, Kosovo. He suffered a broken nose, jaw, and several broken teeth. Recently, he had been working on a documentary about the Islamic State.",0
"XKX494","23-August-2021",2021,"Violence against civilians","Attack","Unidentified Armed Group (Kosovo)","Albanian Ethnic Group (Kosovo)","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo)","Europe","Kosovo","Gjilan","Dardana","","Dardana",42.588,21.574,"UNMIK","National","On 23 August 2021, an 11-year-old Serbian boy was attacked and beaten in Dardana, Kosovo by 2 Albanian boys of similar age who insulted him in Albanian. The boy's father claims the attack was ethnically motivated but the police claim it was a fight between peers.",0
"XKX510","23-September-2021",2021,"Violence against civilians","Attack","Police Forces of Kosovo (2020-) Regional Operations Support Units","","Civilians (Kosovo)","Serbian Ethnic Group (Kosovo)","Europe","Kosovo","Mitrovica","Zubin Potok","","Kopiloviq",42.961,20.611,"KoSSev","National","On 23 September 2021, a group of ROSU members beat three ethnic Serbs in Kopiloviq, Kosovo, The victims claimed the policemen insulted them and threatened to kill them. This happened near the border crossing Brnjak, where demonstrations have been going on for days. Two of the victims required hospitalization. Kosovo Police has not yet confirmed this incident.",0
"ALB99","30-August-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Albania)","","Civilians (Albania)","Journalists (Albania)","Europe","Albania","Tirana","Tirane","","Tirana",41.328,19.819,"Intellinews; Tirana Times","National-International","On August 30, 2018: Unidentified attacker shot with automatic weaponry at journalist Claudia Lala's home in Tirana. The journalist's children, parents and brother were at home at the time of the attack. No injuries were reported. Lala was known for reporting about organized crime and justice for more than a decade and it was suspected that the attack was linked to her work as a journalist.",0
"ALB339","27-February-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Albania)","","Civilians (Albania)","Government of Albania (2013-)","Europe","Albania","Lezhe","Lezhe","","Lezhe",41.784,19.644,"Albanian Daily News; NOA","National","On Feb. 27, 2019: A car shooting at a municipal employee took place in the village of Tresh, Lezhe. Unidentified person in a car fired some shots at the car driven by the municipal employee. No injuries were reported.",0
"ALB487","29-June-2019",2019,"Violence against civilians","Attack","Police Forces of Albania (2013-)","","Civilians (Albania)","Journalists (Albania)","Europe","Albania","Diber","Diber","","Peshkopi",41.685,20.429,"Exit Albania","National","On 29 June, video footage showed state police assaulting a journalist who was attempting to cover the elections in Diber. The man was heard shouting 'I'm a journalist, I'm a journalist,' as the police knocked his phone from his hand and assaulted him. He was hospitalized with injuries.",0
"ALB531","15-August-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Albania)","Labour Group (Albania)","Civilians (Spain)","","Europe","Albania","Vlore","Sarande","","Sarande",39.876,20.005,"Koha Jone; NOA","National","On 15 August, restaurant owners beat Spanish tourists and tried to enter their car, while carrying a weapon, in Sarande, after the tourists were leaving dissatisfied with the restaurant service. Police is searching for the attackers.",0
"ALB583","02-November-2019",2019,"Violence against civilians","Attack","Unidentified Armed Group (Albania)","","Civilians (Albania)","Government of Albania (2013-); Lawyers (Albania)","Europe","Albania","Durres","Durres","","Durres",41.323,19.441,"Albanian Daily News; Exit Albania","National","On 2 November, unidentified assailants fired shots at the car of the public prosecutor of Durres while driving at Shkozet overpass in Durres. The prosecutor and other passengers sustained non-life threatening injuries. According to Exit Albania, the attack may be connected to recent criticism by Prime Minister Edi Rama on Ndoja on October 9. [size=no report]",0
"ALB672","16-April-2020",2020,"Violence against civilians","Attack","Police Forces of Albania (2013-)","","Civilians (Albania)","Women (Albania)","Europe","Albania","Vlore","Vlore","","Vlore",40.467,19.49,"Koha Jone","National","As reported on 16 April 2020, police officers assaulted and pushed a woman to the ground in Vlore for violating the coronavirus lockdown and leaving her apartment without permission. Former Prime Minister Sali Berisha shared a video of the incident, appealing citizens to protest police violence.",0
"ALB715","27-May-2020",2020,"Violence against civilians","Attack","Police Forces of Albania (2013-)","","Civilians (Albania)","Romani Ethnic Group (Albania)","Europe","Albania","Tirana","Tirane","","Tirana",41.328,19.819,"Exit Albania","National","Around 27 May 2020 (as reported), two police officers assaulted and injured Roma youth in Tirana, trying to detain him as he was collecting cans near the urban waste bins. The Albanian Ombudsman launched an investigation into the case.",0
"ALB834","19-December-2020",2020,"Violence against civilians","Sexual violence","Police Forces of Albania (2013-)","","Civilians (Albania)","Alliance for Protection of the National Theater","Europe","Albania","Tirana","Tirane","","Tirana",41.328,19.819,"Exit Albania","National","On 19 December 2020, Albanian police detained for four hours four activists from the Alliance for Protection of the National Theater in Tirana. The activists were allegedly physically and sexually assaulted by the Police.",0
"ALB847","21-February-2021",2021,"Violence against civilians","Attack","Unidentified Armed Group (Albania)","PS: Socialist Party of Albania","Civilians (Albania)","PD: Democratic Party of Albania","Europe","Albania","Tirana","Tirane","","Tirana",41.328,19.819,"Koha Jone","National","Attack: On 21 February 2021, a PD activist was beaten by three men near the New Ring Road of Tirana. The man claims that he was attack because of his campaign for PD and that the attackers are linked to the PS minister of reconstruction.",0
"ALB913","19-April-2021",2021,"Violence against civilians","Attack","Unidentified Armed Group (Albania)","PS: Socialist Party of Albania","Civilians (Albania)","PD: Democratic Party of Albania","Europe","Albania","Tirana","Kavaje","","Kavaje",41.186,19.557,"EuroNews; Albanian Daily News; Exit Albania; Radio and Televizioni Shqiptar","National-Regional","On 19 April 2021, one PS affiliate shot a PD activist in Kavaje, injuring him. The incident might be related to increased pre-election tensions.",0
"ALB917","25-April-2021",2021,"Violence against civilians","Attack","Unidentified Armed Group (Albania)","PD: Democratic Party of Albania","Civilians (Albania)","","Europe","Albania","Korce","Maliq","","Maliq",40.706,20.7,"Albanian Daily News","National","On 25 April 2021, a DP observer attacked a couple of seniors in Maliq, refusing to allow the couple to vote together in the voting booth. The DP observer also had a fight with the couple's son.",0
"ALB932","19-May-2021",2021,"Violence against civilians","Attack","Police Forces of Albania (2013-)","","Civilians (Morocco)","Refugees/IDPs (Morocco); Prisoners (Morocco)","Europe","Albania","Durres","Durres","","Durres",41.323,19.441,"NOA; Albanian Daily News; Exit Albania","National","On 19 May 2021, a Morrocan asylum seeker was reportedly beaten by police in Durres while in custody and has received inhumane treatment in temporary detention. Police claims that the man was beaten during a bar fight.",0
"ALB972","04-September-2021",2021,"Violence against civilians","Attack","Unidentified Armed Group (Albania)","","Civilians (Albania)","PS: Socialist Party of Albania","Europe","Albania","Shkoder","Shkoder","","Shkoder",42.068,19.513,"Albanian Daily News","National","On 4 September 2021, a former regional head of the Socialist Party was shot and injured in Shkoder. The perpetrator is unknown and the reason of the shooting is also unknown.",0
"ALB1002","08-November-2021",2021,"Violence against civilians","Attack","Police Forces of Albania (2013-)","","Civilians (Albania)","Journalists (Albania)","Europe","Albania","Tirana","Tirane","","Tirana",41.328,19.819,"Safe Journalists","Regional","On 8 November 2021, a police officer attacked Top Channel journalist Anila Hoxha and A2 CNN journalist Endrit Aga and attempted to push them off a cliff while they were investigating a murder in the periphery of Tirana.",0
"AND1","13-January-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Andorra)","","Civilians (Andorra)","LGBT (Andorra)","Europe","Andorra","Andorra la Vella","","","Santa Coloma d'Andorra",42.495,1.496,"Bondia","National","On 13 January 2020, a homophobic attack took place at a nightclub in Santa Coloma d'Andorra where a young man was beaten. No arrests were made.",0
"AUT17","15-January-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Austria)","","Civilians (Austria)","Students (Austria)","Europe","Austria","Wien","","","Vienna",48.208,16.372,"Oe24.At; Krone","National","On 15 January 2020, a student and member of the fraternity Albia Vienna was attacked by 2 suspected far left perpetrators in front of the University in Vienna. The previous day, far left activists and students demonstrated against fraternities, which they deemed to be nationalist, and against racism. Police arrested the 2 suspects.",0
"AUT82","07-March-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Austria)","","Civilians (Austria)","SPOE: Social Democratic Party of Austria","Europe","Austria","Wien","","","Vienna",48.208,16.372,"Heute - Osterreichs Neue Tageszeitung","National","On 7 March 2020, a member of the far right attacked an information booth of the SPOE in Vienna spraying pepper spray.",0
"AUT85","11-March-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Austria)","","Civilians (Austria)","Jewish Group (Austria)","Europe","Austria","Steiermark","Graz","","Graz",47.071,15.438,"Krone; Tiroler Tageszeitung","National","On 11 March 2020, a young adult attacked a 16 year old German man wearing a ring with the Star of David in Graz by hitting him in the face.",0
"AUT181","04-July-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Russia)","Chechen Ethnic Group (Russia)","Civilians (Russia)","Refugees/IDPs (Russia); Chechen Ethnic Group (Russia)","Europe","Austria","Niederosterreich","Korneuburg","","Gerasdorf bei Wien",48.295,16.468,"Tiroler Tageszeitung; Niederosterreichische Nachrichten","Subnational-National","On 4 July 2020, a Chechen asylum seeker was shot dead in Gerasdorf bei Wien. Two Chechen suspects were arrested. The police suspects a political motive. The victim had earlier criticised the leadership of Chechnya.",1
"AUT318","02-November-2020",2020,"Violence against civilians","Attack","Islamic State (Austria)","","Civilians (Austria)","Civilians (Germany); Civilians (North Macedonia)","Europe","Austria","Wien","","","Vienna",48.208,16.372,"Oe24.At; Volksblatt; Der Tagesspiegel; Judische Allgemeine; Suddeutsche Zeitung; Belltower News; Redaktionsnetzwerk Deutschland; Abendzeitung Munchen; RPR1; Tiroler Tageszeitung","Other-National","On 2 November 2020, in the evening, a 20-year-old man with dual Austrian-North Macedonian citizenship shot four people dead (two Austrians, one German woman, and one man from North Macedonia) and injured several others at six locations in the center of Vienna. Police eventually shot dead the attacker, who had earlier served a prison sentence for trying to travel to Syria to join the Islamic State. The Islamic State claimed the attack on its platform Naschir News and Telegram.",5
"BEL402","20-June-2020",2020,"Violence against civilians","Attack","Unidentified Armed Group (Belgium)","","Civilians (Belgium)","Government of Belgium (2019-2020); CD&V: Flemish Christian Democrats","Europe","Belgium","Vlaanderen","West-Vlaanderen","Brugge","Brugge",51.211,3.226,"Het Nieuwsblad","National","On 20 June 2020, a man stabbed the mayor of Brugge in front of his law firm for until now unknown reasons. The victim survived the attack.",0
"BEL505","25-July-2020",2020,"Violence against civilians","Attack","Police Forces of Belgium (2019-2020)","","Civilians (Belgium)","","Europe","Belgium","Vlaanderen","West-Vlaanderen","Roeselare","Roeselare",50.945,3.126,"Krant van West-Vlaanderen","National","On 25 July 2020, a police officer exercised excessive force in Roeselare during the arrestation of man who didn't want to comply to the newly installed face mask obligation in public places. During the arrest, the man was hit several times and sprayed with pepperspray.",0
"BIH17","02-February-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Bosnia and Herzegovina)","Wahhabi Muslim Group (Bosnia and Herzegovina)","Civilians (Bosnia and Herzegovina)","Journalists (Bosnia and Herzegovina)","Europe","Bosnia and Herzegovina","Federation of Bosnia and Herzegovina","Sarajevo","Centar Sarajevo","Sarajevo",43.867,18.401,"Dnevni Avaz","National","On February 2, 2018 in Sarajevo settlement of Otoka in Bosnia and Herzegovina, journalist Nedzad Latic was assaulted by an alleged member of the Wahhabi movement in Bosnia and Herzegovina, as claimed by Latic.",0
"BIH77","21-April-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Bosnia and Herzegovina)","","Civilians (Bosnia and Herzegovina)","SDA: Party of Democratic Action; Government of Bosnia and Herzegovina (2014-2018)","Europe","Bosnia and Herzegovina","Federation of Bosnia and Herzegovina","Unsko-Sanski","Sanski Most","Sanski Most",44.767,16.667,"Klix.ba","National","On April 21, 2018 a representative in the Federal Parliament of Bosnia and Herzegovina and member of the presidency of the SDA political party was assaulted in the Bosnian city of Sanski Most.",0
"BIH134","19-June-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Bosnia and Herzegovina)","","Civilians (Bosnia and Herzegovina)","SNSD: Alliance of Independent Social Democrats","Europe","Bosnia and Herzegovina","Republika Srpska","Trebinje","Bileca","Bileca",42.876,18.43,"Oslobodenje","National","On June 19, 2018 in Bileca, Bosnia and Herzegovina, President of the Municipal Assembly of Bileca Srdjan Rogan was assaulted by two un known perpetrators. A day before Rogan disclosed that he was switching from PDP political party to SNSD.",0
"BIH161","20-August-2018",2018,"Violence against civilians","Attack","Unidentified Armed Group (Bosnia and Herzegovina)","","Civilians (Bosnia and Herzegovina)","Journalists (Bosnia and Herzegovina)","Europe","Bosnia and Herzegovina","Federation of Bosnia and Herzegovina","Hercegovacko-Neretvanski","Konjic","Konjic",43.651,17.961,"Radio Sarajevo","National","On August 20, 2018 in Konjic, Bosnia and Herzegovina a group of masked individuals attacked the journalists of public broadcaster BHRT who were in their van, injuring the driver and causing material damage on the van.",0
