"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"AFG28756","30-November-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Taliban","","Police Forces of Afghanistan (2014-2021)","Civilians (Afghanistan); Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Helmand","Nawa-i-Barikzayi","","Nawa-i-Barikzayi",31.392,64.319,"Voice of Jihad; AP; Xinhua","Other-International","On 30 November 2019, 1-3 policemen including a senior border commander were killed, 2 others and 1 journalist were wounded by a Taliban-planted bomb in the Jernamo area of Nawa-e Barakzayi district, Helmand. VOJ reported 3 policemen including a commander were killed. One source (AP) reported the event took place in Nad Ali district, while others reported it took place in Nawa-e Barakzayi.",1
"AFG28981","30-November-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)","","Military Forces of Afghanistan (2014-2021)","Civilians (Afghanistan); Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Helmand","Nad Ali","","Nad-e Ali",31.632,64.264,"New York Times","International","On 30 November 2019, 1 border forces commander was killed and a local reporter was wounded by a roadside bomb in Nad Ali district, Helmand. It's unclear who planted the bomb.",1
"AFG45765","30-May-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (Afghanistan)","","Civilians (Afghanistan)","Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Kabul","Kabul","","Kabul",34.517,69.183,"Twitter; Taliban Twitter; AP; Pajhwok Afghan News; Liveuamap","Local partner-New media","On 30 May 2020, 2 journalists were killed and 4 others were wounded when their bus was hit by a landmine in the Kolola Pushta area of Kabul city. IS claimed responsibility for the attack.",2
"AFG46933","11-August-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)","","Civilians (Afghanistan)","Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Baghlan","Pul-i-Khumri","","Pul-i-Khumri",35.945,68.715,"Pajhwok Afghan News; Afghan Islamic Press News Agency","National","On 11 August 2020, a bomb damaged a radio station and a magazine's building in the Shah Koti area of Pul-e Khumri city, Baghlan. It's unclear who planted the bomb. No casualties occurred.",0
"AFG59931","28-August-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Taliban","","Civilians (Afghanistan)","Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Balkh","Char Bolak","","Charbolak",36.76,66.723,"Undisclosed Source","Local partner-Other","On 28 August 2020, 3 journalists were injured in a car bomb explosion planted by Taliban militants on Jawzjan-Mazar-e-Sharif highway in Charbolak district of Balkh province.",0
"AFG49124","12-November-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)","","Civilians (Afghanistan)","Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Helmand","Lashkargah","","Lashkargah",31.594,64.372,"New York Times; AFP; Pajhwok Afghan News","National-International","On 12 November 2020, 1 journalist was killed and 3 civilians including another journalist were wounded when a sticky bomb attached to his vehicle exploded in Lashkargah city, Helmand. It's unclear who planted the bomb. The journalist was threatened by the Taliban.",1
"AFG51286","01-February-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)","","Civilians (Afghanistan)","Journalists (Afghanistan); Government of Afghanistan (2014-2021)","Caucasus and Central Asia","Afghanistan","Kabul","Kabul","","Kabul",34.517,69.183,"Khaama Press","National","On 1 February 2021, a senior Afghan ministry of peace official and the founder of Khaama Press online press escaped unharmed after his car was hit by an unidentified militant'-planted IED blast in Shah Shaheed area of PD10, Kabul city.",0
"AFG54905","25-May-2021",2021,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Afghanistan)","","Civilians (Afghanistan)","Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Laghman","Mehterlam","","Mehterlam",34.671,70.209,"Liveuamap; Twitter","Local partner-New media","Around 25 May 2021, the employee of a radio station was wounded after a mortar shelling of the city of Mehtar Lam, Laghman. Unclear who fired the mortar.",0
"AFG55407","03-June-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)","","Civilians (Afghanistan)","Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Kabul","Kabul","","Kabul",34.517,69.183,"Pajhwok Afghan News; Afghan Islamic Press News Agency; Ariana TV; Undisclosed Source","Local partner-Other","On 3 June 2021, 4 civilians including a journalist were killed and 4 were wounded when their vehicle hit a bomb in the Char Qala road in PD 6, Kabul city. The sister of a journalist was first wounded, but died on 6 June. It's unclear who planted the bomb.",4
"AFG57144","14-July-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)","","Civilians (Afghanistan)","Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Nangarhar","Jalalabad","","Jalalabad",34.426,70.452,"Afghan Islamic Press News Agency; Reporterly (Afghanistan)","National","On 14 July 2021, at least 21 civilians including a journalist were wounded when a bomb exploded near a police checkpoint in the Talashi Square, PD2, Jalalabad city, Nangarhar. It's unclear who planted it.",0
"ALB795","30-October-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Albania)","","Civilians (Albania)","Journalists (Albania)","Europe","Albania","Lezhe","Lezhe","","Balldren",41.821,19.638,"Albanian Daily News; NOA","National","On 30 October 2020, a TNT device exploded outside the house of Albanian journalist Elidon Ndreka in Balldren (Lezhe), inflicting minor damage to the property. No fatalities reported.",0
"ALG3346","12-July-2013",2013,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Algeria)","","Civilians (Algeria)","Journalists (Algeria)","Northern Africa","Algeria","Khenchela","Khenchela","","Khenchela",35.436,7.143,"El Khabar (Tunisia)","Regional","Two Algerian people including a journalist were killed Friday in Algerias Khenchla province when a road side bomb planted by militants exploded in the province, about 450 km east of Algiers,",2
"AZE17093","01-October-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)","","Civilians (Azerbaijan)","Civilians (Armenia); Journalists (Armenia); Civilians (France); Journalists (France); Civilians (Russia); Journalists (Russia)","Caucasus and Central Asia","Azerbaijan","Martuni","","","Khojavend",39.795,47.112,"Tert; Human Rights Ombudsman Of The Republic Of Artsakh","National-Regional","On 1 October 2020, 3 civilians from Artsakh were killed and 6 others were wounded during the shelling of Khojavend (Martuni) city of Artsakh by the Azerbaijani army. Armenian, French and Russian journalists were wounded.",3
"AZE16390","08-October-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)","","Civilians (Russia)","Journalists (Russia)","Caucasus and Central Asia","Azerbaijan","Shusha","","","Shusha",39.76,46.75,"A1+","Regional","On 8 October 2020, 3 Russian journalists were wounded after the artillery and missile shelling of Shusha city by the Azerbaijani military forces.",0
"BGD10945","12-July-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Journalists (Bangladesh)","South Asia","Bangladesh","Khulna","Narail","Narail Sadar","Narail",23.155,89.495,"Daily Star (Bangladesh)","National","On July 11, unidentified men threw bombs at the residence of the president of the Kalia press club, in Narail, injuring him and his wife.",0
"BGD12915","18-May-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Journalists (Bangladesh)","South Asia","Bangladesh","Dhaka","Dhaka","Tejgaon","Dhaka - Tejgaon",23.763,90.39,"United News of Bangladesh","National","On 18 May, an unidentified group hurled a hand bomb near the printing press of the daily Amar Desh at Tejgaon industrial area in Dhaka, Dhaka on Friday night.",0
"BGD5262","06-November-2013",2013,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Journalists (Bangladesh)","South Asia","Bangladesh","Khulna","Satkhira","Shyamnagar","Shyamnagar",22.341,89.118,"Daily Star (Bangladesh)","National","On 6 Nov, a journalist was severely injured in an attack by unidentified persons who hurled three bombs at his house in the Badhghata area of Shyamnagar town (Satkhira, Khulna).",0
"BRA3875","06-May-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Gang (Brazil)","","Civilians (Brazil)","Journalists (Brazil)","South America","Brazil","Espirito Santo","Vitoria","","Vitoria",-20.319,-40.338,"ESHOJE","Subnational","On 6 May 2019, in Vitoria, Espirito Santo, the car of a TV Reporting Station was blown up by three men who placed a bomb underneath in Bonfim neighbourhood to distract police. According to officials, the act was in response to police action in a drug trafficking event earlier in the day. No injuries were reported.",0
"BRA3874","06-May-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Gang and/or Police Militia","","Civilians (Brazil)","Journalists (Brazil)","South America","Brazil","Espirito Santo","Vitoria","","Vitoria",-20.319,-40.338,"G1","National","On 6 May 2019, in Vitoria, Espirito Santo, three supects blew up the car of a TV journalist.",0
"MMR3574","10-March-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","Civilians (Myanmar)","Journalists (Myanmar)","Southeast Asia","Myanmar","Rakhine","Sittwe","Sittwe","Sittwe",20.146,92.898,"Irrawaddy","National","On 10 March 2016, near Sittwe township (Sittwe District, Rakhine State), an explosion occured at a journalist's home. The journalist claimed he was targeted for his media outlet's coverage of controversial issues. He and his family were away from home at the time of the incident and no one was injured.",0
"MMR14242","23-March-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","Civilians (Myanmar)","Journalists (Myanmar)","Southeast Asia","Myanmar","Shan-North","Lashio","Lashio","Lashio",22.936,97.75,"Radio Free Asia","Regional","On 23 March 2021, in Lashio town (Lashio Township, Lashio District, Shan State), an unknown assailant attacked the house of Chief of Editor of Pyae Madaing News agency reportedly with a handmade bomb. Two of his children were injured.",0
"BUR3084","26-April-2015",2015,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Burundi)","","Civilians (Burundi)","Journalists (Burundi)","Eastern Africa","Burundi","Bujumbura Mairie","Mukaza","n.a. (6)","Bujumbura",-3.377,29.358,"Crowdmap","Other","Grenades thrown into journalist house.",0
"BUR3660","23-June-2015",2015,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Burundi)","","Civilians (Burundi)","Journalists (Burundi); Women (Burundi)","Eastern Africa","Burundi","Bujumbura Mairie","Mukaza","N.A. (8)","Jabe",-3.371,29.371,"IWACU","National","A grenade was thrown into the house where a journalist and her mother were living. No fatalities. Prior to the event, journalist said having received several threats due to an investigation on suspected disappearances. [women targeted: relatives of targeted groups or persons]",0
"CAO182","26-November-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Cameroon)","","Civilians (Cameroon)","Journalists (Cameroon)","Middle Africa","Cameroon","Centre","Mfoundi","Yaounde 1","Yaounde",3.867,11.517,"International Federation of Journalists","Other","An explosive device attack takes place against Press Book Communications premises in Yaounde",0
"CAO246","24-April-2014",2014,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Cameroon)","","Civilians (Cameroon)","Journalists (Cameroon)","Middle Africa","Cameroon","Littoral","Wouri","Douala 1","Douala",4.047,9.708,"CPJ","Other","The car of an investigative journalist from Radio France Internationale in Cameroon exploded outside his house, causing no injuries; it appears to be in connection with his coverage of the Cameroonian security forces",0
"CAO4197","06-January-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","Ambazonian Separatists (Cameroon)","","Military Forces of Cameroon (1982-)","Civilians (Cameroon); Government of Cameroon (1982-); Journalists (Cameroon)","Middle Africa","Cameroon","Nord-Ouest","Momo","Mbengwi","Njikwa",6.086,9.893,"Journal du Cameroun; Cameroon Online; Camer.be; Xinhua; GardaWorld; AFP; RFI; Mimi Mefo","Other-New media","On 6 January 2021, an IED planted by suspected Ambazonian separatists detonated on an official convoy around Njikwa (Momo, Nord-Ouest), killing 4 soldiers and the Momo divisional delegate of communication (total of 5 fatalities), and injuring 3 others. The delegation was travelling back after installing the Divisional Officers for Ngie and Njikwa.",5
"CEN2822","24-March-2015",2015,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Central African Republic)","","Civilians (Central African Republic)","Christian Group (Central African Republic); Journalists (Central African Republic)","Middle Africa","Central African Republic","Ouham-Pende","Bozoum","Bozoum","Bozoum",6.319,16.371,"RCA (Central African Republic)","National","3 people were killed and several others injured after a photographer who was allegedly drunk dropped a grenade in the middle of a meeting of five evangelical churches after they took away his camera. He attempted to flee but was captured by a group of young people who beat him to death.",3
"DRC10911","09-March-2017",2017,"Explosions/Remote violence","Grenade","Police Forces of the Democratic Republic of Congo (2001-2019)","","Civilians (Democratic Republic of Congo)","Journalists (Democratic Republic of Congo)","Middle Africa","Democratic Republic of Congo","Maniema","Kindu","","Kindu",-2.944,25.922,"IFEX","Other","2 journalists were seriously wounded by shrapnel from a grenade allegedly thrown by a police officer while they were covering a protest by residents of Kindu who were demanding to be allowed to stone two alleged thieves. The journalists were standing apart from the crowd and were reportedly directly targeted.",0
"PSE5441","04-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2009-2021)","","Civilians (Palestine)","Journalists (Palestine); Civilians (Turkey)","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza - Remal",31.531,34.455,"Anadolu Agency; Palestine News and Information Agency; AFP","National-Regional","On May 4 2019, Israeli forces targeted the Anadolu News Agency office in Gaza city's Rimal neighbourhood in an airstrike with 5 missiles. The building was destroyed, but no injuries were reported.",0
"PSE9632","13-May-2021",2021,"Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2009-2021)","","Civilians (Palestine)","Journalists (Palestine)","Middle East","Palestine","Gaza Strip","North Gaza","","Bayt Lahya",31.546,34.495,"Al Ghad (Jordan); PCHR: Palestinian Centre for Human Rights","Other-Regional","On 13 May 2021, the Israeli Air Force conducted a strike in the city Bayt Lahya (Gaza Strip, North Gaza). Israeli warplanes targeted with at least 20 missiles a residential neighborhood In Bayt Lahya near the Zaid intersection. Residential apartments [for rent], financial institutions, a law firm, companies and education centers were completely destroyed. 8 Palestinians were killed including 4 children, 7 are missing and 33 others including 10 children were wounded. The main road, electricity and communication networks as well as water pipers were also destroyed in the strikes, and 6 residential houses sustained severe damages. Israeli warplanes also targeted with one missile the Ministry of Transport and Communications' licensing headquarter in al Sheikh Zayid area in Bayt Lahya, partially destroying it. A vehicle belonging to the Careem Taxi Company was damaged in the airstrike and two journalists [Anadolu News Agency] travelling in the vehicle and the driver were wounded. Israeli warplanes targeted with 3 missiles a 4-storey house in the Bayt Lahya housing Project, killing 4 Palestinians including a pregnant woman and wounding 27 others including 10 children and 6 women. Nearby homes sheltering 91 Palestinians were destroyed.",12
"PSE13030","16-May-2021",2021,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2009-2021)","","Civilians (Palestine)","Journalists (Palestine); Refugees/IDPs (Palestine)","Middle East","Palestine","Gaza Strip","Rafah","","Rafah",31.287,34.26,"PCHR: Palestinian Centre for Human Rights","Other","On 16 May 2021, at approximately 00:20, Israeli artillery forces opened fire and flare bombs on Rafah City. Some shells fell on 6 houses in the al-Shabourah refugee camp in the city, wounding 2, including a journalist. A number of houses were damaged.",0
"PSE9593","19-May-2021",2021,"Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2009-2021)","","Civilians (Palestine)","Journalists (Palestine)","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Anadolu Agency","Regional","On 19 May 2021, an Israeli aircraft struck a house in the Tel al Hawa neighbourhood of Gaza City. A reporter of the Turkish news agency Anadolu was injured from shrapnel as a result.",0
"PSE12959","19-May-2021",2021,"Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2009-2021)","","Civilians (Palestine)","Journalists (Palestine)","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza - Sheikh Radwan",31.535,34.467,"PCHR: Palestinian Centre for Human Rights","Other","On 19 May 2021, at approximately 04:30, Israeli warplanes targeted an apartment building with 2 missiles near the intersection in Gaza - Sheikh Radwan, killing a Radio announcer working for Al Aqsa and damaging the 4th and 5th floors of the building. Israeli warplanes also fired a missile at a car parked outside the home.",1
"PSE9609","20-May-2021",2021,"Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2009-2021)","","Civilians (Palestine)","Journalists (Palestine)","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Arab News; PCHR: Palestinian Centre for Human Rights; Dunia Al Watan","Other-National","On 20 May 2021, Israeli aircraft struck a building in the city Gaza (Gaza Strip, Gaza), killing a local journalist who lived in the place. Israeli aircrafts also struck a vehicle in the city Gaza (Gaza Strip, Gaza), killing one person. At approximately 06:00, Israeli warplanes targeted the 5th floor of a residential building in Gaza City, wounding 5 children.",2
"PSE12999","20-May-2021",2021,"Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2009-2021)","","Civilians (Palestine)","Refugees/IDPs (Palestine); Journalists (Palestine)","Middle East","Palestine","Gaza Strip","Rafah","","Rafah",31.287,34.26,"PCHR: Palestinian Centre for Human Rights","Other","On 20 May 2021, at approximately 14:00, Israeli warplanes targeted a 3-storey house in the Shaboura refugee camp of Rafah City, with 3 missiles. 4 Palestinians were wounded, including a journalist and a child and the house was destroyed. The house was targeted by a drone two days prior.",0
"GRC2613","26-February-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Greece)","","Civilians (Greece)","Journalists (Greece); LAOS: Popular Orthodox Rally","Europe","Greece","Attica","Attica","Notion Tomea Athinon","Athens - South Athens",37.901,23.754,"Ekathimerini","National","On 26 February 2018, early in the morning, unknown assailants planted a homemade explosive device comprising gas canisters at the entrance of a building housing a private television channel, which belonged to the leader of the far-right populist party LAOS, in Kallithea, Athens - South Athens. The device went off, causing minor damage. No injuries were reported.",0
"GRC350","17-December-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","OLA: Popular Fighters Group","","Civilians (Greece)","Journalists (Greece)","Europe","Greece","Attica","Attica","Pireas","Neo Faliro",37.949,23.667,"EuroNews; DPA; Xinhua; Ekathimerini","National-Regional","On 17 December 2018, a bomb exploded at the headquarters of Skai tv station and Kathimerini newspaper in Neo Faliro. The blast caused a lot of damage but there were no injuries as the building had been evacuated after telephone warnings to other media. Popular Fighters Group (OLA) claimed responsibility for the attack on 10 January 2019 with a lengthy statement against mass media in general and SKAI tv in particular.",0
"GRC727","14-May-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Greece)","","Civilians (Greece)","Journalists (Greece); Women (Greece)","Europe","Greece","Attica","Attica","Voriou Tomea Athinon","Athens - North Athens",38.047,23.815,"To Vima; Ekathimerini","National","On 14 May, unknown arsonists targeted the car of a television crime reporter. The vehicle was parked outside her home in the northern suburb of Papagou in Athens and was blown up with a makeshift explosive device. Police believe this was a message sent by supporters of Dimitris Koufodinas demanding a seventh furlough for the jailed hitman of the now defunct group November 17, who is on hunger strike. On 21 May the group Incendiary Anti-police Reporters claimed responsibility. [size=no report]",0
"GRC2537","10-February-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Greece)","","Civilians (Greece)","Journalists (Greece)","Europe","Greece","Attica","Attica","Kendrikou Tomea Athinon","Athens - Central Athens",37.968,23.759,"Ekathimerini","National","On 10 February 2021, a homemade incendiary device made of gas canisters was left at the entrance of a building that was housing the offices of 3 newspapers in Pangrati, Athens - Central Athens. The blast damaged the exterior of the building. No injuries were reported.",0
"IND63148","05-October-2019",2019,"Explosions/Remote violence","Grenade","Unidentified Armed Group (India)","","Police Forces of India (2014-)","Civilians (India); Journalists (India)","South Asia","India","Jammu and Kashmir","Anantnag","Anantnag","Anantnag",33.73,75.15,"Chandigarh Tribune","Subnational","On 5 October, suspected militants threw a grenade at a security patrol (assumed police) outside the Deputy Commissioner's office in Anantnag town (J&K). 14 people including a policeman and a journalist were injured when the grenade exploded on the roadside nearby.",0
"IRQ10215","17-June-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Islamic State (Iraq)","","Civilians (Iraq)","Journalists (Iraq)","Middle East","Iraq","Al Anbar","Al Falluja","Markaz Al Falluja","Fallujah",33.349,43.786,"National Iraqi News Agency","National","On June 17, while covering the battle in Falluja, an Iraqi journalist was wounded by a mortar shell presumably launched by Islamic State militants, without excluding friendly fire.",0
"IRQ16861","01-July-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (Iraq)","","Civilians (Iraq)","Journalists (Iraq)","Middle East","Iraq","Ninewa","Al Mosul","Al Qayarra","Al Qayyarah",35.799,43.294,"Sotaliraq","National","On July 1, an Iraqi journalist covering the battlefront was severely wounded by the explosion of a landmine in the area of Qayyara, the explosive device was most likely planted by Islamic State militants.",0
"IRQ16860","01-July-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (Iraq)","","Civilians (Iraq)","Journalists (Iraq)","Middle East","Iraq","Ninewa","Al Mosul","Al Muhamadath","Mosul",36.335,43.119,"All Iraq News Agency","National","On July 1, an Iraqi photojournalist was wounded by the explosion of an IED while covering the battle in Mosul, the IED was presumably planted by Islamic State militants.",0
