ISO3,Country,Indicator_Id,Indicator,2018
AFG,Afghanistan,41953,Judicial independence ,0.437090505
AFG,Afghanistan,41954,Kilocalories per person per day ,0.105263158
AFG,Afghanistan,41956,Legislature investigates in practice ,0.8
AFG,Afghanistan,41957,Legislature opposition parties ,0.45
AFG,Afghanistan,41958,Legislature questions officials in practice ,0.85
AFG,Afghanistan,41977,Life expectancy ,0.368421053
AFG,Afghanistan,41978,Literacy,0.052631579
AFG,Afghanistan,41979,Local  Democracy ,0.190288753
AFG,Afghanistan,41980,Local government index ,0.461384152
AFG,Afghanistan,41981,Lower chamber female legislators ,0.894736842
AFG,Afghanistan,41982,Lower court independence ,0.526315789
AFG,Afghanistan,41983,Mean years of schooling ,0.105263158
AFG,Afghanistan,41984,Media bias ,0.627442941
AFG,Afghanistan,41985,Media corrupt ,0.55403165
AFG,Afghanistan,41986,Media freedom ,0
AFG,Afghanistan,41987,Media integrity ,0.574371987
AFG,Afghanistan,41988,Media self-censorship ,0.53157167
AFG,Afghanistan,41989,Multiparty elections ,1
AFG,Afghanistan,42006,Openness of executive recruitment ,1
AFG,Afghanistan,42007,Opposition parties  autonomy ,0.526315789
AFG,Afghanistan,42008,Party ban ,0.368421053
AFG,Afghanistan,42019,Personal integrity and security ,0.402984896
AFG,Afghanistan,42024,Power distributed by gender ,0.263157895
AFG,Afghanistan,42025,Power distributed by social group ,0.421052632
AFG,Afghanistan,42026,Power distributed by socio-economic position ,0.105263158
AFG,Afghanistan,42031,Predictable enforcement ,0.38928176
AFG,Afghanistan,42032,Print / broadcast media perspectives ,0.632919452
AFG,Afghanistan,42033,Print/broadcast censorship effort ,0.592547529
AFG,Afghanistan,42048,Public sector corrupt exchanges ,0.105263158
AFG,Afghanistan,42049,Public sector theft ,0.105263158
AFG,Afghanistan,42055,Religious organization repression ,0.461461604
AFG,Afghanistan,42056,Representation of disadvantaged social groups ,0.263157895
AFG,Afghanistan,42057,Representative government ,0.379864747
AFG,Afghanistan,42084,Rigorous and impartial public administration ,0.157894737
AFG,Afghanistan,42087,Social class equality in respect for civil liberties ,0.052631579
AFG,Afghanistan,42088,Social group equality ,0.285733943
AFG,Afghanistan,42089,Social group equality in respect for civil liberties ,0.263157895
AFG,Afghanistan,42090,Social rights and equality ,0.260514709
AFG,Afghanistan,42171,Subnational elections free and fair ,0.412430188
AFG,Afghanistan,42250,Transparent laws with predictable enforcement ,0.526315789
AGO,Angola,41794,Absence of corruption (Global States of Democracy),0.406018122
AGO,Angola,41795,Access to justice ,0.509615385
AGO,Angola,41796,Access to justice for men ,0.535714286
AGO,Angola,41797,Access to justice for women ,0.518581081
AGO,Angola,41798,Barriers to parties ,0.473684211
AGO,Angola,41799,Basic welfare ,0.403904156
AGO,Angola,41814,Bureaucratic quality ,0.375
AGO,Angola,41825,Checks on government ,0.444510456
AGO,Angola,41826,Civil liberties ,0.556222169
AGO,Angola,41827,Civil society participation ,0.439106103
AGO,Angola,41828,Clean Elections ,0.409638893
AGO,Angola,41841,Competition ,0
AGO,Angola,41842,Competitiveness of executive recruitment ,0
AGO,Angola,41843,Competitiveness of participation ,0.8
AGO,Angola,41844,Compliance with High Court ,0.842105263
AGO,Angola,41845,Compliance with judiciary ,0.315789474
AGO,Angola,41854,Corruption ,0.229166667
AGO,Angola,41855,Critical Print / broadcast media ,0.494572297
AGO,Angola,41856,CSO  participatory environment ,0.37527769
AGO,Angola,41857,CSO entry and exit ,0.528343667
AGO,Angola,41858,CSO participatory environment ,0.579985283
AGO,Angola,41859,CSO repression ,0.5962296
AGO,Angola,41860,CSO women s participation ,0.421052632
AGO,Angola,41865,Direct  Democracy ,0.015364917
AGO,Angola,41866,Direct democracy ,0.023047375
AGO,Angola,41867,Educational equality ,0.105263158
AGO,Angola,41868,Effective parliament ,0.399161546
AGO,Angola,41869,Elected executive index ,1
AGO,Angola,41870,Elected Government ,0.649970764
AGO,Angola,41871,Election free and fair ,0.417606865
AGO,Angola,41872,Election government intimidation ,0.466185512
AGO,Angola,41873,Election other voting irregularities ,0.341195477
AGO,Angola,41874,Election voter registry ,0.478286299
AGO,Angola,41875,Election women in the cabinet ,1
AGO,Angola,41876,Elections multiparty ,0.45
AGO,Angola,41877,Electoral,0.666666667
AGO,Angola,41878,Electoral participation ,0.5307
AGO,Angola,41879,EMB autonomy ,0.27879257
AGO,Angola,41880,EMB capacity ,0.365084135
AGO,Angola,41881,Engaged society ,0.384310269
AGO,Angola,41882,Executive bribery and corrupt exchanges ,0.526315789
AGO,Angola,41883,Executive constraints ,0.333333333
AGO,Angola,41884,Executive embezzlement and theft ,0.473684211
AGO,Angola,41885,Executive oversight ,0.3
AGO,Angola,41886,Executive respects constitution ,0.315789474
AGO,Angola,41895,Fair trial ,0.333333333
AGO,Angola,41896,Female vs. male mean years of schooling ,0.263157895
AGO,Angola,41913,Free Political Parties ,0.510819877
AGO,Angola,41914,Freedom from forced labour for men ,0.263157895
AGO,Angola,41915,Freedom from forced labour for women ,0.315789474
AGO,Angola,41916,Freedom from political killings ,0.421052632
AGO,Angola,41917,Freedom from torture ,0.368421053
AGO,Angola,41918,Freedom of academic and cultural expression ,0.492332968
AGO,Angola,41919,Freedom of assembly and association ,0.666666667
AGO,Angola,41920,Freedom of association and assembly ,0.582016059
AGO,Angola,41921,Freedom of discussion for men ,0.511029892
AGO,Angola,41922,Freedom of discussion for women ,0.486494171
AGO,Angola,41923,Freedom of domestic movement for men ,0.646203764
AGO,Angola,41924,Freedom of domestic movement for women ,0.670753065
AGO,Angola,41925,Freedom of expression ,0.530435852
AGO,Angola,41926,Freedom of foreign movement ,0.523689727
AGO,Angola,41927,Freedom of movement ,0.629882353
AGO,Angola,41928,Freedom of movement and residence ,0.666666667
AGO,Angola,41929,Freedom of opinion and expression ,0.333333333
AGO,Angola,41930,Freedom of religion ,0.60201408
AGO,Angola,41931,"Freedom of thought, conscience and religion ",0.666666667
AGO,Angola,41932,Fundamental rights ,0.505416428
AGO,Angola,41933,Gender equality ,0.645504527
AGO,Angola,41938,Harassment of journalists ,0.518733211
AGO,Angola,41939,Health equality ,0.157894737
AGO,Angola,41940,High Court independence ,0.368421053
AGO,Angola,41943,Human rights protection scores ,0.5
AGO,Angola,41944,Impartial administration ,0.41912376
AGO,Angola,41945,Inclusive  Suffrage ,0.826095433
AGO,Angola,41946,Inclusive suffrage ,1
AGO,Angola,41949,Infant mortality rate ,0.368421053
AGO,Angola,41950,Internal conflict ,0.444444444
AGO,Angola,41951,Judicial accountability ,0.460841135
AGO,Angola,41952,Judicial corruption decision ,0.375401226
AGO,Angola,41953,Judicial independence ,0.419287157
AGO,Angola,41954,Kilocalories per person per day ,0.421052632
AGO,Angola,41955,Law  and order ,0.416666667
AGO,Angola,41956,Legislature investigates in practice ,0.35
AGO,Angola,41957,Legislature opposition parties ,0.25
AGO,Angola,41958,Legislature questions officials in practice ,0.35
AGO,Angola,41977,Life expectancy ,0.315789474
AGO,Angola,41978,Literacy,0.263157895
AGO,Angola,41979,Local  Democracy ,0
AGO,Angola,41980,Local government index ,
AGO,Angola,41981,Lower chamber female legislators ,0.894736842
AGO,Angola,41982,Lower court independence ,0.473684211
AGO,Angola,41983,Mean years of schooling ,0.368421053
AGO,Angola,41984,Media bias ,0.611316113
AGO,Angola,41985,Media corrupt ,0.438884702
AGO,Angola,41986,Media freedom ,0
AGO,Angola,41987,Media integrity ,0.521573205
AGO,Angola,41988,Media self-censorship ,0.733138731
AGO,Angola,41989,Multiparty elections ,1
AGO,Angola,42006,Openness of executive recruitment ,1
AGO,Angola,42007,Opposition parties  autonomy ,0.473684211
AGO,Angola,42008,Party ban ,0.368421053
AGO,Angola,42019,Personal integrity and security ,0.39837086
AGO,Angola,42024,Power distributed by gender ,0.842105263
AGO,Angola,42025,Power distributed by social group ,0.263157895
AGO,Angola,42026,Power distributed by socio-economic position ,0.052631579
AGO,Angola,42031,Predictable enforcement ,0.3995249
AGO,Angola,42032,Print / broadcast media perspectives ,0.555237186
AGO,Angola,42033,Print/broadcast censorship effort ,0.506920152
AGO,Angola,42048,Public sector corrupt exchanges ,0.421052632
AGO,Angola,42049,Public sector theft ,0.421052632
AGO,Angola,42054,Religious  Tensions / Ethnic Tensions ,0.666666667
AGO,Angola,42055,Religious organization repression ,0.551812732
AGO,Angola,42056,Representation of disadvantaged social groups ,0.105263158
AGO,Angola,42057,Representative government ,0.416123292
AGO,Angola,42084,Rigorous and impartial public administration ,0.526315789
AGO,Angola,42087,Social class equality in respect for civil liberties ,0.052631579
AGO,Angola,42088,Social group equality ,0.259877708
AGO,Angola,42089,Social group equality in respect for civil liberties ,0.368421053
AGO,Angola,42090,Social rights and equality ,0.432740088
AGO,Angola,42250,Transparent laws with predictable enforcement ,0.368421053
ALB,Albania,41794,Absence of corruption (Global States of Democracy),0.294243878
ALB,Albania,41795,Access to justice ,0.693779435
ALB,Albania,41796,Access to justice for men ,0.710135815
ALB,Albania,41797,Access to justice for women ,0.757536383
ALB,Albania,41798,Barriers to parties ,0.578947368
ALB,Albania,41799,Basic welfare ,0.732127962
ALB,Albania,41814,Bureaucratic quality ,0.5
ALB,Albania,41825,Checks on government ,0.584814639
ALB,Albania,41826,Civil liberties ,0.718025065
ALB,Albania,41827,Civil society participation ,0.52751666
ALB,Albania,41828,Clean Elections ,0.572186849
ALB,Albania,41841,Competition ,1
ALB,Albania,41842,Competitiveness of executive recruitment ,1
ALB,Albania,41843,Competitiveness of participation ,0.8
ALB,Albania,41844,Compliance with High Court ,0.578947368
ALB,Albania,41845,Compliance with judiciary ,0.578947368
ALB,Albania,41854,Corruption ,0.416666667
ALB,Albania,41855,Critical Print / broadcast media ,0.416558113
ALB,Albania,41856,CSO  participatory environment ,0.486036179
ALB,Albania,41857,CSO entry and exit ,0.755683496
ALB,Albania,41858,CSO participatory environment ,0.587932303
ALB,Albania,41859,CSO repression ,0.757175014
ALB,Albania,41860,CSO women s participation ,0.526315789
ALB,Albania,41865,Direct  Democracy ,0.076824584
ALB,Albania,41866,Direct democracy ,0.076824584
ALB,Albania,41867,Educational equality ,0.631578947
ALB,Albania,41868,Effective parliament ,0.693953344
ALB,Albania,41869,Elected executive index ,1
ALB,Albania,41870,Elected Government ,1
ALB,Albania,41871,Election free and fair ,0.560464008
ALB,Albania,41872,Election government intimidation ,0.512429832
ALB,Albania,41873,Election other voting irregularities ,0.461227787
ALB,Albania,41874,Election voter registry ,0.775844422
ALB,Albania,41875,Election women in the cabinet ,1
ALB,Albania,41876,Elections multiparty ,0.85
ALB,Albania,41877,Electoral,1
ALB,Albania,41878,Electoral participation ,0.685
ALB,Albania,41879,EMB autonomy ,0.538390093
ALB,Albania,41880,EMB capacity ,0.493539663
ALB,Albania,41881,Engaged society ,0.486704863
ALB,Albania,41882,Executive bribery and corrupt exchanges ,0.105263158
ALB,Albania,41883,Executive constraints ,1
ALB,Albania,41884,Executive embezzlement and theft ,0.210526316
ALB,Albania,41885,Executive oversight ,0.9
ALB,Albania,41886,Executive respects constitution ,0.526315789
ALB,Albania,41895,Fair trial ,0.333333333
ALB,Albania,41896,Female vs. male mean years of schooling ,0.684210526
ALB,Albania,41913,Free Political Parties ,0.59526438
ALB,Albania,41914,Freedom from forced labour for men ,0.631578947
ALB,Albania,41915,Freedom from forced labour for women ,0.736842105
ALB,Albania,41916,Freedom from political killings ,0.894736842
ALB,Albania,41917,Freedom from torture ,0.842105263
ALB,Albania,41918,Freedom of academic and cultural expression ,0.618291347
ALB,Albania,41919,Freedom of assembly and association ,1
ALB,Albania,41920,Freedom of association and assembly ,0.812974764
ALB,Albania,41921,Freedom of discussion for men ,0.691554627
ALB,Albania,41922,Freedom of discussion for women ,0.700312767
ALB,Albania,41923,Freedom of domestic movement for men ,0.860480208
ALB,Albania,41924,Freedom of domestic movement for women ,0.779209407
ALB,Albania,41925,Freedom of expression ,0.623273877
ALB,Albania,41926,Freedom of foreign movement ,0.85408805
ALB,Albania,41927,Freedom of movement ,0.863764706
ALB,Albania,41928,Freedom of movement and residence ,1
ALB,Albania,41929,Freedom of opinion and expression ,0.333333333
ALB,Albania,41930,Freedom of religion ,0.89717893
ALB,Albania,41931,"Freedom of thought, conscience and religion ",1
ALB,Albania,41932,Fundamental rights ,0.684468586
ALB,Albania,41933,Gender equality ,0.675512822
ALB,Albania,41938,Harassment of journalists ,0.536971582
ALB,Albania,41939,Health equality ,0.578947368
ALB,Albania,41940,High Court independence ,0.631578947
ALB,Albania,41943,Human rights protection scores ,0.75
ALB,Albania,41944,Impartial administration ,0.442782878
ALB,Albania,41945,Inclusive  Suffrage ,0.925281474
ALB,Albania,41946,Inclusive suffrage ,1
ALB,Albania,41949,Infant mortality rate ,0.842105263
ALB,Albania,41950,Internal conflict ,0.555555556
ALB,Albania,41951,Judicial accountability ,0.537226928
ALB,Albania,41952,Judicial corruption decision ,0.396119055
ALB,Albania,41953,Judicial independence ,0.515243887
ALB,Albania,41954,Kilocalories per person per day ,0.789473684
ALB,Albania,41955,Law  and order ,0.451388889
ALB,Albania,41956,Legislature investigates in practice ,0.8
ALB,Albania,41957,Legislature opposition parties ,0.7
ALB,Albania,41958,Legislature questions officials in practice ,0.6
ALB,Albania,41977,Life expectancy ,0.947368421
ALB,Albania,41978,Literacy,0.842105263
ALB,Albania,41979,Local  Democracy ,0.710356187
ALB,Albania,41980,Local government index ,0.956870612
ALB,Albania,41981,Lower chamber female legislators ,0.894736842
ALB,Albania,41982,Lower court independence ,0.631578947
ALB,Albania,41983,Mean years of schooling ,0.894736842
ALB,Albania,41984,Media bias ,0.626486265
ALB,Albania,41985,Media corrupt ,0.487415222
ALB,Albania,41986,Media freedom ,0.5
ALB,Albania,41987,Media integrity ,0.519609236
ALB,Albania,41988,Media self-censorship ,0.546935013
ALB,Albania,41989,Multiparty elections ,1
ALB,Albania,42006,Openness of executive recruitment ,1
ALB,Albania,42007,Opposition parties  autonomy ,0.526315789
ALB,Albania,42008,Party ban ,0.684210526
ALB,Albania,42019,Personal integrity and security ,0.689347614
ALB,Albania,42024,Power distributed by gender ,0.842105263
ALB,Albania,42025,Power distributed by social group ,0.631578947
ALB,Albania,42026,Power distributed by socio-economic position ,0.210526316
ALB,Albania,42031,Predictable enforcement ,0.537625454
ALB,Albania,42032,Print / broadcast media perspectives ,0.552371856
ALB,Albania,42033,Print/broadcast censorship effort ,0.461292776
ALB,Albania,42048,Public sector corrupt exchanges ,0.157894737
ALB,Albania,42049,Public sector theft ,0.368421053
ALB,Albania,42054,Religious  Tensions / Ethnic Tensions ,0.833333333
ALB,Albania,42055,Religious organization repression ,0.870254068
ALB,Albania,42056,Representation of disadvantaged social groups ,0.947368421
ALB,Albania,42057,Representative government ,0.624849327
ALB,Albania,42084,Rigorous and impartial public administration ,0.578947368
ALB,Albania,42087,Social class equality in respect for civil liberties ,0.421052632
ALB,Albania,42088,Social group equality ,0.506680266
ALB,Albania,42089,Social group equality in respect for civil liberties ,0.842105263
ALB,Albania,42090,Social rights and equality ,0.601506195
ALB,Albania,42171,Subnational elections free and fair ,0.742374338
ALB,Albania,42250,Transparent laws with predictable enforcement ,0.842105263
ARE,United Arab Emirates,41794,Absence of corruption (Global States of Democracy),0.693676579
ARE,United Arab Emirates,41795,Access to justice ,0.509850863
ARE,United Arab Emirates,41796,Access to justice for men ,0.486921529
ARE,United Arab Emirates,41797,Access to justice for women ,0.526507277
ARE,United Arab Emirates,41798,Barriers to parties ,0
ARE,United Arab Emirates,41799,Basic welfare ,0.722006801
ARE,United Arab Emirates,41814,Bureaucratic quality ,0.75
ARE,United Arab Emirates,41825,Checks on government ,0.218868821
ARE,United Arab Emirates,41826,Civil liberties ,0.398391784
ARE,United Arab Emirates,41827,Civil society participation ,0.397071455
ARE,United Arab Emirates,41828,Clean Elections ,0.425711262
ARE,United Arab Emirates,41841,Competition ,0
ARE,United Arab Emirates,41842,Competitiveness of executive recruitment ,0
ARE,United Arab Emirates,41843,Competitiveness of participation ,0.2
ARE,United Arab Emirates,41844,Compliance with High Court ,0.210526316
ARE,United Arab Emirates,41845,Compliance with judiciary ,0.157894737
ARE,United Arab Emirates,41854,Corruption ,0.666666667
ARE,United Arab Emirates,41855,Critical Print / broadcast media ,0.03575047
ARE,United Arab Emirates,41856,CSO  participatory environment ,0.223738496
ARE,United Arab Emirates,41857,CSO entry and exit ,0.396811337
ARE,United Arab Emirates,41858,CSO participatory environment ,0.566887417
ARE,United Arab Emirates,41859,CSO repression ,0.412633652
ARE,United Arab Emirates,41860,CSO women s participation ,0.210526316
ARE,United Arab Emirates,41865,Direct  Democracy ,0
ARE,United Arab Emirates,41866,Direct democracy ,0
ARE,United Arab Emirates,41867,Educational equality ,0.789473684
ARE,United Arab Emirates,41868,Effective parliament ,0.388991029
ARE,United Arab Emirates,41869,Elected executive index ,0
ARE,United Arab Emirates,41870,Elected Government ,0
ARE,United Arab Emirates,41871,Election free and fair ,0.298744637
ARE,United Arab Emirates,41872,Election government intimidation ,0.725474472
ARE,United Arab Emirates,41873,Election other voting irregularities ,0.811954766
ARE,United Arab Emirates,41874,Election voter registry ,0.448457377
ARE,United Arab Emirates,41875,Election women in the cabinet ,0.882352941
ARE,United Arab Emirates,41876,Elections multiparty ,0.15
ARE,United Arab Emirates,41877,Electoral,0
ARE,United Arab Emirates,41878,Electoral participation ,
ARE,United Arab Emirates,41879,EMB autonomy ,0.082352941
ARE,United Arab Emirates,41880,EMB capacity ,0.294771635
ARE,United Arab Emirates,41881,Engaged society ,0.453356839
ARE,United Arab Emirates,41882,Executive bribery and corrupt exchanges ,0.894736842
ARE,United Arab Emirates,41883,Executive constraints ,0.333333333
ARE,United Arab Emirates,41884,Executive embezzlement and theft ,0.421052632
ARE,United Arab Emirates,41885,Executive oversight ,0.3
ARE,United Arab Emirates,41886,Executive respects constitution ,0.789473684
ARE,United Arab Emirates,41895,Fair trial ,0.333333333
ARE,United Arab Emirates,41896,Female vs. male mean years of schooling ,0.421052632
ARE,United Arab Emirates,41913,Free Political Parties ,0.112893879
ARE,United Arab Emirates,41914,Freedom from forced labour for men ,0.052631579
ARE,United Arab Emirates,41915,Freedom from forced labour for women ,0.105263158
ARE,United Arab Emirates,41916,Freedom from political killings ,0.684210526
ARE,United Arab Emirates,41917,Freedom from torture ,0.421052632
ARE,United Arab Emirates,41918,Freedom of academic and cultural expression ,0.352683461
ARE,United Arab Emirates,41919,Freedom of assembly and association ,0
ARE,United Arab Emirates,41920,Freedom of association and assembly ,0.357710936
ARE,United Arab Emirates,41921,Freedom of discussion for men ,0.45816473
ARE,United Arab Emirates,41922,Freedom of discussion for women ,0.424367359
ARE,United Arab Emirates,41923,Freedom of domestic movement for men ,0.59156392
ARE,United Arab Emirates,41924,Freedom of domestic movement for women ,0.470978234
ARE,United Arab Emirates,41925,Freedom of expression ,0.346956668
ARE,United Arab Emirates,41926,Freedom of foreign movement ,0.585883997
ARE,United Arab Emirates,41927,Freedom of movement ,0.574877828
ARE,United Arab Emirates,41928,Freedom of movement and residence ,0.666666667
ARE,United Arab Emirates,41929,Freedom of opinion and expression ,0
ARE,United Arab Emirates,41930,Freedom of religion ,0.595847877
ARE,United Arab Emirates,41931,"Freedom of thought, conscience and religion ",0.333333333
ARE,United Arab Emirates,41932,Fundamental rights ,0.447155711
ARE,United Arab Emirates,41933,Gender equality ,0.390068545
ARE,United Arab Emirates,41938,Harassment of journalists ,0.273575569
ARE,United Arab Emirates,41939,Health equality ,0.789473684
ARE,United Arab Emirates,41940,High Court independence ,0.263157895
ARE,United Arab Emirates,41943,Human rights protection scores ,0.75
ARE,United Arab Emirates,41944,Impartial administration ,0.70340482
ARE,United Arab Emirates,41945,Inclusive  Suffrage ,0.589485792
ARE,United Arab Emirates,41946,Inclusive suffrage ,0.66
ARE,United Arab Emirates,41949,Infant mortality rate ,0.842105263
ARE,United Arab Emirates,41950,Internal conflict ,0.5
ARE,United Arab Emirates,41951,Judicial accountability ,0.834150691
ARE,United Arab Emirates,41952,Judicial corruption decision ,0.876422527
ARE,United Arab Emirates,41953,Judicial independence ,0.297315374
ARE,United Arab Emirates,41954,Kilocalories per person per day ,0.842105263
ARE,United Arab Emirates,41955,Law  and order ,0.666666667
ARE,United Arab Emirates,41956,Legislature investigates in practice ,0.35
ARE,United Arab Emirates,41957,Legislature opposition parties ,0.2
ARE,United Arab Emirates,41958,Legislature questions officials in practice ,0.3
ARE,United Arab Emirates,41977,Life expectancy ,0.894736842
ARE,United Arab Emirates,41978,Literacy,0.631578947
ARE,United Arab Emirates,41979,Local  Democracy ,0
ARE,United Arab Emirates,41980,Local government index ,0.007021063
ARE,United Arab Emirates,41981,Lower chamber female legislators ,0.842105263
ARE,United Arab Emirates,41982,Lower court independence ,0.210526316
ARE,United Arab Emirates,41983,Mean years of schooling ,0.736842105
ARE,United Arab Emirates,41984,Media bias ,0.119174525
ARE,United Arab Emirates,41985,Media corrupt ,0.185079126
ARE,United Arab Emirates,41986,Media freedom ,0
ARE,United Arab Emirates,41987,Media integrity ,0.054300939
ARE,United Arab Emirates,41988,Media self-censorship ,0.207558765
ARE,United Arab Emirates,41989,Multiparty elections ,0
ARE,United Arab Emirates,42006,Openness of executive recruitment ,0
ARE,United Arab Emirates,42008,Party ban ,0.157894737
ARE,United Arab Emirates,42019,Personal integrity and security ,0.454075015
ARE,United Arab Emirates,42024,Power distributed by gender ,0.157894737
ARE,United Arab Emirates,42025,Power distributed by social group ,0.157894737
ARE,United Arab Emirates,42026,Power distributed by socio-economic position ,0.210526316
ARE,United Arab Emirates,42031,Predictable enforcement ,0.668680741
ARE,United Arab Emirates,42032,Print / broadcast media perspectives ,0.06049029
ARE,United Arab Emirates,42033,Print/broadcast censorship effort ,0.303269962
ARE,United Arab Emirates,42048,Public sector corrupt exchanges ,0.894736842
ARE,United Arab Emirates,42049,Public sector theft ,0.842105263
ARE,United Arab Emirates,42054,Religious  Tensions / Ethnic Tensions ,0.833333333
ARE,United Arab Emirates,42055,Religious organization repression ,0.564373394
ARE,United Arab Emirates,42056,Representation of disadvantaged social groups ,0.105263158
ARE,United Arab Emirates,42057,Representative government ,0.116576813
ARE,United Arab Emirates,42084,Rigorous and impartial public administration ,0.736842105
ARE,United Arab Emirates,42087,Social class equality in respect for civil liberties ,0.210526316
ARE,United Arab Emirates,42088,Social group equality ,0.306721455
ARE,United Arab Emirates,42089,Social group equality in respect for civil liberties ,0.157894737
ARE,United Arab Emirates,42090,Social rights and equality ,0.35203634
ARE,United Arab Emirates,42171,Subnational elections free and fair ,0.636402692
ARE,United Arab Emirates,42250,Transparent laws with predictable enforcement ,0.894736842
ARG,Argentina,41794,Absence of corruption (Global States of Democracy),0.50118916
ARG,Argentina,41795,Access to justice ,0.723547881
ARG,Argentina,41796,Access to justice for men ,0.720196177
ARG,Argentina,41797,Access to justice for women ,0.765592516
ARG,Argentina,41798,Barriers to parties ,0.894736842
ARG,Argentina,41799,Basic welfare ,0.703239968
ARG,Argentina,41814,Bureaucratic quality ,0.75
ARG,Argentina,41825,Checks on government ,0.637713878
ARG,Argentina,41826,Civil liberties ,0.8368243
ARG,Argentina,41827,Civil society participation ,0.683864404
ARG,Argentina,41828,Clean Elections ,0.831520759
ARG,Argentina,41841,Competition ,1
