"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2013","2013",2.23703,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2014","2014",2.27592,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2015","2015",2.26703,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2016","2016",2.22238,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2017","2017",2.20348,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2018","2018",2.19294,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2013","2013",2.83599,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2014","2014",2.87784,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2015","2015",2.93003,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2016","2016",2.94099,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2017","2017",3.06792,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2018","2018",3.13267,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2013","2013",0.81131,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2014","2014",0.8333,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2015","2015",0.96121,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2016","2016",0.99394,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2017","2017",1.13109,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2018","2018",1.17732,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2013","2013",1.38691,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2014","2014",1.34914,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2015","2015",1.34652,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2016","2016",1.19007,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2017","2017",1.33193,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2018","2018",1.53337,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2013","2013",1.70204,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2014","2014",1.94811,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2015","2015",2.19746,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2016","2016",2.12769,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2017","2017",2.10455,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2018","2018",2.04135,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2013","2013",1.5658,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2014","2014",1.52307,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2015","2015",1.18267,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2016","2016",1.16892,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2018","2018",1.14647,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2013","2013",1.30107,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2014","2014",1.3384,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2015","2015",1.3385,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2016","2016",1.36642,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2017","2017",1.37013,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2018","2018",1.39181,,
"EXPGDP_TOT","GERD as a percentage of GDP","JPN","Japan","2013","2013",3.31496,,
"EXPGDP_TOT","GERD as a percentage of GDP","JPN","Japan","2014","2014",3.40022,,
"EXPGDP_TOT","GERD as a percentage of GDP","JPN","Japan","2015","2015",3.28165,,
"EXPGDP_TOT","GERD as a percentage of GDP","JPN","Japan","2016","2016",3.15786,,
"EXPGDP_TOT","GERD as a percentage of GDP","JPN","Japan","2017","2017",3.20798,,
"EXPGDP_TOT","GERD as a percentage of GDP","JPN","Japan","2018","2018",3.27512,,
"EXPGDP_TOT","GERD as a percentage of GDP","KOR","Republic of Korea","2013","2013",3.95124,,
"EXPGDP_TOT","GERD as a percentage of GDP","KOR","Republic of Korea","2014","2014",4.07786,,
"EXPGDP_TOT","GERD as a percentage of GDP","KOR","Republic of Korea","2015","2015",3.9782,,
"EXPGDP_TOT","GERD as a percentage of GDP","KOR","Republic of Korea","2016","2016",3.98704,,
"EXPGDP_TOT","GERD as a percentage of GDP","KOR","Republic of Korea","2017","2017",4.29206,,
"EXPGDP_TOT","GERD as a percentage of GDP","KOR","Republic of Korea","2018","2018",4.52753,,
"EXPGDP_TOT","GERD as a percentage of GDP","LUX","Luxembourg","2013","2013",1.30266,,
"EXPGDP_TOT","GERD as a percentage of GDP","LUX","Luxembourg","2014","2014",1.26404,,
"EXPGDP_TOT","GERD as a percentage of GDP","LUX","Luxembourg","2015","2015",1.27204,,
"EXPGDP_TOT","GERD as a percentage of GDP","LUX","Luxembourg","2016","2016",1.25831,,
"EXPGDP_TOT","GERD as a percentage of GDP","LUX","Luxembourg","2017","2017",1.26852,,
"EXPGDP_TOT","GERD as a percentage of GDP","LUX","Luxembourg","2018","2018",1.21126,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2013","2013",0.42503,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2014","2014",0.43549,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2015","2015",0.42986,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2016","2016",0.38798,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2017","2017",0.32843,,
"EXPGDP_TOT","GERD as a percentage of GDP","MEX","Mexico","2018","2018",0.31291,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2013","2013",1.92987,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2014","2014",1.97568,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2015","2015",1.98487,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2016","2016",1.99685,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2017","2017",1.98308,,
"EXPGDP_TOT","GERD as a percentage of GDP","NLD","Netherlands","2018","2018",2.16374,,
"EXPGDP_TOT","GERD as a percentage of GDP","NZL","New Zealand","2013","2013",1.15375,,
"EXPGDP_TOT","GERD as a percentage of GDP","NZL","New Zealand","2015","2015",1.2323,,
"EXPGDP_TOT","GERD as a percentage of GDP","NZL","New Zealand","2017","2017",1.34692,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2013","2013",1.65238,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2014","2014",1.71506,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2015","2015",1.93526,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2016","2016",2.0446,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2017","2017",2.09919,,
"EXPGDP_TOT","GERD as a percentage of GDP","NOR","Norway","2018","2018",2.07264,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2013","2013",0.87053,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2014","2014",0.93978,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2015","2015",1.00324,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2016","2016",0.96408,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2017","2017",1.03443,,
"EXPGDP_TOT","GERD as a percentage of GDP","POL","Poland","2018","2018",1.20953,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2013","2013",1.32468,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2014","2014",1.28992,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2015","2015",1.2433,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2016","2016",1.28075,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2017","2017",1.31928,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRT","Portugal","2018","2018",1.34753,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2013","2013",0.82157,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2014","2014",0.87814,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2015","2015",1.1626,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2016","2016",0.79078,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2017","2017",0.88612,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVK","Slovakia","2018","2018",0.83806,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2013","2013",1.27523,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2014","2014",1.24213,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2015","2015",1.22236,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2016","2016",1.19048,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2017","2017",1.21041,,
"EXPGDP_TOT","GERD as a percentage of GDP","ESP","Spain","2018","2018",1.24323,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2013","2013",3.26042,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2014","2014",3.10184,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2015","2015",3.21903,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2016","2016",3.24736,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2017","2017",3.36279,,
"EXPGDP_TOT","GERD as a percentage of GDP","SWE","Sweden","2018","2018",3.31278,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHE","Switzerland","2015","2015",3.3716,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHE","Switzerland","2017","2017",3.36798,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Turkey","2013","2013",0.81821,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Turkey","2014","2014",0.86077,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Turkey","2015","2015",0.8815,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Turkey","2016","2016",0.94464,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUR","Turkey","2017","2017",0.95978,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",1.62028,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",1.6434,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",1.64985,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",1.66023,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",1.68022,,
"EXPGDP_TOT","GERD as a percentage of GDP","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",1.70274,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2013","2013",2.70972,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2014","2014",2.71924,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2015","2015",2.71742,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2016","2016",2.76145,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2017","2017",2.81741,,
"EXPGDP_TOT","GERD as a percentage of GDP","USA","United States of America","2018","2018",2.83283,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2013","2013",0.61849,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2014","2014",0.59396,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2015","2015",0.62262,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2016","2016",0.55815,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2017","2017",0.55712,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARG","Argentina","2018","2018",0.4936,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2013","2013",0.22216,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2014","2014",0.24151,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2015","2015",0.25002,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2016","2016",0.23305,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2017","2017",0.22788,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2018","2018",0.18876,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2013","2013",0.20969,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2014","2014",0.20978,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2015","2015",0.22232,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2016","2016",0.20637,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2017","2017",0.18468,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2018","2018",0.18416,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2013","2013",0.65191,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2014","2014",0.50548,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2015","2015",0.49999,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2016","2016",0.50063,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2017","2017",0.58411,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2018","2018",0.60443,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2013","2013",0.22771,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2014","2014",0.21586,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2015","2015",0.22036,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2018","2018",0.25998,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2013","2013",1.19567,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2014","2014",1.27131,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2015","2015",1.34264,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2016","2016",1.26343,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2017","2017",1.09392,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2018","2018",1.16038,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRN","Brunei Darussalam","2018","2018",0.27763,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2013","2013",0.63682,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2014","2014",0.79281,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2015","2015",0.95201,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2016","2016",0.77217,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2017","2017",0.74308,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2018","2018",0.75565,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2014","2014",0.19719,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2017","2017",0.61089,,
"EXPGDP_TOT","GERD as a percentage of GDP","KHM","Cambodia","2015","2015",0.11823,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2013","2013",1.99786,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2014","2014",2.02243,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2015","2015",2.05701,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2016","2016",2.10033,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2017","2017",2.11603,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2018","2018",2.14058,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2013","2013",0.27111,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2014","2014",0.30563,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2015","2015",0.28975,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2016","2016",0.26694,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2017","2017",0.24286,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2018","2018",0.23462,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2013","2013",0.55567,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2014","2014",0.57209,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2015","2015",0.44993,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2016","2016",0.45645,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2017","2017",0.44068,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2018","2018",0.38288,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2013","2013",0.81157,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2014","2014",0.78306,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2015","2015",0.84007,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2016","2016",0.86314,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2017","2017",0.86266,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2018","2018",0.97192,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2013","2013",0.47467,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2014","2014",0.41596,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2015","2015",0.42854,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2016","2016",0.34223,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2017","2017",0.43066,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2018","2018",0.53706,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2013","2013",0.48607,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2014","2014",0.51424,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2015","2015",0.47841,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2016","2016",0.52358,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2017","2017",0.54998,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2018","2018",0.54783,,
"EXPGDP_TOT","GERD as a percentage of GDP","ECU","Ecuador","2013","2013",0.3799,,
"EXPGDP_TOT","GERD as a percentage of GDP","ECU","Ecuador","2014","2014",0.44266,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2013","2013",0.63895,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2014","2014",0.63649,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2015","2015",0.71858,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2016","2016",0.70848,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2017","2017",0.67941,,
"EXPGDP_TOT","GERD as a percentage of GDP","EGY","Egypt","2018","2018",0.72388,,
"EXPGDP_TOT","GERD as a percentage of GDP","SLV","El Salvador","2013","2013",0.06387,,
"EXPGDP_TOT","GERD as a percentage of GDP","SLV","El Salvador","2014","2014",0.09377,,
"EXPGDP_TOT","GERD as a percentage of GDP","SLV","El Salvador","2015","2015",0.14348,,
"EXPGDP_TOT","GERD as a percentage of GDP","SLV","El Salvador","2016","2016",0.14493,,
"EXPGDP_TOT","GERD as a percentage of GDP","SLV","El Salvador","2017","2017",0.18078,,
"EXPGDP_TOT","GERD as a percentage of GDP","SLV","El Salvador","2018","2018",0.1647,,
"EXPGDP_TOT","GERD as a percentage of GDP","EST","Estonia","2013","2013",1.71302,,
"EXPGDP_TOT","GERD as a percentage of GDP","EST","Estonia","2014","2014",1.42089,,
"EXPGDP_TOT","GERD as a percentage of GDP","EST","Estonia","2015","2015",1.45685,,
"EXPGDP_TOT","GERD as a percentage of GDP","EST","Estonia","2016","2016",1.24617,,
"EXPGDP_TOT","GERD as a percentage of GDP","EST","Estonia","2017","2017",1.27996,,
"EXPGDP_TOT","GERD as a percentage of GDP","EST","Estonia","2018","2018",1.40441,,
"EXPGDP_TOT","GERD as a percentage of GDP","GMB","Gambia","2018","2018",0.07093,,
"EXPGDP_TOT","GERD as a percentage of GDP","GEO","Georgia","2013","2013",0.07856,,
"EXPGDP_TOT","GERD as a percentage of GDP","GEO","Georgia","2014","2014",0.17318,,
"EXPGDP_TOT","GERD as a percentage of GDP","GEO","Georgia","2015","2015",0.29928,,
"EXPGDP_TOT","GERD as a percentage of GDP","GEO","Georgia","2016","2016",0.28586,,
"EXPGDP_TOT","GERD as a percentage of GDP","GEO","Georgia","2017","2017",0.27023,,
"EXPGDP_TOT","GERD as a percentage of GDP","GEO","Georgia","2018","2018",0.28052,,
"EXPGDP_TOT","GERD as a percentage of GDP","GTM","Guatemala","2013","2013",0.03916,,
"EXPGDP_TOT","GERD as a percentage of GDP","GTM","Guatemala","2014","2014",0.02949,,
"EXPGDP_TOT","GERD as a percentage of GDP","GTM","Guatemala","2015","2015",0.03064,,
"EXPGDP_TOT","GERD as a percentage of GDP","GTM","Guatemala","2016","2016",0.02311,,
"EXPGDP_TOT","GERD as a percentage of GDP","GTM","Guatemala","2017","2017",0.02957,,
"EXPGDP_TOT","GERD as a percentage of GDP","GTM","Guatemala","2018","2018",0.02947,,
"EXPGDP_TOT","GERD as a percentage of GDP","HND","Honduras","2015","2015",0.01497,,
"EXPGDP_TOT","GERD as a percentage of GDP","HND","Honduras","2017","2017",0.03994,,
"EXPGDP_TOT","GERD as a percentage of GDP","HKG","China, Hong Kong Special Administrative Region","2013","2013",0.73017,,
"EXPGDP_TOT","GERD as a percentage of GDP","HKG","China, Hong Kong Special Administrative Region","2014","2014",0.74014,,
"EXPGDP_TOT","GERD as a percentage of GDP","HKG","China, Hong Kong Special Administrative Region","2015","2015",0.76183,,
"EXPGDP_TOT","GERD as a percentage of GDP","HKG","China, Hong Kong Special Administrative Region","2016","2016",0.79155,,
"EXPGDP_TOT","GERD as a percentage of GDP","HKG","China, Hong Kong Special Administrative Region","2017","2017",0.8002,,
"EXPGDP_TOT","GERD as a percentage of GDP","HKG","China, Hong Kong Special Administrative Region","2018","2018",0.8634,,
"EXPGDP_TOT","GERD as a percentage of GDP","IND","India","2013","2013",0.70642,,
