"Country Code","Country Name","Region ID","Region Name","Income Group Acronym","Income Group Name","Transaction Type ID","Transaction Type Name","Fiscal Year","current_amount","constant_amount"
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,1999,35382262,52061877
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2000,54072046,77960799
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2001,91934518,129495941
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2002,508468566,704910934
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2003,983817162,1339468264
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2004,1940018313,2579504136
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2005,1729925029,2232071694
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2006,3004061332,3755828095
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2007,4980126264,6061309523
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2008,8858275580,10563054504
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2009,8964373150,10567436098
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2010,10873598845,12708843536
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2011,13418283535,15376198932
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2012,13096026384,14727791263
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2013,9736466244,10751796845
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2014,7171312455,7769612672
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2015,8263270918,8850356631
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2016,5060134865,5372064246
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2017,5766615291,6015337672
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2018,5949873009,6065289315
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2019,4893412935,4893412935
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2020,1190997567,1167941961
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,2,Obligations,2021,331814938,319021187
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2001,40790880,57456696
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2002,400296708,554947814
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2003,703345175,957605302
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2004,1240018130,1648763741
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2005,1661363692,2143609021
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2006,3357300942,4197465969
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2007,4900576456,5964489442
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2008,8334697744,9938713902
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2009,8560185509,10090969197
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2010,7841913928,9165471153
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2011,11448984353,13119551449
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2012,10108565211,11368092454
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2013,9962970260,11001921002
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2014,6993194208,7576634076
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2015,9284463815,9944102847
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2016,4322761341,4589235704
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2017,5026191045,5242977845
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2018,5181753918,5282270178
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2019,4669217857,4669217857
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2020,1293139013,1268106147
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,3,Disbursements,2021,669243138,643439192
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2008,1067050000,1272404231
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2009,2033950000,2397673135
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2010,2777000000,3245701724
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2011,3923734000,4496261722
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2012,3213380000,3613767148
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2013,2505020000,2766246559
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2014,2193950000,2376990533
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2015,1594850000,1708160291
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2016,1514055000,1607388138
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2017,4704400000,4907307521
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2018,782800000,797984844
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2019,632800000,632800000
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2020,532800000,522485943
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2021,371800000,357464545
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,18,President's Budget Requests,2022,363800000,342884242
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2008,1058418000,1262110997
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2009,1091684000,1286905479
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2010,2624082000,3066974245
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2011,2523719000,2891964935
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2012,2227462000,2505003766
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2013,2292159000,2531188150
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2014,1121650000,1215228894
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2015,1126750000,1206802904
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2016,1036426000,1100315946
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2017,847800000,884366832
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2018,697400000,710928245
AFG,Afghanistan,4,South and Central Asia,LIC,Low Income Country,19,Initial Allocations,2019,476533000,476533000
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2006,32171000,40221801
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2007,42060000,51191209
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2008,42203000,50324984
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2009,55967000,65975355
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2010,84115000,98311921
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2011,60871000,69752931
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2012,59735000,67177981
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2013,53676000,59273398
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2014,54788000,59358946
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2015,55146000,59063992
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2016,51612000,54793595
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2017,43942000,45837282
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2018,42023000,42838167
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2019,33619000,33619000
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2020,45360000,44481912
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1977,188000,638746
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1978,967000,3078087
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1979,1543000,4544939
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1980,6200000,16797205
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1981,3830000,9447725
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1982,2328000,5369296
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1983,1060000,2342456
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1984,2726000,5816087
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1985,4212000,8696191
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1986,3315000,6694288
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1987,3397000,6709284
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1988,4096000,7836614
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1989,2232000,4104165
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1990,2075000,3680670
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1991,6847000,11727286
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1992,35943600,60062660
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1993,43959600,71772598
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1994,61463686,98212648
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1995,44895920,70242002
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1996,92103220,141443779
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1997,53379800,80545986
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1998,73787225,109967020
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,1999,54042484,79518749
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2000,105389883,151950592
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2001,77212847,108759472
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2002,124460349,172544518
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2003,165112162,224800406
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2004,119612466,159040163
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2005,67468496,87052625
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2006,80922579,101173463
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2007,53495364,65109184
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2008,57528112,68599414
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2009,54411931,64142197
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2010,99874061,116730789
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2011,82097868,94077097
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2012,74168277,83409650
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2013,54990419,60724877
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2014,55085301,59681052
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2015,58325764,62469667
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2016,67149552,71288947
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2017,75942331,79217826
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2018,50583612,51564836
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2019,48459640,48459640
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2020,56483726,55390309
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,2,Obligations,2021,25189822,24218578
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2001,64401962,90714478
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2002,111013573,153902691
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2003,149130501,203041351
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2004,129103513,171659736
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2005,84238958,108691063
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2006,61667189,77099408
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2007,43330314,52737290
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2008,55604064,66305096
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2009,48749820,57467552
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2010,61198658,71527749
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2011,68050324,77979820
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2012,80945049,91030795
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2013,76576237,84561696
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2014,67601895,73241873
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2015,62212451,66632504
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2016,69153137,73416024
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2017,56956583,59413202
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2018,52145008,53156511
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2019,51265723,51265723
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2020,28940285,28380045
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,3,Disbursements,2021,25077353,24110445
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2008,34950000,41676143
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2009,42107000,49636826
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2010,68976000,80617761
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2011,77175000,88435914
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2012,72858000,81936106
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2013,56280000,62148948
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2014,55998000,60669897
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2015,57259000,61327115
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2016,50449000,53558903
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2017,45824000,47800455
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2018,12400000,12640536
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2019,28156000,28156000
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2020,24400000,23927661
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2021,36400000,34996528
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,18,President's Budget Requests,2022,36500000,34401525
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2008,41274000,49217199
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2009,45892000,54098682
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2010,84217000,98431136
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2011,60903000,69789600
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2012,59665000,67099259
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2013,53676000,59273398
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2014,54659000,59219184
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2015,56049000,60031147
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2016,53449000,56743836
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2017,43973000,45869619
AGO,Angola,5,Sub-Saharan Africa,LMIC,Lower Middle Income Country,19,Initial Allocations,2018,41818000,42629190
