year,value,country
1967,120990,Sudan
1967,0,Syria
1967,1161121,Various/Unknown
1967,20000,Viet Nam
1968,0,Afghanistan
1968,381460,Angola
1968,0,Azerbaijan
1968,0,Bosnia and Herzegovina
1968,0,Burundi
1968,0,Colombia
1968,76330,D. R. Congo
1968,31000,Ethiopia
1968,2700,Iraq
1968,0,Liberia
1968,0,Myanmar
1968,0,Pakistan
1968,0,Russia
1968,160100,Rwanda
1968,0,Somalia
1968,0,Stateless
1968,177500,Sudan
1968,1200,Syria
1968,1161896,Various/Unknown
1968,22000,Viet Nam
1969,0,Afghanistan
1969,408420,Angola
1969,0,Azerbaijan
1969,0,Bosnia and Herzegovina
1969,0,Burundi
1969,0,Colombia
1969,56430,D. R. Congo
1969,31000,Ethiopia
1969,2700,Iraq
1969,0,Liberia
1969,0,Myanmar
1969,0,Pakistan
1969,0,Russia
1969,161680,Rwanda
1969,0,Somalia
1969,0,Stateless
1969,171000,Sudan
1969,1200,Syria
1969,1297037,Various/Unknown
1969,22000,Viet Nam
1970,0,Afghanistan
1970,414120,Angola
1970,0,Azerbaijan
1970,0,Bosnia and Herzegovina
1970,0,Burundi
1970,0,Colombia
1970,51720,D. R. Congo
1970,54350,Ethiopia
1970,0,Iraq
1970,0,Liberia
1970,0,Myanmar
1970,0,Pakistan
1970,170,Russia
1970,146310,Rwanda
1970,0,Somalia
1970,0,Stateless
1970,173260,Sudan
1970,0,Syria
1970,1269510,Various/Unknown
1970,20000,Viet Nam
1971,0,Afghanistan
1971,420340,Angola
1971,0,Azerbaijan
1971,0,Bosnia and Herzegovina
1971,0,Burundi
1971,0,Colombia
1971,52260,D. R. Congo
1971,55200,Ethiopia
1971,0,Iraq
1971,0,Liberia
1971,0,Myanmar
1971,0,Pakistan
1971,160,Russia
1971,141970,Rwanda
1971,0,Somalia
1971,0,Stateless
1971,174270,Sudan
1971,0,Syria
1971,1217230,Various/Unknown
1971,0,Viet Nam
1972,0,Afghanistan
1972,421500,Angola
1972,0,Azerbaijan
1972,0,Bosnia and Herzegovina
1972,129000,Burundi
1972,0,Colombia
1972,44620,D. R. Congo
1972,52730,Ethiopia
1972,0,Iraq
1972,0,Liberia
1972,5700,Myanmar
1972,0,Pakistan
1972,150,Russia
1972,153990,Rwanda
1972,0,Somalia
1972,0,Stateless
1972,213380,Sudan
1972,0,Syria
1972,1218710,Various/Unknown
1972,0,Viet Nam
1973,0,Afghanistan
1973,426550,Angola
1973,0,Azerbaijan
1973,0,Bosnia and Herzegovina
1973,131895,Burundi
1973,0,Colombia
1973,43690,D. R. Congo
1973,46300,Ethiopia
1973,0,Iraq
1973,0,Liberia
1973,0,Myanmar
1973,0,Pakistan
1973,110,Russia
1973,164195,Rwanda
1973,0,Somalia
1973,0,Stateless
1973,132930,Sudan
1973,0,Syria
1973,1225195,Various/Unknown
1973,0,Viet Nam
1974,0,Afghanistan
1974,487390,Angola
1974,0,Azerbaijan
1974,0,Bosnia and Herzegovina
1974,120880,Burundi
1974,0,Colombia
1974,39820,D. R. Congo
1974,49200,Ethiopia
1974,0,Iraq
1974,0,Liberia
1974,0,Myanmar
1974,115190,Pakistan
1974,80,Russia
1974,178590,Rwanda
1974,0,Somalia
1974,0,Stateless
1974,12150,Sudan
1974,0,Syria
1974,1199943,Various/Unknown
1974,0,Viet Nam
1975,0,Afghanistan
1975,496830,Angola
1975,0,Azerbaijan
1975,0,Bosnia and Herzegovina
1975,141940,Burundi
1975,0,Colombia
1975,39410,D. R. Congo
1975,91410,Ethiopia
1975,0,Iraq
1975,0,Liberia
1975,0,Myanmar
1975,0,Pakistan
1975,70,Russia
1975,175770,Rwanda
1975,110,Somalia
1975,0,Stateless
1975,11000,Sudan
1975,0,Syria
1975,1171474,Various/Unknown
1975,2210,Viet Nam
1976,0,Afghanistan
1976,499190,Angola
1976,0,Azerbaijan
1976,0,Bosnia and Herzegovina
1976,152320,Burundi
1976,0,Colombia
1976,44070,D. R. Congo
1976,105700,Ethiopia
1976,0,Iraq
1976,0,Liberia
1976,0,Myanmar
1976,0,Pakistan
1976,60,Russia
1976,176840,Rwanda
1976,50,Somalia
1976,0,Stateless
1976,10600,Sudan
1976,0,Syria
1976,1869311,Various/Unknown
1976,4000,Viet Nam
1977,0,Afghanistan
1977,529830,Angola
1977,0,Azerbaijan
1977,0,Bosnia and Herzegovina
1977,153550,Burundi
1977,0,Colombia
1977,265410,D. R. Congo
1977,656500,Ethiopia
1977,0,Iraq
1977,0,Liberia
1977,0,Myanmar
1977,0,Pakistan
1977,50,Russia
1977,169780,Rwanda
1977,60,Somalia
1977,0,Stateless
1977,10850,Sudan
1977,0,Syria
1977,2060364,Various/Unknown
1977,9380,Viet Nam
1978,0,Afghanistan
1978,679640,Angola
1978,0,Azerbaijan
1978,0,Bosnia and Herzegovina
1978,148580,Burundi
1978,0,Colombia
1978,292080,D. R. Congo
1978,896640,Ethiopia
1978,560,Iraq
1978,0,Liberia
1978,196000,Myanmar
1978,0,Pakistan
1978,50,Russia
1978,175110,Rwanda
1978,90,Somalia
1978,0,Stateless
1978,10850,Sudan
1978,0,Syria
1978,1704754,Various/Unknown
1978,115010,Viet Nam
1979,500000,Afghanistan
1979,704330,Angola
1979,0,Azerbaijan
1979,0,Bosnia and Herzegovina
1979,151680,Burundi
1979,0,Colombia
1979,153360,D. R. Congo
1979,1644770,Ethiopia
1979,31000,Iraq
1979,0,Liberia
1979,150680,Myanmar
1979,0,Pakistan
1979,0,Russia
1979,176540,Rwanda
1979,90,Somalia
1979,0,Stateless
1979,10850,Sudan
1979,500,Syria
1979,1731812,Various/Unknown
1979,396050,Viet Nam
1980,1734921,Afghanistan
1980,649140,Angola
1980,0,Azerbaijan
1980,0,Bosnia and Herzegovina
1980,170082,Burundi
1980,0,Colombia
1980,117750,D. R. Congo
1980,2567998,Ethiopia
1980,31098,Iraq
1980,0,Liberia
1980,0,Myanmar
1980,0,Pakistan
1980,10821,Russia
1980,286651,Rwanda
1980,134,Somalia
1980,8,Stateless
1980,10852,Sudan
1980,502,Syria
1980,1424660,Various/Unknown
1980,395188,Viet Nam
1981,3879984,Afghanistan
1981,457060,Angola
1981,0,Azerbaijan
1981,0,Bosnia and Herzegovina
1981,183002,Burundi
1981,50,Colombia
1981,119370,D. R. Congo
1981,1319686,Ethiopia
1981,66589,Iraq
1981,0,Liberia
1981,0,Myanmar
1981,0,Pakistan
1981,11562,Russia
1981,284221,Rwanda
1981,34,Somalia
1981,29,Stateless
1981,5482,Sudan
1981,504,Syria
1981,1653576,Various/Unknown
1981,339728,Viet Nam
1982,4488754,Afghanistan
1982,479261,Angola
1982,0,Azerbaijan
1982,0,Bosnia and Herzegovina
1982,176272,Burundi
1982,100,Colombia
1982,92455,D. R. Congo
1982,1264915,Ethiopia
1982,103766,Iraq
1982,0,Liberia
1982,0,Myanmar
1982,1,Pakistan
1982,11569,Russia
1982,328111,Rwanda
1982,118,Somalia
1982,32,Stateless
1982,5352,Sudan
1982,6504,Syria
1982,1694378,Various/Unknown
1982,325343,Viet Nam
1983,4713165,Afghanistan
1983,298110,Angola
1983,0,Azerbaijan
1983,0,Bosnia and Herzegovina
1983,176682,Burundi
1983,0,Colombia
1983,106231,D. R. Congo
1983,1287057,Ethiopia
1983,103721,Iraq
1983,0,Liberia
1983,0,Myanmar
1983,1,Pakistan
1983,11574,Russia
1983,321761,Rwanda
1983,39,Somalia
1983,32,Stateless
1983,31002,Sudan
1983,526,Syria
1983,1826122,Various/Unknown
1983,328399,Viet Nam
1984,4418871,Afghanistan
1984,359691,Angola
1984,0,Azerbaijan
1984,0,Bosnia and Herzegovina
1984,182962,Burundi
1984,0,Colombia
1984,102352,D. R. Congo
1984,1762734,Ethiopia
1984,101724,Iraq
1984,0,Liberia
1984,0,Myanmar
1984,1,Pakistan
1984,11577,Russia
1984,357111,Rwanda
1984,639,Somalia
1984,1132,Stateless
1984,180062,Sudan
1984,529,Syria
1984,1568336,Various/Unknown
1984,328095,Viet Nam
1985,4654343,Afghanistan
1985,318022,Angola
1985,0,Azerbaijan
1985,0,Bosnia and Herzegovina
1985,199812,Burundi
1985,60,Colombia
1985,88948,D. R. Congo
1985,1865629,Ethiopia
1985,401593,Iraq
1985,0,Liberia
1985,0,Myanmar
1985,1,Pakistan
1985,11582,Russia
1985,378951,Rwanda
1985,1830,Somalia
1985,45534,Stateless
1985,181255,Sudan
1985,2599,Syria
1985,1760041,Various/Unknown
1985,328727,Viet Nam
1986,5095453,Afghanistan
1986,355742,Angola
1986,0,Azerbaijan
1986,0,Bosnia and Herzegovina
1986,210621,Burundi
1986,50,Colombia
1986,96739,D. R. Congo
1986,1748408,Ethiopia
1986,400745,Iraq
1986,0,Liberia
1986,0,Myanmar
1986,1,Pakistan
1986,10226,Russia
1986,371911,Rwanda
1986,3142,Somalia
1986,42832,Stateless
1986,132759,Sudan
1986,534,Syria
1986,1750121,Various/Unknown
1986,326668,Viet Nam
1987,5511740,Afghanistan
1987,392153,Angola
1987,0,Azerbaijan
1987,0,Bosnia and Herzegovina
1987,186911,Burundi
1987,50,Colombia
1987,70368,D. R. Congo
1987,1547233,Ethiopia
1987,410818,Iraq
1987,0,Liberia
1987,0,Myanmar
1987,1,Pakistan
1987,8683,Russia
1987,353441,Rwanda
1987,60162,Somalia
1987,37032,Stateless
1987,253216,Sudan
1987,20,Syria
1987,1768308,Various/Unknown
1987,325717,Viet Nam
1988,5623642,Afghanistan
1988,408906,Angola
1988,0,Azerbaijan
1988,0,Bosnia and Herzegovina
1988,243154,Burundi
1988,35,Colombia
1988,103587,D. R. Congo
1988,1520387,Ethiopia
1988,552468,Iraq
1988,30,Liberia
1988,7,Myanmar
1988,275,Pakistan
1988,33636,Russia
1988,327539,Rwanda
1988,351993,Somalia
1988,36578,Stateless
1988,348630,Sudan
1988,881,Syria
1988,2241559,Various/Unknown
1988,440379,Viet Nam
1989,5644909,Afghanistan
1989,414922,Angola
1989,0,Azerbaijan
1989,0,Bosnia and Herzegovina
1989,191523,Burundi
1989,66,Colombia
1989,103996,D. R. Congo
1989,1481219,Ethiopia
1989,508266,Iraq
1989,51,Liberia
1989,4,Myanmar
1989,410,Pakistan
1989,68496,Russia
1989,319501,Rwanda
1989,360309,Somalia
1989,37195,Stateless
1989,438899,Sudan
1989,397,Syria
1989,2430660,Various/Unknown
1989,457852,Viet Nam
1990,6360675,Afghanistan
1990,414760,Angola
1990,0,Azerbaijan
1990,0,Bosnia and Herzegovina
1990,191942,Burundi
1990,494,Colombia
1990,67503,D. R. Congo
1990,1345928,Ethiopia
1990,1133995,Iraq
1990,735689,Liberia
1990,28,Myanmar
1990,486,Pakistan
1990,117736,Russia
1990,361322,Rwanda
1990,490364,Somalia
1990,38216,Stateless
1990,542438,Sudan
1990,2148,Syria
1990,2566082,Various/Unknown
1990,502327,Viet Nam
1991,6484571,Afghanistan
1991,416916,Angola
1991,0,Azerbaijan
1991,0,Bosnia and Herzegovina
1991,230526,Burundi
1991,740,Colombia
1991,65816,D. R. Congo
1991,305081,Ethiopia
1991,2658665,Iraq
1991,773405,Liberia
1991,40053,Myanmar
1991,525,Pakistan
1991,155576,Russia
1991,431240,Rwanda
1991,733024,Somalia
1991,38059,Stateless
1991,566242,Sudan
1991,3037,Syria
1991,2243736,Various/Unknown
1991,510947,Viet Nam
1992,6129086,Afghanistan
1992,385273,Angola
1992,300000,Azerbaijan
1992,447801,Bosnia and Herzegovina
1992,232385,Burundi
1992,914,Colombia
1992,96530,D. R. Congo
1992,325124,Ethiopia
1992,1361625,Iraq
1992,601835,Liberia
1992,253660,Myanmar
1992,1090,Pakistan
1992,213802,Russia
1992,434876,Rwanda
1992,802038,Somalia
1992,34204,Stateless
1992,271897,Sudan
1992,4408,Syria
1992,3117504,Various/Unknown
1992,534141,Viet Nam
1993,3391455,Afghanistan
1993,413150,Angola
1993,1106005,Azerbaijan
1993,1908428,Bosnia and Herzegovina
1993,877737,Burundi
1993,1049,Colombia
1993,74950,D. R. Congo
1993,308442,Ethiopia
1993,771090,Iraq
1993,720342,Liberia
1993,327704,Myanmar
1993,1424,Pakistan
1993,243313,Russia
1993,450769,Rwanda
1993,641230,Somalia
1993,28591,Stateless
1993,401518,Sudan
1993,5404,Syria
1993,2239708,Various/Unknown
1993,546859,Viet Nam
1994,3392696,Afghanistan
1994,586426,Angola
1994,991195,Azerbaijan
1994,2058783,Bosnia and Herzegovina
1994,750694,Burundi
1994,1380,Colombia
1994,73797,D. R. Congo
1994,266041,Ethiopia
1994,753488,Iraq
1994,1023300,Liberia
1994,289810,Myanmar
1994,4430,Pakistan
1994,342197,Russia
1994,3765578,Rwanda
1994,692600,Somalia
1994,27927,Stateless
1994,405138,Sudan
1994,7096,Syria
1994,1804386,Various/Unknown
1994,551971,Viet Nam
1995,3187076,Afghanistan
1995,259783,Angola
1995,861620,Azerbaijan
1995,1868368,Bosnia and Herzegovina
1995,572822,Burundi
1995,1906,Colombia
1995,92520,D. R. Congo
1995,135960,Ethiopia
1995,736748,Iraq
1995,1074203,Liberia
1995,218302,Myanmar
1995,5277,Pakistan
1995,335035,Russia
1995,2058111,Rwanda
1995,681807,Somalia
1995,26139,Stateless
1995,445310,Sudan
1995,7994,Syria
1995,2166620,Various/Unknown
1995,549875,Viet Nam
1996,3106791,Afghanistan
1996,250236,Angola
1996,785127,Azerbaijan
1996,1822776,Bosnia and Herzegovina
1996,1419642,Burundi
1996,2175,Colombia
1996,160609,D. R. Congo
1996,124271,Ethiopia
1996,828276,Iraq
1996,1104745,Liberia
1996,166114,Myanmar
1996,7522,Pakistan
1996,335052,Russia
1996,1879918,Rwanda
1996,838785,Somalia
1996,23702,Stateless
1996,476422,Sudan
1996,8610,Syria
1996,1428587,Various/Unknown
1996,543700,Viet Nam
1997,3063969,Afghanistan
1997,321704,Angola
1997,786027,Azerbaijan
1997,1838562,Bosnia and Herzegovina
1997,1196019,Burundi
1997,2377,Colombia
1997,219110,D. R. Congo
1997,94435,Ethiopia
1997,795831,Iraq
1997,674522,Liberia
1997,145842,Myanmar
1997,5985,Pakistan
1997,1492105,Russia
1997,310160,Rwanda
1997,927421,Somalia
1997,178634,Stateless
1997,433928,Sudan
1997,8653,Syria
1997,1226584,Various/Unknown
1997,481731,Viet Nam
1998,3102133,Afghanistan
1998,341229,Angola
1998,906596,Azerbaijan
1998,1635148,Bosnia and Herzegovina
1998,626358,Burundi
1998,3540,Colombia
1998,225329,D. R. Congo
1998,84835,Ethiopia
1998,702141,Iraq
1998,734104,Liberia
1998,133513,Myanmar
1998,6889,Pakistan
1998,1153119,Russia
1998,717764,Rwanda
1998,678526,Somalia
1998,264708,Stateless
1998,395122,Sudan
1998,8127,Syria
1998,1250931,Various/Unknown
1998,435560,Viet Nam
1999,3213347,Afghanistan
1999,373430,Angola
1999,880719,Azerbaijan
1999,1482348,Bosnia and Herzegovina
1999,594692,Burundi
1999,5662,Colombia
1999,273520,D. R. Congo
1999,72922,Ethiopia
1999,680240,Iraq
1999,536903,Liberia
1999,132791,Myanmar
1999,8015,Pakistan
1999,1280351,Russia
1999,755288,Rwanda
1999,552561,Somalia
1999,423871,Stateless
1999,489128,Sudan
1999,6695,Syria
1999,1418076,Various/Unknown
1999,405504,Viet Nam
2000,4778785,Afghanistan
2000,705464,Angola
2000,862040,Azerbaijan
2000,1103402,Bosnia and Herzegovina
2000,634567,Burundi
2000,539601,Colombia
2000,408610,D. R. Congo
2000,84145,Ethiopia
2000,583546,Iraq
2000,437552,Liberia
2000,139472,Myanmar
2000,17338,Pakistan
2000,1253385,Russia
2000,169956,Rwanda
2000,553581,Somalia
2000,559107,Stateless
2000,513744,Sudan
2000,9607,Syria
2000,1473441,Various/Unknown
2000,372354,Viet Nam
2001,5166652,Afghanistan
2001,695600,Angola
2001,847477,Azerbaijan
2001,984173,Bosnia and Herzegovina
2001,647812,Burundi
2001,753570,Colombia
2001,425008,D. R. Congo
2001,82108,Ethiopia
2001,580327,Iraq
2001,449637,Liberia
2001,147271,Myanmar
2001,20334,Pakistan
2001,1063772,Russia
2001,132025,Rwanda
2001,509664,Somalia
2001,263836,Stateless
2001,514961,Sudan
2001,8733,Syria
2001,1258776,Various/Unknown
2001,358737,Viet Nam
2002,6013458,Afghanistan
2002,736745,Angola
2002,842392,Azerbaijan
2002,886338,Bosnia and Herzegovina
2002,735289,Burundi
2002,1052657,Colombia
2002,487935,D. R. Congo
2002,70518,Ethiopia
2002,466422,Iraq
2002,612009,Liberia
2002,151297,Myanmar
2002,34544,Pakistan
2002,951490,Russia
2002,124922,Rwanda
2002,480326,Somalia
2002,259645,Stateless
2002,523276,Sudan
2002,23189,Syria
2002,566106,Various/Unknown
2002,377788,Viet Nam
2003,3174558,Afghanistan
2003,474278,Angola
2003,833494,Azerbaijan
2003,682862,Bosnia and Herzegovina
2003,624070,Burundi
2003,1331600,Colombia
2003,508592,D. R. Congo
2003,73530,Ethiopia
2003,474100,Iraq
2003,912157,Liberia
2003,170032,Myanmar
2003,41240,Pakistan
2003,796084,Russia
2003,108644,Rwanda
2003,429384,Somalia
2003,223948,Stateless
2003,613059,Sudan
2003,24371,Syria
2003,573241,Various/Unknown
2003,366119,Viet Nam
2004,3598240,Afghanistan
2004,328645,Angola
2004,863085,Azerbaijan
2004,559366,Bosnia and Herzegovina
2004,584803,Burundi
2004,2095328,Colombia
2004,526956,D. R. Congo
2004,76281,Ethiopia
2004,552595,Iraq
2004,931548,Liberia
2004,172734,Myanmar
2004,41745,Pakistan
2004,678321,Russia
2004,83100,Rwanda
2004,429908,Somalia
2004,17055,Stateless
2004,1405202,Sudan
2004,325386,Syria
2004,584525,Various/Unknown
2004,352728,Viet Nam
2005,3192177,Afghanistan
2005,277950,Angola
2005,818646,Azerbaijan
2005,300893,Bosnia and Herzegovina
2005,526722,Burundi
2005,2540118,Colombia
2005,525941,D. R. Congo
2005,81848,Ethiopia
2005,1895170,Iraq
2005,805993,Liberia
2005,442597,Myanmar
2005,46371,Pakistan
2005,494170,Russia
2005,125998,Rwanda
2005,839997,Somalia
2005,14236,Stateless
2005,1567581,Sudan
2005,323424,Syria
2005,325978,Various/Unknown
2005,375939,Viet Nam
2006,2750538,Afghanistan
2006,255099,Angola
2006,818053,Azerbaijan
2006,342723,Bosnia and Herzegovina
2006,460854,Burundi
2006,3561766,Colombia
2006,2037662,D. R. Congo
2006,90738,Ethiopia
2006,3629164,Iraq
2006,511341,Liberia
2006,957142,Myanmar
2006,32399,Pakistan
2006,525672,Russia
2006,107568,Rwanda
2006,889903,Somalia
2006,13385,Stateless
2006,2082407,Sudan
2006,319854,Syria
2006,523851,Various/Unknown
2006,383790,Viet Nam
2007,3609746,Afghanistan
2007,198970,Angola
2007,706482,Azerbaijan
2007,215636,Bosnia and Herzegovina
2007,422601,Burundi
2007,3594870,Colombia
2007,2784383,D. R. Congo
2007,89368,Ethiopia
2007,4934243,Iraq
2007,139439,Liberia
2007,1001200,Myanmar
2007,40478,Pakistan
2007,352949,Russia
2007,98711,Rwanda
2007,1476006,Somalia
2007,15878,Stateless
2007,2007976,Sudan
2007,320582,Syria
2007,381297,Various/Unknown
2007,336989,Viet Nam
2008,3374020,Afghanistan
2008,185186,Angola
2008,623520,Azerbaijan
2008,262186,Bosnia and Herzegovina
2008,483626,Burundi
2008,3426209,Colombia
2008,1918418,D. R. Congo
2008,95553,Ethiopia
2008,5021295,Iraq
2008,88415,Liberia
2008,997612,Myanmar
2008,194471,Pakistan
2008,261753,Russia
2008,90431,Rwanda
2008,1860374,Somalia
2008,17110,Stateless
2008,1749986,Sudan
2008,321208,Syria
2008,445846,Various/Unknown
2008,337497,Viet Nam
2009,3280950,Afghanistan
2009,158649,Angola
2009,607501,Azerbaijan
2009,246523,Bosnia and Herzegovina
2009,231465,Burundi
2009,3758138,Colombia
2009,2662810,D. R. Congo
2009,111645,Ethiopia
2009,3798211,Iraq
2009,75211,Liberia
2009,1220120,Myanmar
2009,3040845,Pakistan
2009,253911,Russia
2009,154518,Rwanda
2009,2249454,Somalia
2009,19253,Stateless
2009,1619296,Sudan
2009,323484,Syria
2009,634421,Various/Unknown
2009,347878,Viet Nam
2010,4404457,Afghanistan
2010,136078,Angola
