country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
CA,,,60.0,-95.0,TOTAL,1000HAB,2.7,34004889,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CH,,,47.0,8.0,TOTAL,1000HAB,5.0,7912398,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CL,,,-30.0,-71.0,TOTAL,1000HAB,2.1,17233576,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CN,,,35.0,105.0,TOTAL,1000HAB,3.8,1344000000,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CI,,,8.0,-5.0,TOTAL,1000HAB,0.4,18754916,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CM,,,6.0,12.0,TOTAL,1000HAB,1.3,20341241,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CD,,,0.0,25.0,TOTAL,1000HAB,0.8,56578037,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CG,,,-1.0,15.0,TOTAL,1000HAB,1.6,3622775,2005,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CO,,,4.0,-72.0,TOTAL,1000HAB,1.5,46076848,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KM,,,-12.17,44.25,TOTAL,1000HAB,2.2,626425,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CV,,,16.0,-24.0,TOTAL,1000HAB,2.1,492654,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CR,,,10.0,-84.0,TOTAL,1000HAB,1.2,4688000,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CU,,,21.5,-80.0,TOTAL,1000HAB,5.3,11257101,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KY,,,19.5,-80.5,TOTAL,1000HAB,3.0,25312,1990,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CY,,,35.0,33.0,TOTAL,1000HAB,3.5,1124833,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
CZ,,,49.75,15.5,TOTAL,1000HAB,6.8,10496088,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
DE,,,51.0,9.0,TOTAL,1000HAB,8.2,80274983,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
DJ,,,11.5,43.0,TOTAL,1000HAB,1.4,868136,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
DM,,,15.42,-61.33,TOTAL,1000HAB,3.8,70965,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
DK,,,56.0,10.0,TOTAL,1000HAB,3.5,5547683,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
DO,,,19.0,-70.67,TOTAL,1000HAB,1.7,9813210,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
DZ,,,28.0,3.0,TOTAL,1000HAB,1.7,32692163,2004,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
EC,,,-2.0,-77.5,TOTAL,1000HAB,1.6,15243883,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
EG,,,27.0,30.0,TOTAL,1000HAB,0.5,86422240,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ER,,,15.0,39.0,TOTAL,1000HAB,0.7,3213972,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ES,,,40.0,-4.0,TOTAL,1000HAB,3.1,46742697,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
EE,,,59.0,26.0,TOTAL,1000HAB,5.3,1327439,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ET,,,8.0,38.0,TOTAL,1000HAB,6.3,90139927,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
FI,,,64.0,26.0,TOTAL,1000HAB,5.5,5388272,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
FJ,,,-18.0,175.0,TOTAL,1000HAB,2.1,853637,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
FR,,,46.0,2.0,TOTAL,1000HAB,6.4,65342780,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
FM,,,6.92,158.25,TOTAL,1000HAB,3.2,102975,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GA,,,-1.0,11.75,TOTAL,1000HAB,6.3,1624140,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GB,,,54.0,-2.0,TOTAL,1000HAB,2.9,63258810,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GE,,,42.0,43.5,TOTAL,1000HAB,2.6,3728874,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GH,,,8.0,-2.0,TOTAL,1000HAB,0.9,25387710,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GN,,,11.0,-10.0,TOTAL,1000HAB,0.3,10420471,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GM,,,13.47,-16.57,TOTAL,1000HAB,1.1,1848147,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GW,,,12.0,-15.0,TOTAL,1000HAB,1.0,1483921,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GQ,,,2.0,10.0,TOTAL,1000HAB,2.1,943639,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GR,,,39.0,22.0,TOTAL,1000HAB,4.8,11107017,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GD,,,12.12,-61.67,TOTAL,1000HAB,3.5,107446,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GL,,,72.0,-40.0,TOTAL,1000HAB,14.35340023,46400,1970,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GT,,,15.5,-90.25,TOTAL,1000HAB,0.6,14948803,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GY,,,5.0,-59.0,TOTAL,1000HAB,2.0,747718,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
HK,,,22.25,114.17,TOTAL,1000HAB,4.890900135,5456200,1985,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
HN,,,15.0,-86.5,TOTAL,1000HAB,0.7,8640691,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
HR,,,45.17,15.5,TOTAL,1000HAB,5.89,4238389,2014,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
HT,,,19.0,-72.42,TOTAL,1000HAB,1.3,9495328,2007,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
HU,,,47.0,20.0,TOTAL,1000HAB,7.2,9971727,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ID,,,-5.0,120.0,TOTAL,1000HAB,0.9,248452413,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
IN,,,20.0,77.0,TOTAL,1000HAB,0.7,1250000000,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
IE,,,53.0,-8.0,TOTAL,1000HAB,2.9,4580084,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
IR,,,32.0,53.0,TOTAL,1000HAB,0.1,75539862,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
IQ,,,33.0,44.0,TOTAL,1000HAB,1.3,31890011,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
IS,,,65.0,-18.0,TOTAL,1000HAB,3.2,320716,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
IL,,,31.5,34.75,TOTAL,1000HAB,3.3,7910500,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
IT,,,42.83,12.83,TOTAL,1000HAB,3.4,59379449,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
JM,,,18.25,-77.5,TOTAL,1000HAB,1.7,2842132,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
JO,,,31.0,36.0,TOTAL,1000HAB,1.8,8090872,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
JP,,,36.0,138.0,TOTAL,1000HAB,13.7,128047000,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KZ,,,48.0,68.0,TOTAL,1000HAB,7.2,16792089,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KE,,,1.0,38.0,TOTAL,1000HAB,1.4,42030676,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KG,,,41.0,75.0,TOTAL,1000HAB,4.8,5607200,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KH,,,13.0,105.0,TOTAL,1000HAB,0.7,14541423,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KI,,,1.42,173.0,TOTAL,1000HAB,1.3,104728,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KN,,,17.33,-62.75,TOTAL,1000HAB,2.3,49887,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KR,,,37.0,127.5,TOTAL,1000HAB,10.3,49307835,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KW,,,29.34,47.66,TOTAL,1000HAB,2.2,3348853,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LA,,,18.0,105.0,TOTAL,1000HAB,1.5,6444530,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LB,,,33.83,35.83,TOTAL,1000HAB,3.5,5538634,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LR,,,6.5,-9.5,TOTAL,1000HAB,0.8,3891356,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LY,,,25.0,17.0,TOTAL,1000HAB,3.7,6285750,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LC,,,13.88,-61.13,TOTAL,1000HAB,1.6,175544,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LK,,,7.0,81.0,TOTAL,1000HAB,3.6,20425000,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LS,,,-29.5,28.5,TOTAL,1000HAB,1.3,1989939,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LT,,,56.0,24.0,TOTAL,1000HAB,7.0,3028115,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LU,,,49.75,6.17,TOTAL,1000HAB,5.4,506953,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
LV,,,57.0,25.0,TOTAL,1000HAB,5.9,2059709,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MO,,,22.17,113.55,TOTAL,1000HAB,5.295300007,246194,1970,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MA,,,32.0,-5.0,TOTAL,1000HAB,0.9,33241898,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MC,,,43.73,7.4,TOTAL,1000HAB,13.8,36460,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MD,,,47.0,29.0,TOTAL,1000HAB,6.2,2859458,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MG,,,-20.0,47.0,TOTAL,1000HAB,0.2,21151640,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MV,,,3.25,73.0,TOTAL,1000HAB,4.3,353398,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MX,,,23.0,-102.0,TOTAL,1000HAB,1.5,115695473,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MH,,,9.0,168.0,TOTAL,1000HAB,2.7,56366,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MK,,,41.83,22.0,TOTAL,1000HAB,4.5,2072487,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ML,,,17.0,-4.0,TOTAL,1000HAB,0.1,15049353,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MT,,,35.83,14.58,TOTAL,1000HAB,4.8,420028,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MM,,,22.0,98.0,TOTAL,1000HAB,0.6,49301050,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ME,,,42.0,19.0,TOTAL,1000HAB,4.0,620079,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MN,,,46.0,105.0,TOTAL,1000HAB,6.8,2824699,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MZ,,,-18.25,35.0,TOTAL,1000HAB,0.7,24187487,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MR,,,20.0,-12.0,TOTAL,1000HAB,0.4,3111906,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MU,,,-20.28,57.55,TOTAL,1000HAB,3.4,1252404,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MW,,,-13.5,34.0,TOTAL,1000HAB,1.3,14962112,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
MY,,,2.5,112.5,TOTAL,1000HAB,1.9,29068159,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NA,,,-22.0,17.0,TOTAL,1000HAB,2.7,2081044,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NE,,,16.0,8.0,TOTAL,1000HAB,0.3,13624467,2005,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NG,,,10.0,8.0,TOTAL,1000HAB,0.5,135320422,2004,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NI,,,13.0,-85.0,TOTAL,1000HAB,0.9,5982526,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NL,,,52.5,5.75,TOTAL,1000HAB,4.7,16530388,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NO,,,62.0,10.0,TOTAL,1000HAB,3.3,4953088,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NP,,,28.0,84.0,TOTAL,1000HAB,5.0,26066693,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NR,,,-0.53,166.92,TOTAL,1000HAB,5.0,10005,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
NZ,,,-41.0,174.0,TOTAL,1000HAB,2.3,4384000,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
OM,,,21.0,57.0,TOTAL,1000HAB,1.7,3498029,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PK,,,30.0,70.0,TOTAL,1000HAB,0.6,187281475,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PA,,,9.0,-80.0,TOTAL,1000HAB,2.2,3706483,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PE,,,-10.0,-76.0,TOTAL,1000HAB,1.5,29506788,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PH,,,13.0,122.0,TOTAL,1000HAB,1.0,95570047,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PW,,,7.5,134.5,TOTAL,1000HAB,4.8,17955,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PG,,,-6.0,147.0,TOTAL,1000HAB,4.024199963,4615839,1990,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PL,,,52.0,20.0,TOTAL,1000HAB,6.5,38063255,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PR,,,18.25,-66.5,TOTAL,1000HAB,3.319999933,3724655,1996,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
KP,,,40.0,127.0,TOTAL,1000HAB,13.2,24800612,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PT,,,39.5,-8.0,TOTAL,1000HAB,3.4,10557560,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PY,,,-23.0,-58.0,TOTAL,1000HAB,1.3,6333976,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
PS,,,32.0,35.25,TOTAL,1000HAB,1.200000048,2588000,1996,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
QA,,,25.5,51.25,TOTAL,1000HAB,1.2,2196074,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
RO,,,46.0,25.0,TOTAL,1000HAB,6.1,20147528,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
RU,,,60.0,100.0,TOTAL,1000HAB,9.7,143049528,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
RW,,,-2.0,30.0,TOTAL,1000HAB,1.6,9273757,2007,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SA,,,25.0,45.0,TOTAL,1000HAB,2.1,29155187,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SD,,,15.0,30.0,TOTAL,1000HAB,0.8,36193783,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SN,,,14.0,-14.0,TOTAL,1000HAB,0.3,12004701,2008,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SG,,,1.37,103.8,TOTAL,1000HAB,2.0,5183688,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SB,,,-8.0,159.0,TOTAL,1000HAB,1.3,556064,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SL,,,8.5,-11.5,TOTAL,1000HAB,0.4,5829237,2006,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SV,,,13.83,-88.92,TOTAL,1000HAB,1.1,6237923,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SM,,,43.77,12.42,TOTAL,1000HAB,3.8,32105,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SO,,,10.0,49.0,TOTAL,1000HAB,0.400000006,7936127,1997,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
RS,,,44.0,21.0,TOTAL,1000HAB,5.4,7320807,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ST,,,1.0,7.0,TOTAL,1000HAB,2.9,184524,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SR,,,4.0,-56.0,TOTAL,1000HAB,3.1,529131,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SK,,,48.67,19.5,TOTAL,1000HAB,6.0,5398384,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SI,,,46.0,15.0,TOTAL,1000HAB,4.552046,2059953,2013,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SE,,,62.0,15.0,TOTAL,1000HAB,2.7,9449213,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SZ,,,-26.5,31.5,TOTAL,1000HAB,2.1,1072000,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SC,,,-4.58,55.67,TOTAL,1000HAB,3.6,87441,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
SY,,,35.0,38.0,TOTAL,1000HAB,1.5,20442541,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TD,,,15.0,19.0,TOTAL,1000HAB,0.4,10096633,2005,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TG,,,8.0,1.17,TOTAL,1000HAB,0.7,6595943,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TH,,,15.0,100.0,TOTAL,1000HAB,2.1,67195028,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TJ,,,39.0,71.0,TOTAL,1000HAB,5.5,7697510,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TM,,,40.0,60.0,TOTAL,1000HAB,4.0,5267900,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TL,,,8.8742,125.7275,TOTAL,1000HAB,5.9,1093523,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TO,,,-20.0,-175.0,TOTAL,1000HAB,2.6,103986,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TT,,,11.0,-61.0,TOTAL,1000HAB,2.7,1344817,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TN,,,34.0,9.0,TOTAL,1000HAB,2.1,10847002,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TR,,,39.0,35.0,TOTAL,1000HAB,2.5,73443863,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TV,,,-8.0,178.0,TOTAL,1000HAB,5.6,9484,2001,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
TZ,,,-6.0,35.0,TOTAL,1000HAB,0.7,44346525,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
UG,,,1.0,32.0,TOTAL,1000HAB,0.5,32428167,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
UA,,,49.0,32.0,TOTAL,1000HAB,9.0,45593300,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
UY,,,-33.0,-56.0,TOTAL,1000HAB,2.5,3378974,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
US,,,38.0,-97.0,TOTAL,1000HAB,2.9,311556874,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
UZ,,,41.0,64.0,TOTAL,1000HAB,4.4,28562400,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
VC,,,13.25,-61.2,TOTAL,1000HAB,5.2,108435,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
VE,,,8.0,-66.0,TOTAL,1000HAB,0.9,28888369,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
VI,,,18.33,-64.83,TOTAL,1000HAB,18.68000031,108095,1996,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
VN,,,16.0,106.0,TOTAL,1000HAB,2.0,87967651,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
VU,,,-16.0,167.0,TOTAL,1000HAB,1.7,224704,2008,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
WS,,,-13.58,-172.33,TOTAL,1000HAB,1.0,179727,2005,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
YE,,,15.0,48.0,TOTAL,1000HAB,0.7,24473178,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ZA,,,-29.0,24.0,TOTAL,1000HAB,2.8,47880601,2005,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ZM,,,-15.0,30.0,TOTAL,1000HAB,2.0,13605984,2010,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
ZW,,,-20.0,30.0,TOTAL,1000HAB,1.7,12894316,2011,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
