country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
BM,,,32.33,-64.75,TOTAL,1000HAB,6.3,60129,1996,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
BN,,,4.5,114.67,ICU,1000HAB,0.131,424473,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
BN,,,4.5,114.67,TOTAL,1000HAB,2.7,414907,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BO,,,-17.0,-65.0,TOTAL,1000HAB,1.1,10706517,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BR,AC,,-8.77,-70.55,ICU,1000HAB,0.08504,881935,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,AL,,-9.62,-36.82,ICU,1000HAB,0.147122,3337357,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,AM,,-3.47,-65.1,ICU,1000HAB,0.121122,4144597,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,AP,,1.41,-51.77,ICU,1000HAB,0.096958,845731,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,BA,,-13.29,-41.71,ICU,1000HAB,0.136421,14873064,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,CE,,-5.2,-39.53,ICU,1000HAB,0.131514,9132078,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,DF,,-15.83,-47.86,ICU,1000HAB,0.341926,3015268,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,ES,,-19.19,-40.34,ICU,1000HAB,0.271484,4018650,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,GO,,-15.98,-49.86,ICU,1000HAB,0.200759,7018354,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,MA,,-5.42,-45.44,ICU,1000HAB,0.111234,7075181,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,MG,,-18.1,-44.38,ICU,1000HAB,0.205066,21168791,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,MS,,-20.51,-54.54,ICU,1000HAB,0.174164,2778986,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,MT,,-12.64,-55.42,ICU,1000HAB,0.251688,3484466,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,PA,,-3.79,-52.48,ICU,1000HAB,0.11438,8602865,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,PB,,-7.28,-36.72,ICU,1000HAB,0.151314,4018127,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,PE,,-8.38,-37.86,ICU,1000HAB,0.194725,9557071,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,PI,,-6.6,-42.28,ICU,1000HAB,0.107845,3273227,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,PR,,-24.89,-51.55,ICU,1000HAB,0.249957,11433957,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,RJ,,-22.25,-42.66,ICU,1000HAB,0.367276,17264943,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,RN,,-5.81,-36.59,ICU,1000HAB,0.171379,3506853,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,RO,,-10.83,-63.34,ICU,1000HAB,0.165426,1777225,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,RR,,1.99,-61.33,ICU,1000HAB,0.079239,605761,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,RS,,-30.17,-53.5,ICU,1000HAB,0.208662,11377239,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,SC,,-27.45,-50.95,ICU,1000HAB,0.154645,7164788,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,SE,,-10.57,-37.45,ICU,1000HAB,0.147475,2298696,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,SP,,-22.19,-48.79,ICU,1000HAB,0.258346,45919049,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,TO,,-9.46,-48.26,ICU,1000HAB,0.140508,1572866,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,,,-10.0,-55.0,ICU,1000HAB,0.210581,210147125,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,,,-10.0,-55.0,TOTAL,1000HAB,2.2,202800000,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BS,,,24.25,-76.0,TOTAL,1000HAB,2.9,367168,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BT,,,27.5,90.5,TOTAL,1000HAB,1.8,701583,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
BW,,,-22.0,24.0,TOTAL,1000HAB,1.8,1987105,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BY,,,53.0,28.0,TOTAL,1000HAB,11.0,9465997,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BZ,,,17.25,-88.75,TOTAL,1000HAB,1.3,353366,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CA,,,60.0,-95.0,ACUTE,1000HAB,1.95,37057765,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CA,,,60.0,-95.0,PSYCHIATRIC,1000HAB,0.34,37057765,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CA,,,60.0,-95.0,TOTAL,1000HAB,2.5,37057765,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CD,,,0.0,25.0,TOTAL,1000HAB,0.8,56578037,2006,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CF,,,7.0,21.0,TOTAL,1000HAB,1.0,4418636,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CG,,,-1.0,15.0,TOTAL,1000HAB,1.6,3622775,2005,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CH,,,47.0,8.0,ACUTE,1000HAB,3.56,8451840,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CH,,,47.0,8.0,ICU,1000HAB,0.11,7870134,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CH,,,47.0,8.0,PSYCHIATRIC,1000HAB,0.93,8451840,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CH,,,47.0,8.0,TOTAL,1000HAB,4.53,8451840,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CI,,,8.0,-5.0,TOTAL,1000HAB,0.4,18754916,2006,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CL,,,-30.0,-71.0,ACUTE,1000HAB,1.99,18470439,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CL,,,-30.0,-71.0,PSYCHIATRIC,1000HAB,0.1,18470439,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CL,,,-30.0,-71.0,TOTAL,1000HAB,2.11,18470439,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CM,,,6.0,12.0,TOTAL,1000HAB,1.3,20341241,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CN,,,35.0,105.0,ICU,1000HAB,0.036,1386000000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
CN,,,35.0,105.0,TOTAL,1000HAB,4.34,1386000000,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CO,,,4.0,-72.0,TOTAL,1000HAB,1.71,49650000,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CR,,,10.0,-84.0,TOTAL,1000HAB,1.13,4949954,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CU,,,21.5,-80.0,TOTAL,1000HAB,5.2,11306902,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CV,,,16.0,-24.0,TOTAL,1000HAB,2.1,492654,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CY,,,35.0,33.0,ACUTE,1000HAB,3.3996,1179680,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
CY,,,35.0,33.0,ICU,1000HAB,0.114,838897,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CY,,,35.0,33.0,TOTAL,1000HAB,3.4,1143866,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CZ,,,49.75,15.5,ACUTE,1000HAB,4.11,10594438,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CZ,,,49.75,15.5,ICU,1000HAB,0.116,10560000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CZ,,,49.75,15.5,PSYCHIATRIC,1000HAB,0.94,10594438,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CZ,,,49.75,15.5,TOTAL,1000HAB,6.63,10594438,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DE,BB,havelland-fläming,52.4125,12.5316,ICU,1000HAB,0.364404,625680,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BB,lausitz-spreewald,52.4125,12.5316,ICU,1000HAB,0.421587,483886,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BB,oderland-spree,52.4125,12.5316,ICU,1000HAB,0.245911,431050,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BB,prignitz-oberhavel,52.4125,12.5316,ICU,1000HAB,0.27989,385866,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BB,uckermark-barnim,52.4125,12.5316,ICU,1000HAB,0.326046,303638,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BE,berlin,52.52,13.405,ICU,1000HAB,0.76917,3769000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BW,,48.6616,9.3501,ICU,1000HAB,0.294683,11069533,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,allgäu,48.7904,11.4979,ICU,1000HAB,0.209635,467479,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,augsburg,48.7904,11.4979,ICU,1000HAB,0.196453,855165,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,bayerischer untermain,48.7904,11.4979,ICU,1000HAB,0.224449,302964,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,donau-iller,48.7904,11.4979,ICU,1000HAB,0.208269,484949,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,donau-wald,48.7904,11.4979,ICU,1000HAB,0.256923,650000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,ingolstadt,48.7904,11.4979,ICU,1000HAB,0.320833,480000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,landshut,48.7904,11.4979,ICU,1000HAB,0.187125,470273,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,main-rhön,48.7904,11.4979,ICU,1000HAB,0.442271,438645,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,mittelfranken,48.7904,11.4979,ICU,1000HAB,0.269364,1730000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,münchen,48.7904,11.4979,ICU,1000HAB,0.335562,2768488,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,oberfranken-ost,48.7904,11.4979,ICU,1000HAB,0.338641,507913,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,oberfranken-west,48.7904,11.4979,ICU,1000HAB,0.222973,592000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,oberland,48.7904,11.4979,ICU,1000HAB,0.321759,432000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,oberpfalz-nord,48.7904,11.4979,ICU,1000HAB,0.243368,501298,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,regensburg,48.7904,11.4979,ICU,1000HAB,0.501407,596322,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,südostoberbayern,48.7904,11.4979,ICU,1000HAB,0.547492,379914,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,westmittelfranken,48.7904,11.4979,ICU,1000HAB,0.180461,410062,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,würzburg,48.7904,11.4979,ICU,1000HAB,0.560474,378251,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,HB,,53.1334,8.7585,ICU,1000HAB,0.430463,682986,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,HE,,50.6521,9.1624,ICU,1000HAB,0.294455,6265809,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,HH,,53.5511,9.9937,ICU,1000HAB,0.43559,1841179,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,MV,,53.6127,12.4296,ICU,1000HAB,0.629941,1609675,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,braunschweig,52.6367,9.8451,ICU,1000HAB,0.275738,1051724,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,bremen-umland,52.6367,9.8451,ICU,1000HAB,0.149166,435757,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,bremerhaven,52.6367,9.8451,ICU,1000HAB,0.379137,287495,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,emsland,52.6367,9.8451,ICU,1000HAB,0.286069,461427,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,göttingen,52.6367,9.8451,ICU,1000HAB,0.607462,322654,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,hamburg-umland-süd,52.6367,9.8451,ICU,1000HAB,0.282888,530245,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,hannover,52.6367,9.8451,ICU,1000HAB,0.349803,1346472,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,hildesheim,52.6367,9.8451,ICU,1000HAB,0.444546,425153,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,lüneburg,52.6367,9.8451,ICU,1000HAB,0.735294,156400,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,oldenburg,52.6367,9.8451,ICU,1000HAB,0.296775,461629,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,osnabrück,52.6367,9.8451,ICU,1000HAB,1.214752,196748,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,ost-friesland,52.6367,9.8451,ICU,1000HAB,0.266006,469915,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,südheide,52.6367,9.8451,ICU,1000HAB,0.2322,318691,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NW,,51.4332,7.6616,ICU,1000HAB,0.685677,17932651,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,RP,,50.1183,7.309,ICU,1000HAB,0.328776,4084844,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,SH,,54.2194,9.6961,ICU,1000HAB,0.299305,2896712,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,SL,,49.3964,7.023,ICU,1000HAB,0.553251,990509,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,SN,,51.1045,13.2017,ICU,1000HAB,0.455868,4077937,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,ST,,51.9503,11.6923,ICU,1000HAB,0.407549,2208321,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,TH,,51.011,10.8453,ICU,1000HAB,0.340621,2143145,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,,,51.0,9.0,ACUTE,1000HAB,6.02,82657002,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DE,,,51.0,9.0,ICU,1000HAB,0.431843,82175684,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,,,51.0,9.0,PSYCHIATRIC,1000HAB,1.28,82657002,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DE,,,51.0,9.0,TOTAL,1000HAB,8.0,82657002,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DJ,,,11.5,43.0,TOTAL,1000HAB,1.4,898696,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
DK,,,56.0,10.0,ACUTE,1000HAB,2.42,5793636,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DK,,,56.0,10.0,ICU,1000HAB,0.067,5580516,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
DK,,,56.0,10.0,PSYCHIATRIC,1000HAB,0.47,5793636,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DK,,,56.0,10.0,TOTAL,1000HAB,2.5,5793636,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DM,,,15.42,-61.33,TOTAL,1000HAB,3.8,70965,2012,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
DO,,,19.0,-70.67,TOTAL,1000HAB,1.6,10165178,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
DZ,,,28.0,3.0,TOTAL,1000HAB,1.9,39728025,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
EC,,,-2.0,-77.5,TOTAL,1000HAB,1.5,15707474,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
EE,,,59.0,26.0,ACUTE,1000HAB,3.45,1317384,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
EE,,,59.0,26.0,ICU,1000HAB,0.146,1294455,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
EE,,,59.0,26.0,PSYCHIATRIC,1000HAB,0.53,1317384,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
EE,,,59.0,26.0,TOTAL,1000HAB,4.69,1317384,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
EG,,,27.0,30.0,TOTAL,1000HAB,1.6,90424654,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
ER,,,15.0,39.0,TOTAL,1000HAB,0.7,3213972,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
ES,AN,,37.5443,4.7278,ICU,1000HAB,0.076332,8332000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,AR,,41.5976,0.9057,ICU,1000HAB,0.113095,1344000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,AS,,43.3614,5.8593,ICU,1000HAB,0.168216,1076000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,CB,,43.1828,3.9878,ICU,1000HAB,0.093084,590867,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,CL,,41.8357,4.3976,ICU,1000HAB,0.090373,2545000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,CM,,39.2796,3.0977,ICU,1000HAB,0.075274,2099000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,CN,,28.2916,16.6291,ICU,1000HAB,0.09217,2104800,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,CT,,41.5912,1.5209,ICU,1000HAB,0.098225,7493000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,EX,,39.4937,6.0679,ICU,1000HAB,0.108893,1102000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,GA,,42.5751,8.1339,ICU,1000HAB,0.170213,2773000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,IB,,39.710358,2.995148,ICU,1000HAB,0.07967,1092000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,MC,,37.9922,1.1307,ICU,1000HAB,0.082248,1459000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,MD,,40.4168,3.7038,ICU,1000HAB,0.140444,6394000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,NC,,30.4109,86.9123,ICU,1000HAB,0.086329,637100,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,PV,,42.9896,2.6189,ICU,1000HAB,0.106276,2183000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,RI,,42.2871,2.5396,ICU,1000HAB,0.052931,321173,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,VC,,39.4699,0.3763,ICU,1000HAB,0.182884,2559000,2011,medintensiva.org,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,,,40.0,-4.0,ACUTE,1000HAB,2.43,46593236,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
ES,,,40.0,-4.0,ICU,1000HAB,0.103085,46670000,2011,medintensiva,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,,,40.0,-4.0,PSYCHIATRIC,1000HAB,0.36,46593236,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
ES,,,40.0,-4.0,TOTAL,1000HAB,2.97,46593236,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
ET,,,8.0,38.0,TOTAL,1000HAB,0.3,100835458,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
FI,,,64.0,26.0,ACUTE,1000HAB,2.8,5508214,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
FI,,,64.0,26.0,ICU,1000HAB,0.061,5375000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
FI,,,64.0,26.0,PSYCHIATRIC,1000HAB,0.39,5508214,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
FI,,,64.0,26.0,TOTAL,1000HAB,3.28,5508214,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
FJ,,,-18.0,175.0,TOTAL,1000HAB,2.3,863449,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
