country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
NZ,,,-41.0,174.0,ACUTE,1000HAB,2.59,4841000,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
NZ,,,-41.0,174.0,PSYCHIATRIC,1000HAB,0.3,4841000,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
NZ,,,-41.0,174.0,TOTAL,1000HAB,2.61,4841000,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
PL,,,52.0,20.0,ACUTE,1000HAB,4.85,37974826,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
PL,,,52.0,20.0,PSYCHIATRIC,1000HAB,0.65,37974826,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
PL,,,52.0,20.0,TOTAL,1000HAB,6.62,37974826,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
PT,,,39.5,-8.0,ACUTE,1000HAB,3.25,10300300,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
PT,,,39.5,-8.0,PSYCHIATRIC,1000HAB,0.64,10300300,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
PT,,,39.5,-8.0,TOTAL,1000HAB,3.39,10300300,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
RU,,,60.0,100.0,TOTAL,1000HAB,8.05,144496740,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SK,,,48.67,19.5,ACUTE,1000HAB,4.91,5439232,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SK,,,48.67,19.5,PSYCHIATRIC,1000HAB,0.81,5439232,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SK,,,48.67,19.5,TOTAL,1000HAB,5.82,5439232,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SI,,,46.0,15.0,ACUTE,1000HAB,4.2,2066388,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SI,,,46.0,15.0,PSYCHIATRIC,1000HAB,0.66,2066388,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SI,,,46.0,15.0,TOTAL,1000HAB,4.5,2066388,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SE,,,62.0,15.0,ACUTE,1000HAB,2.04,10057698,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SE,,,62.0,15.0,PSYCHIATRIC,1000HAB,0.43,10057698,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
SE,,,62.0,15.0,TOTAL,1000HAB,2.22,10057698,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
TR,,,39.0,35.0,ACUTE,1000HAB,2.78,81101892,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
TR,,,39.0,35.0,PSYCHIATRIC,1000HAB,0.05,81101892,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
TR,,,39.0,35.0,TOTAL,1000HAB,2.81,81101892,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
US,,,38.0,-97.0,ACUTE,1000HAB,2.44,322941311,2016,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
US,,,38.0,-97.0,PSYCHIATRIC,1000HAB,0.21,322941311,2016,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
US,,,38.0,-97.0,TOTAL,1000HAB,2.77,322941311,2016,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
ZA,,,-29.0,24.0,TOTAL,1000HAB,2.32,51216964,2010,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
