featureNam,pcode,featureRef,featureAlt,featureA_1,popPlaceCl,popPlace_1,admin4Name,admin4Pcod,admin3Name,admin3Pcod,admin2Name,admin2Pcod,admin1Name,admin1Pcod,admin0Name,admin0Pcod,date,validOn,validTo,featureA_2,featureA_3,POINT_X,POINT_Y,Latitude,Longitude,,
Inger,CF-0118,Inger,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.46511150700,3.83767887500,"3° 50' 15.644"" N","32° 27' 54.401"" E",,
Obiri,CF-0119,Obiri,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.67872797200,3.83343341600,"3° 50' 0.360"" N","32° 40' 43.421"" E",,
Ulako,CF-0120,Ulako,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.82810792600,3.83533798100,"3° 50' 7.217"" N","31° 49' 41.189"" E",,
Madial,CG-0010,Madial,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.44892066800,3.83621355400,"3° 50' 10.369"" N","33° 26' 56.114"" E",,
Lopodi,CG-0011,Lopodi,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.21421303600,3.83686873000,"3° 50' 12.727"" N","33° 12' 51.167"" E",,
Lopodi,CG-0012,Lopodi,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.19000000000,3.84000000000,"3° 50' 24.000"" N","33° 11' 24.000"" E",,
Pageri,CF-0121,Pageri,Pagheri,,5,Secondary Town / Small Town,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.95720434000,3.86732828900,"3° 52' 2.382"" N","31° 57' 25.936"" E",,
Gweri,CF-0122,Gweri,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.10186902200,3.84743835400,"3° 50' 50.778"" N","32° 6' 6.728"" E",,
Adusha,CF-0123,Adusha,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.14539467200,3.85010011600,"3° 51' 0.360"" N","32° 8' 43.421"" E",,
Ebodze,CF-0124,Ebodze,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.23838510000,3.85413686500,"3° 51' 14.893"" N","32° 14' 18.186"" E",,
Ngnolobot,CF-0125,Ngnolobot,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.66206137200,3.85010011600,"3° 51' 0.360"" N","32° 39' 43.421"" E",,
Kisina,CF-0126,Kisina,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.81206137200,3.85010011600,"3° 51' 0.360"" N","32° 48' 43.421"" E",,
Lodakr,CG-0013,Lodakr,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.41822157200,3.85197015800,"3° 51' 7.093"" N","33° 25' 5.598"" E",,
Lofusa,CG-0014,Lofusa,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.19666163600,3.85459683100,"3° 51' 16.549"" N","33° 11' 47.982"" E",,
Ogwum,CG-0015,Ogwum,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.50567007900,3.85863752500,"3° 51' 31.095"" N","33° 30' 20.412"" E",,
Ambaio,CF-0127,Ambaio,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.04186713500,3.86447269000,"3° 51' 52.102"" N","32° 2' 30.722"" E",,
Ngungwa,CF-0128,Ngungwa,Nyongwa,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.94441214900,3.88351146700,"3° 53' 0.641"" N","31° 56' 39.884"" E",,
Logoma,CF-0129,Logoma,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.39539467200,3.86676681600,"3° 52' 0.361"" N","32° 23' 43.421"" E",,
Jama,CF-0130,Jama,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.57872797200,3.86676681600,"3° 52' 0.361"" N","32° 34' 43.421"" E",,
Mashi,CF-0131,Mashi,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.62872797200,3.86676681600,"3° 52' 0.361"" N","32° 37' 43.421"" E",,
Logofero,CF-0132,Logofero,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.88333330000,3.86666670000,"3° 52' 0.000"" N","32° 53' 0.000"" E",,
Ituko,CG-0016,Ituko,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.43238580900,3.86764229100,"3° 52' 3.512"" N","33° 25' 56.589"" E",,
Iluko,CG-0017,Iluko,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.50000000000,3.87000000000,"3° 52' 12.000"" N","33° 30' 0.000"" E",,
Bira,CG-0018,Bira,,,6,Village,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.57339169100,3.86281257800,"3° 51' 46.125"" N","33° 34' 24.210"" E",,
Parajok,CF-0133,Parajok,Pajok,,5,Secondary Town / Small Town,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.47937831500,3.87179235200,"3° 52' 18.452"" N","32° 28' 45.762"" E",,
Lomariti,CF-0134,Lomariti,,,6,Village,,,,,Torit,SS9301,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.72000000000,3.88000000000,"3° 52' 48.000"" N","32° 43' 12.000"" E",,
Ondeili,CF-0135,Ondeili,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.18333330000,3.88333330000,"3° 53' 0.000"" N","32° 11' 0.000"" E",,
Lerum,CF-0136,Lerum,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.54539467200,3.88343341600,"3° 53' 0.360"" N","32° 32' 43.421"" E",,
Tereteinia,CG-0019,Tereteinia,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.15000000000,3.88333330000,"3° 53' 0.000"" N","33° 9' 0.000"" E",,
Atepi,CF-0137,Atepi,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.13455000000,3.89091000000,"3° 53' 27.276"" N","32° 8' 4.380"" E",,
Lokila,CG-0020,Lokila,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.15824914800,3.89189466700,"3° 53' 30.821"" N","33° 9' 29.697"" E",,
Male,CF-0138,Male,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.04170409800,3.88742609100,"3° 53' 14.734"" N","32° 2' 30.135"" E",,
Agba,CF-0139,Agba,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.07739857900,3.90441737300,"3° 54' 15.903"" N","32° 4' 38.635"" E",,
Patibe,CF-0140,Patibe,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.01835018000,3.88092078000,"3° 52' 51.315"" N","32° 1' 6.061"" E",,
Latafor,CF-0141,Latafor,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.93333330000,3.90000000000,"3° 54' 0.000"" N","32° 56' 0.000"" E",,
Narus,CG-0021,Narus,,,6,Village,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.63842534700,3.89267126000,"3° 53' 33.617"" N","33° 38' 18.331"" E",,
Palwal,CF-0142,Palwal,,,6,Village,,,,,Torit,SS9301,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.65595135500,3.89411970700,"3° 53' 38.831"" N","32° 39' 21.425"" E",,
Lohila,CG-0022,Lohila,,,6,Village,Ifuda,,Ikwoto,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.17294208900,3.90279794000,"3° 54' 10.073"" N","33° 10' 22.592"" E",,
Kerepi,CF-0143,Kerepi,,,5,Secondary Town / Small Town,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.92588779300,3.90207044900,"3° 54' 7.454"" N","31° 55' 33.196"" E",,
Shukoli,CF-0144,Shukoli,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.76854877900,3.90597569600,"3° 54' 21.513"" N","31° 46' 6.776"" E",,
Issore,CF-0145,Issore,,,6,Village,,,,,Torit,SS9301,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.80000000000,3.91000000000,"3° 54' 36.000"" N","32° 48' 0.000"" E",,
Mugi,CF-0146,Mugi,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.76724938000,3.91557633100,"3° 54' 56.075"" N","31° 46' 2.098"" E",,
Opari,CF-0147,Opari,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.06756505200,3.92069783900,"3° 55' 14.512"" N","32° 4' 3.234"" E",,
Tekakomi,CF-0148,Tekakomi,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.09000000000,3.92000000000,"3° 55' 12.000"" N","32° 5' 24.000"" E",,
Palwar,CF-0149,Palwar,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.60108897700,3.91567482800,"3° 54' 56.429"" N","32° 36' 3.920"" E",,
Adala,CF-0150,Adala,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.13333330000,3.93333330000,"3° 56' 0.000"" N","32° 8' 0.000"" E",,
Lotolo,CG-0023,Lotolo,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.13333330000,3.93333330000,"3° 56' 0.000"" N","33° 8' 0.000"" E",,
Tule,CG-0024,Tule,,,6,Village,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.55509204700,3.92600456000,"3° 55' 33.616"" N","33° 33' 18.331"" E",,
Winyanlonge,CF-0151,Winyanlonge,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.18854100800,3.93372813900,"3° 56' 1.421"" N","32° 11' 18.748"" E",,
Warcha,CF-0152,Warcha,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.91527599300,3.93495039300,"3° 56' 5.821"" N","31° 54' 54.994"" E",,
Kiteng,CF-0153,Kiteng,,,6,Village,,,,,Torit,SS9301,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.62000000000,3.94000000000,"3° 56' 24.000"" N","32° 37' 12.000"" E",,
Uaiya,CF-0154,Uaiya,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.58236910500,3.95005294300,"3° 57' 0.191"" N","32° 34' 56.529"" E",,
Kinyeti,CF-0155,Kinyeti,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.90000000000,3.95000000000,"3° 57' 0.000"" N","32° 54' 0.000"" E",,
Kipia,CF-0156,Kipia,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.93333330000,3.95000000000,"3° 57' 0.000"" N","32° 56' 0.000"" E",,
Lomueng Rest House,CF-0157,Lomueng Rest House,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.00000000000,3.95000000000,"3° 57' 0.000"" N","33° 0' 0.000"" E",,
Ngaia,CF-0158,Ngaia,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.06091461200,3.95145872700,"3° 57' 5.251"" N","32° 3' 39.293"" E",,
Farajok,CF-0159,Farajok,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.51212424100,3.95320572800,"3° 57' 11.541"" N","32° 30' 43.647"" E",,
Mede,CF-0160,Mede,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.07000000000,3.96000000000,"3° 57' 36.000"" N","32° 4' 12.000"" E",,
Danga,CF-0161,Danga,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.21302754900,3.96607183500,"3° 57' 57.859"" N","32° 12' 46.899"" E",,
Oiro,CG-0025,Oiro,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.46666670000,3.96666670000,"3° 58' 0.000"" N","33° 28' 0.000"" E",,
Amtaini,CG-0026,Amtaini,,,6,Village,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.58842534700,3.95933796000,"3° 57' 33.617"" N","33° 35' 18.331"" E",,
Logoforok,CG-0027,Logoforok,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.07000000000,3.97000000000,"3° 58' 12.000"" N","33° 4' 12.000"" E",,
Paja,CF-0162,Paja,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.05242709100,3.97004711700,"3° 58' 12.170"" N","32° 3' 8.738"" E",,
Morle,CF-0163,Morle,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.76092817500,3.97191167900,"3° 58' 18.882"" N","31° 45' 39.341"" E",,
Lotome,CG-0028,Lotome,Latome 2,,5,Secondary Town / Small Town,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.45023529100,3.97724373000,"3° 58' 38.077"" N","33° 27' 0.847"" E",,
Fadieri,CF-0164,Fadieri,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.05000000000,3.98000000000,"3° 58' 48.000"" N","32° 3' 0.000"" E",,
Lerua,CF-0165,Lerua,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.56539467200,3.98010011600,"3° 58' 48.360"" N","32° 33' 55.421"" E",,
Lothik,CG-0029,Lothik,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.30000000000,3.98333330000,"3° 59' 0.000"" N","33° 18' 0.000"" E",,
Komoloich,CG-0030,Komoloich,,,6,Village,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.55510252000,3.99147105700,"3° 59' 29.296"" N","33° 33' 18.369"" E",,
Furuta,CG-0031,Furuta,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.21472812100,3.98563365700,"3° 59' 8.281"" N","33° 12' 53.021"" E",,
Goya,CF-0166,Goya,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.07000000000,3.99000000000,"3° 59' 24.000"" N","32° 4' 12.000"" E",,
Loturutur,CG-0032,Loturutur,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.06483746900,3.99312415100,"3° 59' 35.247"" N","33° 3' 53.415"" E",,
Shilok,BX-0012,Shilok,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.06880046000,4.00127404100,"4° 0' 4.587"" N","33° 4' 7.682"" E",,
Telanga,BW-0440,Telanga,,,6,Village,,,,,Torit,SS9301,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.74651160200,4.00935240800,"4° 0' 33.669"" N","32° 44' 47.442"" E",,
Fakala,BW-0441,Fakala,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.11086055300,4.01171029800,"4° 0' 42.157"" N","32° 6' 39.098"" E",,
Logire,BX-0013,Logire,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.02108461800,4.01497576100,"4° 0' 53.913"" N","33° 1' 15.905"" E",,
Orollo,BW-0442,Orollo,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.10679549800,4.01476816900,"4° 0' 53.165"" N","32° 6' 24.464"" E",,
Bogora,BX-0014,Bogora,,,6,Village,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.64092534700,4.00767126000,"4° 0' 27.617"" N","33° 38' 27.331"" E",,
Lomothing,BX-0015,Lomothing,,,6,Village,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.53120314700,4.01156016000,"4° 0' 41.617"" N","33° 31' 52.331"" E",,
Lamarnyang,BW-0443,Lamarnyang,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.47378992500,4.02734178200,"4° 1' 38.430"" N","32° 28' 25.644"" E",,
Itibol,BW-0444,Itibol,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.82617245600,4.02730744700,"4° 1' 38.307"" N","32° 49' 34.221"" E",,
Kororo,BW-0445,Kororo,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.19310997500,4.02523174000,"4° 1' 30.834"" N","32° 11' 35.196"" E",,
Upper Talanga,BW-0446,Upper Talanga,Upper Talang,Upper  talang,6,Village,,,,,Torit,SS9301,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,Upper  talanga,,32.79168055000,4.02164925400,"4° 1' 17.937"" N","32° 47' 30.050"" E",,
Palebek,BW-0447,Palebek,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.12000000000,4.03000000000,"4° 1' 48.000"" N","32° 7' 12.000"" E",,
Ayum,BW-0448,Ayum,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.13491257900,4.03053997700,"4° 1' 49.944"" N","32° 8' 5.685"" E",,
Moli,BW-0449,Moli,,,5,Secondary Town / Small Town,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,31.95392673700,4.03224863200,"4° 1' 56.095"" N","31° 57' 14.136"" E",,
Imaje,BX-0016,Imaje,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.05000000000,4.03333330000,"4° 2' 0.000"" N","33° 3' 0.000"" E",,
Iyak,BX-0017,Iyak,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.18785761000,4.03884026000,"4° 2' 19.825"" N","33° 11' 16.287"" E",,
Katiri,BW-0450,Katiri,Khatire,,6,Village,,,,,Torit,SS9301,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.80061299600,4.03438624800,"4° 2' 3.790"" N","32° 48' 2.207"" E",,
Itibol,BW-0451,Itibol,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.84000000000,4.04000000000,"4° 2' 24.000"" N","32° 50' 24.000"" E",,
Ikatik,BX-0018,Ikatik,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.21000000000,4.04000000000,"4° 2' 24.000"" N","33° 12' 36.000"" E",,
Gilo,BW-0452,Gilo,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.83386743300,4.04641280300,"4° 2' 47.086"" N","32° 50' 1.923"" E",,
Longairo,BW-0453,Longairo,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.99515172400,4.04267531600,"4° 2' 33.631"" N","32° 59' 42.546"" E",,
Kamosing,BX-0019,Kamosing,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.08166670000,4.04777780000,"4° 2' 52.000"" N","33° 4' 54.000"" E",,
Aiyerri,BW-0454,Aiyerri,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.40654940500,4.04973457900,"4° 2' 59.044"" N","32° 24' 23.578"" E",,
Palotaka,BW-0455,Palotaka,,,5,Secondary Town / Small Town,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.47238249100,4.02373740900,"4° 1' 25.455"" N","32° 28' 20.577"" E",,
Malumas,BX-0020,Malumas,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.02500000000,4.05083330000,"4° 3' 3.000"" N","33° 1' 30.000"" E",,
Konoro,BW-0456,Konoro,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.89916670000,4.05194440000,"4° 3' 7.000"" N","32° 53' 57.000"" E",,
Lotti,BW-0457,Lotti,,,6,Village,,,,,Torit,SS9301,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.54564609400,4.05232551000,"4° 3' 8.372"" N","32° 32' 44.326"" E",,
Obbo,BW-0458,Obbo,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.41096532000,4.05390058000,"4° 3' 14.042"" N","32° 24' 39.475"" E",,
Iyiri,BW-0459,Iyiri,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.52430850400,4.05603482700,"4° 3' 21.725"" N","32° 31' 27.511"" E",,
Ramirok,BX-0022,Ramirok,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.18269189400,4.05647695800,"4° 3' 23.317"" N","33° 10' 57.691"" E",,
Loboyo,BW-0460,Loboyo,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.96181086400,4.05907604700,"4° 3' 32.674"" N","32° 57' 42.519"" E",,
Lorima,BX-0023,Lorima,,,6,Village,Tanama,,Ikwoto,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.16394926500,4.06119593500,"4° 3' 40.305"" N","33° 9' 50.217"" E",,
Larua,BX-0024,Larua,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.21017041900,4.06151422800,"4° 3' 41.451"" N","33° 12' 36.614"" E",,
Ame,BW-0461,Ame,,,6,Village,,,,,Magwi,SS9308,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.06900045400,4.06040137800,"4° 3' 37.445"" N","32° 4' 8.402"" E",,
Lorima,BW-0462,Lorima,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.95173920800,4.06622896000,"4° 3' 58.424"" N","32° 57' 6.261"" E",,
Kugwa,BX-0025,Kugwa,,,6,Village,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.32731424700,4.05822686000,"4° 3' 29.617"" N","33° 19' 38.331"" E",,
Garingoru,BX-0026,Garingoru,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.26932180200,4.06903467700,"4° 4' 8.525"" N","33° 16' 9.558"" E",,
Lomo,BW-0463,Lomo,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.94000000000,4.07000000000,"4° 4' 12.000"" N","32° 56' 24.000"" E",,
Loiri,BX-0027,Loiri,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.27386046900,4.07702933700,"4° 4' 37.306"" N","33° 16' 25.898"" E",,
Nabakin,BW-0464,Nabakin,,,6,Village,,,,,Ikotos,SS9307,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,32.87540954100,4.07507220800,"4° 4' 30.260"" N","32° 52' 31.474"" E",,
Lotukei,BX-0028,Lotukei,,,5,Secondary Town / Small Town,,,,,Budi,SS9306,Eastern Equatoria,SS93,South Sudan,SS,12/2/2015,2/2/2016,,,,33.71418204700,4.07267125600,"4° 4' 21.617"" N","33° 42' 51.055"" E",,
