country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
BM,,,32.33,-64.75,TOTAL,1000HAB,6.3,60129,1996,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
BN,,,4.5,114.67,ICU,1000HAB,0.131,424473,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
BN,,,4.5,114.67,TOTAL,1000HAB,2.7,414907,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BO,,,-17.0,-65.0,TOTAL,1000HAB,1.1,10706517,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BR,,,-10.0,-55.0,ICU,1000HAB,0.210581,210147125,2018,ibge,https://www.kaggle.com/thiagobodruk/brazilianstates
BR,,,-10.0,-55.0,TOTAL,1000HAB,2.2,202800000,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BS,,,24.25,-76.0,TOTAL,1000HAB,2.9,367168,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BT,,,27.5,90.5,TOTAL,1000HAB,1.8,701583,2012,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
BW,,,-22.0,24.0,TOTAL,1000HAB,1.8,1987105,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BY,,,53.0,28.0,TOTAL,1000HAB,11.0,9465997,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
BZ,,,17.25,-88.75,TOTAL,1000HAB,1.3,353366,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CA,,,60.0,-95.0,ACUTE,1000HAB,1.95,37057765,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CA,,,60.0,-95.0,PSYCHIATRIC,1000HAB,0.34,37057765,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CA,,,60.0,-95.0,TOTAL,1000HAB,2.5,37057765,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CD,,,0.0,25.0,TOTAL,1000HAB,0.8,56578037,2006,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CF,,,7.0,21.0,TOTAL,1000HAB,1.0,4418636,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CG,,,-1.0,15.0,TOTAL,1000HAB,1.6,3622775,2005,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CH,,,47.0,8.0,ACUTE,1000HAB,3.56,8451840,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CH,,,47.0,8.0,ICU,1000HAB,0.11,7870134,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CH,,,47.0,8.0,PSYCHIATRIC,1000HAB,0.93,8451840,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CH,,,47.0,8.0,TOTAL,1000HAB,4.53,8451840,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CI,,,8.0,-5.0,TOTAL,1000HAB,0.4,18754916,2006,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CL,,,-30.0,-71.0,ACUTE,1000HAB,1.99,18470439,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CL,,,-30.0,-71.0,PSYCHIATRIC,1000HAB,0.1,18470439,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CL,,,-30.0,-71.0,TOTAL,1000HAB,2.11,18470439,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CM,,,6.0,12.0,TOTAL,1000HAB,1.3,20341241,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CN,,,35.0,105.0,ICU,1000HAB,0.036,1386000000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
CN,,,35.0,105.0,TOTAL,1000HAB,4.34,1386000000,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CO,,,4.0,-72.0,TOTAL,1000HAB,1.71,49650000,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CR,,,10.0,-84.0,TOTAL,1000HAB,1.13,4949954,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CU,,,21.5,-80.0,TOTAL,1000HAB,5.2,11306902,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CV,,,16.0,-24.0,TOTAL,1000HAB,2.1,492654,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CY,,,35.0,33.0,ACUTE,1000HAB,3.3996,1179680,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
CY,,,35.0,33.0,ICU,1000HAB,0.114,838897,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CY,,,35.0,33.0,TOTAL,1000HAB,3.4,1143866,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
CZ,,,49.75,15.5,ACUTE,1000HAB,4.11,10594438,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CZ,,,49.75,15.5,ICU,1000HAB,0.116,10560000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CZ,,,49.75,15.5,PSYCHIATRIC,1000HAB,0.94,10594438,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
CZ,,,49.75,15.5,TOTAL,1000HAB,6.63,10594438,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DE,,,51.0,9.0,ACUTE,1000HAB,6.02,82657002,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DE,,,51.0,9.0,ICU,1000HAB,0.431843,82175684,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,,,51.0,9.0,PSYCHIATRIC,1000HAB,1.28,82657002,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DE,,,51.0,9.0,TOTAL,1000HAB,8.0,82657002,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DJ,,,11.5,43.0,TOTAL,1000HAB,1.4,898696,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
DK,,,56.0,10.0,ACUTE,1000HAB,2.42,5793636,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DK,,,56.0,10.0,ICU,1000HAB,0.067,5580516,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
DK,,,56.0,10.0,PSYCHIATRIC,1000HAB,0.47,5793636,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DK,,,56.0,10.0,TOTAL,1000HAB,2.5,5793636,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
DM,,,15.42,-61.33,TOTAL,1000HAB,3.8,70965,2012,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
DO,,,19.0,-70.67,TOTAL,1000HAB,1.6,10165178,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
DZ,,,28.0,3.0,TOTAL,1000HAB,1.9,39728025,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
EC,,,-2.0,-77.5,TOTAL,1000HAB,1.5,15707474,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
EE,,,59.0,26.0,ACUTE,1000HAB,3.45,1317384,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
EE,,,59.0,26.0,ICU,1000HAB,0.146,1294455,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
EE,,,59.0,26.0,PSYCHIATRIC,1000HAB,0.53,1317384,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
EE,,,59.0,26.0,TOTAL,1000HAB,4.69,1317384,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
EG,,,27.0,30.0,TOTAL,1000HAB,1.6,90424654,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
ER,,,15.0,39.0,TOTAL,1000HAB,0.7,3213972,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
ES,,,40.0,-4.0,ACUTE,1000HAB,2.43,46593236,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
ES,,,40.0,-4.0,ICU,1000HAB,0.103085,46670000,2011,medintensiva,https://www.medintensiva.org/en-pdf-S2173572713000878
ES,,,40.0,-4.0,PSYCHIATRIC,1000HAB,0.36,46593236,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
ES,,,40.0,-4.0,TOTAL,1000HAB,2.97,46593236,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
ET,,,8.0,38.0,TOTAL,1000HAB,0.3,100835458,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
FI,,,64.0,26.0,ACUTE,1000HAB,2.8,5508214,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
FI,,,64.0,26.0,ICU,1000HAB,0.061,5375000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
FI,,,64.0,26.0,PSYCHIATRIC,1000HAB,0.39,5508214,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
FI,,,64.0,26.0,TOTAL,1000HAB,3.28,5508214,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
FJ,,,-18.0,175.0,TOTAL,1000HAB,2.3,863449,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
FM,,,6.92,158.25,TOTAL,1000HAB,3.2,102975,2009,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
FR,,,46.0,2.0,ACUTE,1000HAB,3.0901,66865144,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
FR,,,46.0,2.0,ICU,1000HAB,0.116,64930000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
FR,,,46.0,2.0,PSYCHIATRIC,1000HAB,0.84,66865144,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
FR,,,46.0,2.0,TOTAL,1000HAB,5.98,66865144,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
GA,,,-1.0,11.75,TOTAL,1000HAB,6.3,1624140,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GB,,,54.0,-2.0,ACUTE,1000HAB,2.114,66058859,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
GB,,,54.0,-2.0,ICU,1000HAB,0.066,63020000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
GB,,,54.0,-2.0,PSYCHIATRIC,1000HAB,0.38,66058859,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
GB,,,54.0,-2.0,TOTAL,1000HAB,2.54,66058859,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
GD,,,12.12,-61.67,TOTAL,1000HAB,3.7,108902,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GE,,,42.0,43.5,TOTAL,1000HAB,2.6,3717668,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GH,,,8.0,-2.0,TOTAL,1000HAB,0.9,25387710,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GL,,,72.0,-40.0,TOTAL,1000HAB,14.3534,46400,1970,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
GM,,,13.47,-16.57,TOTAL,1000HAB,1.1,1848147,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GN,,,11.0,-10.0,TOTAL,1000HAB,0.3,10420471,2011,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GQ,,,2.0,10.0,TOTAL,1000HAB,2.1,943639,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GR,,,39.0,22.0,ACUTE,1000HAB,3.6028,10754679,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
GR,,,39.0,22.0,ICU,1000HAB,0.06,11120000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
GR,,,39.0,22.0,PSYCHIATRIC,1000HAB,0.74,10754679,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
GR,,,39.0,22.0,TOTAL,1000HAB,4.21,10754679,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
GT,,,15.5,-90.25,TOTAL,1000HAB,0.6,15923243,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GW,,,12.0,-15.0,TOTAL,1000HAB,1.0,1483921,2009,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
GY,,,5.0,-59.0,TOTAL,1000HAB,1.6,763380,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
HK,,,22.25,114.17,ICU,1000HAB,0.071,7392000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
HK,,,22.25,114.17,TOTAL,1000HAB,4.8909,5456200,1985,world-bank,https://datahub.io/world-bank/sh.med.beds.zs
HN,,,15.0,-86.5,TOTAL,1000HAB,0.7,8955589,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
HR,,,45.17,15.5,ACUTE,1000HAB,3.505,4124531,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
HR,,,45.17,15.5,ICU,1000HAB,0.147,4290000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
HR,,,45.17,15.5,TOTAL,1000HAB,5.6,4203604,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
HT,,,19.0,-72.42,TOTAL,1000HAB,0.7,10400673,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
HU,,,47.0,20.0,ACUTE,1000HAB,4.2709,9787966,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
HU,,,47.0,20.0,ICU,1000HAB,0.138,9937628,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
HU,,,47.0,20.0,PSYCHIATRIC,1000HAB,0.87,9787966,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
HU,,,47.0,20.0,TOTAL,1000HAB,7.02,9787966,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
ID,,,-5.0,120.0,ICU,1000HAB,0.027,264600000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
ID,,,-5.0,120.0,TOTAL,1000HAB,1.04,264645886,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IE,,,53.0,-8.0,ACUTE,1000HAB,2.77,4807388,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IE,,,53.0,-8.0,ICU,1000HAB,0.065,4571000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
IE,,,53.0,-8.0,PSYCHIATRIC,1000HAB,0.34,4807388,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IE,,,53.0,-8.0,TOTAL,1000HAB,2.96,4807388,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IL,,,31.5,34.75,ACUTE,1000HAB,2.19,8882800,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IL,,,31.5,34.75,PSYCHIATRIC,1000HAB,0.4,8882800,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IL,,,31.5,34.75,TOTAL,1000HAB,2.99,8882800,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IN,,,20.0,77.0,ICU,1000HAB,0.023,1339000000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
IN,,,20.0,77.0,TOTAL,1000HAB,0.53,1339000000,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IQ,,,33.0,44.0,TOTAL,1000HAB,1.4,34411951,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
IR,,,32.0,53.0,ICU,1000HAB,0.046,80670000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
IR,,,32.0,53.0,TOTAL,1000HAB,1.5,77465753,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
IS,,,65.0,-18.0,ACUTE,1000HAB,2.37,352721,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IS,,,65.0,-18.0,ICU,1000HAB,0.091,319575,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
IS,,,65.0,-18.0,PSYCHIATRIC,1000HAB,0.37,352721,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IS,,,65.0,-18.0,TOTAL,1000HAB,2.91,352721,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IT,,,42.83,12.83,ACUTE,1000HAB,2.6247,60536709,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
IT,,,42.83,12.83,ICU,1000HAB,0.084324,60480876,2020,gelocal.it,https://lanuovaferrara.gelocal.it/italia-mondo/cronaca/2020/03/19/news/dietro-la-corsa-a-nuovi-posti-in-terapia-intensiva-gli-errori-del-passato-1.38611596
IT,,,42.83,12.83,PSYCHIATRIC,1000HAB,0.09,60536709,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
IT,,,42.83,12.83,TOTAL,1000HAB,3.18,60536709,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
JM,,,18.25,-77.5,TOTAL,1000HAB,1.7,2858709,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
JO,,,31.0,36.0,TOTAL,1000HAB,1.4,9266575,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
JP,,,36.0,138.0,ACUTE,1000HAB,7.79,126785797,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
JP,,,36.0,138.0,ICU,1000HAB,0.073,126800000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
JP,,,36.0,138.0,PSYCHIATRIC,1000HAB,2.62,126785797,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
JP,,,36.0,138.0,TOTAL,1000HAB,13.05,126785797,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
KE,,,1.0,38.0,TOTAL,1000HAB,1.4,42030676,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KG,,,41.0,75.0,TOTAL,1000HAB,4.5,5719600,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KH,,,13.0,105.0,TOTAL,1000HAB,0.8,15521436,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KI,,,1.42,173.0,TOTAL,1000HAB,1.9,110930,2015,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KM,,,-12.17,44.25,TOTAL,1000HAB,2.2,689692,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KN,,,17.33,-62.75,TOTAL,1000HAB,2.3,49887,2012,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KP,,,40.0,127.0,TOTAL,1000HAB,13.2,24800612,2012,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KR,,,37.0,127.5,ACUTE,1000HAB,7.14,51361911,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
KR,,,37.0,127.5,ICU,1000HAB,0.106,51470000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
KR,,,37.0,127.5,PSYCHIATRIC,1000HAB,1.31,51361911,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
KR,,,37.0,127.5,TOTAL,1000HAB,12.27,51361911,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
KW,,,29.34,47.66,TOTAL,1000HAB,2.0,3690942,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KY,,,19.5,-80.5,TOTAL,1000HAB,3.0,25312,1990,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
KZ,,,48.0,68.0,ICU,1000HAB,0.213,18040000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
KZ,,,48.0,68.0,TOTAL,1000HAB,6.7,17035550,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
LA,,,18.0,105.0,ICU,1000HAB,0.021,6953000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
LA,,,18.0,105.0,TOTAL,1000HAB,1.5,6444530,2012,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
LB,,,33.83,35.83,TOTAL,1000HAB,2.9,6262410,2014,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
LC,,,13.88,-61.13,TOTAL,1000HAB,1.3,177513,2013,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
LI,,,47.17,9.53,ACUTE,1000HAB,2.3971,37800,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
LK,,,7.0,81.0,ICU,1000HAB,0.023,21440000,2017,ccm-journal,https://www.researchgate.net/figure/Number-of-critical-care-beds-per-100-000-population_fig1_338520008
LK,,,7.0,81.0,TOTAL,1000HAB,3.6,20425000,2012,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
LR,,,6.5,-9.5,TOTAL,1000HAB,0.8,3891356,2010,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
LS,,,-29.5,28.5,TOTAL,1000HAB,1.3,1989939,2006,wdi,https://data.worldbank.org/indicator/SH.MED.BEDS.ZS
LT,,,56.0,24.0,ACUTE,1000HAB,5.472,2828403,2017,eurostat,https://data.europa.eu/euodp/en/data/dataset/vswUL3c6yKoyahrvIRyew
LT,,,56.0,24.0,ICU,1000HAB,0.155,3028000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
LT,,,56.0,24.0,PSYCHIATRIC,1000HAB,0.99,2828403,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
LT,,,56.0,24.0,TOTAL,1000HAB,6.56,2828403,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
LU,,,49.75,6.17,ACUTE,1000HAB,3.7,607950,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
LU,,,49.75,6.17,ICU,1000HAB,0.248,511840,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
LU,,,49.75,6.17,PSYCHIATRIC,1000HAB,0.74,607950,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
LU,,,49.75,6.17,TOTAL,1000HAB,4.51,607950,2018,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
LV,,,57.0,25.0,ACUTE,1000HAB,3.3,1942248,2017,oecd,https://data.oecd.org/healtheqt/hospital-beds.htm
LV,,,57.0,25.0,ICU,1000HAB,0.097,2070000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
